"fur","name"
"http://dbpedia.org/resource/Blanket","Blanket"
"http://dbpedia.org/resource/Bleach_balloon","Bleach balloon"
"http://dbpedia.org/resource/Bungee_chair","Bungee chair"
"http://dbpedia.org/resource/Bunk_bed","Bunk bed"
"http://dbpedia.org/resource/Bunkie_board","Bunkie board"
"http://dbpedia.org/resource/Buoyancy_compensator_(diving)","Buoyancy compensator (diving)"
"http://dbpedia.org/resource/Bureau_du_Roi","Bureau du Roi"
"http://dbpedia.org/resource/Burg_Weiler_Altarpiece","Burg Weiler Altarpiece"
"http://dbpedia.org/resource/Burn_recovery_bed","Burn recovery bed"
"http://dbpedia.org/resource/Busby's_stoop_chair","Busby's stoop chair"
"http://dbpedia.org/resource/Night_Crossing","Night Crossing"
"http://dbpedia.org/resource/Captain's_bed","Captain's bed"
"http://dbpedia.org/resource/Captain_bed","Captain bed"
"http://dbpedia.org/resource/Caquetoire","Caquetoire"
"http://dbpedia.org/resource/Cardinal_del_Portogallo_Altarpiece","Cardinal del Portogallo Altarpiece"
"http://dbpedia.org/resource/Up,_Up_and_Away_(song)","Up, Up and Away (song)"
"http://dbpedia.org/resource/Inflatable","Inflatable"
"http://dbpedia.org/resource/Inflatable_rescue_boat","Inflatable rescue boat"
"http://dbpedia.org/resource/Intrepid_(balloon)","Intrepid (balloon)"
"http://dbpedia.org/resource/The_Immaculate_Conception_(Tiepolo)","The Immaculate Conception (Tiepolo)"
"http://dbpedia.org/resource/High_chair","High chair"
"http://dbpedia.org/resource/Hikone_screen","Hikone screen"
"http://dbpedia.org/resource/Herrenberg_Altarpiece","Herrenberg Altarpiece"
"http://dbpedia.org/resource/List_of_U.S._Ballooning_Hall_of_Fame_Inductees","List of U.S. Ballooning Hall of Fame Inductees"
"http://dbpedia.org/resource/List_of_balloonists","List of balloonists"
"http://dbpedia.org/resource/List_of_chairs","List of chairs"
"http://dbpedia.org/resource/List_of_countries_by_hospital_beds","List of countries by hospital beds"
"http://dbpedia.org/resource/Marriage_bed_of_Henry_VII","Marriage bed of Henry VII"
"http://dbpedia.org/resource/Water_polo_ball","Water polo ball"
"http://dbpedia.org/resource/Papasan_chair","Papasan chair"
"http://dbpedia.org/resource/Passerini_Assumption","Passerini Assumption"
"http://dbpedia.org/resource/Paul_Epp","Paul Epp"
"http://dbpedia.org/resource/Solapuri_chaddar","Solapuri chaddar"
"http://dbpedia.org/resource/The_Holy_Kinship_(Geertgen_tot_Sint_Jans)","The Holy Kinship (Geertgen tot Sint Jans)"
"http://dbpedia.org/resource/The_Immaculate_Conception_with_Saint_Lawrence_and_Saint_Francis_of_Paola","The Immaculate Conception with Saint Lawrence and Saint Francis of Paola"
"http://dbpedia.org/resource/The_Knights_Abisai,_Sibbechai_and_Benaja_Bring_King_David_Water","The Knights Abisai, Sibbechai and Benaja Bring King David Water"
"http://dbpedia.org/resource/The_Last_Judgement_(Biberach_Master)","The Last Judgement (Biberach Master)"
"http://dbpedia.org/resource/Tat_patti","Tat patti"
"http://dbpedia.org/resource/Abel_Helman","Abel Helman"
"http://dbpedia.org/resource/Brent_Lakatos","Brent Lakatos"
"http://dbpedia.org/resource/Bruce_McAninch","Bruce McAninch"
"http://dbpedia.org/resource/Bruno_Yizek","Bruno Yizek"
"http://dbpedia.org/resource/Byōbu","Byōbu"
"http://dbpedia.org/resource/CCA_Global_Partners","CCA Global Partners"
"http://dbpedia.org/resource/CU_Spaceflight","CU Spaceflight"
"http://dbpedia.org/resource/Carl_Marquis","Carl Marquis"
"http://dbpedia.org/resource/Carlo_Bugatti","Carlo Bugatti"
"http://dbpedia.org/resource/Cavalier_Corporation","Cavalier Corporation"
"http://dbpedia.org/resource/Château_de_Balleroy","Château de Balleroy"
"http://dbpedia.org/resource/Cindy_Ouellet","Cindy Ouellet"
"http://dbpedia.org/resource/Claire_Buchanan","Claire Buchanan"
"http://dbpedia.org/resource/Claudio_Bellini","Claudio Bellini"
"http://dbpedia.org/resource/Collinda_Joseph","Collinda Joseph"
"http://dbpedia.org/resource/Cory_Harrower","Cory Harrower"
"http://dbpedia.org/resource/D-class_lifeboat_(Avon_S650)","D-class lifeboat (Avon S650)"
"http://dbpedia.org/resource/D-class_lifeboat_(EA16)","D-class lifeboat (EA16)"
"http://dbpedia.org/resource/D-class_lifeboat_(IB1)","D-class lifeboat (IB1)"
"http://dbpedia.org/resource/Daniel_Wesley_(athlete)","Daniel Wesley (athlete)"
"http://dbpedia.org/resource/Darda_Sales","Darda Sales"
"http://dbpedia.org/resource/Dave_Durepos","Dave Durepos"
"http://dbpedia.org/resource/David_Willsie","David Willsie"
"http://dbpedia.org/resource/Allied_Carpets","Allied Carpets"
"http://dbpedia.org/resource/Allsopp_Helikite","Allsopp Helikite"
"http://dbpedia.org/resource/Altar_Wings_of_Roudníky","Altar Wings of Roudníky"
"http://dbpedia.org/resource/Altarpiece","Altarpiece"
"http://dbpedia.org/resource/Altarpiece_of_Alella","Altarpiece of Alella"
"http://dbpedia.org/resource/Altarpiece_of_Pellegrino_II","Altarpiece of Pellegrino II"
"http://dbpedia.org/resource/Altarpiece_of_Saint_Barbara","Altarpiece of Saint Barbara"
"http://dbpedia.org/resource/Altarpiece_of_Saints_Ursula,_Martin_and_Anthony","Altarpiece of Saints Ursula, Martin and Anthony"
"http://dbpedia.org/resource/Altarpiece_of_the_Halberd","Altarpiece of the Halberd"
"http://dbpedia.org/resource/Altarpiece_of_the_Holy_Sacrament","Altarpiece of the Holy Sacrament"
"http://dbpedia.org/resource/Altarpiece_with_Christ,_Saint_John_the_Baptist,_and_Saint_Margaret","Altarpiece with Christ, Saint John the Baptist, and Saint Margaret"
"http://dbpedia.org/resource/Jean-Joseph_Chapuis","Jean-Joseph Chapuis"
"http://dbpedia.org/resource/Jeff_Adams","Jeff Adams"
"http://dbpedia.org/resource/Jessica_Matassa","Jessica Matassa"
"http://dbpedia.org/resource/Jim_Armstrong_(curler)","Jim Armstrong (curler)"
"http://dbpedia.org/resource/Jim_Primavera","Jim Primavera"
"http://dbpedia.org/resource/Joey_Johnson","Joey Johnson"
"http://dbpedia.org/resource/John_Evelyn's_cabinet","John Evelyn's cabinet"
"http://dbpedia.org/resource/Johnson_desk","Johnson desk"
"http://dbpedia.org/resource/Jon_Thurston","Jon Thurston"
"http://dbpedia.org/resource/Josh_Cassidy","Josh Cassidy"
"http://dbpedia.org/resource/Bed","Bed"
"http://dbpedia.org/resource/Bed-making","Bed-making"
"http://dbpedia.org/resource/Bed_base","Bed base"
"http://dbpedia.org/resource/Bed_frame","Bed frame"
"http://dbpedia.org/resource/Bed_rest","Bed rest"
"http://dbpedia.org/resource/Bed_skirt","Bed skirt"
"http://dbpedia.org/resource/Bed_warmer","Bed warmer"
"http://dbpedia.org/resource/Bedding","Bedding"
"http://dbpedia.org/resource/Bede_Wing","Bede Wing"
"http://dbpedia.org/resource/Bedroom","Bedroom"
"http://dbpedia.org/resource/Bedside_sleeper","Bedside sleeper"
"http://dbpedia.org/resource/Lamentation_(Gerard_David)","Lamentation (Gerard David)"
"http://dbpedia.org/resource/Last_Supper_(Cranach)","Last Supper (Cranach)"
"http://dbpedia.org/resource/Castelfranco_Madonna","Castelfranco Madonna"
"http://dbpedia.org/resource/Castello_Roganzuolo_Altarpiece","Castello Roganzuolo Altarpiece"
"http://dbpedia.org/resource/DARPA_Network_Challenge","DARPA Network Challenge"
"http://dbpedia.org/resource/DHL_Balloon","DHL Balloon"
"http://dbpedia.org/resource/DOMO_Group","DOMO Group"
"http://dbpedia.org/resource/The_Last_Judgment_(Michelangelo)","The Last Judgment (Michelangelo)"
"http://dbpedia.org/resource/Willy_Rizzo","Willy Rizzo"
"http://dbpedia.org/resource/Wilson_desk","Wilson desk"
"http://dbpedia.org/resource/Wishbone_chair","Wishbone chair"
"http://dbpedia.org/resource/XP-class_lifeboat","XP-class lifeboat"
"http://dbpedia.org/resource/Xavier_Lust","Xavier Lust"
"http://dbpedia.org/resource/Y-class_lifeboat","Y-class lifeboat"
"http://dbpedia.org/resource/Diphros","Diphros"
"http://dbpedia.org/resource/Diptych","Diptych"
"http://dbpedia.org/resource/Dirk_Wynants","Dirk Wynants"
"http://dbpedia.org/resource/Display_case","Display case"
"http://dbpedia.org/resource/Domitilla_Harding","Domitilla Harding"
"http://dbpedia.org/resource/Filing_cabinet","Filing cabinet"
"http://dbpedia.org/resource/Giulio_Cappellini","Giulio Cappellini"
"http://dbpedia.org/resource/Harkonnen_Chair","Harkonnen Chair"
"http://dbpedia.org/resource/Inflatable_castle","Inflatable castle"
"http://dbpedia.org/resource/Litter_(vehicle)","Litter (vehicle)"
"http://dbpedia.org/resource/Entertainment_center","Entertainment center"
"http://dbpedia.org/resource/Imperial_Throne_of_Goslar","Imperial Throne of Goslar"
"http://dbpedia.org/resource/Kantha","Kantha"
"http://dbpedia.org/resource/Throne_of_Weapons","Throne of Weapons"
"http://dbpedia.org/resource/Gio_Ponti","Gio Ponti"
"http://dbpedia.org/resource/Michael_Angelo_Pergolesi","Michael Angelo Pergolesi"
"http://dbpedia.org/resource/Ottoman_(furniture)","Ottoman (furniture)"
"http://dbpedia.org/resource/Pallet_(furniture)","Pallet (furniture)"
"http://dbpedia.org/resource/Pesaro_Altarpiece_(Bellini)","Pesaro Altarpiece (Bellini)"
"http://dbpedia.org/resource/Piccolomini_Altarpiece","Piccolomini Altarpiece"
"http://dbpedia.org/resource/Polar_Bear_(furniture)","Polar Bear (furniture)"
"http://dbpedia.org/resource/Savonnerie_manufactory","Savonnerie manufactory"
"http://dbpedia.org/resource/Storage_bed","Storage bed"
"http://dbpedia.org/resource/Rocking_chair","Rocking chair"
"http://dbpedia.org/resource/Sacred_Heart_of_Jesus_(Batoni)","Sacred Heart of Jesus (Batoni)"
"http://dbpedia.org/resource/Saddle_chair","Saddle chair"
"http://dbpedia.org/resource/Sergio_Savarese","Sergio Savarese"
"http://dbpedia.org/resource/Wardrobe","Wardrobe"
"http://dbpedia.org/resource/Floors-2-Go","Floors-2-Go"
"http://dbpedia.org/resource/Four-poster_bed","Four-poster bed"
"http://dbpedia.org/resource/Francesco_Zambeccari","Francesco Zambeccari"
"http://dbpedia.org/resource/Franz_Sebald_Unterberger","Franz Sebald Unterberger"
"http://dbpedia.org/resource/Godadi","Godadi"
"http://dbpedia.org/resource/Godfrey_Hirst_Carpets","Godfrey Hirst Carpets"
"http://dbpedia.org/resource/Golden_Bed","Golden Bed"
"http://dbpedia.org/resource/Gondola_chair","Gondola chair"
"http://dbpedia.org/resource/Google_Balloon_Internet","Google Balloon Internet"
"http://dbpedia.org/resource/Green's_Balloon_at_Newcastle","Green's Balloon at Newcastle"
"http://dbpedia.org/resource/The_Virgin_of_the_Navigators","The Virgin of the Navigators"
"http://dbpedia.org/resource/Taboret","Taboret"
"http://dbpedia.org/resource/Henry_VIII's_writing_desk","Henry VIII's writing desk"
"http://dbpedia.org/resource/Inflatable_building","Inflatable building"
"http://dbpedia.org/resource/Mond_Crucifixion","Mond Crucifixion"
"http://dbpedia.org/resource/John_Jacques_(furniture_manufacturer)","John Jacques (furniture manufacturer)"
"http://dbpedia.org/resource/Pesaro_Madonna","Pesaro Madonna"
"http://dbpedia.org/resource/Portland_International_Airport_carpet","Portland International Airport carpet"
"http://dbpedia.org/resource/Ball_(Gaelic_football)","Ball (Gaelic football)"
"http://dbpedia.org/resource/Ball_(association_football)","Ball (association football)"
"http://dbpedia.org/resource/Ballon_Generali","Ballon Generali"
"http://dbpedia.org/resource/Balloon","Balloon"
"http://dbpedia.org/resource/Balloon-carried_light_effect","Balloon-carried light effect"
"http://dbpedia.org/resource/Balloon_Federation_of_America","Balloon Federation of America"
"http://dbpedia.org/resource/Balloon_carrier","Balloon carrier"
"http://dbpedia.org/resource/Balloon_fetish","Balloon fetish"
"http://dbpedia.org/resource/Balloon_glow","Balloon glow"
"http://dbpedia.org/resource/Balloon_helicopter","Balloon helicopter"
"http://dbpedia.org/resource/Balloon_mail","Balloon mail"
"http://dbpedia.org/resource/Balloon_modelling","Balloon modelling"
"http://dbpedia.org/resource/Balloon_phobia","Balloon phobia"
"http://dbpedia.org/resource/Balloon_release","Balloon release"
"http://dbpedia.org/resource/Balloon_rocket","Balloon rocket"
"http://dbpedia.org/resource/Ballooning","Ballooning"
"http://dbpedia.org/resource/Banig","Banig"
"http://dbpedia.org/resource/Barbadori_Altarpiece","Barbadori Altarpiece"
"http://dbpedia.org/resource/Romano_Carapecchia","Romano Carapecchia"
"http://dbpedia.org/resource/Rosalie_Lalonde","Rosalie Lalonde"
"http://dbpedia.org/resource/Rough_Waves","Rough Waves"
"http://dbpedia.org/resource/Rumen_Panayotov","Rumen Panayotov"
"http://dbpedia.org/resource/Russell_Spanner","Russell Spanner"
"http://dbpedia.org/resource/Columbia_Scientific_Balloon_Facility","Columbia Scientific Balloon Facility"
"http://dbpedia.org/resource/Combat_Rubber_Raiding_Craft","Combat Rubber Raiding Craft"
"http://dbpedia.org/resource/Commode","Commode"
"http://dbpedia.org/resource/Communion_of_the_Apostles_(Barocci)","Communion of the Apostles (Barocci)"
"http://dbpedia.org/resource/Console_television","Console television"
"http://dbpedia.org/resource/Dilmaghani","Dilmaghani"
"http://dbpedia.org/resource/Superpressure_balloon","Superpressure balloon"
"http://dbpedia.org/resource/Amanda_Yan","Amanda Yan"
"http://dbpedia.org/resource/Amnon_Weiss","Amnon Weiss"
"http://dbpedia.org/resource/Andrea_Picchi","Andrea Picchi"
"http://dbpedia.org/resource/Andrea_Tabanelli","Andrea Tabanelli"
"http://dbpedia.org/resource/André_Verroken","André Verroken"
"http://dbpedia.org/resource/André_Viger","André Viger"
"http://dbpedia.org/resource/Angela_Menardi","Angela Menardi"
"http://dbpedia.org/resource/Anki_(Finnish_company)","Anki (Finnish company)"
"http://dbpedia.org/resource/A_&_M_Karagheusian","A & M Karagheusian"
"http://dbpedia.org/resource/Bench_(furniture)","Bench (furniture)"
"http://dbpedia.org/resource/Berth_(sleeping)","Berth (sleeping)"
"http://dbpedia.org/resource/Chantal_Petitclerc","Chantal Petitclerc"
"http://dbpedia.org/resource/Chevoor","Chevoor"
"http://dbpedia.org/resource/Chris_Daw","Chris Daw"
"http://dbpedia.org/resource/Chris_Sobkowicz","Chris Sobkowicz"
"http://dbpedia.org/resource/Futon","Futon"
"http://dbpedia.org/resource/Gabriele_Dallapiccola","Gabriele Dallapiccola"
"http://dbpedia.org/resource/Bathroom_cabinet","Bathroom cabinet"
"http://dbpedia.org/resource/Beach_ball","Beach ball"
"http://dbpedia.org/resource/Joyce_Lefevre","Joyce Lefevre"
"http://dbpedia.org/resource/Kady_Dandeneau","Kady Dandeneau"
"http://dbpedia.org/resource/Bench_(weight_training)","Bench (weight training)"
"http://dbpedia.org/resource/Bentivoglio_Altarpiece","Bentivoglio Altarpiece"
"http://dbpedia.org/resource/Danielle_Peers","Danielle Peers"
"http://dbpedia.org/resource/Darryl_Neighbour","Darryl Neighbour"
"http://dbpedia.org/resource/Tracey_Ferguson","Tracey Ferguson"
"http://dbpedia.org/resource/Transfiguration_(Raphael)","Transfiguration (Raphael)"
"http://dbpedia.org/resource/Travis_Gaertner","Travis Gaertner"
"http://dbpedia.org/resource/Trevor_Hirschfield","Trevor Hirschfield"
"http://dbpedia.org/resource/Donegal_Carpets","Donegal Carpets"
"http://dbpedia.org/resource/Double_Eagle_II","Double Eagle II"
"http://dbpedia.org/resource/Double_Eagle_V","Double Eagle V"
"http://dbpedia.org/resource/Duilio_Cambellotti","Duilio Cambellotti"
"http://dbpedia.org/resource/Duke's_Chair","Duke's Chair"
"http://dbpedia.org/resource/Dunnage_bag","Dunnage bag"
"http://dbpedia.org/resource/Duvet_cover","Duvet cover"
"http://dbpedia.org/resource/Dybbuk_box","Dybbuk box"
"http://dbpedia.org/resource/Mystical_Nativity_(Filippo_Lippi)","Mystical Nativity (Filippo Lippi)"
"http://dbpedia.org/resource/Nativity_(El_Greco)","Nativity (El Greco)"
"http://dbpedia.org/resource/Nightstand","Nightstand"
"http://dbpedia.org/resource/Nirmal_furniture","Nirmal furniture"
"http://dbpedia.org/resource/Professional_organizing","Professional organizing"
"http://dbpedia.org/resource/Lazy_Susan","Lazy Susan"
"http://dbpedia.org/resource/Tantalus_(cabinet)","Tantalus (cabinet)"
"http://dbpedia.org/resource/The_Entombment_of_Christ_(Caravaggio)","The Entombment of Christ (Caravaggio)"
"http://dbpedia.org/resource/Grey_Passion","Grey Passion"
"http://dbpedia.org/resource/Hot_air_ballooning_in_Luxor","Hot air ballooning in Luxor"
"http://dbpedia.org/resource/Kytoon","Kytoon"
"http://dbpedia.org/resource/Jaipur_Rugs","Jaipur Rugs"
"http://dbpedia.org/resource/Memorial_bench","Memorial bench"
"http://dbpedia.org/resource/Sleeping_bag_liner","Sleeping bag liner"
"http://dbpedia.org/resource/Olera_Altarpiece","Olera Altarpiece"
"http://dbpedia.org/resource/Richard_Gypson","Richard Gypson"
"http://dbpedia.org/resource/The_Apotheosis_of_Saint_Thomas_Aquinas","The Apotheosis of Saint Thomas Aquinas"
"http://dbpedia.org/resource/The_Entombment_of_Christ_(Lotto)","The Entombment of Christ (Lotto)"
"http://dbpedia.org/resource/Balloon_boy_hoax","Balloon boy hoax"
"http://dbpedia.org/resource/Balloon_propaganda_campaigns_in_Korea","Balloon propaganda campaigns in Korea"
"http://dbpedia.org/resource/Balloonfest_'86","Balloonfest '86"
"http://dbpedia.org/resource/Balloonomania","Balloonomania"
"http://dbpedia.org/resource/Bartolini_Salimbeni_Annunciation","Bartolini Salimbeni Annunciation"
"http://dbpedia.org/resource/Baruch_Hagai","Baruch Hagai"
"http://dbpedia.org/resource/Bed_hangings","Bed hangings"
"http://dbpedia.org/resource/Bed_sheet","Bed sheet"
"http://dbpedia.org/resource/Bed_size","Bed size"
"http://dbpedia.org/resource/Bedding_ceremony","Bedding ceremony"
"http://dbpedia.org/resource/André_Jacob_Roubo","André Jacob Roubo"
"http://dbpedia.org/resource/Israel_Even-Zahav","Israel Even-Zahav"
"http://dbpedia.org/resource/Ivan_Shopov_(curler)","Ivan Shopov (curler)"
"http://dbpedia.org/resource/Ivan_Yemelyanov","Ivan Yemelyanov"
"http://dbpedia.org/resource/J._Pauly_&_Sohn","J. Pauly & Sohn"
"http://dbpedia.org/resource/Jacob_Ben-Arie","Jacob Ben-Arie"
"http://dbpedia.org/resource/James_Anseeuw","James Anseeuw"
"http://dbpedia.org/resource/James_O'Grady","James O'Grady"
"http://dbpedia.org/resource/Janet_McLachlan","Janet McLachlan"
"http://dbpedia.org/resource/Bardi_Altarpiece_(Parmigianino)","Bardi Altarpiece (Parmigianino)"
"http://dbpedia.org/resource/Baronci_Altarpiece","Baronci Altarpiece"
"http://dbpedia.org/resource/Barrage_balloon","Barrage balloon"
"http://dbpedia.org/resource/Basketball_(ball)","Basketball (ball)"
"http://dbpedia.org/resource/Bassinet","Bassinet"
"http://dbpedia.org/resource/Chris_Stoutenburg","Chris Stoutenburg"
"http://dbpedia.org/resource/Christ_Child_with_a_Walking_Frame","Christ Child with a Walking Frame"
"http://dbpedia.org/resource/Christ_in_Glory_in_the_Tetramorph","Christ in Glory in the Tetramorph"
"http://dbpedia.org/resource/Sergio_Asti","Sergio Asti"
"http://dbpedia.org/resource/Sevylor","Sevylor"
"http://dbpedia.org/resource/Shaw_Industries","Shaw Industries"
"http://dbpedia.org/resource/Shelf_(storage)","Shelf (storage)"
"http://dbpedia.org/resource/Simba_Sleep","Simba Sleep"
"http://dbpedia.org/resource/Cot_side","Cot side"
"http://dbpedia.org/resource/Cowboy_bedroll","Cowboy bedroll"
"http://dbpedia.org/resource/Cracked_Ice_screen","Cracked Ice screen"
"http://dbpedia.org/resource/Cradle_(bed)","Cradle (bed)"
"http://dbpedia.org/resource/The_Red_Balloon","The Red Balloon"
"http://dbpedia.org/resource/The_Red_Bed","The Red Bed"
"http://dbpedia.org/resource/The_Virgin_and_Child_with_Saint_Anne_(Leonardo)","The Virgin and Child with Saint Anne (Leonardo)"
"http://dbpedia.org/resource/The_White_Balloon","The White Balloon"
"http://dbpedia.org/resource/Theodore_Roosevelt_desk","Theodore Roosevelt desk"
"http://dbpedia.org/resource/Tick_mattress","Tick mattress"
"http://dbpedia.org/resource/Pala_d'Oro","Pala d'Oro"
"http://dbpedia.org/resource/The_Circumcision_(Signorelli)","The Circumcision (Signorelli)"
"http://dbpedia.org/resource/Stipo_a_bambocci","Stipo a bambocci"
"http://dbpedia.org/resource/Project_Manhigh","Project Manhigh"
"http://dbpedia.org/resource/Jozef_Seilnacht","Jozef Seilnacht"
"http://dbpedia.org/resource/Mattress_protector","Mattress protector"
"http://dbpedia.org/resource/Kitchen_cabinet","Kitchen cabinet"
"http://dbpedia.org/resource/Kite_balloon","Kite balloon"
"http://dbpedia.org/resource/Vision_of_Saint_Jerome","Vision of Saint Jerome"
"http://dbpedia.org/resource/Marble_Throne","Marble Throne"
"http://dbpedia.org/resource/Ébéniste","Ébéniste"
"http://dbpedia.org/resource/Miracles_of_St._Francis_Xavier_(Rubens)","Miracles of St. Francis Xavier (Rubens)"
"http://dbpedia.org/resource/Thrones_of_Norway","Thrones of Norway"
"http://dbpedia.org/resource/Explorer_II","Explorer II"
"http://dbpedia.org/resource/FNRS-1","FNRS-1"
"http://dbpedia.org/resource/Fabio_Tripodi","Fabio Tripodi"
"http://dbpedia.org/resource/Federica_Trota","Federica Trota"
"http://dbpedia.org/resource/Annunciation_(El_Greco,_Illescas)","Annunciation (El Greco, Illescas)"
"http://dbpedia.org/resource/Annunciation_of_Cortona","Annunciation of Cortona"
"http://dbpedia.org/resource/Annunziata_Polyptych","Annunziata Polyptych"
"http://dbpedia.org/resource/Margaret_Lindsay_Holton","Margaret Lindsay Holton"
"http://dbpedia.org/resource/Marie_Surcouf","Marie Surcouf"
"http://dbpedia.org/resource/Marie_Wright_(curler)","Marie Wright (curler)"
"http://dbpedia.org/resource/Marieke_Vervoort","Marieke Vervoort"
"http://dbpedia.org/resource/Mark_Ideson","Mark Ideson"
"http://dbpedia.org/resource/Marni_Abbott-Peter","Marni Abbott-Peter"
"http://dbpedia.org/resource/Marnie_Peters","Marnie Peters"
"http://dbpedia.org/resource/Massimo_Scolari","Massimo Scolari"
"http://dbpedia.org/resource/Broom_closet","Broom closet"
"http://dbpedia.org/resource/Chrysanthemum_Throne","Chrysanthemum Throne"
"http://dbpedia.org/resource/Cross_in_the_Mountains","Cross in the Mountains"
"http://dbpedia.org/resource/Crucifixion_(Mantegna)","Crucifixion (Mantegna)"
"http://dbpedia.org/resource/Crucifixion_(van_Dyck)","Crucifixion (van Dyck)"
"http://dbpedia.org/resource/Crucifixion_with_the_Virgin_Mary,_St_John_and_St_Mary_Magdalene","Crucifixion with the Virgin Mary, St John and St Mary Magdalene"
"http://dbpedia.org/resource/Dhurrie","Dhurrie"
"http://dbpedia.org/resource/Memory_foam","Memory foam"
"http://dbpedia.org/resource/Memphis_Group","Memphis Group"
"http://dbpedia.org/resource/Miniature_altarpiece_(WB.232)","Miniature altarpiece (WB.232)"
"http://dbpedia.org/resource/Montini_Altarpiece","Montini Altarpiece"
"http://dbpedia.org/resource/Project_Mogul","Project Mogul"
"http://dbpedia.org/resource/False_bottom","False bottom"
"http://dbpedia.org/resource/Fano_Altarpiece","Fano Altarpiece"
"http://dbpedia.org/resource/Sid_Ramnarace","Sid Ramnarace"
"http://dbpedia.org/resource/George_Vandamme","George Vandamme"
"http://dbpedia.org/resource/Lowboy","Lowboy"
"http://dbpedia.org/resource/Volleyball_(ball)","Volleyball (ball)"
"http://dbpedia.org/resource/Whoopee_cushion","Whoopee cushion"
"http://dbpedia.org/resource/Friendship_bench","Friendship bench"
"http://dbpedia.org/resource/Funeral_of_St._Jerome_(Filippo_Lippi)","Funeral of St. Jerome (Filippo Lippi)"
"http://dbpedia.org/resource/Futon_dryer","Futon dryer"
"http://dbpedia.org/resource/Inflatable_tunnel","Inflatable tunnel"
"http://dbpedia.org/resource/My_Bed","My Bed"
"http://dbpedia.org/resource/Nakshi_kantha","Nakshi kantha"
"http://dbpedia.org/resource/Virgin_of_the_Consellers","Virgin of the Consellers"
"http://dbpedia.org/resource/Internet_bench","Internet bench"
"http://dbpedia.org/resource/Iranian_naval_rigid_inflatable_speedboats","Iranian naval rigid inflatable speedboats"
"http://dbpedia.org/resource/Oddi_Altarpiece_(Raphael)","Oddi Altarpiece (Raphael)"
"http://dbpedia.org/resource/Max_Cosyns","Max Cosyns"
"http://dbpedia.org/resource/John_Gibbard","John Gibbard"
"http://dbpedia.org/resource/Ted_Vince","Ted Vince"
"http://dbpedia.org/resource/Sliding_bookcase","Sliding bookcase"
"http://dbpedia.org/resource/Master_of_the_Schöppingen_Altarpiece","Master of the Schöppingen Altarpiece"
"http://dbpedia.org/resource/Kyaw_Yin","Kyaw Yin"
"http://dbpedia.org/resource/Last_Supper_(Fernandes)","Last Supper (Fernandes)"
"http://dbpedia.org/resource/Le_Courrier_de_l'Air","Le Courrier de l'Air"
"http://dbpedia.org/resource/Light_Heart_(balloon)","Light Heart (balloon)"
"http://dbpedia.org/resource/Adjustable_bed","Adjustable bed"
"http://dbpedia.org/resource/Adjustable_shelving","Adjustable shelving"
"http://dbpedia.org/resource/Adoration_of_the_Kings_(David,_London)","Adoration of the Kings (David, London)"
"http://dbpedia.org/resource/Adoration_of_the_Magi_(Andrea_della_Robbia)","Adoration of the Magi (Andrea della Robbia)"
"http://dbpedia.org/resource/Adoration_of_the_Magi_(Gentile_da_Fabriano)","Adoration of the Magi (Gentile da Fabriano)"
"http://dbpedia.org/resource/Adoration_of_the_Magi_(Memling)","Adoration of the Magi (Memling)"
"http://dbpedia.org/resource/Adoration_of_the_Trinity","Adoration of the Trinity"
"http://dbpedia.org/resource/Aeronautics_Defense_Skystar_300","Aeronautics Defense Skystar 300"
"http://dbpedia.org/resource/Aerostat","Aerostat"
"http://dbpedia.org/resource/Hoover_desk","Hoover desk"
"http://dbpedia.org/resource/Hot_air_ballooning","Hot air ballooning"
"http://dbpedia.org/resource/Hästens","Hästens"
"http://dbpedia.org/resource/Madonna_and_Child_with_Four_Saints_and_Donor","Madonna and Child with Four Saints and Donor"
"http://dbpedia.org/resource/Bradford_carpet","Bradford carpet"
"http://dbpedia.org/resource/Breitling_Orbiter","Breitling Orbiter"
"http://dbpedia.org/resource/Brera_Madonna","Brera Madonna"
"http://dbpedia.org/resource/Brintons","Brintons"
"http://dbpedia.org/resource/Bristol_Belle","Bristol Belle"
"http://dbpedia.org/resource/C&O_desk","C&O desk"
"http://dbpedia.org/resource/CTRLZAK_studio","CTRLZAK studio"
"http://dbpedia.org/resource/Cabinetry","Cabinetry"
"http://dbpedia.org/resource/Cabinets_To_Go","Cabinets To Go"
"http://dbpedia.org/resource/Cage_ball","Cage ball"
"http://dbpedia.org/resource/Cage_bed","Cage bed"
"http://dbpedia.org/resource/On_the_Threshold_of_Space","On the Threshold of Space"
"http://dbpedia.org/resource/Resolute_desk","Resolute desk"
"http://dbpedia.org/resource/Richard_Fraser_(curler)","Richard Fraser (curler)"
"http://dbpedia.org/resource/Richard_Peter_(Paralympian)","Richard Peter (Paralympian)"
"http://dbpedia.org/resource/Rick_Hansen","Rick Hansen"
"http://dbpedia.org/resource/Rita_Dal_Monte","Rita Dal Monte"
"http://dbpedia.org/resource/Robert_Easton_(athlete)","Robert Easton (athlete)"
"http://dbpedia.org/resource/Robert_Hay_(furniture_manufacturer)","Robert Hay (furniture manufacturer)"
"http://dbpedia.org/resource/Robert_Walls_(politician)","Robert Walls (politician)"
"http://dbpedia.org/resource/Clayton_Gerein","Clayton Gerein"
"http://dbpedia.org/resource/Closet","Closet"
"http://dbpedia.org/resource/Cluster_ballooning","Cluster ballooning"
