"bird","name"
"http://dbpedia.org/resource/Sumatran_bulbul","Sumatran bulbul"
"http://dbpedia.org/resource/Bird_Names_for_Birds","Bird Names for Birds"
"http://dbpedia.org/resource/Broken_Spur_(cocktail)","Broken Spur (cocktail)"
"http://dbpedia.org/resource/Guadalupe_wren","Guadalupe wren"
"http://dbpedia.org/resource/Ixodia_(bird)","Ixodia (bird)"
"http://dbpedia.org/resource/Reykjanestá","Reykjanestá"
"http://dbpedia.org/resource/Riccordia","Riccordia"
"http://dbpedia.org/resource/Tepaeru_Tereora","Tepaeru Tereora"
"http://dbpedia.org/resource/Kea_Conservation_Trust","Kea Conservation Trust"
"http://dbpedia.org/resource/Maithili_duck","Maithili duck"
"http://dbpedia.org/resource/Thomas_G._Gentry","Thomas G. Gentry"
"http://dbpedia.org/resource/Alfred_Otto_Gross","Alfred Otto Gross"
"http://dbpedia.org/resource/Neopsylla","Neopsylla"
"http://dbpedia.org/resource/Adélie_penguin","Adélie penguin"
"http://dbpedia.org/resource/Alderfen_Broad","Alderfen Broad"
"http://dbpedia.org/resource/Atlantic_canary","Atlantic canary"
"http://dbpedia.org/resource/Barrington_Tops_National_Park","Barrington Tops National Park"
"http://dbpedia.org/resource/Barron_Gorge_National_Park","Barron Gorge National Park"
"http://dbpedia.org/resource/Ben_Boyd_National_Park","Ben Boyd National Park"
"http://dbpedia.org/resource/Berney_Marshes_&_Breydon_Water_RSPB_reserve","Berney Marshes & Breydon Water RSPB reserve"
"http://dbpedia.org/resource/Biamanga_National_Park","Biamanga National Park"
"http://dbpedia.org/resource/Bluethroat","Bluethroat"
"http://dbpedia.org/resource/Border_Ranges_National_Park","Border Ranges National Park"
"http://dbpedia.org/resource/Bournda_National_Park","Bournda National Park"
"http://dbpedia.org/resource/Breydon_Water","Breydon Water"
"http://dbpedia.org/resource/Brook_Islands_National_Park","Brook Islands National Park"
"http://dbpedia.org/resource/Budderoo_National_Park","Budderoo National Park"
"http://dbpedia.org/resource/Bunya_Mountains_National_Park","Bunya Mountains National Park"
"http://dbpedia.org/resource/Calthorpe_Broad","Calthorpe Broad"
"http://dbpedia.org/resource/Capricornia_Cays_National_Park","Capricornia Cays National Park"
"http://dbpedia.org/resource/Charter_of_the_United_Nations","Charter of the United Nations"
"http://dbpedia.org/resource/Clump_Mountain_National_Park","Clump Mountain National Park"
"http://dbpedia.org/resource/Clyde_River_National_Park","Clyde River National Park"
"http://dbpedia.org/resource/Cocoparra_National_Park","Cocoparra National Park"
"http://dbpedia.org/resource/Common_nightingale","Common nightingale"
"http://dbpedia.org/resource/Cradle_Mountain-Lake_St_Clair_National_Park","Cradle Mountain-Lake St Clair National Park"
"http://dbpedia.org/resource/Culebra,_Puerto_Rico","Culebra, Puerto Rico"
"http://dbpedia.org/resource/Currawinya_National_Park","Currawinya National Park"
"http://dbpedia.org/resource/Danube_Delta","Danube Delta"
"http://dbpedia.org/resource/Darkwing_Duck","Darkwing Duck"
"http://dbpedia.org/resource/Diamantina_National_Park","Diamantina National Park"
"http://dbpedia.org/resource/Douglas-Apsley_National_Park","Douglas-Apsley National Park"
"http://dbpedia.org/resource/Eastern_imperial_eagle","Eastern imperial eagle"
"http://dbpedia.org/resource/Edmund_Kennedy_National_Park","Edmund Kennedy National Park"
"http://dbpedia.org/resource/Ella_Bay_National_Park","Ella Bay National Park"
"http://dbpedia.org/resource/Eubenangee_Swamp_National_Park","Eubenangee Swamp National Park"
"http://dbpedia.org/resource/Eurobodalla_National_Park","Eurobodalla National Park"
"http://dbpedia.org/resource/Gaius_Marius","Gaius Marius"
"http://dbpedia.org/resource/Gibraltar_Range_National_Park","Gibraltar Range National Park"
"http://dbpedia.org/resource/Girringun_National_Park","Girringun National Park"
"http://dbpedia.org/resource/Golden_eagle","Golden eagle"
"http://dbpedia.org/resource/Goonengerry_National_Park","Goonengerry National Park"
"http://dbpedia.org/resource/Goulburn_River_National_Park","Goulburn River National Park"
"http://dbpedia.org/resource/Great_Sandy_National_Park","Great Sandy National Park"
"http://dbpedia.org/resource/Grebe","Grebe"
"http://dbpedia.org/resource/Grey_Peaks_National_Park","Grey Peaks National Park"
"http://dbpedia.org/resource/Guadalcanal","Guadalcanal"
"http://dbpedia.org/resource/Gulaga_National_Park","Gulaga National Park"
"http://dbpedia.org/resource/Hull_River_National_Park","Hull River National Park"
"http://dbpedia.org/resource/Japoon_National_Park","Japoon National Park"
"http://dbpedia.org/resource/Kakadu_National_Park","Kakadu National Park"
"http://dbpedia.org/resource/Keep_River_National_Park","Keep River National Park"
"http://dbpedia.org/resource/Koreelah_National_Park","Koreelah National Park"
"http://dbpedia.org/resource/Kurrimine_Beach_National_Park","Kurrimine Beach National Park"
"http://dbpedia.org/resource/Kutini-Payamu_(Iron_Range)_National_Park","Kutini-Payamu (Iron Range) National Park"
"http://dbpedia.org/resource/Lake_Bindegolly_National_Park","Lake Bindegolly National Park"
"http://dbpedia.org/resource/Lamington_National_Park","Lamington National Park"
"http://dbpedia.org/resource/Launchpad_McQuack","Launchpad McQuack"
"http://dbpedia.org/resource/List_of_birds","List of birds"
"http://dbpedia.org/resource/Main_Range_National_Park","Main Range National Park"
"http://dbpedia.org/resource/Mallee_Cliffs_National_Park","Mallee Cliffs National Park"
"http://dbpedia.org/resource/Marcus_Claudius_Marcellus","Marcus Claudius Marcellus"
"http://dbpedia.org/resource/Maria_Creek_National_Park","Maria Creek National Park"
"http://dbpedia.org/resource/Maria_Island_National_Park","Maria Island National Park"
"http://dbpedia.org/resource/Mebbin_National_Park","Mebbin National Park"
"http://dbpedia.org/resource/Meroo_National_Park","Meroo National Park"
"http://dbpedia.org/resource/Michaelmas_and_Upolu_Cays_National_Park","Michaelmas and Upolu Cays National Park"
"http://dbpedia.org/resource/Mimosa_Rocks_National_Park","Mimosa Rocks National Park"
"http://dbpedia.org/resource/Moogerah_Peaks_National_Park","Moogerah Peaks National Park"
"http://dbpedia.org/resource/Moresby_Range_National_Park","Moresby Range National Park"
"http://dbpedia.org/resource/Mount_Barney_National_Park","Mount Barney National Park"
"http://dbpedia.org/resource/Mount_Chinghee_National_Park","Mount Chinghee National Park"
"http://dbpedia.org/resource/Mount_Clunie_National_Park","Mount Clunie National Park"
"http://dbpedia.org/resource/Mount_Jerusalem_National_Park","Mount Jerusalem National Park"
"http://dbpedia.org/resource/Mount_Nothofagus_National_Park","Mount Nothofagus National Park"
"http://dbpedia.org/resource/Mowbray_National_Park","Mowbray National Park"
"http://dbpedia.org/resource/Munga-Thirri_National_Park","Munga-Thirri National Park"
"http://dbpedia.org/resource/Murramarang_National_Park","Murramarang National Park"
"http://dbpedia.org/resource/New_England_National_Park","New England National Park"
"http://dbpedia.org/resource/Nightcap_National_Park","Nightcap National Park"
"http://dbpedia.org/resource/Palmgrove_National_Park","Palmgrove National Park"
"http://dbpedia.org/resource/Paluma_Range_National_Park","Paluma Range National Park"
"http://dbpedia.org/resource/Piper_Islands_National_Park","Piper Islands National Park"
"http://dbpedia.org/resource/Point_Pelee_National_Park","Point Pelee National Park"
"http://dbpedia.org/resource/Quetzal","Quetzal"
"http://dbpedia.org/resource/Rathlin_Island","Rathlin Island"
"http://dbpedia.org/resource/Royal_Society_for_the_Protection_of_Birds","Royal Society for the Protection of Birds"
"http://dbpedia.org/resource/Russell_River_National_Park","Russell River National Park"
"http://dbpedia.org/resource/South_East_Forests_National_Park","South East Forests National Park"
"http://dbpedia.org/resource/Southern_Moreton_Bay_Islands_National_Park","Southern Moreton Bay Islands National Park"
"http://dbpedia.org/resource/Sphenisciformes","Sphenisciformes"
"http://dbpedia.org/resource/Springbrook_National_Park","Springbrook National Park"
"http://dbpedia.org/resource/Spurn","Spurn"
"http://dbpedia.org/resource/Staaten_River_National_Park","Staaten River National Park"
"http://dbpedia.org/resource/Swain_Reefs_National_Park","Swain Reefs National Park"
"http://dbpedia.org/resource/Tasman_National_Park","Tasman National Park"
"http://dbpedia.org/resource/The_Wash","The Wash"
"http://dbpedia.org/resource/The_Wise_Little_Hen","The Wise Little Hen"
"http://dbpedia.org/resource/Tiberias","Tiberias"
"http://dbpedia.org/resource/Trogonidae","Trogonidae"
"http://dbpedia.org/resource/Tully_Gorge_National_Park","Tully Gorge National Park"
"http://dbpedia.org/resource/Tweety","Tweety"
"http://dbpedia.org/resource/Warrumbungle_National_Park","Warrumbungle National Park"
"http://dbpedia.org/resource/Webby_Vanderquack","Webby Vanderquack"
"http://dbpedia.org/resource/Weddin_Mountains_National_Park","Weddin Mountains National Park"
"http://dbpedia.org/resource/Werrikimbe_National_Park","Werrikimbe National Park"
"http://dbpedia.org/resource/Wollumbin_National_Park","Wollumbin National Park"
"http://dbpedia.org/resource/Wooroonooran_National_Park","Wooroonooran National Park"
"http://dbpedia.org/resource/Wren","Wren"
"http://dbpedia.org/resource/Wyrrabalong_National_Park","Wyrrabalong National Park"
"http://dbpedia.org/resource/ʻElepaio","ʻElepaio"
"http://dbpedia.org/resource/Battle_of_Midway","Battle of Midway"
"http://dbpedia.org/resource/Charadriiformes","Charadriiformes"
"http://dbpedia.org/resource/Common_ostrich","Common ostrich"
"http://dbpedia.org/resource/Common_swift","Common swift"
"http://dbpedia.org/resource/Flintheart_Glomgold","Flintheart Glomgold"
"http://dbpedia.org/resource/Gaviiformes","Gaviiformes"
"http://dbpedia.org/resource/Japanese_aircraft_carrier_Hiryū","Japanese aircraft carrier Hiryū"
"http://dbpedia.org/resource/Japanese_aircraft_carrier_Kaga","Japanese aircraft carrier Kaga"
"http://dbpedia.org/resource/Japanese_aircraft_carrier_Sōryū","Japanese aircraft carrier Sōryū"
"http://dbpedia.org/resource/Marcus_Aurelius","Marcus Aurelius"
"http://dbpedia.org/resource/Mark_Antony","Mark Antony"
"http://dbpedia.org/resource/Moa","Moa"
"http://dbpedia.org/resource/Ortolan_bunting","Ortolan bunting"
"http://dbpedia.org/resource/Passenger_pigeon","Passenger pigeon"
"http://dbpedia.org/resource/Peafowl","Peafowl"
"http://dbpedia.org/resource/Procellariiformes","Procellariiformes"
"http://dbpedia.org/resource/Cuculiformes","Cuculiformes"
"http://dbpedia.org/resource/Pliny_the_Younger","Pliny the Younger"
"http://dbpedia.org/resource/Struthioniformes","Struthioniformes"
"http://dbpedia.org/resource/Daffy_Duck","Daffy Duck"
"http://dbpedia.org/resource/Fairburn_Ings_RSPB_reserve","Fairburn Ings RSPB reserve"
"http://dbpedia.org/resource/Nene_(bird)","Nene (bird)"
"http://dbpedia.org/resource/Stour_Estuary_RSPB_reserve","Stour Estuary RSPB reserve"
"http://dbpedia.org/resource/WWT_Welney","WWT Welney"
"http://dbpedia.org/resource/Wildlife_and_Countryside_Act_1981","Wildlife and Countryside Act 1981"
"http://dbpedia.org/resource/Abberton_Reservoir","Abberton Reservoir"
"http://dbpedia.org/resource/Anchor_Bar","Anchor Bar"
"http://dbpedia.org/resource/Australian_owlet-nightjar","Australian owlet-nightjar"
"http://dbpedia.org/resource/Banded_stilt","Banded stilt"
"http://dbpedia.org/resource/Black_noddy","Black noddy"
"http://dbpedia.org/resource/Blue-and-yellow_macaw","Blue-and-yellow macaw"
"http://dbpedia.org/resource/Blue-black_grassquit","Blue-black grassquit"
"http://dbpedia.org/resource/Broad-tailed_hummingbird","Broad-tailed hummingbird"
"http://dbpedia.org/resource/C._Wade_McClusky","C. Wade McClusky"
"http://dbpedia.org/resource/Carlingford_Lough","Carlingford Lough"
"http://dbpedia.org/resource/Ceahlău_Massif","Ceahlău Massif"
"http://dbpedia.org/resource/Central_Catchment_Nature_Reserve","Central Catchment Nature Reserve"
"http://dbpedia.org/resource/Chicken_Kiev","Chicken Kiev"
"http://dbpedia.org/resource/Chilly_Willy","Chilly Willy"
"http://dbpedia.org/resource/Chinese_pond_heron","Chinese pond heron"
"http://dbpedia.org/resource/Clinton_Hart_Merriam","Clinton Hart Merriam"
"http://dbpedia.org/resource/Cyclarhis","Cyclarhis"
"http://dbpedia.org/resource/Fanad","Fanad"
"http://dbpedia.org/resource/Fraser's_Hill","Fraser's Hill"
"http://dbpedia.org/resource/Henry_Minot","Henry Minot"
"http://dbpedia.org/resource/Holburn_Lake_and_Moss","Holburn Lake and Moss"
"http://dbpedia.org/resource/Hopen_(Svalbard)","Hopen (Svalbard)"
"http://dbpedia.org/resource/Hornsea_Mere","Hornsea Mere"
"http://dbpedia.org/resource/Ireland's_Eye","Ireland's Eye"
"http://dbpedia.org/resource/Isle_of_May","Isle of May"
"http://dbpedia.org/resource/Kōzu-shima","Kōzu-shima"
"http://dbpedia.org/resource/Laughing_owl","Laughing owl"
"http://dbpedia.org/resource/Loonatics_Unleashed","Loonatics Unleashed"
"http://dbpedia.org/resource/Maggie_and_the_Ferocious_Beast","Maggie and the Ferocious Beast"
"http://dbpedia.org/resource/Martin_Johnson_Heade","Martin Johnson Heade"
"http://dbpedia.org/resource/Miyake-jima","Miyake-jima"
"http://dbpedia.org/resource/Nii-jima","Nii-jima"
"http://dbpedia.org/resource/Orford,_Tasmania","Orford, Tasmania"
"http://dbpedia.org/resource/Queer_Duck","Queer Duck"
"http://dbpedia.org/resource/Red-and-green_macaw","Red-and-green macaw"
"http://dbpedia.org/resource/Red-legged_honeycreeper","Red-legged honeycreeper"
"http://dbpedia.org/resource/Rota_(island)","Rota (island)"
"http://dbpedia.org/resource/St-Hubert","St-Hubert"
"http://dbpedia.org/resource/Stove_Top_stuffing","Stove Top stuffing"
"http://dbpedia.org/resource/Sungei_Buloh_Wetland_Reserve","Sungei Buloh Wetland Reserve"
"http://dbpedia.org/resource/Tiny_Toon_Adventures:_How_I_Spent_My_Vacation","Tiny Toon Adventures: How I Spent My Vacation"
"http://dbpedia.org/resource/Tiwi_Islands","Tiwi Islands"
"http://dbpedia.org/resource/Tory_Island","Tory Island"
"http://dbpedia.org/resource/Tsushima_Island","Tsushima Island"
"http://dbpedia.org/resource/Turquoise_tanager","Turquoise tanager"
"http://dbpedia.org/resource/Walmore_Common","Walmore Common"
"http://dbpedia.org/resource/Wattled_jacana","Wattled jacana"
"http://dbpedia.org/resource/Wolfe_Island_(Ontario)","Wolfe Island (Ontario)"
"http://dbpedia.org/resource/Yaeyama_Islands","Yaeyama Islands"
"http://dbpedia.org/resource/American_avocet","American avocet"
"http://dbpedia.org/resource/Andean_flamingo","Andean flamingo"
"http://dbpedia.org/resource/Asity","Asity"
"http://dbpedia.org/resource/Black-fronted_dotterel","Black-fronted dotterel"
"http://dbpedia.org/resource/Black-shouldered_kite","Black-shouldered kite"
"http://dbpedia.org/resource/Bombay_Natural_History_Society","Bombay Natural History Society"
"http://dbpedia.org/resource/Bowerbird","Bowerbird"
"http://dbpedia.org/resource/Common_gull","Common gull"
"http://dbpedia.org/resource/Common_ringed_plover","Common ringed plover"
"http://dbpedia.org/resource/Donald_Duck_(American_comic_book)","Donald Duck (American comic book)"
"http://dbpedia.org/resource/Glareolidae","Glareolidae"
"http://dbpedia.org/resource/Hägar_the_Horrible","Hägar the Horrible"
"http://dbpedia.org/resource/Least_sandpiper","Least sandpiper"
"http://dbpedia.org/resource/Lesser_black-backed_gull","Lesser black-backed gull"
"http://dbpedia.org/resource/Lesser_scaup","Lesser scaup"
"http://dbpedia.org/resource/Little_pied_cormorant","Little pied cormorant"
"http://dbpedia.org/resource/Oilbird","Oilbird"
"http://dbpedia.org/resource/Olive_warbler","Olive warbler"
"http://dbpedia.org/resource/Pasteurellosis","Pasteurellosis"
"http://dbpedia.org/resource/Psophodidae","Psophodidae"
"http://dbpedia.org/resource/Recurvirostridae","Recurvirostridae"
"http://dbpedia.org/resource/Ruddy_duck","Ruddy duck"
"http://dbpedia.org/resource/Solitary_sandpiper","Solitary sandpiper"
"http://dbpedia.org/resource/Timaliidae","Timaliidae"
"http://dbpedia.org/resource/Upland_sandpiper","Upland sandpiper"
"http://dbpedia.org/resource/White-cheeked_pintail","White-cheeked pintail"
"http://dbpedia.org/resource/Alpine_accentor","Alpine accentor"
"http://dbpedia.org/resource/Amami_woodcock","Amami woodcock"
"http://dbpedia.org/resource/American_woodcock","American woodcock"
"http://dbpedia.org/resource/Asian_dowitcher","Asian dowitcher"
"http://dbpedia.org/resource/Bar-tailed_godwit","Bar-tailed godwit"
"http://dbpedia.org/resource/Caspian_tern","Caspian tern"
"http://dbpedia.org/resource/Cory's_shearwater","Cory's shearwater"
"http://dbpedia.org/resource/Eskimo_curlew","Eskimo curlew"
"http://dbpedia.org/resource/Glaucous_gull","Glaucous gull"
"http://dbpedia.org/resource/Great_shearwater","Great shearwater"
"http://dbpedia.org/resource/Hippolais","Hippolais"
"http://dbpedia.org/resource/Hudsonian_godwit","Hudsonian godwit"
"http://dbpedia.org/resource/Huia","Huia"
"http://dbpedia.org/resource/Hume's_leaf_warbler","Hume's leaf warbler"
"http://dbpedia.org/resource/Lanceolated_warbler","Lanceolated warbler"
"http://dbpedia.org/resource/Long-billed_curlew","Long-billed curlew"
"http://dbpedia.org/resource/Long-billed_dowitcher","Long-billed dowitcher"
"http://dbpedia.org/resource/Moluccan_woodcock","Moluccan woodcock"
"http://dbpedia.org/resource/Olive-backed_pipit","Olive-backed pipit"
"http://dbpedia.org/resource/Pechora_pipit","Pechora pipit"
"http://dbpedia.org/resource/Penelopides","Penelopides"
"http://dbpedia.org/resource/Pine_bunting","Pine bunting"
"http://dbpedia.org/resource/Razorbill","Razorbill"
"http://dbpedia.org/resource/Red-billed_tropicbird","Red-billed tropicbird"
"http://dbpedia.org/resource/Richard's_pipit","Richard's pipit"
"http://dbpedia.org/resource/Ring-billed_gull","Ring-billed gull"
"http://dbpedia.org/resource/Scarecrow_(DC_Comics)","Scarecrow (DC Comics)"
"http://dbpedia.org/resource/Short-billed_dowitcher","Short-billed dowitcher"
"http://dbpedia.org/resource/Slender-billed_gull","Slender-billed gull"
"http://dbpedia.org/resource/Southern_fulmar","Southern fulmar"
"http://dbpedia.org/resource/Sulawesi_woodcock","Sulawesi woodcock"
"http://dbpedia.org/resource/Well-bird_exam","Well-bird exam"
"http://dbpedia.org/resource/White-crowned_sparrow","White-crowned sparrow"
"http://dbpedia.org/resource/White-rumped_sandpiper","White-rumped sandpiper"
"http://dbpedia.org/resource/White-winged_tern","White-winged tern"
"http://dbpedia.org/resource/Wilson's_snipe","Wilson's snipe"
"http://dbpedia.org/resource/Australian_pied_cormorant","Australian pied cormorant"
"http://dbpedia.org/resource/Bird_vocalization","Bird vocalization"
"http://dbpedia.org/resource/Black-capped_petrel","Black-capped petrel"
"http://dbpedia.org/resource/Black-winged_pratincole","Black-winged pratincole"
"http://dbpedia.org/resource/Bridled_tern","Bridled tern"
"http://dbpedia.org/resource/British_Ornithologists'_Club","British Ornithologists' Club"
"http://dbpedia.org/resource/Bycatch","Bycatch"
"http://dbpedia.org/resource/Caspian_plover","Caspian plover"
"http://dbpedia.org/resource/Dusky_warbler","Dusky warbler"
"http://dbpedia.org/resource/Eastern_Bonelli's_warbler","Eastern Bonelli's warbler"
"http://dbpedia.org/resource/Fea's_petrel","Fea's petrel"
"http://dbpedia.org/resource/Forster's_tern","Forster's tern"
"http://dbpedia.org/resource/Great_skua","Great skua"
"http://dbpedia.org/resource/Hermit_thrush","Hermit thrush"
"http://dbpedia.org/resource/House_swift","House swift"
"http://dbpedia.org/resource/Jamaican_petrel","Jamaican petrel"
"http://dbpedia.org/resource/Kākāriki","Kākāriki"
"http://dbpedia.org/resource/Lemon-rumped_warbler","Lemon-rumped warbler"
"http://dbpedia.org/resource/Lesser_crested_tern","Lesser crested tern"
"http://dbpedia.org/resource/Lesser_sand_plover","Lesser sand plover"
"http://dbpedia.org/resource/Little_curlew","Little curlew"
"http://dbpedia.org/resource/Melodious_warbler","Melodious warbler"
"http://dbpedia.org/resource/Nankeen_kestrel","Nankeen kestrel"
"http://dbpedia.org/resource/New_World_oriole","New World oriole"
"http://dbpedia.org/resource/Opus_the_Penguin","Opus the Penguin"
"http://dbpedia.org/resource/Oriental_pratincole","Oriental pratincole"
"http://dbpedia.org/resource/Pallas's_gull","Pallas's gull"
"http://dbpedia.org/resource/Parrot_crossbill","Parrot crossbill"
"http://dbpedia.org/resource/Radde's_warbler","Radde's warbler"
"http://dbpedia.org/resource/Roseate_tern","Roseate tern"
"http://dbpedia.org/resource/Royal_tern","Royal tern"
"http://dbpedia.org/resource/Sandwich_tern","Sandwich tern"
"http://dbpedia.org/resource/Scottish_crossbill","Scottish crossbill"
"http://dbpedia.org/resource/Sharp-shinned_hawk","Sharp-shinned hawk"
"http://dbpedia.org/resource/Sooty_tern","Sooty tern"
"http://dbpedia.org/resource/Sterna","Sterna"
"http://dbpedia.org/resource/Stuffing","Stuffing"
"http://dbpedia.org/resource/Swinhoe's_storm_petrel","Swinhoe's storm petrel"
"http://dbpedia.org/resource/Thick-billed_murre","Thick-billed murre"
"http://dbpedia.org/resource/Turducken","Turducken"
"http://dbpedia.org/resource/Two-barred_crossbill","Two-barred crossbill"
"http://dbpedia.org/resource/Western_Bonelli's_warbler","Western Bonelli's warbler"
"http://dbpedia.org/resource/Western_olivaceous_warbler","Western olivaceous warbler"
"http://dbpedia.org/resource/White-tailed_lapwing","White-tailed lapwing"
"http://dbpedia.org/resource/Wilson's_storm_petrel","Wilson's storm petrel"
"http://dbpedia.org/resource/Yellow-legged_gull","Yellow-legged gull"
"http://dbpedia.org/resource/Zitting_cisticola","Zitting cisticola"
"http://dbpedia.org/resource/African_golden_oriole","African golden oriole"
"http://dbpedia.org/resource/African_grey_woodpecker","African grey woodpecker"
"http://dbpedia.org/resource/African_pied_hornbill","African pied hornbill"
"http://dbpedia.org/resource/Australian_Alps","Australian Alps"
"http://dbpedia.org/resource/Bird_feeder","Bird feeder"
"http://dbpedia.org/resource/Black-faced_cuckooshrike","Black-faced cuckooshrike"
"http://dbpedia.org/resource/Black_bulbul","Black bulbul"
"http://dbpedia.org/resource/Blackcap_babbler","Blackcap babbler"
"http://dbpedia.org/resource/Blood_pheasant","Blood pheasant"
"http://dbpedia.org/resource/Blue-footed_booby","Blue-footed booby"
"http://dbpedia.org/resource/Brahminy_starling","Brahminy starling"
"http://dbpedia.org/resource/Brown-cheeked_fulvetta","Brown-cheeked fulvetta"
"http://dbpedia.org/resource/Bushwren","Bushwren"
"http://dbpedia.org/resource/Caloenas","Caloenas"
"http://dbpedia.org/resource/Cheer_pheasant","Cheer pheasant"
"http://dbpedia.org/resource/Common_bulbul","Common bulbul"
"http://dbpedia.org/resource/Common_hill_myna","Common hill myna"
"http://dbpedia.org/resource/Fine-spotted_woodpecker","Fine-spotted woodpecker"
"http://dbpedia.org/resource/Forest_wagtail","Forest wagtail"
"http://dbpedia.org/resource/Greater_honeyguide","Greater honeyguide"
"http://dbpedia.org/resource/Grey-bellied_cuckoo","Grey-bellied cuckoo"
"http://dbpedia.org/resource/Koklass_pheasant","Koklass pheasant"
"http://dbpedia.org/resource/Leonhard_Stejneger","Leonhard Stejneger"
"http://dbpedia.org/resource/Malabar_pied_hornbill","Malabar pied hornbill"
"http://dbpedia.org/resource/Oriole_warbler","Oriole warbler"
"http://dbpedia.org/resource/Pompadour_green_pigeon","Pompadour green pigeon"
"http://dbpedia.org/resource/Red_spurfowl","Red spurfowl"
"http://dbpedia.org/resource/Satin_bowerbird","Satin bowerbird"
"http://dbpedia.org/resource/Scarecrow_(Oz)","Scarecrow (Oz)"
"http://dbpedia.org/resource/Scimitar_babbler","Scimitar babbler"
"http://dbpedia.org/resource/Tragopan","Tragopan"
"http://dbpedia.org/resource/Vernal_hanging_parrot","Vernal hanging parrot"
"http://dbpedia.org/resource/White-browed_wagtail","White-browed wagtail"
"http://dbpedia.org/resource/William_Gambel","William Gambel"
"http://dbpedia.org/resource/Anthropodyptes","Anthropodyptes"
"http://dbpedia.org/resource/Aptenodytes_ridgeni","Aptenodytes ridgeni"
"http://dbpedia.org/resource/Archaeospheniscus_lopdelli","Archaeospheniscus lopdelli"
"http://dbpedia.org/resource/Archaeospheniscus_lowei","Archaeospheniscus lowei"
"http://dbpedia.org/resource/Archaeospheniscus_wimani","Archaeospheniscus wimani"
"http://dbpedia.org/resource/Breaksea_Islands_(Tasmania)","Breaksea Islands (Tasmania)"
"http://dbpedia.org/resource/Bronze-tailed_peacock-pheasant","Bronze-tailed peacock-pheasant"
"http://dbpedia.org/resource/Brown_noddy","Brown noddy"
"http://dbpedia.org/resource/Common_diving_petrel","Common diving petrel"
"http://dbpedia.org/resource/Crocodile_Islands","Crocodile Islands"
"http://dbpedia.org/resource/Cuban_macaw","Cuban macaw"
"http://dbpedia.org/resource/Dengie_nature_reserve","Dengie nature reserve"
"http://dbpedia.org/resource/Dinornis","Dinornis"
"http://dbpedia.org/resource/Donald's_Snow_Fight","Donald's Snow Fight"
"http://dbpedia.org/resource/Eddystone_(Tasmania)","Eddystone (Tasmania)"
"http://dbpedia.org/resource/Elegant_crested_tinamou","Elegant crested tinamou"
"http://dbpedia.org/resource/Fen_Drayton","Fen Drayton"
"http://dbpedia.org/resource/Fesenjān","Fesenjān"
"http://dbpedia.org/resource/Great_Sandy_Strait","Great Sandy Strait"
"http://dbpedia.org/resource/Havergate_Island","Havergate Island"
"http://dbpedia.org/resource/Inguza","Inguza"
"http://dbpedia.org/resource/Inishmurray","Inishmurray"
"http://dbpedia.org/resource/Kathleen_Island","Kathleen Island"
"http://dbpedia.org/resource/Koshikijima_Islands","Koshikijima Islands"
"http://dbpedia.org/resource/List_of_DuckTales_characters","List of DuckTales characters"
"http://dbpedia.org/resource/Malayan_peacock-pheasant","Malayan peacock-pheasant"
"http://dbpedia.org/resource/Mascarene_parrot","Mascarene parrot"
"http://dbpedia.org/resource/Mauritius_blue_pigeon","Mauritius blue pigeon"
"http://dbpedia.org/resource/Mauritius_owl","Mauritius owl"
"http://dbpedia.org/resource/Megapaloelodus","Megapaloelodus"
"http://dbpedia.org/resource/Mewstone","Mewstone"
"http://dbpedia.org/resource/Mousehole_Wild_Bird_Hospital_and_Sanctuary","Mousehole Wild Bird Hospital and Sanctuary"
"http://dbpedia.org/resource/Operation:_Rabbit","Operation: Rabbit"
"http://dbpedia.org/resource/Orange-fronted_parakeet","Orange-fronted parakeet"
"http://dbpedia.org/resource/Osteodontornis","Osteodontornis"
"http://dbpedia.org/resource/Pachydyptes","Pachydyptes"
"http://dbpedia.org/resource/Palaeeudyptes","Palaeeudyptes"
"http://dbpedia.org/resource/Palaeeudyptes_antarcticus","Palaeeudyptes antarcticus"
"http://dbpedia.org/resource/Palaeeudyptes_gunnari","Palaeeudyptes gunnari"
"http://dbpedia.org/resource/Palaeeudyptes_klekowskii","Palaeeudyptes klekowskii"
"http://dbpedia.org/resource/Palaeeudyptes_marplesi","Palaeeudyptes marplesi"
"http://dbpedia.org/resource/Palaelodus","Palaelodus"
"http://dbpedia.org/resource/Palaeospheniscus","Palaeospheniscus"
"http://dbpedia.org/resource/Palaeospheniscus_bergi","Palaeospheniscus bergi"
"http://dbpedia.org/resource/Palaeospheniscus_gracilis","Palaeospheniscus gracilis"
"http://dbpedia.org/resource/Palaeospheniscus_patagonicus","Palaeospheniscus patagonicus"
"http://dbpedia.org/resource/Palaeospheniscus_wimani","Palaeospheniscus wimani"
"http://dbpedia.org/resource/Paradise_riflebird","Paradise riflebird"
"http://dbpedia.org/resource/Paraptenodytes","Paraptenodytes"
"http://dbpedia.org/resource/Paraptenodytes_brodkorbi","Paraptenodytes brodkorbi"
"http://dbpedia.org/resource/Paraptenodytes_robustus","Paraptenodytes robustus"
"http://dbpedia.org/resource/Pedra_Branca_(Tasmania)","Pedra Branca (Tasmania)"
"http://dbpedia.org/resource/Pied_raven","Pied raven"
"http://dbpedia.org/resource/Presbyornis","Presbyornis"
"http://dbpedia.org/resource/Pseudaptenodytes","Pseudaptenodytes"
