"book","name"
"http://dbpedia.org/resource/Banned_for_Life","Banned for Life"
"http://dbpedia.org/resource/Black_Heart_of_Jamaica","Black Heart of Jamaica"
"http://dbpedia.org/resource/Blackberry_Wine","Blackberry Wine"
"http://dbpedia.org/resource/Blackbird_(memoir)","Blackbird (memoir)"
"http://dbpedia.org/resource/Bonaparte_à_Malte","Bonaparte à Malte"
"http://dbpedia.org/resource/Cat's_Cradle_(Golding_novel)","Cat's Cradle (Golding novel)"
"http://dbpedia.org/resource/Cat_O'Nine_Tails_(novel)","Cat O'Nine Tails (novel)"
"http://dbpedia.org/resource/Celts_Campaign_Sourcebook","Celts Campaign Sourcebook"
"http://dbpedia.org/resource/Children_of_Scarabaeus","Children of Scarabaeus"
"http://dbpedia.org/resource/Christmas_Eve_at_Friday_Harbor","Christmas Eve at Friday Harbor"
"http://dbpedia.org/resource/Chuk_and_Gek","Chuk and Gek"
"http://dbpedia.org/resource/Cleric's_Challenge","Cleric's Challenge"
"http://dbpedia.org/resource/Cluny_Brown_(novel)","Cluny Brown (novel)"
"http://dbpedia.org/resource/Cold_Days","Cold Days"
"http://dbpedia.org/resource/Competitive_Alternatives","Competitive Alternatives"
"http://dbpedia.org/resource/Congress_of_the_Animals","Congress of the Animals"
"http://dbpedia.org/resource/Coronado:_Stories","Coronado: Stories"
"http://dbpedia.org/resource/Creative_Campaigning","Creative Campaigning"
"http://dbpedia.org/resource/Crispin:_The_End_of_Time","Crispin: The End of Time"
"http://dbpedia.org/resource/Cruiser_Dreams","Cruiser Dreams"
"http://dbpedia.org/resource/Curious_George_Learns_the_Alphabet","Curious George Learns the Alphabet"
"http://dbpedia.org/resource/Cyclopedia_of_Universal_History","Cyclopedia of Universal History"
"http://dbpedia.org/resource/Deck_of_Magical_Items","Deck of Magical Items"
"http://dbpedia.org/resource/Den_of_Thieves_(novel)","Den of Thieves (novel)"
"http://dbpedia.org/resource/Derek_Fuller_Wrigley","Derek Fuller Wrigley"
"http://dbpedia.org/resource/Dinosaur_paleobiogeography","Dinosaur paleobiogeography"
"http://dbpedia.org/resource/Dr._Fell,_Detective,_and_Other_Stories","Dr. Fell, Detective, and Other Stories"
"http://dbpedia.org/resource/Dream_Dancer","Dream Dancer"
"http://dbpedia.org/resource/Drum_cadence","Drum cadence"
"http://dbpedia.org/resource/Earth_Dreams","Earth Dreams"
"http://dbpedia.org/resource/Economics_Does_Not_Lie","Economics Does Not Lie"
"http://dbpedia.org/resource/Encyclopedia_of_Pleasure","Encyclopedia of Pleasure"
"http://dbpedia.org/resource/Everyone_Loves_You_When_You're_Dead","Everyone Loves You When You're Dead"
"http://dbpedia.org/resource/Exit_Wounds_(graphic_novel)","Exit Wounds (graphic novel)"
"http://dbpedia.org/resource/Facino_Cane_(short_story)","Facino Cane (short story)"
"http://dbpedia.org/resource/Felicia's_Journey","Felicia's Journey"
"http://dbpedia.org/resource/Ferragus:_Chief_of_the_Devorants","Ferragus: Chief of the Devorants"
"http://dbpedia.org/resource/Filipinas_dentro_de_cien_años","Filipinas dentro de cien años"
"http://dbpedia.org/resource/Forbidden_Lore","Forbidden Lore"
"http://dbpedia.org/resource/Girls_Night_In","Girls Night In"
"http://dbpedia.org/resource/Girls_Who_Like_Boys_Who_Like_Boys_(book)","Girls Who Like Boys Who Like Boys (book)"
"http://dbpedia.org/resource/Gobseck","Gobseck"
"http://dbpedia.org/resource/God_and_Sex","God and Sex"
"http://dbpedia.org/resource/Gold_&_Glory","Gold & Glory"
"http://dbpedia.org/resource/Golden_Wings_and_Other_Stories","Golden Wings and Other Stories"
"http://dbpedia.org/resource/Good_Faith_Collaboration","Good Faith Collaboration"
"http://dbpedia.org/resource/Great_Day_for_Up!","Great Day for Up!"
"http://dbpedia.org/resource/Gullstruck_Island","Gullstruck Island"
"http://dbpedia.org/resource/HP_Business_Service_Automation","HP Business Service Automation"
"http://dbpedia.org/resource/Harbour_(novel)","Harbour (novel)"
"http://dbpedia.org/resource/High_Couch_of_Silistra","High Couch of Silistra"
"http://dbpedia.org/resource/Historia_pontificum_et_comitum_Engolismensium","Historia pontificum et comitum Engolismensium"
"http://dbpedia.org/resource/Honkaku_Mystery_Best_10","Honkaku Mystery Best 10"
"http://dbpedia.org/resource/Hours_of_Étienne_Chevalier","Hours of Étienne Chevalier"
"http://dbpedia.org/resource/How_to_Have_Sex_in_an_Epidemic","How to Have Sex in an Epidemic"
"http://dbpedia.org/resource/Identity,_Migration_and_the_New_Security_Agenda_in_Europe","Identity, Migration and the New Security Agenda in Europe"
"http://dbpedia.org/resource/Implied_Spaces","Implied Spaces"
"http://dbpedia.org/resource/In_Schools_We_Trust","In Schools We Trust"
"http://dbpedia.org/resource/Inamorata_(novel)","Inamorata (novel)"
"http://dbpedia.org/resource/Inclusion_and_Democracy","Inclusion and Democracy"
"http://dbpedia.org/resource/Islands_of_Terror","Islands of Terror"
"http://dbpedia.org/resource/Junior_School_Certificate","Junior School Certificate"
"http://dbpedia.org/resource/Kapila_Purana","Kapila Purana"
"http://dbpedia.org/resource/Karel_Ančerl_Gold_Edition","Karel Ančerl Gold Edition"
"http://dbpedia.org/resource/King_of_Foxes","King of Foxes"
"http://dbpedia.org/resource/La_Duchesse_de_Langeais","La Duchesse de Langeais"
"http://dbpedia.org/resource/La_Rue_sans_nom","La Rue sans nom"
"http://dbpedia.org/resource/Lazarus_Rising:_A_Personal_and_Political_Autobiography","Lazarus Rising: A Personal and Political Autobiography"
"http://dbpedia.org/resource/Le_Loup_blanc","Le Loup blanc"
"http://dbpedia.org/resource/Lincoln_Library_of_Essential_Information","Lincoln Library of Essential Information"
"http://dbpedia.org/resource/Lincoln_Thornton_Manuscript","Lincoln Thornton Manuscript"
"http://dbpedia.org/resource/London_Thornton_Manuscript","London Thornton Manuscript"
"http://dbpedia.org/resource/Love_and_Pain","Love and Pain"
"http://dbpedia.org/resource/Madonna_(book)","Madonna (book)"
"http://dbpedia.org/resource/Maisie_Dobbs_(novel)","Maisie Dobbs (novel)"
"http://dbpedia.org/resource/Master_and_God","Master and God"
"http://dbpedia.org/resource/Matt's_Script_Archive","Matt's Script Archive"
"http://dbpedia.org/resource/Memoirs_of_a_Dervish","Memoirs of a Dervish"
"http://dbpedia.org/resource/Mind_Switch","Mind Switch"
"http://dbpedia.org/resource/Missa_Sanctissimae_Trinitatis","Missa Sanctissimae Trinitatis"
"http://dbpedia.org/resource/Monkey_Beach","Monkey Beach"
"http://dbpedia.org/resource/Monkeys_(novel)","Monkeys (novel)"
"http://dbpedia.org/resource/Mycelium_Running","Mycelium Running"
"http://dbpedia.org/resource/National_Security_Decision_Directive_77","National Security Decision Directive 77"
"http://dbpedia.org/resource/Neoconservatism:_Why_We_Need_It","Neoconservatism: Why We Need It"
"http://dbpedia.org/resource/New_York_Times_Index","New York Times Index"
"http://dbpedia.org/resource/Nouveau_Larousse_illustré","Nouveau Larousse illustré"
"http://dbpedia.org/resource/Observationalism","Observationalism"
"http://dbpedia.org/resource/Observations_(Avedon_book)","Observations (Avedon book)"
"http://dbpedia.org/resource/Oru_Desathinte_Katha","Oru Desathinte Katha"
"http://dbpedia.org/resource/Paradox_of_toil","Paradox of toil"
"http://dbpedia.org/resource/Pathfinder_(library_science)","Pathfinder (library science)"
"http://dbpedia.org/resource/People,_States_and_Fear","People, States and Fear"
"http://dbpedia.org/resource/Perth_Wetlands","Perth Wetlands"
"http://dbpedia.org/resource/Pity_the_Nation","Pity the Nation"
"http://dbpedia.org/resource/Polyglot_markup","Polyglot markup"
"http://dbpedia.org/resource/Prosopographisches_Lexikon_der_Palaiologenzeit","Prosopographisches Lexikon der Palaiologenzeit"
"http://dbpedia.org/resource/Rage_of_the_Rakasta","Rage of the Rakasta"
"http://dbpedia.org/resource/Rat_Girl","Rat Girl"
"http://dbpedia.org/resource/Reckless_(Gross_novel)","Reckless (Gross novel)"
"http://dbpedia.org/resource/Regions_and_Powers:_The_Structure_of_International_Security","Regions and Powers: The Structure of International Security"
"http://dbpedia.org/resource/Reveries_of_a_Bachelor","Reveries of a Bachelor"
"http://dbpedia.org/resource/Rewards_and_Fairies","Rewards and Fairies"
"http://dbpedia.org/resource/Richard_Carvel","Richard Carvel"
"http://dbpedia.org/resource/Rock_Crystal_(novella)","Rock Crystal (novella)"
"http://dbpedia.org/resource/Salah_Asuhan","Salah Asuhan"
"http://dbpedia.org/resource/Scrivener's_Moon","Scrivener's Moon"
"http://dbpedia.org/resource/Sherlock_Holmes_and_the_Man_from_Hell","Sherlock Holmes and the Man from Hell"
"http://dbpedia.org/resource/Shoe_buckle","Shoe buckle"
"http://dbpedia.org/resource/Sing_You_Home","Sing You Home"
"http://dbpedia.org/resource/Sobre_la_indolencia_de_los_filipinos","Sobre la indolencia de los filipinos"
"http://dbpedia.org/resource/Song_of_Scarabaeus","Song of Scarabaeus"
"http://dbpedia.org/resource/Sons_of_Azca","Sons of Azca"
"http://dbpedia.org/resource/Srisitaramakelikaumudi","Srisitaramakelikaumudi"
"http://dbpedia.org/resource/Subversia","Subversia"
"http://dbpedia.org/resource/Success_(novel)","Success (novel)"
"http://dbpedia.org/resource/Talon_of_the_Silver_Hawk","Talon of the Silver Hawk"
"http://dbpedia.org/resource/Tarybų_Lietuvos_enciklopedija","Tarybų Lietuvos enciklopedija"
"http://dbpedia.org/resource/Tempus_(novel)","Tempus (novel)"
"http://dbpedia.org/resource/Temska_manuscript","Temska manuscript"
"http://dbpedia.org/resource/The_Arrow_of_Gold","The Arrow of Gold"
"http://dbpedia.org/resource/The_Art_of_Coarse_Acting","The Art of Coarse Acting"
"http://dbpedia.org/resource/The_Blue_Cup","The Blue Cup"
"http://dbpedia.org/resource/The_Boarding_School;_or,_Lessons_of_a_Preceptress_to_Her_Pupils","The Boarding School; or, Lessons of a Preceptress to Her Pupils"
"http://dbpedia.org/resource/The_Book_about_Milutin","The Book about Milutin"
"http://dbpedia.org/resource/The_Book_of_Genesis_(comics)","The Book of Genesis (comics)"
"http://dbpedia.org/resource/The_Carnelian_Throne","The Carnelian Throne"
"http://dbpedia.org/resource/The_Changelings_(novel)","The Changelings (novel)"
"http://dbpedia.org/resource/The_Claverings","The Claverings"
"http://dbpedia.org/resource/The_Comeback_(novel)","The Comeback (novel)"
"http://dbpedia.org/resource/The_Complete_Book_of_Gnomes_&_Halflings","The Complete Book of Gnomes & Halflings"
"http://dbpedia.org/resource/The_Concerto_Project","The Concerto Project"
"http://dbpedia.org/resource/The_Cosmic_Airdrome","The Cosmic Airdrome"
"http://dbpedia.org/resource/The_Distant_Hours","The Distant Hours"
"http://dbpedia.org/resource/The_Dragonfly_Pool","The Dragonfly Pool"
"http://dbpedia.org/resource/The_Drop_(Connelly_novel)","The Drop (Connelly novel)"
"http://dbpedia.org/resource/The_Druid_King","The Druid King"
"http://dbpedia.org/resource/The_Emperor_of_All_Maladies","The Emperor of All Maladies"
"http://dbpedia.org/resource/The_Evolution_of_Calpurnia_Tate","The Evolution of Calpurnia Tate"
"http://dbpedia.org/resource/The_Fanatic_(novel)","The Fanatic (novel)"
"http://dbpedia.org/resource/The_Goat,_the_Sofa,_and_Mr._Swami","The Goat, the Sofa, and Mr. Swami"
"http://dbpedia.org/resource/The_Golden_Sword","The Golden Sword"
"http://dbpedia.org/resource/The_Good_Book_(book)","The Good Book (book)"
"http://dbpedia.org/resource/The_Great_Glacier","The Great Glacier"
"http://dbpedia.org/resource/The_Guernsey_Literary_and_Potato_Peel_Pie_Society","The Guernsey Literary and Potato Peel Pie Society"
"http://dbpedia.org/resource/The_Knight_of_Newts","The Knight of Newts"
"http://dbpedia.org/resource/The_Land_of_Painted_Caves","The Land of Painted Caves"
"http://dbpedia.org/resource/The_Last_Hunt_(novel)","The Last Hunt (novel)"
"http://dbpedia.org/resource/The_Lover's_Dictionary","The Lover's Dictionary"
"http://dbpedia.org/resource/The_Maker_of_Universes","The Maker of Universes"
"http://dbpedia.org/resource/The_Medusa_Plot","The Medusa Plot"
"http://dbpedia.org/resource/The_MoonQuest","The MoonQuest"
"http://dbpedia.org/resource/The_New_Cool_(book)","The New Cool (book)"
"http://dbpedia.org/resource/The_Next_Hundred_Million","The Next Hundred Million"
"http://dbpedia.org/resource/The_November_Criminals","The November Criminals"
"http://dbpedia.org/resource/The_Origins_of_the_Urban_Crisis","The Origins of the Urban Crisis"
"http://dbpedia.org/resource/The_Road_to_Oxiana","The Road to Oxiana"
"http://dbpedia.org/resource/The_Ruins_of_Myth_Drannor","The Ruins of Myth Drannor"
"http://dbpedia.org/resource/The_Social_Animal_(Brooks_book)","The Social Animal (Brooks book)"
"http://dbpedia.org/resource/The_Stalk","The Stalk"
"http://dbpedia.org/resource/The_Story_of_Your_Home","The Story of Your Home"
"http://dbpedia.org/resource/The_Strange_Journey_of_Mr._Daldry","The Strange Journey of Mr. Daldry"
"http://dbpedia.org/resource/The_True_History_of_the_Elephant_Man","The True History of the Elephant Man"
"http://dbpedia.org/resource/The_Twilight_Saga:_The_Official_Illustrated_Guide","The Twilight Saga: The Official Illustrated Guide"
"http://dbpedia.org/resource/The_Vault_(novel)","The Vault (novel)"
"http://dbpedia.org/resource/Theatrical_Novel","Theatrical Novel"
"http://dbpedia.org/resource/Three_Stages_of_Amazement","Three Stages of Amazement"
"http://dbpedia.org/resource/Threshold_(Morris_novel)","Threshold (Morris novel)"
"http://dbpedia.org/resource/Too_Big_to_Fail_(book)","Too Big to Fail (book)"
"http://dbpedia.org/resource/Toxophilus","Toxophilus"
"http://dbpedia.org/resource/Tre_kom_tilbake","Tre kom tilbake"
"http://dbpedia.org/resource/Trust_Territory_(novel)","Trust Territory (novel)"
"http://dbpedia.org/resource/Tuskegee_&_Its_People","Tuskegee & Its People"
"http://dbpedia.org/resource/Underwater_(comics)","Underwater (comics)"
"http://dbpedia.org/resource/Upsurge","Upsurge"
"http://dbpedia.org/resource/Van_Richten's_Guide_to_Werebeasts","Van Richten's Guide to Werebeasts"
"http://dbpedia.org/resource/Van_Richten's_Guide_to_the_Lich","Van Richten's Guide to the Lich"
"http://dbpedia.org/resource/Veiled_Alliance","Veiled Alliance"
"http://dbpedia.org/resource/Virals_(novel)","Virals (novel)"
"http://dbpedia.org/resource/Volo's_Guide_to_Waterdeep","Volo's Guide to Waterdeep"
"http://dbpedia.org/resource/Walton_Ford:_Tigers_of_Wrath,_Horses_of_Instruction","Walton Ford: Tigers of Wrath, Horses of Instruction"
"http://dbpedia.org/resource/War_at_the_Wall_Street_Journal","War at the Wall Street Journal"
"http://dbpedia.org/resource/Weathercraft","Weathercraft"
"http://dbpedia.org/resource/What_I_Loved","What I Loved"
"http://dbpedia.org/resource/Where_Do_We_Go_from_Here:_Chaos_or_Community%3F","Where Do We Go from Here: Chaos or Community?"
"http://dbpedia.org/resource/White_Book_of_the_Purge","White Book of the Purge"
"http://dbpedia.org/resource/Who_Will_Run_the_Frog_Hospital%3F","Who Will Run the Frog Hospital?"
"http://dbpedia.org/resource/Wind_from_the_Abyss","Wind from the Abyss"
"http://dbpedia.org/resource/Working_with_the_Hands","Working with the Hands"
"http://dbpedia.org/resource/You_Can_Say_You_Knew_Me_When","You Can Say You Knew Me When"
"http://dbpedia.org/resource/Durruti:_The_People_Armed","Durruti: The People Armed"
"http://dbpedia.org/resource/23,000","23,000"
"http://dbpedia.org/resource/A_Book_of_Milliganimals","A Book of Milliganimals"
"http://dbpedia.org/resource/A_Coin_in_Nine_Hands","A Coin in Nine Hands"
"http://dbpedia.org/resource/A_Confusion_of_Princes","A Confusion of Princes"
"http://dbpedia.org/resource/A_Guide_to_the_New_Ruins_of_Great_Britain","A Guide to the New Ruins of Great Britain"
"http://dbpedia.org/resource/A_Lost_Opportunity","A Lost Opportunity"
"http://dbpedia.org/resource/A_Stranger_in_the_Family","A Stranger in the Family"
"http://dbpedia.org/resource/A_Theory_of_Legal_Order","A Theory of Legal Order"
"http://dbpedia.org/resource/A_Vigil_for_Joe_Rose","A Vigil for Joe Rose"
"http://dbpedia.org/resource/Acme_Commodity_and_Phrase_Code","Acme Commodity and Phrase Code"
"http://dbpedia.org/resource/Alice_(short_story_collection)","Alice (short story collection)"
"http://dbpedia.org/resource/Alice_and_the_Lost_Novel","Alice and the Lost Novel"
"http://dbpedia.org/resource/Among_Others","Among Others"
"http://dbpedia.org/resource/An_Inquiry_into_the_Good","An Inquiry into the Good"
"http://dbpedia.org/resource/Ancestor_(novel)","Ancestor (novel)"
"http://dbpedia.org/resource/Angst_der_Hellen_und_Friede_der_Seelen","Angst der Hellen und Friede der Seelen"
"http://dbpedia.org/resource/Article_5_(novel)","Article 5 (novel)"
"http://dbpedia.org/resource/As_I_See_It","As I See It"
"http://dbpedia.org/resource/Autumn_in_Peking","Autumn in Peking"
"http://dbpedia.org/resource/Baddeck,_and_That_Sort_of_Thing","Baddeck, and That Sort of Thing"
"http://dbpedia.org/resource/Barnens_svenska_sångbok","Barnens svenska sångbok"
"http://dbpedia.org/resource/Beijing_Coma","Beijing Coma"
"http://dbpedia.org/resource/Berg_Encyclopedia_of_World_Dress_and_Fashion","Berg Encyclopedia of World Dress and Fashion"
"http://dbpedia.org/resource/Beyond_Sleep","Beyond Sleep"
"http://dbpedia.org/resource/Beyond_the_witch_trials","Beyond the witch trials"
"http://dbpedia.org/resource/Biology_and_consumer_behaviour","Biology and consumer behaviour"
"http://dbpedia.org/resource/Blooms_of_Darkness","Blooms of Darkness"
"http://dbpedia.org/resource/Bluebeard_(Frisch_novel)","Bluebeard (Frisch novel)"
"http://dbpedia.org/resource/Bollywood_Striptease","Bollywood Striptease"
"http://dbpedia.org/resource/Brodeck's_Report","Brodeck's Report"
"http://dbpedia.org/resource/Calendarium_Naturale_Magicum_Perpetuum","Calendarium Naturale Magicum Perpetuum"
"http://dbpedia.org/resource/Calico_Joe","Calico Joe"
"http://dbpedia.org/resource/Cambridge,_Corpus_Christi_College,_MS_178","Cambridge, Corpus Christi College, MS 178"
"http://dbpedia.org/resource/Cambridge,_Corpus_Christi_College,_MS_303","Cambridge, Corpus Christi College, MS 303"
"http://dbpedia.org/resource/Can't_Anybody_Here_Play_This_Game%3F","Can't Anybody Here Play This Game?"
"http://dbpedia.org/resource/Charlotte_Löwensköld","Charlotte Löwensköld"
"http://dbpedia.org/resource/Chinese_Whispers_(poetry_collection)","Chinese Whispers (poetry collection)"
"http://dbpedia.org/resource/Cogan's_Trade","Cogan's Trade"
"http://dbpedia.org/resource/Concerto_for_Piano_and_Orchestra_(Hess)","Concerto for Piano and Orchestra (Hess)"
"http://dbpedia.org/resource/Concise_Literary_Encyclopedia","Concise Literary Encyclopedia"
"http://dbpedia.org/resource/Confession_of_a_Murderer","Confession of a Murderer"
"http://dbpedia.org/resource/Consent_of_the_Networked","Consent of the Networked"
"http://dbpedia.org/resource/Contagious_(novel)","Contagious (novel)"
"http://dbpedia.org/resource/Copper_Sun","Copper Sun"
"http://dbpedia.org/resource/Curry_in_the_Crown:_The_Story_of_Britain's_Favourite_Dish","Curry in the Crown: The Story of Britain's Favourite Dish"
"http://dbpedia.org/resource/Dainichi_Nyorai_(Enjō-ji)","Dainichi Nyorai (Enjō-ji)"
"http://dbpedia.org/resource/Dark_Lies_the_Island","Dark Lies the Island"
"http://dbpedia.org/resource/De_arte_canendi","De arte canendi"
"http://dbpedia.org/resource/Death_of_the_Liberal_Class","Death of the Liberal Class"
"http://dbpedia.org/resource/Den_svenska_sångboken","Den svenska sångboken"
"http://dbpedia.org/resource/Deng_Xiaoping_and_the_Making_of_Modern_China","Deng Xiaoping and the Making of Modern China"
"http://dbpedia.org/resource/Der_Kanon","Der Kanon"
"http://dbpedia.org/resource/Destined_(Pike_novel)","Destined (Pike novel)"
"http://dbpedia.org/resource/Det_lysande_ögat","Det lysande ögat"
"http://dbpedia.org/resource/Dial_M_for_Murdoch","Dial M for Murdoch"
"http://dbpedia.org/resource/Dian_yang_Tak_Kunjung_Padam","Dian yang Tak Kunjung Padam"
"http://dbpedia.org/resource/Dream_of_Ding_Village","Dream of Ding Village"
"http://dbpedia.org/resource/Elm_with_Stone_Heart","Elm with Stone Heart"
"http://dbpedia.org/resource/Erklärte_Nacht","Erklärte Nacht"
"http://dbpedia.org/resource/Fear_(Zweig_novella)","Fear (Zweig novella)"
"http://dbpedia.org/resource/Fear_the_Darkness","Fear the Darkness"
"http://dbpedia.org/resource/Frog_and_Toad_All_Year","Frog and Toad All Year"
"http://dbpedia.org/resource/From_Reverence_to_Rape","From Reverence to Rape"
"http://dbpedia.org/resource/From_the_Mouth_of_the_Whale","From the Mouth of the Whale"
"http://dbpedia.org/resource/Garki_Project","Garki Project"
"http://dbpedia.org/resource/General_Estoria","General Estoria"
"http://dbpedia.org/resource/General_Prologue_of_the_Wycliffe_Bible","General Prologue of the Wycliffe Bible"
"http://dbpedia.org/resource/Gideon's_Spies","Gideon's Spies"
"http://dbpedia.org/resource/Growing_Up_in_New_Guinea","Growing Up in New Guinea"
"http://dbpedia.org/resource/Heathen_Gods_in_Old_English_Literature","Heathen Gods in Old English Literature"
"http://dbpedia.org/resource/High_Sorcery","High Sorcery"
"http://dbpedia.org/resource/Hitler_and_Stalin:_Parallel_Lives","Hitler and Stalin: Parallel Lives"
"http://dbpedia.org/resource/Hitlerland","Hitlerland"
"http://dbpedia.org/resource/Human_Smoke","Human Smoke"
"http://dbpedia.org/resource/Hunting_and_Gathering_(novel)","Hunting and Gathering (novel)"
"http://dbpedia.org/resource/I_Don't_Want_to_Blow_You_Up!","I Don't Want to Blow You Up!"
"http://dbpedia.org/resource/Im_Dienst_des_Diktators","Im Dienst des Diktators"
"http://dbpedia.org/resource/Imagine:_How_Creativity_Works","Imagine: How Creativity Works"
"http://dbpedia.org/resource/Infected_(novel)","Infected (novel)"
"http://dbpedia.org/resource/Jack_in_the_Box_(Satie)","Jack in the Box (Satie)"
"http://dbpedia.org/resource/JavaScript_graphics_library","JavaScript graphics library"
"http://dbpedia.org/resource/Journal_of_William_Maclay","Journal of William Maclay"
"http://dbpedia.org/resource/Jungle_Lovers","Jungle Lovers"
"http://dbpedia.org/resource/Karl_Marx_and_the_Close_of_His_System","Karl Marx and the Close of His System"
"http://dbpedia.org/resource/Kentish_Psalm","Kentish Psalm"
"http://dbpedia.org/resource/Kinaesthetics","Kinaesthetics"
"http://dbpedia.org/resource/Kubbin","Kubbin"
"http://dbpedia.org/resource/Legal_Positivism_(book)","Legal Positivism (book)"
"http://dbpedia.org/resource/Lo_Crestià","Lo Crestià"
"http://dbpedia.org/resource/Lost_Paradise_(novel)","Lost Paradise (novel)"
"http://dbpedia.org/resource/Love_and_the_Turning_Year","Love and the Turning Year"
"http://dbpedia.org/resource/MI6:_Fifty_Years_of_Special_Operations","MI6: Fifty Years of Special Operations"
"http://dbpedia.org/resource/Malabar_Manual","Malabar Manual"
"http://dbpedia.org/resource/Marhi_Da_Deeva","Marhi Da Deeva"
"http://dbpedia.org/resource/Marie_Antoinette:_The_Portrait_of_an_Average_Woman","Marie Antoinette: The Portrait of an Average Woman"
"http://dbpedia.org/resource/Marriage_(novel)","Marriage (novel)"
"http://dbpedia.org/resource/Mel_Bay's_Deluxe_Encyclopedia_of_Guitar_Chords","Mel Bay's Deluxe Encyclopedia of Guitar Chords"
"http://dbpedia.org/resource/Missing_Soluch","Missing Soluch"
"http://dbpedia.org/resource/Monsieur_Linh_and_His_Child","Monsieur Linh and His Child"
"http://dbpedia.org/resource/Moon_Mirror","Moon Mirror"
"http://dbpedia.org/resource/Mr._Monk_Is_a_Mess","Mr. Monk Is a Mess"
"http://dbpedia.org/resource/Nada_(novel)","Nada (novel)"
"http://dbpedia.org/resource/New_Finnish_Grammar","New Finnish Grammar"
"http://dbpedia.org/resource/No_Business_of_Mine","No Business of Mine"
"http://dbpedia.org/resource/Nocturnal_(novel)","Nocturnal (novel)"
"http://dbpedia.org/resource/Norwegian_Ornithological_Society","Norwegian Ornithological Society"
"http://dbpedia.org/resource/Obabakoak","Obabakoak"
"http://dbpedia.org/resource/On_What_Matters","On What Matters"
"http://dbpedia.org/resource/Our_Struggle","Our Struggle"
"http://dbpedia.org/resource/Parallax_(journal)","Parallax (journal)"
"http://dbpedia.org/resource/Peptide_microarray","Peptide microarray"
"http://dbpedia.org/resource/Perilous_Dreams","Perilous Dreams"
"http://dbpedia.org/resource/Philosophy_of_the_Unconscious","Philosophy of the Unconscious"
"http://dbpedia.org/resource/Poppy_(novel)","Poppy (novel)"
"http://dbpedia.org/resource/Praktikos","Praktikos"
"http://dbpedia.org/resource/Prepared_for_the_Worst","Prepared for the Worst"
"http://dbpedia.org/resource/Professor_Shonkur_Kandokarkhana","Professor Shonkur Kandokarkhana"
"http://dbpedia.org/resource/Psychedelics_in_problem-solving_experiment","Psychedelics in problem-solving experiment"
"http://dbpedia.org/resource/Punashcha_Professor_Shonku","Punashcha Professor Shonku"
"http://dbpedia.org/resource/Random_number_book","Random number book"
"http://dbpedia.org/resource/Red_Shadows_(novel)","Red Shadows (novel)"
"http://dbpedia.org/resource/Repetition_(Handke_novel)","Repetition (Handke novel)"
"http://dbpedia.org/resource/Rhymes_of_Northern_Bards","Rhymes of Northern Bards"
"http://dbpedia.org/resource/Ritual_(Pinner_novel)","Ritual (Pinner novel)"
"http://dbpedia.org/resource/Roads_to_Santiago","Roads to Santiago"
"http://dbpedia.org/resource/Schneepart","Schneepart"
"http://dbpedia.org/resource/Schwartz's_Principles_of_Surgery","Schwartz's Principles of Surgery"
"http://dbpedia.org/resource/Search_and_Destroy_(novel)","Search and Destroy (novel)"
"http://dbpedia.org/resource/Searching_for_Whitopia","Searching for Whitopia"
"http://dbpedia.org/resource/Seeing_Calvin_Coolidge_in_a_Dream","Seeing Calvin Coolidge in a Dream"
"http://dbpedia.org/resource/Selam_Professor_Shonku","Selam Professor Shonku"
"http://dbpedia.org/resource/Shabash_Professor_Shonku","Shabash Professor Shonku"
"http://dbpedia.org/resource/Shadowdale_(novel)","Shadowdale (novel)"
"http://dbpedia.org/resource/Shamanism:_Archaic_Techniques_of_Ecstasy","Shamanism: Archaic Techniques of Ecstasy"
"http://dbpedia.org/resource/Sins_of_the_Father_(Judge_Anderson_novel)","Sins of the Father (Judge Anderson novel)"
"http://dbpedia.org/resource/Sironia,_Texas","Sironia, Texas"
"http://dbpedia.org/resource/Sorga_Theevu","Sorga Theevu"
"http://dbpedia.org/resource/Southern_African_Legal_Information_Institute","Southern African Legal Information Institute"
"http://dbpedia.org/resource/Stonemouth","Stonemouth"
"http://dbpedia.org/resource/Strange_Flesh","Strange Flesh"
"http://dbpedia.org/resource/Summa_Iniuria","Summa Iniuria"
"http://dbpedia.org/resource/Swami_Vivekananda_in_the_West:_New_Discoveries","Swami Vivekananda in the West: New Discoveries"
"http://dbpedia.org/resource/Taittiriya_Upanishad","Taittiriya Upanishad"
"http://dbpedia.org/resource/Tar:_A_Midwest_Childhood","Tar: A Midwest Childhood"
"http://dbpedia.org/resource/Ten-Thirty_on_a_Summer_Night","Ten-Thirty on a Summer Night"
"http://dbpedia.org/resource/The_Abbey_(novel)","The Abbey (novel)"
"http://dbpedia.org/resource/The_Amazon_(novella)","The Amazon (novella)"
"http://dbpedia.org/resource/The_Archaeology_of_Hindu_Ritual","The Archaeology of Hindu Ritual"
"http://dbpedia.org/resource/The_Beatles_Illustrated_Lyrics","The Beatles Illustrated Lyrics"
"http://dbpedia.org/resource/The_Butterfly_Clues","The Butterfly Clues"
"http://dbpedia.org/resource/The_Casual_Vacancy","The Casual Vacancy"
"http://dbpedia.org/resource/The_Collapsium","The Collapsium"
"http://dbpedia.org/resource/The_Dante_Encyclopedia","The Dante Encyclopedia"
"http://dbpedia.org/resource/The_Darkroom_of_Damocles","The Darkroom of Damocles"
