"90film","name"
"http://dbpedia.org/resource/Fleshtone","Fleshtone"
"http://dbpedia.org/resource/Fotoamator","Fotoamator"
"http://dbpedia.org/resource/Frankenstein_(1992_film)","Frankenstein (1992 film)"
"http://dbpedia.org/resource/Future_Memories:_Last_Christmas","Future Memories: Last Christmas"
"http://dbpedia.org/resource/Georgootty_C/O_Georgootty","Georgootty C/O Georgootty"
"http://dbpedia.org/resource/Gharana_Bullodu","Gharana Bullodu"
"http://dbpedia.org/resource/Give_It_All_(film)","Give It All (film)"
"http://dbpedia.org/resource/Go_Trabi_Go","Go Trabi Go"
"http://dbpedia.org/resource/Grand_Isle_(1991_film)","Grand Isle (1991 film)"
"http://dbpedia.org/resource/Grown_Up_(film)","Grown Up (film)"
"http://dbpedia.org/resource/Gypsy_(1993_film)","Gypsy (1993 film)"
"http://dbpedia.org/resource/Hard_Promises_(1992_film)","Hard Promises (1992 film)"
"http://dbpedia.org/resource/Harmony_Cats","Harmony Cats"
"http://dbpedia.org/resource/Hold_Me,_Thrill_Me,_Kiss_Me_(film)","Hold Me, Thrill Me, Kiss Me (film)"
"http://dbpedia.org/resource/Housefull_(1999_film)","Housefull (1999 film)"
"http://dbpedia.org/resource/If_Someone_Had_Known","If Someone Had Known"
"http://dbpedia.org/resource/Illtown","Illtown"
"http://dbpedia.org/resource/In_Bed_with_Santa","In Bed with Santa"
"http://dbpedia.org/resource/Incident_in_a_Small_Town","Incident in a Small Town"
"http://dbpedia.org/resource/Injakkadan_Mathai_&_Sons","Injakkadan Mathai & Sons"
"http://dbpedia.org/resource/Jerry_and_Tom","Jerry and Tom"
"http://dbpedia.org/resource/Jubaku:_Spellbound","Jubaku: Spellbound"
"http://dbpedia.org/resource/Judgement_(1999_film)","Judgement (1999 film)"
"http://dbpedia.org/resource/Jungle_Boy_(1998_film)","Jungle Boy (1998 film)"
"http://dbpedia.org/resource/Kauravar","Kauravar"
"http://dbpedia.org/resource/Keiho","Keiho"
"http://dbpedia.org/resource/Kilukkampetti","Kilukkampetti"
"http://dbpedia.org/resource/La_Totale!","La Totale!"
"http://dbpedia.org/resource/Legion_(1998_film)","Legion (1998 film)"
"http://dbpedia.org/resource/Like_a_Rolling_Stone_(film)","Like a Rolling Stone (film)"
"http://dbpedia.org/resource/Luxury_Hotel","Luxury Hotel"
"http://dbpedia.org/resource/Making_Sandwiches","Making Sandwiches"
"http://dbpedia.org/resource/Mannar_Mathai_Speaking","Mannar Mathai Speaking"
"http://dbpedia.org/resource/Me_&_Isaac_Newton","Me & Isaac Newton"
"http://dbpedia.org/resource/Mixing_Nia","Mixing Nia"
"http://dbpedia.org/resource/Mommy_(1995_film)","Mommy (1995 film)"
"http://dbpedia.org/resource/Moving_the_Mountain_(1994_film)","Moving the Mountain (1994 film)"
"http://dbpedia.org/resource/Murdered_Innocence","Murdered Innocence"
"http://dbpedia.org/resource/Nassim_al-Roh","Nassim al-Roh"
"http://dbpedia.org/resource/National_Lampoon's_Golf_Punks","National Lampoon's Golf Punks"
"http://dbpedia.org/resource/Nattamai","Nattamai"
"http://dbpedia.org/resource/Night_Train_(1999_film)","Night Train (1999 film)"
"http://dbpedia.org/resource/Nirnayam_(1991_film)","Nirnayam (1991 film)"
"http://dbpedia.org/resource/Nirnayam_(1995_film)","Nirnayam (1995 film)"
"http://dbpedia.org/resource/No._1_Snehatheeram_Bangalore_North","No. 1 Snehatheeram Bangalore North"
"http://dbpedia.org/resource/Oleanna_(film)","Oleanna (film)"
"http://dbpedia.org/resource/Once_in_a_Lifetime_(1994_film)","Once in a Lifetime (1994 film)"
"http://dbpedia.org/resource/Oo_Na,_Mahal_Na_Kung_Mahal","Oo Na, Mahal Na Kung Mahal"
"http://dbpedia.org/resource/Out-of-Sync","Out-of-Sync"
"http://dbpedia.org/resource/Out_of_the_Rain","Out of the Rain"
"http://dbpedia.org/resource/Paithrukam","Paithrukam"
"http://dbpedia.org/resource/Parallel_College_(film)","Parallel College (film)"
"http://dbpedia.org/resource/Perdóname_Todo","Perdóname Todo"
"http://dbpedia.org/resource/Phool_Aur_Angaar","Phool Aur Angaar"
"http://dbpedia.org/resource/Pig_(1998_film)","Pig (1998 film)"
"http://dbpedia.org/resource/Pooveli","Pooveli"
"http://dbpedia.org/resource/Pro_and_Con","Pro and Con"
"http://dbpedia.org/resource/Project_Shadowchaser","Project Shadowchaser"
"http://dbpedia.org/resource/Project_Shadowchaser_II","Project Shadowchaser II"
"http://dbpedia.org/resource/Project_Shadowchaser_III","Project Shadowchaser III"
"http://dbpedia.org/resource/Pudhiya_Mannargal","Pudhiya Mannargal"
"http://dbpedia.org/resource/Punjabi_House","Punjabi House"
"http://dbpedia.org/resource/Pyaar_Ka_Saaya","Pyaar Ka Saaya"
"http://dbpedia.org/resource/Rajadi_Rajavan","Rajadi Rajavan"
"http://dbpedia.org/resource/Replikator","Replikator"
"http://dbpedia.org/resource/Revenge_Quest","Revenge Quest"
"http://dbpedia.org/resource/Rusty:_A_Dog's_Tale","Rusty: A Dog's Tale"
"http://dbpedia.org/resource/Saranga_(1994_film)","Saranga (1994 film)"
"http://dbpedia.org/resource/Sau_Crore","Sau Crore"
"http://dbpedia.org/resource/Seven_Girlfriends","Seven Girlfriends"
"http://dbpedia.org/resource/Severed_Ties_(film)","Severed Ties (film)"
"http://dbpedia.org/resource/Shark_(2000_film)","Shark (2000 film)"
"http://dbpedia.org/resource/Siam_Sunset","Siam Sunset"
"http://dbpedia.org/resource/Sogasu_Chuda_Taramaa%3F","Sogasu Chuda Taramaa?"
"http://dbpedia.org/resource/Soltera_(film)","Soltera (film)"
"http://dbpedia.org/resource/Something_to_Believe_In_(film)","Something to Believe In (film)"
"http://dbpedia.org/resource/Sophie's_World_(film)","Sophie's World (film)"
"http://dbpedia.org/resource/Spark_(1998_film)","Spark (1998 film)"
"http://dbpedia.org/resource/Surieyan","Surieyan"
"http://dbpedia.org/resource/Sweet_Nothing_(film)","Sweet Nothing (film)"
"http://dbpedia.org/resource/Thacholi_Varghese_Chekavar","Thacholi Varghese Chekavar"
"http://dbpedia.org/resource/The_24_Hour_Woman","The 24 Hour Woman"
"http://dbpedia.org/resource/The_Boy_with_the_X-Ray_Eyes_(film)","The Boy with the X-Ray Eyes (film)"
"http://dbpedia.org/resource/The_Burning_Season_(1994_film)","The Burning Season (1994 film)"
"http://dbpedia.org/resource/The_Christmas_Wish","The Christmas Wish"
"http://dbpedia.org/resource/The_Devil's_Arithmetic_(film)","The Devil's Arithmetic (film)"
"http://dbpedia.org/resource/The_Final_Cut_(1995_film)","The Final Cut (1995 film)"
"http://dbpedia.org/resource/The_Lovers_(1994_film)","The Lovers (1994 film)"
"http://dbpedia.org/resource/The_New_Adventures_of_Pinocchio_(film)","The New Adventures of Pinocchio (film)"
"http://dbpedia.org/resource/The_River_with_No_Bridge","The River with No Bridge"
"http://dbpedia.org/resource/The_Show_(1995_film)","The Show (1995 film)"
"http://dbpedia.org/resource/The_Snow_Queen_(1995_film)","The Snow Queen (1995 film)"
"http://dbpedia.org/resource/The_Terror_Within_II","The Terror Within II"
"http://dbpedia.org/resource/The_Tichborne_Claimant_(film)","The Tichborne Claimant (film)"
"http://dbpedia.org/resource/The_Wife_(1995_film)","The Wife (1995 film)"
"http://dbpedia.org/resource/Thieves_Quartet","Thieves Quartet"
"http://dbpedia.org/resource/Tiger_Claws","Tiger Claws"
"http://dbpedia.org/resource/Tokarefu","Tokarefu"
"http://dbpedia.org/resource/Tora-san's_Easy_Advice","Tora-san's Easy Advice"
"http://dbpedia.org/resource/Tora-san's_Matchmaker","Tora-san's Matchmaker"
"http://dbpedia.org/resource/Tora-san_Confesses","Tora-san Confesses"
"http://dbpedia.org/resource/Tora-san_Makes_Excuses","Tora-san Makes Excuses"
"http://dbpedia.org/resource/Tora-san_to_the_Rescue","Tora-san to the Rescue"
"http://dbpedia.org/resource/Troublesome_Night_3","Troublesome Night 3"
"http://dbpedia.org/resource/Troublesome_Night_5","Troublesome Night 5"
"http://dbpedia.org/resource/Troublesome_Night_6","Troublesome Night 6"
"http://dbpedia.org/resource/Udayapuram_Sulthan","Udayapuram Sulthan"
"http://dbpedia.org/resource/Uncovered_(film)","Uncovered (film)"
"http://dbpedia.org/resource/Vaa_Arugil_Vaa","Vaa Arugil Vaa"
"http://dbpedia.org/resource/Vanished_(1995_film)","Vanished (1995 film)"
"http://dbpedia.org/resource/Veerappa_Nayaka","Veerappa Nayaka"
"http://dbpedia.org/resource/Vietnam_Colony","Vietnam Colony"
"http://dbpedia.org/resource/Whisper_of_the_Heart","Whisper of the Heart"
"http://dbpedia.org/resource/Winchell_(film)","Winchell (film)"
"http://dbpedia.org/resource/Without_Consent","Without Consent"
"http://dbpedia.org/resource/Afraid_of_Nothing,_the_Jobless_King","Afraid of Nothing, the Jobless King"
"http://dbpedia.org/resource/Alias_'La_Gringa'","Alias 'La Gringa'"
"http://dbpedia.org/resource/Ayọ_Ni_Mọ_Fẹ","Ayọ Ni Mọ Fẹ"
"http://dbpedia.org/resource/Banglar_Badhu","Banglar Badhu"
"http://dbpedia.org/resource/Beyond_the_Sea_(1991_film)","Beyond the Sea (1991 film)"
"http://dbpedia.org/resource/Brats_(1991_film)","Brats (1991 film)"
"http://dbpedia.org/resource/Chauraha","Chauraha"
"http://dbpedia.org/resource/Cheb_(film)","Cheb (film)"
"http://dbpedia.org/resource/Circus_Palestine","Circus Palestine"
"http://dbpedia.org/resource/Coming_to_Terms_with_the_Dead","Coming to Terms with the Dead"
"http://dbpedia.org/resource/Count_Max_(1991_film)","Count Max (1991 film)"
"http://dbpedia.org/resource/Dark_Tale","Dark Tale"
"http://dbpedia.org/resource/Deadly_Invasion:_The_Killer_Bee_Nightmare","Deadly Invasion: The Killer Bee Nightmare"
"http://dbpedia.org/resource/Double_Jeopardy_(1992_film)","Double Jeopardy (1992 film)"
"http://dbpedia.org/resource/El_pasajero_clandestino","El pasajero clandestino"
"http://dbpedia.org/resource/Fantasy_Romance","Fantasy Romance"
"http://dbpedia.org/resource/Final_Combination","Final Combination"
"http://dbpedia.org/resource/Foreign_Student","Foreign Student"
"http://dbpedia.org/resource/Frida_–_Straight_from_the_Heart","Frida – Straight from the Heart"
"http://dbpedia.org/resource/Get_Thee_Out","Get Thee Out"
"http://dbpedia.org/resource/Hafta_Bandh","Hafta Bandh"
"http://dbpedia.org/resource/Headless_Body_in_Topless_Bar","Headless Body in Topless Bar"
"http://dbpedia.org/resource/House_(1995_film)","House (1995 film)"
"http://dbpedia.org/resource/I_Love_Vienna","I Love Vienna"
"http://dbpedia.org/resource/Immaculate_Conception_(film)","Immaculate Conception (film)"
"http://dbpedia.org/resource/Indradhanura_Chhai","Indradhanura Chhai"
"http://dbpedia.org/resource/Jenma_Natchathiram","Jenma Natchathiram"
"http://dbpedia.org/resource/Jericho_(1991_film)","Jericho (1991 film)"
"http://dbpedia.org/resource/Johnny_100_Pesos","Johnny 100 Pesos"
"http://dbpedia.org/resource/Kaal_Sandhya","Kaal Sandhya"
"http://dbpedia.org/resource/Kalay_Chor","Kalay Chor"
"http://dbpedia.org/resource/Keeper_of_the_City","Keeper of the City"
"http://dbpedia.org/resource/La_ballade_de_Titus","La ballade de Titus"
"http://dbpedia.org/resource/Les_amies_de_ma_femme","Les amies de ma femme"
"http://dbpedia.org/resource/License_to_Live","License to Live"
"http://dbpedia.org/resource/List_of_Merite","List of Merite"
"http://dbpedia.org/resource/Love_Story_with_Cramps","Love Story with Cramps"
"http://dbpedia.org/resource/Love_Under_the_Date-Tree","Love Under the Date-Tree"
"http://dbpedia.org/resource/Lovesick_on_Nana_Street","Lovesick on Nana Street"
"http://dbpedia.org/resource/Madam_Rani","Madam Rani"
"http://dbpedia.org/resource/Manatsu_no_Chikyū","Manatsu no Chikyū"
"http://dbpedia.org/resource/Mirage_(1995_film)","Mirage (1995 film)"
"http://dbpedia.org/resource/Moondance_(film)","Moondance (film)"
"http://dbpedia.org/resource/Mr._Stitch","Mr. Stitch"
"http://dbpedia.org/resource/Mukta_(film)","Mukta (film)"
"http://dbpedia.org/resource/Naukar_Ki_Kameez","Naukar Ki Kameez"
"http://dbpedia.org/resource/Nazar_(1991_film)","Nazar (1991 film)"
"http://dbpedia.org/resource/Ni_na_nebu_ni_na_zemlji","Ni na nebu ni na zemlji"
"http://dbpedia.org/resource/Oh_God,_Women_Are_So_Loving","Oh God, Women Are So Loving"
"http://dbpedia.org/resource/Out_of_the_Present","Out of the Present"
"http://dbpedia.org/resource/Papeeha","Papeeha"
"http://dbpedia.org/resource/Pigs_2:_The_Last_Blood","Pigs 2: The Last Blood"
"http://dbpedia.org/resource/Pita_(1991_film)","Pita (1991 film)"
"http://dbpedia.org/resource/Poisoned_by_Love:_The_Kern_County_Murders","Poisoned by Love: The Kern County Murders"
"http://dbpedia.org/resource/Profile_of_a_Serial_Killer","Profile of a Serial Killer"
"http://dbpedia.org/resource/Putrabadhu","Putrabadhu"
"http://dbpedia.org/resource/RSVP_(1991_film)","RSVP (1991 film)"
"http://dbpedia.org/resource/Requiem_for_Dominic","Requiem for Dominic"
"http://dbpedia.org/resource/Revenge_of_Itzik_Finkelstein","Revenge of Itzik Finkelstein"
"http://dbpedia.org/resource/Riches,_belles,_etc.","Riches, belles, etc."
"http://dbpedia.org/resource/Rock_N'Roll_Cop","Rock N'Roll Cop"
"http://dbpedia.org/resource/Run_and_Kill","Run and Kill"
"http://dbpedia.org/resource/Scattering_Dad","Scattering Dad"
"http://dbpedia.org/resource/Shubha_Kamana","Shubha Kamana"
"http://dbpedia.org/resource/Sketch_Artist","Sketch Artist"
"http://dbpedia.org/resource/Sud_(1993_film)","Sud (1993 film)"
"http://dbpedia.org/resource/Suna_Harini","Suna Harini"
"http://dbpedia.org/resource/Tango_(1993_film)","Tango (1993 film)"
"http://dbpedia.org/resource/The_Adventures_of_Paper_Peter","The Adventures of Paper Peter"
"http://dbpedia.org/resource/The_Beans_of_Egypt,_Maine","The Beans of Egypt, Maine"
"http://dbpedia.org/resource/The_Black_Panther_Warriors","The Black Panther Warriors"
"http://dbpedia.org/resource/The_Dark_Side_of_the_Heart","The Dark Side of the Heart"
"http://dbpedia.org/resource/The_Dove's_Lost_Necklace","The Dove's Lost Necklace"
"http://dbpedia.org/resource/The_Events_Leading_Up_to_My_Death","The Events Leading Up to My Death"
"http://dbpedia.org/resource/The_Fairy_Who_Didn't_Want_to_Be_a_Fairy_Anymore","The Fairy Who Didn't Want to Be a Fairy Anymore"
"http://dbpedia.org/resource/The_Godfather's_Daughter_Mafia_Blues","The Godfather's Daughter Mafia Blues"
"http://dbpedia.org/resource/The_Great_Day_on_the_Beach","The Great Day on the Beach"
"http://dbpedia.org/resource/The_Iron_Heel_of_Oligarchy","The Iron Heel of Oligarchy"
"http://dbpedia.org/resource/The_Long_Silence","The Long Silence"
"http://dbpedia.org/resource/The_Original_of_the_Forgery","The Original of the Forgery"
"http://dbpedia.org/resource/The_Red_Ribbon","The Red Ribbon"
"http://dbpedia.org/resource/The_Scent_of_Green_Papaya","The Scent of Green Papaya"
"http://dbpedia.org/resource/The_Shootout_(film)","The Shootout (film)"
"http://dbpedia.org/resource/The_Spring_Festival","The Spring Festival"
"http://dbpedia.org/resource/The_Tombs_(film)","The Tombs (film)"
"http://dbpedia.org/resource/The_Tragic_Fantasy_-_Tiger_of_Wanchai","The Tragic Fantasy - Tiger of Wanchai"
"http://dbpedia.org/resource/The_Well_(1991_film)","The Well (1991 film)"
"http://dbpedia.org/resource/Third_World_Cop","Third World Cop"
"http://dbpedia.org/resource/Une_époque_formidable...","Une époque formidable..."
"http://dbpedia.org/resource/We'll_Really_Hurt_You","We'll Really Hurt You"
"http://dbpedia.org/resource/Women_Don't_Want_To","Women Don't Want To"
"http://dbpedia.org/resource/A_Room_for_Romeo_Brass","A Room for Romeo Brass"
"http://dbpedia.org/resource/Ashes_to_Ashes_(1999_film)","Ashes to Ashes (1999 film)"
"http://dbpedia.org/resource/The_Airzone_Solution","The Airzone Solution"
"http://dbpedia.org/resource/The_Hunt_for_the_Unicorn_Killer","The Hunt for the Unicorn Killer"
"http://dbpedia.org/resource/American_Hollow","American Hollow"
"http://dbpedia.org/resource/Bad_City_Blues","Bad City Blues"
"http://dbpedia.org/resource/Chain_of_Command_(1994_film)","Chain of Command (1994 film)"
"http://dbpedia.org/resource/Don't_Do_It_(film)","Don't Do It (film)"
"http://dbpedia.org/resource/Game_(1993_film)","Game (1993 film)"
"http://dbpedia.org/resource/Hinterholz_8","Hinterholz 8"
"http://dbpedia.org/resource/Humanda_Ka_Mayor!:_Bahala_Na_ang_Diyos","Humanda Ka Mayor!: Bahala Na ang Diyos"
"http://dbpedia.org/resource/Khooni_Panja","Khooni Panja"
"http://dbpedia.org/resource/Laash","Laash"
"http://dbpedia.org/resource/Masala_(1991_film)","Masala (1991 film)"
"http://dbpedia.org/resource/Mother's_Day_(1993_film)","Mother's Day (1993 film)"
"http://dbpedia.org/resource/Mr._Aiello","Mr. Aiello"
"http://dbpedia.org/resource/Sex_and_the_Other_Man","Sex and the Other Man"
"http://dbpedia.org/resource/The_Big_Slice","The Big Slice"
"http://dbpedia.org/resource/Yagnam_(1992_film)","Yagnam (1992 film)"
"http://dbpedia.org/resource/Fußball_ist_unser_Leben","Fußball ist unser Leben"
"http://dbpedia.org/resource/Immortal_Combat_(film)","Immortal Combat (film)"
"http://dbpedia.org/resource/Pushcarts_and_Plantations:_Jewish_Life_in_Louisiana","Pushcarts and Plantations: Jewish Life in Louisiana"
"http://dbpedia.org/resource/Rockin'_Through_the_Decades","Rockin' Through the Decades"
"http://dbpedia.org/resource/The_Runner_(1999_film)","The Runner (1999 film)"
"http://dbpedia.org/resource/Aliens_are_to_Blame_for_Everything","Aliens are to Blame for Everything"
"http://dbpedia.org/resource/Saints_and_Sinners_(1994_film)","Saints and Sinners (1994 film)"
"http://dbpedia.org/resource/Storm_(1999_film)","Storm (1999 film)"
"http://dbpedia.org/resource/Aardram","Aardram"
"http://dbpedia.org/resource/Aavanikunnile_Kinnaripookkal","Aavanikunnile Kinnaripookkal"
"http://dbpedia.org/resource/Aayiram_Meni","Aayiram Meni"
"http://dbpedia.org/resource/Achaammakkuttiyude_Achaayan","Achaammakkuttiyude Achaayan"
"http://dbpedia.org/resource/Achan_Rajavu_Appan_Jethavu","Achan Rajavu Appan Jethavu"
"http://dbpedia.org/resource/Avatara_Purusha","Avatara Purusha"
"http://dbpedia.org/resource/Chakravarthy_(1991_film)","Chakravarthy (1991 film)"
"http://dbpedia.org/resource/Desperately_Seeking_Helen","Desperately Seeking Helen"
"http://dbpedia.org/resource/Ellarum_Chollanu","Ellarum Chollanu"
"http://dbpedia.org/resource/Ente_Ponnu_Thampuran","Ente Ponnu Thampuran"
"http://dbpedia.org/resource/Ezhunnallathu","Ezhunnallathu"
"http://dbpedia.org/resource/Gamanam","Gamanam"
"http://dbpedia.org/resource/Ilayum_Mullum","Ilayum Mullum"
"http://dbpedia.org/resource/Indian_Military_Intelligence","Indian Military Intelligence"
"http://dbpedia.org/resource/Jalamarmaram","Jalamarmaram"
"http://dbpedia.org/resource/Kaattile_Thadi_Thevarude_Ana","Kaattile Thadi Thevarude Ana"
"http://dbpedia.org/resource/Kalamasseriyil_Kalyanayogam","Kalamasseriyil Kalyanayogam"
"http://dbpedia.org/resource/Kallan_Kappalil_Thanne","Kallan Kappalil Thanne"
"http://dbpedia.org/resource/Kalyanji_Anandji_(film)","Kalyanji Anandji (film)"
"http://dbpedia.org/resource/Kingini","Kingini"
"http://dbpedia.org/resource/Kochaniyan","Kochaniyan"
"http://dbpedia.org/resource/Kudumba_Vishesham","Kudumba Vishesham"
"http://dbpedia.org/resource/Manthrikumaran","Manthrikumaran"
"http://dbpedia.org/resource/Mille_bolle_blu","Mille bolle blu"
"http://dbpedia.org/resource/My_Best_Friend's_Wife","My Best Friend's Wife"
"http://dbpedia.org/resource/Next_Time_the_Fire","Next Time the Fire"
"http://dbpedia.org/resource/Parvathy_Parinayam","Parvathy Parinayam"
"http://dbpedia.org/resource/Pattukottai_Periyappa","Pattukottai Periyappa"
"http://dbpedia.org/resource/Poochakkaru_Mani_Kettum","Poochakkaru Mani Kettum"
"http://dbpedia.org/resource/Quattro_bravi_ragazzi","Quattro bravi ragazzi"
"http://dbpedia.org/resource/Rain_Tree_(film)","Rain Tree (film)"
"http://dbpedia.org/resource/Savidham","Savidham"
"http://dbpedia.org/resource/Sipayi_Lahala","Sipayi Lahala"
"http://dbpedia.org/resource/Snehasagaram","Snehasagaram"
"http://dbpedia.org/resource/Sooryaputhran","Sooryaputhran"
"http://dbpedia.org/resource/Sriramachandra","Sriramachandra"
"http://dbpedia.org/resource/Thalolam_(film)","Thalolam (film)"
"http://dbpedia.org/resource/The_Traces_of_Light","The Traces of Light"
"http://dbpedia.org/resource/Thumboli_Kadappuram","Thumboli Kadappuram"
"http://dbpedia.org/resource/Titanica","Titanica"
"http://dbpedia.org/resource/Vembanad_(film)","Vembanad (film)"
"http://dbpedia.org/resource/Alimayya","Alimayya"
"http://dbpedia.org/resource/Anuraga_Sangama","Anuraga Sangama"
"http://dbpedia.org/resource/Bangar_Patler","Bangar Patler"
"http://dbpedia.org/resource/Chhoti_Bahoo","Chhoti Bahoo"
"http://dbpedia.org/resource/Father,_Son,_and_Holy_War","Father, Son, and Holy War"
"http://dbpedia.org/resource/Jaana_(film)","Jaana (film)"
"http://dbpedia.org/resource/Kumbakonam_Gopalu","Kumbakonam Gopalu"
"http://dbpedia.org/resource/Rasika_(film)","Rasika (film)"
"http://dbpedia.org/resource/See_You_in_Hell,_My_Darling","See You in Hell, My Darling"
"http://dbpedia.org/resource/Streets_of_Rage_(film)","Streets of Rage (film)"
"http://dbpedia.org/resource/The_Stand-In_(1999_film)","The Stand-In (1999 film)"
"http://dbpedia.org/resource/Wild_Orchid_II:_Two_Shades_of_Blue","Wild Orchid II: Two Shades of Blue"
"http://dbpedia.org/resource/Trouble_Bound","Trouble Bound"
"http://dbpedia.org/resource/Annan_Ennada_Thambi_Ennada","Annan Ennada Thambi Ennada"
"http://dbpedia.org/resource/Bobby_G._Can't_Swim","Bobby G. Can't Swim"
"http://dbpedia.org/resource/Dhuruva_Natchathiram","Dhuruva Natchathiram"
"http://dbpedia.org/resource/Enga_Ooru_Sippai","Enga Ooru Sippai"
"http://dbpedia.org/resource/Kichhu_Sanglap_Kichhu_Pralap","Kichhu Sanglap Kichhu Pralap"
"http://dbpedia.org/resource/Mudhal_Udhayam","Mudhal Udhayam"
"http://dbpedia.org/resource/Poo_Vaasam","Poo Vaasam"
"http://dbpedia.org/resource/Thanga_Thamaraigal","Thanga Thamaraigal"
"http://dbpedia.org/resource/Dhawala_Pushpaya","Dhawala Pushpaya"
"http://dbpedia.org/resource/Kids_of_the_Round_Table","Kids of the Round Table"
"http://dbpedia.org/resource/Mom's_Outta_Sight","Mom's Outta Sight"
"http://dbpedia.org/resource/Below_the_Belt_(1999_film)","Below the Belt (1999 film)"
"http://dbpedia.org/resource/Dara_o_Nadar_(film)","Dara o Nadar (film)"
"http://dbpedia.org/resource/Nano-Babies","Nano-Babies"
"http://dbpedia.org/resource/Well_Done_(1994_film)","Well Done (1994 film)"
"http://dbpedia.org/resource/Šverceri_hlapić","Šverceri hlapić"
"http://dbpedia.org/resource/Boxing_Helena","Boxing Helena"
"http://dbpedia.org/resource/Cabin_Boy","Cabin Boy"
"http://dbpedia.org/resource/Clueless","Clueless"
"http://dbpedia.org/resource/Cruel_Intentions","Cruel Intentions"
"http://dbpedia.org/resource/Dead_Man","Dead Man"
"http://dbpedia.org/resource/Dirty_Weekend_(1993_film)","Dirty Weekend (1993 film)"
"http://dbpedia.org/resource/Dogma_(film)","Dogma (film)"
"http://dbpedia.org/resource/Hudson_Hawk","Hudson Hawk"
"http://dbpedia.org/resource/Inside_Monkey_Zetterland","Inside Monkey Zetterland"
"http://dbpedia.org/resource/Johnny_Mnemonic_(film)","Johnny Mnemonic (film)"
"http://dbpedia.org/resource/Man_Bites_Dog_(film)","Man Bites Dog (film)"
"http://dbpedia.org/resource/Man_on_the_Moon_(film)","Man on the Moon (film)"
"http://dbpedia.org/resource/Office_Space","Office Space"
"http://dbpedia.org/resource/Party_Girl_(1995_film)","Party Girl (1995 film)"
"http://dbpedia.org/resource/Practical_Magic","Practical Magic"
"http://dbpedia.org/resource/Raise_the_Red_Lantern","Raise the Red Lantern"
"http://dbpedia.org/resource/Shakespeare_in_Love","Shakespeare in Love"
"http://dbpedia.org/resource/Showgirls","Showgirls"
"http://dbpedia.org/resource/Speed_(1994_film)","Speed (1994 film)"
"http://dbpedia.org/resource/The_13th_Warrior","The 13th Warrior"
"http://dbpedia.org/resource/The_Lion_King","The Lion King"
"http://dbpedia.org/resource/Thelma_&_Louise","Thelma & Louise"
"http://dbpedia.org/resource/Wayne's_World_(film)","Wayne's World (film)"
"http://dbpedia.org/resource/12_Monkeys","12 Monkeys"
"http://dbpedia.org/resource/Aladdin_(1992_Disney_film)","Aladdin (1992 Disney film)"
"http://dbpedia.org/resource/All_About_My_Mother","All About My Mother"
"http://dbpedia.org/resource/American_Beauty_(1999_film)","American Beauty (1999 film)"
"http://dbpedia.org/resource/Anywhere_but_Here_(film)","Anywhere but Here (film)"
"http://dbpedia.org/resource/Apt_Pupil_(film)","Apt Pupil (film)"
"http://dbpedia.org/resource/Armageddon_(1998_film)","Armageddon (1998 film)"
"http://dbpedia.org/resource/Forrest_Gump","Forrest Gump"
"http://dbpedia.org/resource/French_Kiss_(1995_film)","French Kiss (1995 film)"
"http://dbpedia.org/resource/Green_Card_(film)","Green Card (film)"
"http://dbpedia.org/resource/Heat_(1995_film)","Heat (1995 film)"
"http://dbpedia.org/resource/JFK_(film)","JFK (film)"
"http://dbpedia.org/resource/Jurassic_Park_(film)","Jurassic Park (film)"
"http://dbpedia.org/resource/Leaving_Las_Vegas","Leaving Las Vegas"
"http://dbpedia.org/resource/Léon:_The_Professional","Léon: The Professional"
"http://dbpedia.org/resource/Mulan_(1998_film)","Mulan (1998 film)"
"http://dbpedia.org/resource/Natural_Born_Killers","Natural Born Killers"
"http://dbpedia.org/resource/On_Deadly_Ground","On Deadly Ground"
"http://dbpedia.org/resource/Pulp_Fiction","Pulp Fiction"
"http://dbpedia.org/resource/Rigoletto_(1993_film)","Rigoletto (1993 film)"
"http://dbpedia.org/resource/Saving_Private_Ryan","Saving Private Ryan"
"http://dbpedia.org/resource/Schindler's_List","Schindler's List"
"http://dbpedia.org/resource/Sleepy_Hollow_(film)","Sleepy Hollow (film)"
"http://dbpedia.org/resource/Star_Trek_Generations","Star Trek Generations"
"http://dbpedia.org/resource/Star_Wars:_Episode_I_–_The_Phantom_Menace","Star Wars: Episode I – The Phantom Menace"
"http://dbpedia.org/resource/Stargate_(film)","Stargate (film)"
"http://dbpedia.org/resource/The_Big_Lebowski","The Big Lebowski"
"http://dbpedia.org/resource/The_Crying_Game","The Crying Game"
"http://dbpedia.org/resource/The_Matrix","The Matrix"
"http://dbpedia.org/resource/The_Silence_of_the_Lambs_(film)","The Silence of the Lambs (film)"
"http://dbpedia.org/resource/The_Sixth_Sense","The Sixth Sense"
"http://dbpedia.org/resource/The_Straight_Story","The Straight Story"
"http://dbpedia.org/resource/The_Terrorist_(1997_film)","The Terrorist (1997 film)"
"http://dbpedia.org/resource/Toy_Story","Toy Story"
"http://dbpedia.org/resource/True_Lies","True Lies"
"http://dbpedia.org/resource/Under_Siege","Under Siege"
"http://dbpedia.org/resource/Under_Siege_2:_Dark_Territory","Under Siege 2: Dark Territory"
"http://dbpedia.org/resource/Until_the_End_of_the_World","Until the End of the World"
"http://dbpedia.org/resource/Developing_(film)","Developing (film)"
