"90film","name"
"http://dbpedia.org/resource/Progeny_(film)","Progeny (film)"
"http://dbpedia.org/resource/Psycho_(1998_film)","Psycho (1998 film)"
"http://dbpedia.org/resource/Pumpkinhead_II:_Blood_Wings","Pumpkinhead II: Blood Wings"
"http://dbpedia.org/resource/Regarding_Henry","Regarding Henry"
"http://dbpedia.org/resource/Ricochet_(1991_film)","Ricochet (1991 film)"
"http://dbpedia.org/resource/Riki-Oh:_The_Story_of_Ricky","Riki-Oh: The Story of Ricky"
"http://dbpedia.org/resource/Roja_(film)","Roja (film)"
"http://dbpedia.org/resource/Roommates_(1995_film)","Roommates (1995 film)"
"http://dbpedia.org/resource/Roswell:_The_Aliens_Attack","Roswell: The Aliens Attack"
"http://dbpedia.org/resource/Safe_House_(1998_film)","Safe House (1998 film)"
"http://dbpedia.org/resource/Safe_Men","Safe Men"
"http://dbpedia.org/resource/Senseless","Senseless"
"http://dbpedia.org/resource/Solas_(film)","Solas (film)"
"http://dbpedia.org/resource/Soldier_(1998_Indian_film)","Soldier (1998 Indian film)"
"http://dbpedia.org/resource/Spotswood_(film)","Spotswood (film)"
"http://dbpedia.org/resource/State_of_Dogs","State of Dogs"
"http://dbpedia.org/resource/Still_Breathing_(film)","Still Breathing (film)"
"http://dbpedia.org/resource/Straight_Out_of_Brooklyn","Straight Out of Brooklyn"
"http://dbpedia.org/resource/Straight_Talk","Straight Talk"
"http://dbpedia.org/resource/Strangeland_(film)","Strangeland (film)"
"http://dbpedia.org/resource/Sudden_Death_(1995_film)","Sudden Death (1995 film)"
"http://dbpedia.org/resource/Summer_in_Bethlehem","Summer in Bethlehem"
"http://dbpedia.org/resource/Sunshine_(1999_film)","Sunshine (1999 film)"
"http://dbpedia.org/resource/Supercop_2","Supercop 2"
"http://dbpedia.org/resource/Sátántangó","Sátántangó"
"http://dbpedia.org/resource/Terminal_Velocity_(film)","Terminal Velocity (film)"
"http://dbpedia.org/resource/Tetsuo_II:_Body_Hammer","Tetsuo II: Body Hammer"
"http://dbpedia.org/resource/The_Adventures_of_Sebastian_Cole","The Adventures of Sebastian Cole"
"http://dbpedia.org/resource/The_Best_Intentions","The Best Intentions"
"http://dbpedia.org/resource/The_Cowboy_Way_(film)","The Cowboy Way (film)"
"http://dbpedia.org/resource/The_Dentist_2","The Dentist 2"
"http://dbpedia.org/resource/The_Eagle_Shooting_Heroes","The Eagle Shooting Heroes"
"http://dbpedia.org/resource/The_Examination_for_Lieutenant","The Examination for Lieutenant"
"http://dbpedia.org/resource/The_Favor_(1994_film)","The Favor (1994 film)"
"http://dbpedia.org/resource/The_Flower_of_My_Secret","The Flower of My Secret"
"http://dbpedia.org/resource/The_Guyver","The Guyver"
"http://dbpedia.org/resource/The_Mirror_(1999_film)","The Mirror (1999 film)"
"http://dbpedia.org/resource/The_Muse_(film)","The Muse (film)"
"http://dbpedia.org/resource/The_Panama_Deception","The Panama Deception"
"http://dbpedia.org/resource/The_Public_Eye_(film)","The Public Eye (film)"
"http://dbpedia.org/resource/The_Rapture_(1991_film)","The Rapture (1991 film)"
"http://dbpedia.org/resource/The_Rat_Pack_(film)","The Rat Pack (film)"
"http://dbpedia.org/resource/The_River_Wild","The River Wild"
"http://dbpedia.org/resource/The_Story_of_Qiu_Ju","The Story of Qiu Ju"
"http://dbpedia.org/resource/The_Swan_Princess","The Swan Princess"
"http://dbpedia.org/resource/The_War_Zone","The War Zone"
"http://dbpedia.org/resource/The_Young_Americans_(film)","The Young Americans (film)"
"http://dbpedia.org/resource/Thevar_Magan","Thevar Magan"
"http://dbpedia.org/resource/Titanic_Town_(film)","Titanic Town (film)"
"http://dbpedia.org/resource/Torrente,_el_brazo_tonto_de_la_ley","Torrente, el brazo tonto de la ley"
"http://dbpedia.org/resource/Toto_the_Hero","Toto the Hero"
"http://dbpedia.org/resource/Trespass_(1992_film)","Trespass (1992 film)"
"http://dbpedia.org/resource/Two_Cops","Two Cops"
"http://dbpedia.org/resource/Two_Much","Two Much"
"http://dbpedia.org/resource/Universal_Soldier:_The_Return","Universal Soldier: The Return"
"http://dbpedia.org/resource/Universal_Soldier_(1992_film)","Universal Soldier (1992 film)"
"http://dbpedia.org/resource/Vaastav:_The_Reality","Vaastav: The Reality"
"http://dbpedia.org/resource/Vanaprastham","Vanaprastham"
"http://dbpedia.org/resource/Voodoo_Dawn","Voodoo Dawn"
"http://dbpedia.org/resource/Voyager_(film)","Voyager (film)"
"http://dbpedia.org/resource/Which_Way_to_the_War","Which Way to the War"
"http://dbpedia.org/resource/Who's_the_Man%3F","Who's the Man?"
"http://dbpedia.org/resource/Without_Limits","Without Limits"
"http://dbpedia.org/resource/Woman_Wanted","Woman Wanted"
"http://dbpedia.org/resource/Zamaana_Deewana","Zamaana Deewana"
"http://dbpedia.org/resource/Zelda_(film)","Zelda (film)"
"http://dbpedia.org/resource/A_Madonna_in_Laleli","A Madonna in Laleli"
"http://dbpedia.org/resource/A_Pin_for_the_Butterfly","A Pin for the Butterfly"
"http://dbpedia.org/resource/Aadmi_(1993_film)","Aadmi (1993 film)"
"http://dbpedia.org/resource/Aaya_Toofan","Aaya Toofan"
"http://dbpedia.org/resource/Adayalam","Adayalam"
"http://dbpedia.org/resource/Aditya_369","Aditya 369"
"http://dbpedia.org/resource/Afraid_of_the_Dark","Afraid of the Dark"
"http://dbpedia.org/resource/Alancheri_Thamprakkal","Alancheri Thamprakkal"
"http://dbpedia.org/resource/All_Men_Are_Liars","All Men Are Liars"
"http://dbpedia.org/resource/Anaswaram","Anaswaram"
"http://dbpedia.org/resource/Ballot_Measure_9","Ballot Measure 9"
"http://dbpedia.org/resource/Be_There_or_Be_Square","Be There or Be Square"
"http://dbpedia.org/resource/Bharanakoodam","Bharanakoodam"
"http://dbpedia.org/resource/Bol_Radha_Bol","Bol Radha Bol"
"http://dbpedia.org/resource/Broken_Promises:_Taking_Emily_Back","Broken Promises: Taking Emily Back"
"http://dbpedia.org/resource/Cellofan_–_med_døden_til_følge","Cellofan – med døden til følge"
"http://dbpedia.org/resource/Chaand_Kaa_Tukdaa","Chaand Kaa Tukdaa"
"http://dbpedia.org/resource/Chaitanya_(film)","Chaitanya (film)"
"http://dbpedia.org/resource/Chance_of_a_Lifetime_(1991_film)","Chance of a Lifetime (1991 film)"
"http://dbpedia.org/resource/Chandaal","Chandaal"
"http://dbpedia.org/resource/Chandra_Mukhi","Chandra Mukhi"
"http://dbpedia.org/resource/Chantha","Chantha"
"http://dbpedia.org/resource/Cheetah_(1994_film)","Cheetah (1994 film)"
"http://dbpedia.org/resource/Chicken_Hawk:_Men_Who_Love_Boys","Chicken Hawk: Men Who Love Boys"
"http://dbpedia.org/resource/Class_of_'61","Class of '61"
"http://dbpedia.org/resource/Coming_Out_Under_Fire","Coming Out Under Fire"
"http://dbpedia.org/resource/Cousin_Bette_(1998_film)","Cousin Bette (1998 film)"
"http://dbpedia.org/resource/Crayon_Shin-chan:_Action_Mask_vs._Leotard_Devil","Crayon Shin-chan: Action Mask vs. Leotard Devil"
"http://dbpedia.org/resource/Cruel_Jaws","Cruel Jaws"
"http://dbpedia.org/resource/Customs_Diary","Customs Diary"
"http://dbpedia.org/resource/Deadly_Advice","Deadly Advice"
"http://dbpedia.org/resource/Demons_of_War","Demons of War"
"http://dbpedia.org/resource/Donato_and_Daughter","Donato and Daughter"
"http://dbpedia.org/resource/Double_Vision_(1992_film)","Double Vision (1992 film)"
"http://dbpedia.org/resource/Drop_Squad","Drop Squad"
"http://dbpedia.org/resource/England,_My_England","England, My England"
"http://dbpedia.org/resource/Ennu_Swantham_Janakikutty","Ennu Swantham Janakikutty"
"http://dbpedia.org/resource/Epsilon_(film)","Epsilon (film)"
"http://dbpedia.org/resource/Final_Shot:_The_Hank_Gathers_Story","Final Shot: The Hank Gathers Story"
"http://dbpedia.org/resource/Ghar_Jamai_(1992_film)","Ghar Jamai (1992 film)"
"http://dbpedia.org/resource/Girls'_Night","Girls' Night"
"http://dbpedia.org/resource/Haunted_Mansion_(1998_film)","Haunted Mansion (1998 film)"
"http://dbpedia.org/resource/Heeralal_Pannalal_(1999_film)","Heeralal Pannalal (1999 film)"
"http://dbpedia.org/resource/If_You_Believe_(film)","If You Believe (film)"
"http://dbpedia.org/resource/Independence_(1999_film)","Independence (1999 film)"
"http://dbpedia.org/resource/Indiscreet_(1998_film)","Indiscreet (1998 film)"
"http://dbpedia.org/resource/Intent_to_Kill_(1992_film)","Intent to Kill (1992 film)"
"http://dbpedia.org/resource/Janta_Ki_Adalat","Janta Ki Adalat"
"http://dbpedia.org/resource/Jeevan_Ki_Shatranj","Jeevan Ki Shatranj"
"http://dbpedia.org/resource/Jhoothi_Shaan","Jhoothi Shaan"
"http://dbpedia.org/resource/Kallu_Kondoru_Pennu","Kallu Kondoru Pennu"
"http://dbpedia.org/resource/Kanmadam","Kanmadam"
"http://dbpedia.org/resource/King_Lear_(1999_film)","King Lear (1999 film)"
"http://dbpedia.org/resource/Kizhakkunarum_Pakshi","Kizhakkunarum Pakshi"
"http://dbpedia.org/resource/Kranti_Kshetra","Kranti Kshetra"
"http://dbpedia.org/resource/Krishan_Avtaar","Krishan Avtaar"
"http://dbpedia.org/resource/Kura_(film)","Kura (film)"
"http://dbpedia.org/resource/Le_Petit_Prince_a_dit","Le Petit Prince a dit"
"http://dbpedia.org/resource/Li_chiamarono..._briganti!","Li chiamarono... briganti!"
"http://dbpedia.org/resource/Loanshark_(film)","Loanshark (film)"
"http://dbpedia.org/resource/Love_Bites_(film)","Love Bites (film)"
"http://dbpedia.org/resource/Maanthrikam","Maanthrikam"
"http://dbpedia.org/resource/Mafia_(1993_film)","Mafia (1993 film)"
"http://dbpedia.org/resource/Maherchi_Sadi","Maherchi Sadi"
"http://dbpedia.org/resource/Manathe_Kottaram","Manathe Kottaram"
"http://dbpedia.org/resource/Mard_(1998_film)","Mard (1998 film)"
"http://dbpedia.org/resource/Mere_Sajana_Saath_Nibhana","Mere Sajana Saath Nibhana"
"http://dbpedia.org/resource/Mister_Pellam","Mister Pellam"
"http://dbpedia.org/resource/Muhafiz_(1998_film)","Muhafiz (1998 film)"
"http://dbpedia.org/resource/Mysteries_of_Egypt","Mysteries of Egypt"
"http://dbpedia.org/resource/Naaraaz","Naaraaz"
"http://dbpedia.org/resource/Nattukku_Oru_Nallavan","Nattukku Oru Nallavan"
"http://dbpedia.org/resource/Nee_Kosam","Nee Kosam"
"http://dbpedia.org/resource/Neelagiri_(film)","Neelagiri (film)"
"http://dbpedia.org/resource/Net_Worth_(1995_film)","Net Worth (1995 film)"
"http://dbpedia.org/resource/Next_Stop_Paradise_(1998_film)","Next Stop Paradise (1998 film)"
"http://dbpedia.org/resource/Night_Life_Hero","Night Life Hero"
"http://dbpedia.org/resource/Night_Train_(1998_film)","Night Train (1998 film)"
"http://dbpedia.org/resource/Nishana_(1995_film)","Nishana (1995 film)"
"http://dbpedia.org/resource/Numbri_Aadmi","Numbri Aadmi"
"http://dbpedia.org/resource/Olympiyan_Anthony_Adam","Olympiyan Anthony Adam"
"http://dbpedia.org/resource/Paramaatma","Paramaatma"
"http://dbpedia.org/resource/Pitambar","Pitambar"
"http://dbpedia.org/resource/Platform_(1993_film)","Platform (1993 film)"
"http://dbpedia.org/resource/Policewala_Gunda","Policewala Gunda"
"http://dbpedia.org/resource/Pratigyabadh","Pratigyabadh"
"http://dbpedia.org/resource/Prince_of_Jutland","Prince of Jutland"
"http://dbpedia.org/resource/Putnanja","Putnanja"
"http://dbpedia.org/resource/Pyar_Hua_Chori_Chori","Pyar Hua Chori Chori"
"http://dbpedia.org/resource/Pyar_Ka_Devta","Pyar Ka Devta"
"http://dbpedia.org/resource/Rajoo_Dada","Rajoo Dada"
"http://dbpedia.org/resource/Raped_by_an_Angel_2:_The_Uniform_Fan","Raped by an Angel 2: The Uniform Fan"
"http://dbpedia.org/resource/Shatranj_(1993_film)","Shatranj (1993 film)"
"http://dbpedia.org/resource/Shikari_(1991_film)","Shikari (1991 film)"
"http://dbpedia.org/resource/Shuttlecock_(film)","Shuttlecock (film)"
"http://dbpedia.org/resource/Sikandar_Sadak_Ka","Sikandar Sadak Ka"
"http://dbpedia.org/resource/Soft_Top_Hard_Shoulder","Soft Top Hard Shoulder"
"http://dbpedia.org/resource/Sthalathe_Pradhana_Payyans","Sthalathe Pradhana Payyans"
"http://dbpedia.org/resource/Sunset_Heat_(film)","Sunset Heat (film)"
"http://dbpedia.org/resource/Swarg_Yahan_Narak_Yahan","Swarg Yahan Narak Yahan"
"http://dbpedia.org/resource/Szwadron","Szwadron"
"http://dbpedia.org/resource/Tango_Feroz","Tango Feroz"
"http://dbpedia.org/resource/Tender_Loving_Care_(video_game)","Tender Loving Care (video game)"
"http://dbpedia.org/resource/The_Cherry_Orchard_(1999_film)","The Cherry Orchard (1999 film)"
"http://dbpedia.org/resource/The_Don_(1995_film)","The Don (1995 film)"
"http://dbpedia.org/resource/The_Gateway_of_Europe","The Gateway of Europe"
"http://dbpedia.org/resource/The_Great_Conqueror's_Concubine","The Great Conqueror's Concubine"
"http://dbpedia.org/resource/The_Long_Winter_(1992_film)","The Long Winter (1992 film)"
"http://dbpedia.org/resource/The_Lost_Son_(film)","The Lost Son (film)"
"http://dbpedia.org/resource/The_Misadventures_of_Margaret","The Misadventures of Margaret"
"http://dbpedia.org/resource/The_Mountain_of_the_Lord","The Mountain of the Lord"
"http://dbpedia.org/resource/The_New_Age_(film)","The New Age (film)"
"http://dbpedia.org/resource/The_Secret_of_Mulan","The Secret of Mulan"
"http://dbpedia.org/resource/The_Versace_Murder","The Versace Murder"
"http://dbpedia.org/resource/The_White_Viking","The White Viking"
"http://dbpedia.org/resource/Thirumanassu","Thirumanassu"
"http://dbpedia.org/resource/Trinetra","Trinetra"
"http://dbpedia.org/resource/Twenty-One_(1991_film)","Twenty-One (1991 film)"
"http://dbpedia.org/resource/Two_Deaths","Two Deaths"
"http://dbpedia.org/resource/Ulladakkam","Ulladakkam"
"http://dbpedia.org/resource/Uppukandam_Brothers","Uppukandam Brothers"
"http://dbpedia.org/resource/Vasanthiyum_Lakshmiyum_Pinne_Njaanum","Vasanthiyum Lakshmiyum Pinne Njaanum"
"http://dbpedia.org/resource/Wadd:_The_Life_&_Times_of_John_C._Holmes","Wadd: The Life & Times of John C. Holmes"
"http://dbpedia.org/resource/Waqt_Hamara_Hai","Waqt Hamara Hai"
"http://dbpedia.org/resource/Web_of_Deception","Web of Deception"
"http://dbpedia.org/resource/Welcome_to_Kodaikanal","Welcome to Kodaikanal"
"http://dbpedia.org/resource/Yaar_Gaddar","Yaar Gaddar"
"http://dbpedia.org/resource/Yrrol","Yrrol"
"http://dbpedia.org/resource/Zakhmi_Sipahi","Zakhmi Sipahi"
"http://dbpedia.org/resource/Amateur_(1994_film)","Amateur (1994 film)"
"http://dbpedia.org/resource/Mad_Dog_and_Glory","Mad Dog and Glory"
"http://dbpedia.org/resource/Man_of_the_Century","Man of the Century"
"http://dbpedia.org/resource/The_Maddening","The Maddening"
"http://dbpedia.org/resource/Balwaan","Balwaan"
"http://dbpedia.org/resource/Better_Living","Better Living"
"http://dbpedia.org/resource/To_Want_to_Fly","To Want to Fly"
"http://dbpedia.org/resource/Veergati","Veergati"
"http://dbpedia.org/resource/Cartier_Project","Cartier Project"
"http://dbpedia.org/resource/Dorakada_Marawa","Dorakada Marawa"
"http://dbpedia.org/resource/For_Love,_Only_for_Love","For Love, Only for Love"
"http://dbpedia.org/resource/The_Rebel_(1993_film)","The Rebel (1993 film)"
"http://dbpedia.org/resource/Thuldai","Thuldai"
"http://dbpedia.org/resource/To_Catch_a_Killer","To Catch a Killer"
"http://dbpedia.org/resource/Todo_es_mentira","Todo es mentira"
"http://dbpedia.org/resource/Chasing_the_Deer","Chasing the Deer"
"http://dbpedia.org/resource/La_Belle_Histoire","La Belle Histoire"
"http://dbpedia.org/resource/Lost_for_Words_(1999_film)","Lost for Words (1999 film)"
"http://dbpedia.org/resource/Raat_(film)","Raat (film)"
"http://dbpedia.org/resource/Silencing_Mary","Silencing Mary"
"http://dbpedia.org/resource/There_Goes_My_Baby_(film)","There Goes My Baby (film)"
"http://dbpedia.org/resource/Blissful_Genuine_Sex:_Penetration!","Blissful Genuine Sex: Penetration!"
"http://dbpedia.org/resource/Keep_On_Masturbating:_Non-Stop_Pleasure","Keep On Masturbating: Non-Stop Pleasure"
"http://dbpedia.org/resource/Nikolaikirche_(film)","Nikolaikirche (film)"
"http://dbpedia.org/resource/Office_Lady_Love_Juice","Office Lady Love Juice"
"http://dbpedia.org/resource/The_Last_U-Boat","The Last U-Boat"
"http://dbpedia.org/resource/Beau_fixe","Beau fixe"
"http://dbpedia.org/resource/The_Green_Elephant","The Green Elephant"
"http://dbpedia.org/resource/The_Making_of_a_New_Empire","The Making of a New Empire"
"http://dbpedia.org/resource/The_Pandora_Project","The Pandora Project"
"http://dbpedia.org/resource/Max_et_Jérémie","Max et Jérémie"
"http://dbpedia.org/resource/Rowdy_Gaari_Pellam","Rowdy Gaari Pellam"
"http://dbpedia.org/resource/Deadly_Currents","Deadly Currents"
"http://dbpedia.org/resource/In_the_Gutter_and_Other_Good_Places","In the Gutter and Other Good Places"
"http://dbpedia.org/resource/The_Champagne_Safari","The Champagne Safari"
"http://dbpedia.org/resource/Goldwidows:_Women_in_Lesotho_1991","Goldwidows: Women in Lesotho 1991"
"http://dbpedia.org/resource/Un_taxi_pour_Aouzou","Un taxi pour Aouzou"
"http://dbpedia.org/resource/A_Captive_in_the_Land","A Captive in the Land"
"http://dbpedia.org/resource/A_Low_Down_Dirty_Shame","A Low Down Dirty Shame"
"http://dbpedia.org/resource/A_Troll_in_Central_Park","A Troll in Central Park"
"http://dbpedia.org/resource/Above_the_Rim","Above the Rim"
"http://dbpedia.org/resource/Agantuk","Agantuk"
"http://dbpedia.org/resource/Alice_in_Wonderland_(1999_film)","Alice in Wonderland (1999 film)"
"http://dbpedia.org/resource/Alyas_Batman_en_Robin","Alyas Batman en Robin"
"http://dbpedia.org/resource/Angels_in_the_Outfield_(1994_film)","Angels in the Outfield (1994 film)"
"http://dbpedia.org/resource/Anjaam","Anjaam"
"http://dbpedia.org/resource/Barney_in_Concert","Barney in Concert"
"http://dbpedia.org/resource/Bernard_and_the_Genie","Bernard and the Genie"
"http://dbpedia.org/resource/Bhaji_on_the_Beach","Bhaji on the Beach"
"http://dbpedia.org/resource/Biwi_No.1","Biwi No.1"
"http://dbpedia.org/resource/Black_Dog_(film)","Black Dog (film)"
"http://dbpedia.org/resource/Brain_Donors","Brain Donors"
"http://dbpedia.org/resource/Brokedown_Palace","Brokedown Palace"
"http://dbpedia.org/resource/Brother's_Keeper_(1992_film)","Brother's Keeper (1992 film)"
"http://dbpedia.org/resource/Burnt_by_the_Sun","Burnt by the Sun"
"http://dbpedia.org/resource/Carrington_(film)","Carrington (film)"
"http://dbpedia.org/resource/Cast_a_Deadly_Spell","Cast a Deadly Spell"
"http://dbpedia.org/resource/Children_of_the_Corn_II:_The_Final_Sacrifice","Children of the Corn II: The Final Sacrifice"
"http://dbpedia.org/resource/Children_of_the_Corn_III:_Urban_Harvest","Children of the Corn III: Urban Harvest"
"http://dbpedia.org/resource/Chinthavishtayaya_Shyamala","Chinthavishtayaya Shyamala"
"http://dbpedia.org/resource/City_Slickers_II:_The_Legend_of_Curly's_Gold","City Slickers II: The Legend of Curly's Gold"
"http://dbpedia.org/resource/City_of_Glass_(film)","City of Glass (film)"
"http://dbpedia.org/resource/Copycat_(film)","Copycat (film)"
"http://dbpedia.org/resource/Cronos_(film)","Cronos (film)"
"http://dbpedia.org/resource/D2:_The_Mighty_Ducks","D2: The Mighty Ducks"
"http://dbpedia.org/resource/Damage_(1992_film)","Damage (1992 film)"
"http://dbpedia.org/resource/Dancer,_Texas_Pop._81","Dancer, Texas Pop. 81"
"http://dbpedia.org/resource/Dangerous_Beauty","Dangerous Beauty"
"http://dbpedia.org/resource/Dead_Man_on_Campus","Dead Man on Campus"
"http://dbpedia.org/resource/Delirious_(1991_film)","Delirious (1991 film)"
"http://dbpedia.org/resource/Dolly_Dearest","Dolly Dearest"
"http://dbpedia.org/resource/Don't_Drink_the_Water_(1994_film)","Don't Drink the Water (1994 film)"
"http://dbpedia.org/resource/Doraemon:_Nobita_Drifts_in_the_Universe","Doraemon: Nobita Drifts in the Universe"
"http://dbpedia.org/resource/Drunken_Master_II","Drunken Master II"
"http://dbpedia.org/resource/El_Intruso_(1999_film)","El Intruso (1999 film)"
"http://dbpedia.org/resource/End_of_Days_(film)","End of Days (film)"
"http://dbpedia.org/resource/English,_August_(film)","English, August (film)"
"http://dbpedia.org/resource/Fire_on_the_Amazon","Fire on the Amazon"
"http://dbpedia.org/resource/Flawless_(1999_film)","Flawless (1999 film)"
"http://dbpedia.org/resource/Freddie_as_F.R.O.7","Freddie as F.R.O.7"
"http://dbpedia.org/resource/Freddy's_Dead:_The_Final_Nightmare","Freddy's Dead: The Final Nightmare"
"http://dbpedia.org/resource/Gamera_3:_Revenge_of_Iris","Gamera 3: Revenge of Iris"
"http://dbpedia.org/resource/Gas_Food_Lodging","Gas Food Lodging"
"http://dbpedia.org/resource/Get_Real_(film)","Get Real (film)"
"http://dbpedia.org/resource/Gohatto","Gohatto"
"http://dbpedia.org/resource/Grand_Canyon_(1991_film)","Grand Canyon (1991 film)"
"http://dbpedia.org/resource/Happiness_Is_in_the_Field","Happiness Is in the Field"
"http://dbpedia.org/resource/Happy,_Texas_(film)","Happy, Texas (film)"
"http://dbpedia.org/resource/Hearts_of_Hate","Hearts of Hate"
"http://dbpedia.org/resource/Himalaya_(film)","Himalaya (film)"
"http://dbpedia.org/resource/Home_for_the_Holidays_(1995_film)","Home for the Holidays (1995 film)"
"http://dbpedia.org/resource/Honeymoon_in_Vegas","Honeymoon in Vegas"
"http://dbpedia.org/resource/Hope_Floats","Hope Floats"
"http://dbpedia.org/resource/How_the_West_Was_Fun","How the West Was Fun"
"http://dbpedia.org/resource/Howling_VI:_The_Freaks","Howling VI: The Freaks"
"http://dbpedia.org/resource/I'll_Remember_April_(1999_film)","I'll Remember April (1999 film)"
"http://dbpedia.org/resource/I,_Zombie","I, Zombie"
"http://dbpedia.org/resource/Idle_Hands","Idle Hands"
"http://dbpedia.org/resource/In_Custody_(film)","In Custody (film)"
"http://dbpedia.org/resource/In_Dreams_(film)","In Dreams (film)"
"http://dbpedia.org/resource/In_Too_Deep_(1999_film)","In Too Deep (1999 film)"
"http://dbpedia.org/resource/Innocent_Blood_(film)","Innocent Blood (film)"
"http://dbpedia.org/resource/Instrument_(film)","Instrument (film)"
"http://dbpedia.org/resource/Invisible_Child","Invisible Child"
"http://dbpedia.org/resource/It_Could_Happen_to_You_(1994_film)","It Could Happen to You (1994 film)"
"http://dbpedia.org/resource/Jo_Jeeta_Wohi_Sikandar","Jo Jeeta Wohi Sikandar"
"http://dbpedia.org/resource/Johnny_Tsunami","Johnny Tsunami"
"http://dbpedia.org/resource/Juice_(film)","Juice (film)"
"http://dbpedia.org/resource/Just_like_a_Woman_(1992_film)","Just like a Woman (1992 film)"
"http://dbpedia.org/resource/K-911","K-911"
"http://dbpedia.org/resource/Khal_Nayak","Khal Nayak"
"http://dbpedia.org/resource/Kirikou_and_the_Sorceress","Kirikou and the Sorceress"
"http://dbpedia.org/resource/Kissing_a_Fool","Kissing a Fool"
"http://dbpedia.org/resource/Kuffs","Kuffs"
"http://dbpedia.org/resource/La_Vie_Sur_Terre","La Vie Sur Terre"
"http://dbpedia.org/resource/Leather_Jackets_(film)","Leather Jackets (film)"
"http://dbpedia.org/resource/Legend_of_the_Dragon_(film)","Legend of the Dragon (film)"
"http://dbpedia.org/resource/Life,_and_Nothing_More...","Life, and Nothing More..."
"http://dbpedia.org/resource/Light_Sleeper","Light Sleeper"
"http://dbpedia.org/resource/Limbo_(1999_film)","Limbo (1999 film)"
"http://dbpedia.org/resource/Little_Big_League","Little Big League"
"http://dbpedia.org/resource/Little_Giants","Little Giants"
"http://dbpedia.org/resource/Live_Wire_(film)","Live Wire (film)"
"http://dbpedia.org/resource/Love_(1991_film)","Love (1991 film)"
"http://dbpedia.org/resource/Max,_13","Max, 13"
"http://dbpedia.org/resource/McBain_(film)","McBain (film)"
"http://dbpedia.org/resource/Memoirs_of_an_Invisible_Man_(film)","Memoirs of an Invisible Man (film)"
"http://dbpedia.org/resource/Moon_Warriors","Moon Warriors"
"http://dbpedia.org/resource/Mr_Karate","Mr Karate"
"http://dbpedia.org/resource/My_Date_with_the_President's_Daughter","My Date with the President's Daughter"
"http://dbpedia.org/resource/Mystery,_Alaska","Mystery, Alaska"
"http://dbpedia.org/resource/Nadja_(film)","Nadja (film)"
"http://dbpedia.org/resource/Necronomicon_(film)","Necronomicon (film)"
"http://dbpedia.org/resource/Nemesis_(1992_film)","Nemesis (1992 film)"
"http://dbpedia.org/resource/Night_and_the_City_(1992_film)","Night and the City (1992 film)"
"http://dbpedia.org/resource/Noah_(1998_film)","Noah (1998 film)"
"http://dbpedia.org/resource/Noises_Off_(film)","Noises Off (film)"
"http://dbpedia.org/resource/One_False_Move","One False Move"
"http://dbpedia.org/resource/One_Man's_Hero","One Man's Hero"
"http://dbpedia.org/resource/Overnight_Delivery","Overnight Delivery"
"http://dbpedia.org/resource/Palmetto_(film)","Palmetto (film)"
"http://dbpedia.org/resource/Paprika_(1991_film)","Paprika (1991 film)"
"http://dbpedia.org/resource/Patthar_Ke_Phool","Patthar Ke Phool"
"http://dbpedia.org/resource/Pet_Sematary_Two","Pet Sematary Two"
"http://dbpedia.org/resource/Powder_(film)","Powder (film)"
"http://dbpedia.org/resource/Prisoner_of_Honor","Prisoner of Honor"
"http://dbpedia.org/resource/Proof_(1991_film)","Proof (1991 film)"
"http://dbpedia.org/resource/Pyaar_Kiya_To_Darna_Kya_(1998_film)","Pyaar Kiya To Darna Kya (1998 film)"
"http://dbpedia.org/resource/RKO_281","RKO 281"
"http://dbpedia.org/resource/Radioland_Murders","Radioland Murders"
"http://dbpedia.org/resource/Rapa-Nui_(film)","Rapa-Nui (film)"
"http://dbpedia.org/resource/Raw_Justice","Raw Justice"
"http://dbpedia.org/resource/Red_Cherry","Red Cherry"
"http://dbpedia.org/resource/Roswell_(film)","Roswell (film)"
"http://dbpedia.org/resource/Ruby_in_Paradise","Ruby in Paradise"
"http://dbpedia.org/resource/S.F.W.","S.F.W."
"http://dbpedia.org/resource/School's_Out_(1992_film)","School's Out (1992 film)"
"http://dbpedia.org/resource/Scorchers","Scorchers"
"http://dbpedia.org/resource/Sex_and_Zen","Sex and Zen"
"http://dbpedia.org/resource/Shadow_Builder","Shadow Builder"
"http://dbpedia.org/resource/Sleepstalker","Sleepstalker"
"http://dbpedia.org/resource/Snapdragon_(film)","Snapdragon (film)"
"http://dbpedia.org/resource/Solomon_&_Gaenor","Solomon & Gaenor"
"http://dbpedia.org/resource/South_Central_(film)","South Central (film)"
"http://dbpedia.org/resource/Split_Wide_Open","Split Wide Open"
"http://dbpedia.org/resource/Splitting_Heirs","Splitting Heirs"
"http://dbpedia.org/resource/Star_Hunter","Star Hunter"
"http://dbpedia.org/resource/Strictly_Business_(1991_film)","Strictly Business (1991 film)"
"http://dbpedia.org/resource/Such_a_Long_Journey_(film)","Such a Long Journey (film)"
"http://dbpedia.org/resource/Tales_from_the_Hood","Tales from the Hood"
"http://dbpedia.org/resource/After_Life_(film)","After Life (film)"
"http://dbpedia.org/resource/Broken_(1993_film)","Broken (1993 film)"
"http://dbpedia.org/resource/Texas_Chainsaw_Massacre:_The_Next_Generation","Texas Chainsaw Massacre: The Next Generation"
"http://dbpedia.org/resource/Thalapathi","Thalapathi"
