"usCo","name"
"http://dbpedia.org/resource/Charlotte_Harbor_and_Northern_Railway_Depot","Charlotte Harbor and Northern Railway Depot"
"http://dbpedia.org/resource/Citizens_and_Southern_National_Bank_of_South_Carolina","Citizens and Southern National Bank of South Carolina"
"http://dbpedia.org/resource/Delray_Beach_Seaboard_Air_Line_Railway_Station","Delray Beach Seaboard Air Line Railway Station"
"http://dbpedia.org/resource/Evening_Post_Industries","Evening Post Industries"
"http://dbpedia.org/resource/Hialeah_station_(Seaboard_Air_Line_Railway)","Hialeah station (Seaboard Air Line Railway)"
"http://dbpedia.org/resource/Lloyd_Railroad_Depot","Lloyd Railroad Depot"
"http://dbpedia.org/resource/Naples_Seaboard_Air_Line_Railway_Station","Naples Seaboard Air Line Railway Station"
"http://dbpedia.org/resource/Ocala_Union_Station","Ocala Union Station"
"http://dbpedia.org/resource/Old_Gainesville_Depot","Old Gainesville Depot"
"http://dbpedia.org/resource/Orange_Blossom_Special_(train)","Orange Blossom Special (train)"
"http://dbpedia.org/resource/Plant_City_Union_Depot","Plant City Union Depot"
"http://dbpedia.org/resource/Seaboard_Air_Line_6113","Seaboard Air Line 6113"
"http://dbpedia.org/resource/Seaboard_Air_Line_6603","Seaboard Air Line 6603"
"http://dbpedia.org/resource/Tampa_Union_Station","Tampa Union Station"
"http://dbpedia.org/resource/Union_Depot_and_Atlantic_Coast_Line_Freight_Station","Union Depot and Atlantic Coast Line Freight Station"
"http://dbpedia.org/resource/Venice_Seaboard_Air_Line_Railway_Station","Venice Seaboard Air Line Railway Station"
"http://dbpedia.org/resource/Halsey_Minor","Halsey Minor"
"http://dbpedia.org/resource/InsWeb","InsWeb"
"http://dbpedia.org/resource/Mead_Johnson_River-Rail-Truck_Terminal_and_Warehouse","Mead Johnson River-Rail-Truck Terminal and Warehouse"
"http://dbpedia.org/resource/Red_Ventures","Red Ventures"
"http://dbpedia.org/resource/Landover_Subdivision","Landover Subdivision"
"http://dbpedia.org/resource/RJ_Rockers_Brewing_Company","RJ Rockers Brewing Company"
"http://dbpedia.org/resource/Franklinton_Depot","Franklinton Depot"
"http://dbpedia.org/resource/2015_Mount_Carbon_train_derailment","2015 Mount Carbon train derailment"
"http://dbpedia.org/resource/July_2013_Spuyten_Duyvil_derailment","July 2013 Spuyten Duyvil derailment"
"http://dbpedia.org/resource/Seaboard_Air_Line_Railroad_Passenger_Station","Seaboard Air Line Railroad Passenger Station"
"http://dbpedia.org/resource/Southeastern_Grocers","Southeastern Grocers"
"http://dbpedia.org/resource/List_of_TV_Guide_covers","List of TV Guide covers"
"http://dbpedia.org/resource/List_of_restaurant_chains_in_the_United_States","List of restaurant chains in the United States"
"http://dbpedia.org/resource/Dothan_Subdivision","Dothan Subdivision"
"http://dbpedia.org/resource/List_of_breweries_in_Alaska","List of breweries in Alaska"
"http://dbpedia.org/resource/List_of_breweries_in_New_Mexico","List of breweries in New Mexico"
"http://dbpedia.org/resource/List_of_breweries_in_Oklahoma","List of breweries in Oklahoma"
"http://dbpedia.org/resource/List_of_breweries_in_the_United_States","List of breweries in the United States"
"http://dbpedia.org/resource/List_of_newspapers_in_Connecticut_in_the_18th_century","List of newspapers in Connecticut in the 18th century"
"http://dbpedia.org/resource/List_of_newspapers_in_Massachusetts_in_the_18th_century","List of newspapers in Massachusetts in the 18th century"
"http://dbpedia.org/resource/List_of_newspapers_in_New_Hampshire_in_the_18th_century","List of newspapers in New Hampshire in the 18th century"
"http://dbpedia.org/resource/List_of_newspapers_in_New_York_in_the_18th_century","List of newspapers in New York in the 18th century"
"http://dbpedia.org/resource/List_of_newspapers_in_Pennsylvania_in_the_18th_century","List of newspapers in Pennsylvania in the 18th century"
"http://dbpedia.org/resource/List_of_newspapers_in_Rhode_Island_in_the_18th_century","List of newspapers in Rhode Island in the 18th century"
"http://dbpedia.org/resource/List_of_newspapers_in_Virginia_in_the_18th_century","List of newspapers in Virginia in the 18th century"
"http://dbpedia.org/resource/List_of_breweries_in_New_York","List of breweries in New York"
"http://dbpedia.org/resource/Barry_Golson","Barry Golson"
"http://dbpedia.org/resource/CSX_8888_incident","CSX 8888 incident"
"http://dbpedia.org/resource/List_of_breweries_in_Indiana","List of breweries in Indiana"
"http://dbpedia.org/resource/List_of_breweries_in_Louisiana","List of breweries in Louisiana"
"http://dbpedia.org/resource/List_of_breweries_in_Missouri","List of breweries in Missouri"
"http://dbpedia.org/resource/National_Docks_Secondary","National Docks Secondary"
"http://dbpedia.org/resource/List_of_companies_based_in_Hayward,_California","List of companies based in Hayward, California"
"http://dbpedia.org/resource/Varigence","Varigence"
"http://dbpedia.org/resource/List_of_companies_based_in_Berkeley,_California","List of companies based in Berkeley, California"
"http://dbpedia.org/resource/List_of_breweries_in_Delaware","List of breweries in Delaware"
"http://dbpedia.org/resource/Hulsey_Yard","Hulsey Yard"
"http://dbpedia.org/resource/List_of_breweries_in_Hawaii","List of breweries in Hawaii"
"http://dbpedia.org/resource/List_of_breweries_in_Minnesota","List of breweries in Minnesota"
"http://dbpedia.org/resource/List_of_companies_based_in_Kent,_Washington","List of companies based in Kent, Washington"
"http://dbpedia.org/resource/Technetics_Group","Technetics Group"
"http://dbpedia.org/resource/Boyles_Terminal_Subdivision","Boyles Terminal Subdivision"
"http://dbpedia.org/resource/Bruce_Dowbiggin","Bruce Dowbiggin"
"http://dbpedia.org/resource/EK_Subdivision","EK Subdivision"
"http://dbpedia.org/resource/Hoosier_Subdivision","Hoosier Subdivision"
"http://dbpedia.org/resource/LH&StL_Subdivision","LH&StL Subdivision"
"http://dbpedia.org/resource/Louisville_Terminal_Subdivision","Louisville Terminal Subdivision"
"http://dbpedia.org/resource/Main_Line_Subdivision","Main Line Subdivision"
"http://dbpedia.org/resource/Middletown_Subdivision","Middletown Subdivision"
"http://dbpedia.org/resource/Richmond_Subdivision","Richmond Subdivision"
"http://dbpedia.org/resource/C&N_Subdivision","C&N Subdivision"
"http://dbpedia.org/resource/Louisville_Division","Louisville Division"
"http://dbpedia.org/resource/Rockhouse_Subdivision","Rockhouse Subdivision"
"http://dbpedia.org/resource/Russell_Subdivision","Russell Subdivision"
"http://dbpedia.org/resource/SV&E_Subdivision","SV&E Subdivision"
"http://dbpedia.org/resource/Hema_Bellur","Hema Bellur"
"http://dbpedia.org/resource/List_of_Massachusetts_companies","List of Massachusetts companies"
"http://dbpedia.org/resource/HScott_Motorsports","HScott Motorsports"
"http://dbpedia.org/resource/CompuCom_Systems","CompuCom Systems"
"http://dbpedia.org/resource/List_of_United_States_over-the-air_television_networks","List of United States over-the-air television networks"
"http://dbpedia.org/resource/Lists_of_tenants_in_the_World_Trade_Center_(1973–2001)","Lists of tenants in the World Trade Center (1973–2001)"
"http://dbpedia.org/resource/Baltimore_and_Ohio_Chicago_Terminal_Railroad","Baltimore and Ohio Chicago Terminal Railroad"
"http://dbpedia.org/resource/Broad_Street_Station_(Richmond)","Broad Street Station (Richmond)"
"http://dbpedia.org/resource/Edith_Efron","Edith Efron"
"http://dbpedia.org/resource/Lancaster_and_Chester_Railroad","Lancaster and Chester Railroad"
"http://dbpedia.org/resource/Medical_News_Today","Medical News Today"
"http://dbpedia.org/resource/Richmond_Main_Street_Station","Richmond Main Street Station"
"http://dbpedia.org/resource/Sonoco","Sonoco"
"http://dbpedia.org/resource/United_States_Rubber_Company","United States Rubber Company"
"http://dbpedia.org/resource/Cleveland_Terminal_Subdivision","Cleveland Terminal Subdivision"
"http://dbpedia.org/resource/Erie_West_Subdivision","Erie West Subdivision"
"http://dbpedia.org/resource/Lake_Shore_Subdivision","Lake Shore Subdivision"
"http://dbpedia.org/resource/List_of_companies_in_the_Dallas–Fort_Worth_metroplex","List of companies in the Dallas–Fort Worth metroplex"
"http://dbpedia.org/resource/List_of_corporations_in_the_Phoenix_metropolitan_area","List of corporations in the Phoenix metropolitan area"
"http://dbpedia.org/resource/List_of_public_REITs_in_the_United_States","List of public REITs in the United States"
"http://dbpedia.org/resource/Brewing_in_Vermont","Brewing in Vermont"
"http://dbpedia.org/resource/Motley_Rice","Motley Rice"
"http://dbpedia.org/resource/Horry_Telephone_Cooperative","Horry Telephone Cooperative"
"http://dbpedia.org/resource/List_of_United_States_clock_companies","List of United States clock companies"
"http://dbpedia.org/resource/List_of_airlines_of_Alaska","List of airlines of Alaska"
"http://dbpedia.org/resource/Chowhound","Chowhound"
"http://dbpedia.org/resource/Double_O_Radio","Double O Radio"
"http://dbpedia.org/resource/List_of_shop_signs_in_Boston_in_the_18th_century","List of shop signs in Boston in the 18th century"
"http://dbpedia.org/resource/Hamrick's","Hamrick's"
"http://dbpedia.org/resource/Air_South_(South_Carolina)","Air South (South Carolina)"
"http://dbpedia.org/resource/GameSpot","GameSpot"
"http://dbpedia.org/resource/James_Kim","James Kim"
"http://dbpedia.org/resource/Kymco","Kymco"
"http://dbpedia.org/resource/Metacritic","Metacritic"
"http://dbpedia.org/resource/Seaboard_Coast_Line_Railroad","Seaboard Coast Line Railroad"
"http://dbpedia.org/resource/Seaboard_System_Railroad","Seaboard System Railroad"
"http://dbpedia.org/resource/3D_Systems","3D Systems"
"http://dbpedia.org/resource/AgFirst","AgFirst"
"http://dbpedia.org/resource/Alfred_H._Smith_Memorial_Bridge","Alfred H. Smith Memorial Bridge"
"http://dbpedia.org/resource/Arthur_Kill_Vertical_Lift_Bridge","Arthur Kill Vertical Lift Bridge"
"http://dbpedia.org/resource/Beaver_Bridge_(Ohio_River)","Beaver Bridge (Ohio River)"
"http://dbpedia.org/resource/C&O_Railroad_Bridge","C&O Railroad Bridge"
"http://dbpedia.org/resource/CSX_Susquehanna_River_Bridge","CSX Susquehanna River Bridge"
"http://dbpedia.org/resource/Glenwood_B&O_Railroad_Bridge","Glenwood B&O Railroad Bridge"
"http://dbpedia.org/resource/Greg_Kasavin","Greg Kasavin"
"http://dbpedia.org/resource/Indiana_Rail_Road","Indiana Rail Road"
"http://dbpedia.org/resource/Judith_Crist","Judith Crist"
"http://dbpedia.org/resource/List_of_breweries_in_Illinois","List of breweries in Illinois"
"http://dbpedia.org/resource/Pinkerton's_Landing_Bridge","Pinkerton's Landing Bridge"
"http://dbpedia.org/resource/Sciotoville_Bridge","Sciotoville Bridge"
"http://dbpedia.org/resource/Seaboard_and_Roanoke_Railroad","Seaboard and Roanoke Railroad"
"http://dbpedia.org/resource/Tom_Merritt","Tom Merritt"
"http://dbpedia.org/resource/Ware_Shoals_Railroad","Ware Shoals Railroad"
"http://dbpedia.org/resource/West_Trenton_Railroad_Bridge","West Trenton Railroad Bridge"
"http://dbpedia.org/resource/Augusta–Aiken_Railway_and_Electric_Corporation","Augusta–Aiken Railway and Electric Corporation"
"http://dbpedia.org/resource/Carolina_and_Northwestern_Railway","Carolina and Northwestern Railway"
"http://dbpedia.org/resource/Charlotte_and_South_Carolina_Railroad","Charlotte and South Carolina Railroad"
"http://dbpedia.org/resource/Cheraw_and_Darlington_Railroad","Cheraw and Darlington Railroad"
"http://dbpedia.org/resource/Columbia_and_Augusta_Railroad","Columbia and Augusta Railroad"
"http://dbpedia.org/resource/Columbia_and_Greenville_Railroad","Columbia and Greenville Railroad"
"http://dbpedia.org/resource/Greenville_and_Northern_Railway","Greenville and Northern Railway"
"http://dbpedia.org/resource/List_of_breweries_in_Montana","List of breweries in Montana"
"http://dbpedia.org/resource/Northeastern_Railroad_(South_Carolina)","Northeastern Railroad (South Carolina)"
"http://dbpedia.org/resource/Port_Royal_and_Augusta_Railway","Port Royal and Augusta Railway"
"http://dbpedia.org/resource/S.C._State_Credit_Union","S.C. State Credit Union"
"http://dbpedia.org/resource/List_of_United_States_wireless_communications_service_providers","List of United States wireless communications service providers"
"http://dbpedia.org/resource/List_of_airlines_of_Hawaii","List of airlines of Hawaii"
"http://dbpedia.org/resource/List_of_companies_headquartered_in_Northern_Virginia","List of companies headquartered in Northern Virginia"
"http://dbpedia.org/resource/List_of_banks_acquired_or_bankrupted_in_the_United_States_during_the_financial_crisis_of_2007–2008","List of banks acquired or bankrupted in the United States during the financial crisis of 2007–2008"
"http://dbpedia.org/resource/Parmele_Subdivision","Parmele Subdivision"
"http://dbpedia.org/resource/Seaboard_Air_Line_System","Seaboard Air Line System"
"http://dbpedia.org/resource/Andrews_Subdivision","Andrews Subdivision"
"http://dbpedia.org/resource/Augusta_Subdivision","Augusta Subdivision"
"http://dbpedia.org/resource/Big_Coal_Subdivision","Big Coal Subdivision"
"http://dbpedia.org/resource/Big_Marsh_Fork_Subdivision","Big Marsh Fork Subdivision"
"http://dbpedia.org/resource/Blue_Ridge_Subdivision","Blue Ridge Subdivision"
"http://dbpedia.org/resource/Buffalo_Subdivision","Buffalo Subdivision"
"http://dbpedia.org/resource/Cabin_Creek_Subdivision","Cabin Creek Subdivision"
"http://dbpedia.org/resource/Charleston_Subdivision","Charleston Subdivision"
"http://dbpedia.org/resource/Charlotte_Subdivision","Charlotte Subdivision"
"http://dbpedia.org/resource/Columbia_Subdivision","Columbia Subdivision"
"http://dbpedia.org/resource/Eastover_Subdivision","Eastover Subdivision"
"http://dbpedia.org/resource/G&E_Subdivision","G&E Subdivision"
"http://dbpedia.org/resource/Gauley_Subdivision","Gauley Subdivision"
"http://dbpedia.org/resource/Georgetown_Subdivision","Georgetown Subdivision"
"http://dbpedia.org/resource/Pomeroy_Subdivision","Pomeroy Subdivision"
"http://dbpedia.org/resource/Disney's_Hilton_Head_Island_Resort","Disney's Hilton Head Island Resort"
"http://dbpedia.org/resource/Norfolk_Southern_Railway_(1942–1982)","Norfolk Southern Railway (1942–1982)"
"http://dbpedia.org/resource/Porter_Subdivision","Porter Subdivision"
"http://dbpedia.org/resource/QS/1_Data_Systems","QS/1 Data Systems"
"http://dbpedia.org/resource/Uceta_Yard","Uceta Yard"
"http://dbpedia.org/resource/List_of_United_States_electric_companies","List of United States electric companies"
"http://dbpedia.org/resource/List_of_United_States_natural_gas_companies","List of United States natural gas companies"
"http://dbpedia.org/resource/List_of_United_States_telephone_companies","List of United States telephone companies"
"http://dbpedia.org/resource/List_of_United_States_water_companies","List of United States water companies"
"http://dbpedia.org/resource/List_of_companies_based_in_the_Philadelphia_area","List of companies based in the Philadelphia area"
"http://dbpedia.org/resource/Augusta_and_Knoxville_Railroad","Augusta and Knoxville Railroad"
"http://dbpedia.org/resource/Buzz_Out_Loud","Buzz Out Loud"
"http://dbpedia.org/resource/Charleston_and_Savannah_Railway","Charleston and Savannah Railway"
"http://dbpedia.org/resource/Charleston_and_Western_Carolina_Railway","Charleston and Western Carolina Railway"
"http://dbpedia.org/resource/Charlotte,_Columbia_and_Augusta_Railroad","Charlotte, Columbia and Augusta Railroad"
"http://dbpedia.org/resource/Norfolk_and_Portsmouth_Belt_Line_Railroad","Norfolk and Portsmouth Belt Line Railroad"
"http://dbpedia.org/resource/List_of_mutual-fund_families_in_the_United_States","List of mutual-fund families in the United States"
"http://dbpedia.org/resource/South_Carolina_Canal_and_Railroad_Company","South Carolina Canal and Railroad Company"
"http://dbpedia.org/resource/South_Carolina_Railroad","South Carolina Railroad"
"http://dbpedia.org/resource/Wilmington_and_Weldon_Railroad","Wilmington and Weldon Railroad"
"http://dbpedia.org/resource/Brewing_in_Oregon","Brewing in Oregon"
"http://dbpedia.org/resource/Teve_Guía","Teve Guía"
"http://dbpedia.org/resource/List_of_Michigan_companies","List of Michigan companies"
"http://dbpedia.org/resource/List_of_supermarket_chains_in_the_United_States","List of supermarket chains in the United States"
"http://dbpedia.org/resource/Brewing_in_North_Carolina","Brewing in North Carolina"
"http://dbpedia.org/resource/Arcadia_Mill_No._2","Arcadia Mill No. 2"
"http://dbpedia.org/resource/Point-No-Point_Bridge","Point-No-Point Bridge"
"http://dbpedia.org/resource/Bud_Moore_Engineering","Bud Moore Engineering"
"http://dbpedia.org/resource/Heritage_International_Ministries","Heritage International Ministries"
"http://dbpedia.org/resource/List_of_airline_bankruptcies_in_the_United_States","List of airline bankruptcies in the United States"
"http://dbpedia.org/resource/List_of_companies_in_Dallas","List of companies in Dallas"
"http://dbpedia.org/resource/List_of_breweries_in_California","List of breweries in California"
"http://dbpedia.org/resource/List_of_breweries_in_Colorado","List of breweries in Colorado"
"http://dbpedia.org/resource/List_of_breweries_in_Texas","List of breweries in Texas"
"http://dbpedia.org/resource/BMW_Car_Club_of_America","BMW Car Club of America"
"http://dbpedia.org/resource/Brighton_Park_crossing","Brighton Park crossing"
"http://dbpedia.org/resource/Citizens_&_Southern_National_Bank","Citizens & Southern National Bank"
"http://dbpedia.org/resource/Waccamaw_Corp.","Waccamaw Corp."
"http://dbpedia.org/resource/Alabama_Department_of_Revenue_v._CSX_Transportation,_Inc.","Alabama Department of Revenue v. CSX Transportation, Inc."
"http://dbpedia.org/resource/Ilchester_Tunnel","Ilchester Tunnel"
"http://dbpedia.org/resource/List_of_breweries_in_Alabama","List of breweries in Alabama"
"http://dbpedia.org/resource/Long_Dock_Tunnel","Long Dock Tunnel"
"http://dbpedia.org/resource/Sea_Pines_Resort","Sea Pines Resort"
"http://dbpedia.org/resource/List_of_companies_and_organizations_based_in_Louisville","List of companies and organizations based in Louisville"
"http://dbpedia.org/resource/Aiken_Railway","Aiken Railway"
"http://dbpedia.org/resource/Fitzgerald_Subdivision","Fitzgerald Subdivision"
"http://dbpedia.org/resource/Southeastern_Freight_Lines","Southeastern Freight Lines"
"http://dbpedia.org/resource/Phoenix_Racing_(NASCAR_team)","Phoenix Racing (NASCAR team)"
"http://dbpedia.org/resource/TV_Guide's_50_Greatest_TV_Shows_of_All_Time","TV Guide's 50 Greatest TV Shows of All Time"
"http://dbpedia.org/resource/American_Spinning_Company_Mill_No._2","American Spinning Company Mill No. 2"
"http://dbpedia.org/resource/Apalache_Mill","Apalache Mill"
"http://dbpedia.org/resource/Converse_Mill","Converse Mill"
"http://dbpedia.org/resource/Inman_Mills_(Inman,_South_Carolina)","Inman Mills (Inman, South Carolina)"
"http://dbpedia.org/resource/List_of_companies_based_in_Tulsa,_Oklahoma","List of companies based in Tulsa, Oklahoma"
"http://dbpedia.org/resource/Cleva_North_America","Cleva North America"
"http://dbpedia.org/resource/Palmetto_State_Armory","Palmetto State Armory"
"http://dbpedia.org/resource/The_Points_Guy","The Points Guy"
"http://dbpedia.org/resource/Waikiki_Village_Motel","Waikiki Village Motel"
"http://dbpedia.org/resource/Agape_English_Language_Institute","Agape English Language Institute"
"http://dbpedia.org/resource/Cayce,_South_Carolina_train_collision","Cayce, South Carolina train collision"
"http://dbpedia.org/resource/South_State_Bank","South State Bank"
"http://dbpedia.org/resource/Greystar_Real_Estate_Partners","Greystar Real Estate Partners"
"http://dbpedia.org/resource/Force_Protection_Inc","Force Protection Inc"
"http://dbpedia.org/resource/Rose_Leiman_Goldemberg","Rose Leiman Goldemberg"
"http://dbpedia.org/resource/South_Hamilton_Yard","South Hamilton Yard"
"http://dbpedia.org/resource/List_of_tenants_in_5_World_Trade_Center","List of tenants in 5 World Trade Center"
"http://dbpedia.org/resource/Direct_Air","Direct Air"
"http://dbpedia.org/resource/List_of_breweries_in_Massachusetts","List of breweries in Massachusetts"
"http://dbpedia.org/resource/Uswitch","Uswitch"
"http://dbpedia.org/resource/JK_Harris_&_Company","JK Harris & Company"
"http://dbpedia.org/resource/List_of_Arizona_companies","List of Arizona companies"
"http://dbpedia.org/resource/List_of_Arkansas_companies","List of Arkansas companies"
"http://dbpedia.org/resource/List_of_Colorado_companies","List of Colorado companies"
"http://dbpedia.org/resource/List_of_Connecticut_companies","List of Connecticut companies"
"http://dbpedia.org/resource/List_of_Delaware_companies","List of Delaware companies"
"http://dbpedia.org/resource/List_of_Florida_companies","List of Florida companies"
"http://dbpedia.org/resource/SATSair","SATSair"
"http://dbpedia.org/resource/List_of_defunct_department_stores_of_the_United_States","List of defunct department stores of the United States"
"http://dbpedia.org/resource/Ryan's","Ryan's"
"http://dbpedia.org/resource/List_of_airlines_of_American_Samoa","List of airlines of American Samoa"
"http://dbpedia.org/resource/List_of_defunct_newspapers_of_Hartford_City,_Indiana","List of defunct newspapers of Hartford City, Indiana"
"http://dbpedia.org/resource/Brewing_in_New_Hampshire","Brewing in New Hampshire"
"http://dbpedia.org/resource/List_of_wineries,_breweries,_and_distilleries_in_New_Jersey","List of wineries, breweries, and distilleries in New Jersey"
"http://dbpedia.org/resource/Selkirk_Yard","Selkirk Yard"
"http://dbpedia.org/resource/List_of_breweries_in_Iowa","List of breweries in Iowa"
"http://dbpedia.org/resource/List_of_breweries_in_Nevada","List of breweries in Nevada"
"http://dbpedia.org/resource/Greatist","Greatist"
"http://dbpedia.org/resource/Ambassador_International","Ambassador International"
"http://dbpedia.org/resource/Callahan_Subdivision","Callahan Subdivision"
"http://dbpedia.org/resource/List_of_breweries_in_Michigan","List of breweries in Michigan"
"http://dbpedia.org/resource/List_of_breweries_in_Arkansas","List of breweries in Arkansas"
"http://dbpedia.org/resource/List_of_breweries_in_Kentucky","List of breweries in Kentucky"
"http://dbpedia.org/resource/List_of_breweries_in_Tennessee","List of breweries in Tennessee"
"http://dbpedia.org/resource/List_of_companies_based_in_Oakland,_California","List of companies based in Oakland, California"
"http://dbpedia.org/resource/Smith_Drug_Company","Smith Drug Company"
"http://dbpedia.org/resource/Auburndale_Subdivision","Auburndale Subdivision"
"http://dbpedia.org/resource/Little_Ferry_Yard","Little Ferry Yard"
"http://dbpedia.org/resource/Palmetto_Subdivision","Palmetto Subdivision"
"http://dbpedia.org/resource/List_of_breweries_in_Nebraska","List of breweries in Nebraska"
"http://dbpedia.org/resource/List_of_defunct_restaurants_of_the_United_States","List of defunct restaurants of the United States"
"http://dbpedia.org/resource/Millennium_Marine_Rail","Millennium Marine Rail"
"http://dbpedia.org/resource/Valley_Forge_Flag","Valley Forge Flag"
"http://dbpedia.org/resource/List_of_companies_based_in_Seattle","List of companies based in Seattle"
"http://dbpedia.org/resource/List_of_South_Carolina_railroads","List of South Carolina railroads"
"http://dbpedia.org/resource/Atlanta_and_Charlotte_Air_Line_Railway","Atlanta and Charlotte Air Line Railway"
"http://dbpedia.org/resource/List_of_companies_based_in_Minneapolis–Saint_Paul","List of companies based in Minneapolis–Saint Paul"
"http://dbpedia.org/resource/List_of_companies_in_Houston","List of companies in Houston"
"http://dbpedia.org/resource/Jackson_&_Perkins","Jackson & Perkins"
"http://dbpedia.org/resource/Oak_Point_Yard","Oak Point Yard"
"http://dbpedia.org/resource/List_of_breweries_in_Maine","List of breweries in Maine"
"http://dbpedia.org/resource/Hominy_Grill","Hominy Grill"
"http://dbpedia.org/resource/Clearwater_Subdivision","Clearwater Subdivision"
"http://dbpedia.org/resource/Rivanna_Subdivision","Rivanna Subdivision"
"http://dbpedia.org/resource/Anderson_(automobile)","Anderson (automobile)"
"http://dbpedia.org/resource/List_of_United_States_pay_television_channels","List of United States pay television channels"
"http://dbpedia.org/resource/Camden_station_(South_Carolina)","Camden station (South Carolina)"
"http://dbpedia.org/resource/Denmark_station","Denmark station"
"http://dbpedia.org/resource/Greenville_Memorial_Hospital","Greenville Memorial Hospital"
"http://dbpedia.org/resource/Mansfield_Plantation","Mansfield Plantation"
"http://dbpedia.org/resource/Montgomery_Union_Station","Montgomery Union Station"
"http://dbpedia.org/resource/Okeechobee_station_(Amtrak)","Okeechobee station (Amtrak)"
"http://dbpedia.org/resource/Prisma_Health_Richland_Hospital","Prisma Health Richland Hospital"
"http://dbpedia.org/resource/Sebring_station","Sebring station"
"http://dbpedia.org/resource/Tallahassee_station","Tallahassee station"
"http://dbpedia.org/resource/TechRepublic","TechRepublic"
"http://dbpedia.org/resource/Terminal_Station_(Atlanta)","Terminal Station (Atlanta)"
"http://dbpedia.org/resource/Winter_Haven_station","Winter Haven station"
"http://dbpedia.org/resource/List_of_bank_mergers_in_the_United_States","List of bank mergers in the United States"
"http://dbpedia.org/resource/Apex_Union_Depot","Apex Union Depot"
"http://dbpedia.org/resource/CSX_A-Line_Bridge","CSX A-Line Bridge"
"http://dbpedia.org/resource/CSX_Bellwood_Subdivision_James_River_Bridge","CSX Bellwood Subdivision James River Bridge"
"http://dbpedia.org/resource/Giant_Bomb","Giant Bomb"
"http://dbpedia.org/resource/Henryton_Tunnel","Henryton Tunnel"
"http://dbpedia.org/resource/John_Rutledge_House","John Rutledge House"
"http://dbpedia.org/resource/Peninsula_Subdivision_Trestle","Peninsula Subdivision Trestle"
"http://dbpedia.org/resource/Prisma_Health","Prisma Health"
"http://dbpedia.org/resource/Prisma_Health_Baptist_Hospital","Prisma Health Baptist Hospital"
"http://dbpedia.org/resource/Raleigh_and_Gaston_Railroad","Raleigh and Gaston Railroad"
"http://dbpedia.org/resource/Rivanna_Subdivision_Trestle","Rivanna Subdivision Trestle"
"http://dbpedia.org/resource/South_Financial_Group","South Financial Group"
"http://dbpedia.org/resource/Virginia_Avenue_Tunnel","Virginia Avenue Tunnel"
"http://dbpedia.org/resource/Bankrate","Bankrate"
"http://dbpedia.org/resource/Healthline","Healthline"
"http://dbpedia.org/resource/Insignia_Financial_Group","Insignia Financial Group"
"http://dbpedia.org/resource/List_of_defunct_newspapers_of_North_Carolina","List of defunct newspapers of North Carolina"
"http://dbpedia.org/resource/List_of_tenants_in_2_World_Trade_Center","List of tenants in 2 World Trade Center"
"http://dbpedia.org/resource/South_Carolina_Federal_Credit_Union","South Carolina Federal Credit Union"
"http://dbpedia.org/resource/TV_Guide_(Canada)","TV Guide (Canada)"
"http://dbpedia.org/resource/Grant_Depot_and_Water_Tower","Grant Depot and Water Tower"
"http://dbpedia.org/resource/Jacksonville-Baldwin_Rail_Trail","Jacksonville-Baldwin Rail Trail"
"http://dbpedia.org/resource/Piggly_Wiggly_Carolina_Co.","Piggly Wiggly Carolina Co."
"http://dbpedia.org/resource/Veronica_Belmont","Veronica Belmont"
"http://dbpedia.org/resource/Wildwood_station","Wildwood station"
"http://dbpedia.org/resource/CSX_milepost_prefixes","CSX milepost prefixes"
"http://dbpedia.org/resource/Capital_Subdivision","Capital Subdivision"
"http://dbpedia.org/resource/Willcox's","Willcox's"
"http://dbpedia.org/resource/Columbus_Subdivision","Columbus Subdivision"
"http://dbpedia.org/resource/Legacy_Trail_(Florida)","Legacy Trail (Florida)"
"http://dbpedia.org/resource/Monaghan_Mill","Monaghan Mill"
"http://dbpedia.org/resource/Southern_Tide","Southern Tide"
"http://dbpedia.org/resource/Vapor_Apparel","Vapor Apparel"
"http://dbpedia.org/resource/List_of_breweries_in_Florida","List of breweries in Florida"
"http://dbpedia.org/resource/TRU_Simulation_+_Training","TRU Simulation + Training"
"http://dbpedia.org/resource/Berkshire_and_Eastern_Railroad","Berkshire and Eastern Railroad"
"http://dbpedia.org/resource/List_of_tenants_in_One_World_Trade_Center","List of tenants in One World Trade Center"
"http://dbpedia.org/resource/Colonial_Life_&_Accident_Insurance_Company","Colonial Life & Accident Insurance Company"
"http://dbpedia.org/resource/Diversey_Holdings","Diversey Holdings"
"http://dbpedia.org/resource/Fort_Wayne_Line","Fort Wayne Line"
"http://dbpedia.org/resource/GameFAQs","GameFAQs"
"http://dbpedia.org/resource/Gretsch_Drums","Gretsch Drums"
"http://dbpedia.org/resource/Ina_Fried","Ina Fried"
"http://dbpedia.org/resource/Montreal_Subdivision_(CSX_Transportation)","Montreal Subdivision (CSX Transportation)"
"http://dbpedia.org/resource/Ostrow_Textile_Company","Ostrow Textile Company"
"http://dbpedia.org/resource/33rd_Street_Railroad_Bridge","33rd Street Railroad Bridge"
"http://dbpedia.org/resource/Barr_v._City_of_Columbia","Barr v. City of Columbia"
"http://dbpedia.org/resource/Gulf_Wind","Gulf Wind"
"http://dbpedia.org/resource/Piedmont_Number_One","Piedmont Number One"
"http://dbpedia.org/resource/Shakespeare_Fishing_Tackle","Shakespeare Fishing Tackle"
