"usCo","name"
"http://dbpedia.org/resource/Silver_Comet_(train)","Silver Comet (train)"
"http://dbpedia.org/resource/Matthew_Barzun","Matthew Barzun"
"http://dbpedia.org/resource/MetroLyrics","MetroLyrics"
"http://dbpedia.org/resource/Waccamaw_Coast_Line_Railroad","Waccamaw Coast Line Railroad"
"http://dbpedia.org/resource/J._C._Stribling_Barn","J. C. Stribling Barn"
"http://dbpedia.org/resource/Unstoppable_(2010_film)","Unstoppable (2010 film)"
"http://dbpedia.org/resource/Waldo_station","Waldo station"
"http://dbpedia.org/resource/Carolina_Piedmont_Railroad","Carolina Piedmont Railroad"
"http://dbpedia.org/resource/Gemstar–TV_Guide_International","Gemstar–TV Guide International"
"http://dbpedia.org/resource/Greenville_and_Western_Railway","Greenville and Western Railway"
"http://dbpedia.org/resource/List_of_wineries_in_Illinois","List of wineries in Illinois"
"http://dbpedia.org/resource/Pickens_Railway","Pickens Railway"
"http://dbpedia.org/resource/Pinellas_Trail","Pinellas Trail"
"http://dbpedia.org/resource/TV_Guide_Magazine","TV Guide Magazine"
"http://dbpedia.org/resource/CNET","CNET"
"http://dbpedia.org/resource/Ocean_Forest_Hotel","Ocean Forest Hotel"
"http://dbpedia.org/resource/Coke_Express","Coke Express"
"http://dbpedia.org/resource/Video_recorder_scheduling_code","Video recorder scheduling code"
"http://dbpedia.org/resource/Fruit_Growers_Express","Fruit Growers Express"
"http://dbpedia.org/resource/Guide_Plus","Guide Plus"
"http://dbpedia.org/resource/1996_Maryland_train_collision","1996 Maryland train collision"
"http://dbpedia.org/resource/List_of_breweries_in_Pennsylvania","List of breweries in Pennsylvania"
"http://dbpedia.org/resource/List_of_department_stores_of_the_United_States","List of department stores of the United States"
"http://dbpedia.org/resource/Hardaway_Concrete_Company","Hardaway Concrete Company"
"http://dbpedia.org/resource/List_of_Alabama_companies","List of Alabama companies"
"http://dbpedia.org/resource/List_of_Alaska_companies","List of Alaska companies"
"http://dbpedia.org/resource/List_of_California_companies","List of California companies"
"http://dbpedia.org/resource/List_of_Kansas_companies","List of Kansas companies"
"http://dbpedia.org/resource/List_of_New_York_companies","List of New York companies"
"http://dbpedia.org/resource/List_of_Wyoming_companies","List of Wyoming companies"
"http://dbpedia.org/resource/List_of_former_transit_companies_in_Dallas","List of former transit companies in Dallas"
"http://dbpedia.org/resource/Blue_Ridge_Railroad_of_South_Carolina","Blue Ridge Railroad of South Carolina"
"http://dbpedia.org/resource/Newberry_and_Laurens_Railroad","Newberry and Laurens Railroad"
"http://dbpedia.org/resource/Cheraw_and_Chester_Railroad","Cheraw and Chester Railroad"
"http://dbpedia.org/resource/South_and_Western_Railroad","South and Western Railroad"
"http://dbpedia.org/resource/First_Citizens_Bank_of_South_Carolina","First Citizens Bank of South Carolina"
"http://dbpedia.org/resource/NetQuote","NetQuote"
"http://dbpedia.org/resource/List_of_breweries_in_Maryland","List of breweries in Maryland"
"http://dbpedia.org/resource/Element_Electronics","Element Electronics"
"http://dbpedia.org/resource/List_of_largest_banks_in_the_United_States","List of largest banks in the United States"
"http://dbpedia.org/resource/P&L_Transportation","P&L Transportation"
"http://dbpedia.org/resource/Sealevel_Systems","Sealevel Systems"
"http://dbpedia.org/resource/Spartan_Communications","Spartan Communications"
"http://dbpedia.org/resource/List_of_breweries_and_wineries_in_South_Dakota","List of breweries and wineries in South Dakota"
"http://dbpedia.org/resource/Belmond_Charleston_Place","Belmond Charleston Place"
"http://dbpedia.org/resource/Nashville_Terminal_Subdivision","Nashville Terminal Subdivision"
"http://dbpedia.org/resource/List_of_breweries_in_Arizona","List of breweries in Arizona"
"http://dbpedia.org/resource/Air_Carolina","Air Carolina"
"http://dbpedia.org/resource/Florence_Airlines","Florence Airlines"
"http://dbpedia.org/resource/List_of_Washington_(state)_companies","List of Washington (state) companies"
"http://dbpedia.org/resource/List_of_breweries_in_Puerto_Rico","List of breweries in Puerto Rico"
"http://dbpedia.org/resource/List_of_breweries_in_West_Virginia","List of breweries in West Virginia"
"http://dbpedia.org/resource/List_of_breweries_in_Wyoming","List of breweries in Wyoming"
"http://dbpedia.org/resource/List_of_breweries_in_the_United_States_Virgin_Islands","List of breweries in the United States Virgin Islands"
"http://dbpedia.org/resource/CE&D_Subdivision","CE&D Subdivision"
"http://dbpedia.org/resource/Chattanooga_Subdivision","Chattanooga Subdivision"
"http://dbpedia.org/resource/Danville_Secondary_Subdivision","Danville Secondary Subdivision"
"http://dbpedia.org/resource/Evansville_Terminal_Subdivision","Evansville Terminal Subdivision"
"http://dbpedia.org/resource/Henderson_Subdivision","Henderson Subdivision"
"http://dbpedia.org/resource/Auto-Train_Corporation","Auto-Train Corporation"
"http://dbpedia.org/resource/List_of_companies_based_in_New_York_City","List of companies based in New York City"
"http://dbpedia.org/resource/List_of_companies_in_the_Chicago_metropolitan_area","List of companies in the Chicago metropolitan area"
"http://dbpedia.org/resource/List_of_defunct_automobile_manufacturers_of_the_United_States","List of defunct automobile manufacturers of the United States"
"http://dbpedia.org/resource/Seaboard_Air_Line_Railway","Seaboard Air Line Railway"
"http://dbpedia.org/resource/Seaboard_Coast_Line_Industries","Seaboard Coast Line Industries"
"http://dbpedia.org/resource/Savannah,_Florida_and_Western_Railway","Savannah, Florida and Western Railway"
"http://dbpedia.org/resource/Anacostia_Railroad_Bridge","Anacostia Railroad Bridge"
"http://dbpedia.org/resource/Brooks_derailment","Brooks derailment"
"http://dbpedia.org/resource/North_American_Institute_of_Aviation","North American Institute of Aviation"
"http://dbpedia.org/resource/Chemical_Coast","Chemical Coast"
"http://dbpedia.org/resource/List_of_corporations_in_Pittsburgh","List of corporations in Pittsburgh"
"http://dbpedia.org/resource/South_Carolina_Gazette","South Carolina Gazette"
"http://dbpedia.org/resource/Arbordale_Publishing","Arbordale Publishing"
"http://dbpedia.org/resource/Arcade_Hotel_(Hartsville,_South_Carolina)","Arcade Hotel (Hartsville, South Carolina)"
"http://dbpedia.org/resource/Bank_of_Hampton","Bank of Hampton"
"http://dbpedia.org/resource/CSX_Chef_Menteur_Pass_Bridge","CSX Chef Menteur Pass Bridge"
"http://dbpedia.org/resource/Cornwell_Inn","Cornwell Inn"
"http://dbpedia.org/resource/Great_Falls_Depot","Great Falls Depot"
"http://dbpedia.org/resource/Hotel_Albert_Commercial_Block","Hotel Albert Commercial Block"
"http://dbpedia.org/resource/Irene_Mill_Finishing_Plant","Irene Mill Finishing Plant"
"http://dbpedia.org/resource/Lewis_Inn","Lewis Inn"
"http://dbpedia.org/resource/Poinsett_Hotel","Poinsett Hotel"
"http://dbpedia.org/resource/Seaboard_Air_Line_Railway_Depot_in_McBee","Seaboard Air Line Railway Depot in McBee"
"http://dbpedia.org/resource/Seaboard_Air_Line_Railway_Depot_in_Patrick","Seaboard Air Line Railway Depot in Patrick"
"http://dbpedia.org/resource/South_Carolina_Western_Railway_Station","South Carolina Western Railway Station"
"http://dbpedia.org/resource/Southern_Bleachery_and_Print_Works","Southern Bleachery and Print Works"
"http://dbpedia.org/resource/Ware_Shoals_Inn","Ware Shoals Inn"
"http://dbpedia.org/resource/Woodside_Cotton_Mill_Village_Historic_District","Woodside Cotton Mill Village Historic District"
"http://dbpedia.org/resource/Bank_of_Western_Carolina","Bank of Western Carolina"
"http://dbpedia.org/resource/Bay_Pines_Veterans_Administration_Home_and_Hospital_Historic_District","Bay Pines Veterans Administration Home and Hospital Historic District"
"http://dbpedia.org/resource/Brandon_Mill","Brandon Mill"
"http://dbpedia.org/resource/Canal_Dime_Savings_Bank","Canal Dime Savings Bank"
"http://dbpedia.org/resource/Clarkton_Depot","Clarkton Depot"
"http://dbpedia.org/resource/Claussen's_Bakery","Claussen's Bakery"
"http://dbpedia.org/resource/Drayton_Mill","Drayton Mill"
"http://dbpedia.org/resource/Easley_Mill","Easley Mill"
"http://dbpedia.org/resource/Enterprise_Cotton_Mills_Building","Enterprise Cotton Mills Building"
"http://dbpedia.org/resource/Fair_Forest_Hotel","Fair Forest Hotel"
"http://dbpedia.org/resource/Farmer's_Bank","Farmer's Bank"
"http://dbpedia.org/resource/Farmers_and_Merchants_Bank_Building_(Eastover,_South_Carolina)","Farmers and Merchants Bank Building (Eastover, South Carolina)"
"http://dbpedia.org/resource/First_National_Bank_(Columbia,_South_Carolina)","First National Bank (Columbia, South Carolina)"
"http://dbpedia.org/resource/First_National_Bank_(Greenville,_South_Carolina)","First National Bank (Greenville, South Carolina)"
"http://dbpedia.org/resource/Home_National_Bank","Home National Bank"
"http://dbpedia.org/resource/Hotel_Eutaw","Hotel Eutaw"
"http://dbpedia.org/resource/Hotel_Keturah","Hotel Keturah"
"http://dbpedia.org/resource/Hotel_Oregon","Hotel Oregon"
"http://dbpedia.org/resource/Imperial_Hotel_(Greenville,_South_Carolina)","Imperial Hotel (Greenville, South Carolina)"
"http://dbpedia.org/resource/Jeff_Bakalar","Jeff Bakalar"
"http://dbpedia.org/resource/National_Loan_and_Exchange_Bank_Building","National Loan and Exchange Bank Building"
"http://dbpedia.org/resource/Newman_v._Piggie_Park_Enterprises,_Inc.","Newman v. Piggie Park Enterprises, Inc."
"http://dbpedia.org/resource/People's_National_Bank_Building_(Rock_Hill,_South_Carolina)","People's National Bank Building (Rock Hill, South Carolina)"
"http://dbpedia.org/resource/Russell_House_(Mountain_Rest,_South_Carolina)","Russell House (Mountain Rest, South Carolina)"
"http://dbpedia.org/resource/Fayetteville_Cutoff","Fayetteville Cutoff"
"http://dbpedia.org/resource/Sarah_Harper_Heard","Sarah Harper Heard"
"http://dbpedia.org/resource/Howard_Street_Tunnel","Howard Street Tunnel"
"http://dbpedia.org/resource/Savannah_Union_Station","Savannah Union Station"
"http://dbpedia.org/resource/Central_of_Georgia_Railroad","Central of Georgia Railroad"
"http://dbpedia.org/resource/Hargray","Hargray"
"http://dbpedia.org/resource/List_of_bank_failures_in_the_United_States_(2008–present)","List of bank failures in the United States (2008–present)"
"http://dbpedia.org/resource/Happy_Cow_Creamery","Happy Cow Creamery"
"http://dbpedia.org/resource/List_of_largest_U.S._bank_failures","List of largest U.S. bank failures"
"http://dbpedia.org/resource/List_of_TV_Guide_covers_(1950s)","List of TV Guide covers (1950s)"
"http://dbpedia.org/resource/List_of_TV_Guide_covers_(1960s)","List of TV Guide covers (1960s)"
"http://dbpedia.org/resource/List_of_TV_Guide_covers_(1970s)","List of TV Guide covers (1970s)"
"http://dbpedia.org/resource/List_of_TV_Guide_covers_(1980s)","List of TV Guide covers (1980s)"
"http://dbpedia.org/resource/List_of_TV_Guide_covers_(1990s)","List of TV Guide covers (1990s)"
"http://dbpedia.org/resource/List_of_TV_Guide_covers_(2000s)","List of TV Guide covers (2000s)"
"http://dbpedia.org/resource/Baltimore_Terminal_Subdivision","Baltimore Terminal Subdivision"
"http://dbpedia.org/resource/List_of_defunct_television_networks_in_the_United_States","List of defunct television networks in the United States"
"http://dbpedia.org/resource/Cumberland_Terminal_Subdivision","Cumberland Terminal Subdivision"
"http://dbpedia.org/resource/McCormick_Subdivision","McCormick Subdivision"
"http://dbpedia.org/resource/List_of_breweries_in_Kansas","List of breweries in Kansas"
"http://dbpedia.org/resource/Nexsen_Pruet","Nexsen Pruet"
"http://dbpedia.org/resource/Bridgetree","Bridgetree"
"http://dbpedia.org/resource/List_of_airlines_of_Puerto_Rico","List of airlines of Puerto Rico"
"http://dbpedia.org/resource/Beacon_Park_Yard","Beacon Park Yard"
"http://dbpedia.org/resource/List_of_companies_based_in_the_Jacksonville_area","List of companies based in the Jacksonville area"
"http://dbpedia.org/resource/List_of_companies_based_in_Idaho","List of companies based in Idaho"
"http://dbpedia.org/resource/List_of_companies_based_in_Oregon","List of companies based in Oregon"
"http://dbpedia.org/resource/Achan_Subdivision","Achan Subdivision"
"http://dbpedia.org/resource/Brewster_Subdivision","Brewster Subdivision"
"http://dbpedia.org/resource/List_of_breweries_in_Virginia","List of breweries in Virginia"
"http://dbpedia.org/resource/Sun_Lounge_(railcar)","Sun Lounge (railcar)"
"http://dbpedia.org/resource/List_of_office_supply_companies_in_the_United_States","List of office supply companies in the United States"
"http://dbpedia.org/resource/Northern_Subdivision_(CSX)","Northern Subdivision (CSX)"
"http://dbpedia.org/resource/Union_National_Bank_Building_(Columbia,_South_Carolina)","Union National Bank Building (Columbia, South Carolina)"
"http://dbpedia.org/resource/List_of_defunct_airlines_of_the_United_States","List of defunct airlines of the United States"
"http://dbpedia.org/resource/One_World_Trade_Center_(1973–2001)","One World Trade Center (1973–2001)"
"http://dbpedia.org/resource/Two_World_Trade_Center_(1973–2001)","Two World Trade Center (1973–2001)"
"http://dbpedia.org/resource/DataWorks_Plus","DataWorks Plus"
"http://dbpedia.org/resource/Folkston_Cutoff","Folkston Cutoff"
"http://dbpedia.org/resource/Hampton_Terrace_Hotel","Hampton Terrace Hotel"
"http://dbpedia.org/resource/Rodney_Scott's_Whole_Hog_BBQ","Rodney Scott's Whole Hog BBQ"
"http://dbpedia.org/resource/Waycross_Short_Line","Waycross Short Line"
"http://dbpedia.org/resource/Abundant_Seafood","Abundant Seafood"
"http://dbpedia.org/resource/A&WP_Subdivision","A&WP Subdivision"
"http://dbpedia.org/resource/Abbeville_Subdivision","Abbeville Subdivision"
"http://dbpedia.org/resource/Albany_Division","Albany Division"
"http://dbpedia.org/resource/Bainbridge_Subdivision","Bainbridge Subdivision"
"http://dbpedia.org/resource/Baldwinsville_Subdivision","Baldwinsville Subdivision"
"http://dbpedia.org/resource/Birmingham_Mineral_Subdivision","Birmingham Mineral Subdivision"
"http://dbpedia.org/resource/Bone_Valley_Subdivision","Bone Valley Subdivision"
"http://dbpedia.org/resource/Brooker_Subdivision","Brooker Subdivision"
"http://dbpedia.org/resource/Brooksville_Subdivision","Brooksville Subdivision"
"http://dbpedia.org/resource/Brunswick_Subdivision","Brunswick Subdivision"
"http://dbpedia.org/resource/Buffalo_Terminal_Subdivision","Buffalo Terminal Subdivision"
"http://dbpedia.org/resource/CH_Subdivision","CH Subdivision"
"http://dbpedia.org/resource/CSX_Northern_Region","CSX Northern Region"
"http://dbpedia.org/resource/CSX_Southern_Region","CSX Southern Region"
"http://dbpedia.org/resource/Camak_Subdivision","Camak Subdivision"
"http://dbpedia.org/resource/Carters_Subdivision","Carters Subdivision"
"http://dbpedia.org/resource/Cartersville_Subdivision","Cartersville Subdivision"
"http://dbpedia.org/resource/Deerhaven_Subdivision","Deerhaven Subdivision"
"http://dbpedia.org/resource/Etowah_Subdivision","Etowah Subdivision"
"http://dbpedia.org/resource/Fair_Grounds_Subdivision","Fair Grounds Subdivision"
"http://dbpedia.org/resource/Fernandina_Subdivision","Fernandina Subdivision"
"http://dbpedia.org/resource/Fulton_Subdivision","Fulton Subdivision"
"http://dbpedia.org/resource/Gainesville_Midland_Subdivision","Gainesville Midland Subdivision"
"http://dbpedia.org/resource/Georgia_Subdivision","Georgia Subdivision"
"http://dbpedia.org/resource/Jacksonville_Division","Jacksonville Division"
"http://dbpedia.org/resource/Jacksonville_Terminal_Subdivision","Jacksonville Terminal Subdivision"
"http://dbpedia.org/resource/Kingsland_Subdivision","Kingsland Subdivision"
"http://dbpedia.org/resource/Lakeland_Subdivision","Lakeland Subdivision"
"http://dbpedia.org/resource/Lineville_Subdivision","Lineville Subdivision"
"http://dbpedia.org/resource/List_of_companies_based_in_Redmond,_Washington","List of companies based in Redmond, Washington"
"http://dbpedia.org/resource/M&M_Subdivision","M&M Subdivision"
"http://dbpedia.org/resource/Manchester_Subdivision","Manchester Subdivision"
"http://dbpedia.org/resource/Nahunta_Subdivision","Nahunta Subdivision"
"http://dbpedia.org/resource/P&A_Subdivision","P&A Subdivision"
"http://dbpedia.org/resource/Plant_City_Subdivision","Plant City Subdivision"
"http://dbpedia.org/resource/Sanford_Subdivision","Sanford Subdivision"
"http://dbpedia.org/resource/Savannah_Subdivision","Savannah Subdivision"
"http://dbpedia.org/resource/Syracuse_Terminal_Subdivision","Syracuse Terminal Subdivision"
"http://dbpedia.org/resource/Tampa_Terminal_Subdivision","Tampa Terminal Subdivision"
"http://dbpedia.org/resource/Thomasville_Subdivision","Thomasville Subdivision"
"http://dbpedia.org/resource/Valrico_Subdivision","Valrico Subdivision"
"http://dbpedia.org/resource/Vitis_Subdivision","Vitis Subdivision"
"http://dbpedia.org/resource/West_Coast_Subdivision","West Coast Subdivision"
"http://dbpedia.org/resource/Wildwood_Subdivision","Wildwood Subdivision"
"http://dbpedia.org/resource/Yeoman_Subdivision","Yeoman Subdivision"
"http://dbpedia.org/resource/List_of_CSX_Transportation_lines","List of CSX Transportation lines"
"http://dbpedia.org/resource/Babbitt,_North_Bergen","Babbitt, North Bergen"
"http://dbpedia.org/resource/Florida_Western_and_Northern_Railroad","Florida Western and Northern Railroad"
"http://dbpedia.org/resource/Hickory_Knob_State_Resort_Park","Hickory Knob State Resort Park"
"http://dbpedia.org/resource/Seaboard–All_Florida_Railway","Seaboard–All Florida Railway"
"http://dbpedia.org/resource/Tampa_Southern_Railroad","Tampa Southern Railroad"
"http://dbpedia.org/resource/Elberton_Depot","Elberton Depot"
"http://dbpedia.org/resource/Francis_Marion_Hotel","Francis Marion Hotel"
"http://dbpedia.org/resource/Greer_Depot","Greer Depot"
"http://dbpedia.org/resource/KEMET_Corporation","KEMET Corporation"
"http://dbpedia.org/resource/List_of_breweries_and_wineries_in_North_Dakota","List of breweries and wineries in North Dakota"
"http://dbpedia.org/resource/Pier_14","Pier 14"
"http://dbpedia.org/resource/Po'_Folks_(restaurant)","Po' Folks (restaurant)"
"http://dbpedia.org/resource/Seaboard_Coastline_Building","Seaboard Coastline Building"
"http://dbpedia.org/resource/List_of_breweries_in_Wisconsin","List of breweries in Wisconsin"
"http://dbpedia.org/resource/List_of_companies_based_in_San_Francisco","List of companies based in San Francisco"
"http://dbpedia.org/resource/Meldrim_trestle_disaster","Meldrim trestle disaster"
"http://dbpedia.org/resource/Companies_listed_on_the_New_York_Stock_Exchange_(0–9)","Companies listed on the New York Stock Exchange (0–9)"
"http://dbpedia.org/resource/Companies_listed_on_the_New_York_Stock_Exchange_(A)","Companies listed on the New York Stock Exchange (A)"
"http://dbpedia.org/resource/Companies_listed_on_the_New_York_Stock_Exchange_(B)","Companies listed on the New York Stock Exchange (B)"
"http://dbpedia.org/resource/Companies_listed_on_the_New_York_Stock_Exchange_(C)","Companies listed on the New York Stock Exchange (C)"
"http://dbpedia.org/resource/Companies_listed_on_the_New_York_Stock_Exchange_(D)","Companies listed on the New York Stock Exchange (D)"
"http://dbpedia.org/resource/Companies_listed_on_the_New_York_Stock_Exchange_(E)","Companies listed on the New York Stock Exchange (E)"
"http://dbpedia.org/resource/Companies_listed_on_the_New_York_Stock_Exchange_(F)","Companies listed on the New York Stock Exchange (F)"
"http://dbpedia.org/resource/Companies_listed_on_the_New_York_Stock_Exchange_(G)","Companies listed on the New York Stock Exchange (G)"
"http://dbpedia.org/resource/Companies_listed_on_the_New_York_Stock_Exchange_(H)","Companies listed on the New York Stock Exchange (H)"
"http://dbpedia.org/resource/Companies_listed_on_the_New_York_Stock_Exchange_(I)","Companies listed on the New York Stock Exchange (I)"
"http://dbpedia.org/resource/Companies_listed_on_the_New_York_Stock_Exchange_(J)","Companies listed on the New York Stock Exchange (J)"
"http://dbpedia.org/resource/Companies_listed_on_the_New_York_Stock_Exchange_(K)","Companies listed on the New York Stock Exchange (K)"
"http://dbpedia.org/resource/Companies_listed_on_the_New_York_Stock_Exchange_(L)","Companies listed on the New York Stock Exchange (L)"
"http://dbpedia.org/resource/Companies_listed_on_the_New_York_Stock_Exchange_(M)","Companies listed on the New York Stock Exchange (M)"
"http://dbpedia.org/resource/Companies_listed_on_the_New_York_Stock_Exchange_(N)","Companies listed on the New York Stock Exchange (N)"
"http://dbpedia.org/resource/Companies_listed_on_the_New_York_Stock_Exchange_(O)","Companies listed on the New York Stock Exchange (O)"
"http://dbpedia.org/resource/Companies_listed_on_the_New_York_Stock_Exchange_(P)","Companies listed on the New York Stock Exchange (P)"
"http://dbpedia.org/resource/Companies_listed_on_the_New_York_Stock_Exchange_(Q)","Companies listed on the New York Stock Exchange (Q)"
"http://dbpedia.org/resource/Companies_listed_on_the_New_York_Stock_Exchange_(R)","Companies listed on the New York Stock Exchange (R)"
"http://dbpedia.org/resource/Companies_listed_on_the_New_York_Stock_Exchange_(S)","Companies listed on the New York Stock Exchange (S)"
"http://dbpedia.org/resource/Companies_listed_on_the_New_York_Stock_Exchange_(T)","Companies listed on the New York Stock Exchange (T)"
"http://dbpedia.org/resource/Companies_listed_on_the_New_York_Stock_Exchange_(U)","Companies listed on the New York Stock Exchange (U)"
"http://dbpedia.org/resource/Companies_listed_on_the_New_York_Stock_Exchange_(V)","Companies listed on the New York Stock Exchange (V)"
"http://dbpedia.org/resource/Companies_listed_on_the_New_York_Stock_Exchange_(W)","Companies listed on the New York Stock Exchange (W)"
"http://dbpedia.org/resource/Companies_listed_on_the_New_York_Stock_Exchange_(X)","Companies listed on the New York Stock Exchange (X)"
"http://dbpedia.org/resource/Companies_listed_on_the_New_York_Stock_Exchange_(Y)","Companies listed on the New York Stock Exchange (Y)"
"http://dbpedia.org/resource/Companies_listed_on_the_New_York_Stock_Exchange_(Z)","Companies listed on the New York Stock Exchange (Z)"
"http://dbpedia.org/resource/List_of_breweries_in_Washington","List of breweries in Washington"
"http://dbpedia.org/resource/List_of_defunct_retailers_of_the_United_States","List of defunct retailers of the United States"
"http://dbpedia.org/resource/CNET_Video","CNET Video"
"http://dbpedia.org/resource/Dan_Rosensweig","Dan Rosensweig"
"http://dbpedia.org/resource/Defunct_newspapers_of_Minnesota","Defunct newspapers of Minnesota"
"http://dbpedia.org/resource/Gross_Cutoff","Gross Cutoff"
"http://dbpedia.org/resource/Wentworth_Mansion","Wentworth Mansion"
"http://dbpedia.org/resource/Barr_Subdivision","Barr Subdivision"
"http://dbpedia.org/resource/Belt_Subdivision","Belt Subdivision"
"http://dbpedia.org/resource/Bergen_Subdivision","Bergen Subdivision"
"http://dbpedia.org/resource/Boston_Subdivision","Boston Subdivision"
"http://dbpedia.org/resource/Bridgeport_Subdivision","Bridgeport Subdivision"
"http://dbpedia.org/resource/CL&W_Subdivision","CL&W Subdivision"
"http://dbpedia.org/resource/Carman_Subdivision","Carman Subdivision"
"http://dbpedia.org/resource/Castleton_Subdivision","Castleton Subdivision"
"http://dbpedia.org/resource/Cleveland_Subdivision","Cleveland Subdivision"
"http://dbpedia.org/resource/Columbus_Line_Subdivision","Columbus Line Subdivision"
"http://dbpedia.org/resource/Cumberland_Subdivision","Cumberland Subdivision"
"http://dbpedia.org/resource/Decatur_Subdivision","Decatur Subdivision"
"http://dbpedia.org/resource/Fairmont_Subdivision","Fairmont Subdivision"
"http://dbpedia.org/resource/Fitchburg_Secondary","Fitchburg Secondary"
"http://dbpedia.org/resource/Frankfort_Secondary_Subdivision","Frankfort Secondary Subdivision"
"http://dbpedia.org/resource/Garrett_Subdivision","Garrett Subdivision"
"http://dbpedia.org/resource/Hanover_Subdivision","Hanover Subdivision"
"http://dbpedia.org/resource/Harrisburg_Subdivision","Harrisburg Subdivision"
"http://dbpedia.org/resource/Illinois_Subdivision","Illinois Subdivision"
"http://dbpedia.org/resource/Indiana_Subdivision","Indiana Subdivision"
"http://dbpedia.org/resource/Indianapolis_Subdivision","Indianapolis Subdivision"
"http://dbpedia.org/resource/Keystone_Subdivision","Keystone Subdivision"
"http://dbpedia.org/resource/Litchfield_Theatres","Litchfield Theatres"
"http://dbpedia.org/resource/Lurgan_Subdivision","Lurgan Subdivision"
"http://dbpedia.org/resource/Marietta_Subdivision","Marietta Subdivision"
"http://dbpedia.org/resource/Memphis_Subdivision","Memphis Subdivision"
"http://dbpedia.org/resource/Metropolitan_Subdivision","Metropolitan Subdivision"
"http://dbpedia.org/resource/Mohawk_Subdivision","Mohawk Subdivision"
"http://dbpedia.org/resource/New_Castle_Subdivision","New Castle Subdivision"
"http://dbpedia.org/resource/Ohio_River_Subdivision","Ohio River Subdivision"
"http://dbpedia.org/resource/Port_Subdivision","Port Subdivision"
"http://dbpedia.org/resource/Rochester_Subdivision","Rochester Subdivision"
"http://dbpedia.org/resource/S&C_Subdivision","S&C Subdivision"
"http://dbpedia.org/resource/Sarnia_Subdivision","Sarnia Subdivision"
"http://dbpedia.org/resource/Selkirk_Subdivision","Selkirk Subdivision"
"http://dbpedia.org/resource/Shenandoah_Subdivision","Shenandoah Subdivision"
"http://dbpedia.org/resource/Short_Line_Subdivision_(Ohio)","Short Line Subdivision (Ohio)"
"http://dbpedia.org/resource/Short_Line_Subdivision_(West_Virginia)","Short Line Subdivision (West Virginia)"
"http://dbpedia.org/resource/St._Lawrence_Subdivision","St. Lawrence Subdivision"
"http://dbpedia.org/resource/St._Louis_Line_Subdivision","St. Louis Line Subdivision"
"http://dbpedia.org/resource/West_Shore_Subdivision","West Shore Subdivision"
"http://dbpedia.org/resource/Willard_Subdivision","Willard Subdivision"
"http://dbpedia.org/resource/East_Junction_Branch","East Junction Branch"
"http://dbpedia.org/resource/List_of_companies_based_in_the_Harrisburg_area","List of companies based in the Harrisburg area"
"http://dbpedia.org/resource/Chetoogeta_Mountain_Tunnel","Chetoogeta Mountain Tunnel"
"http://dbpedia.org/resource/Daniel_Terdiman","Daniel Terdiman"
"http://dbpedia.org/resource/Texize","Texize"
"http://dbpedia.org/resource/Atlantic_Coast_Lumber_Company","Atlantic Coast Lumber Company"
"http://dbpedia.org/resource/List_of_North_Dakota_companies","List of North Dakota companies"
"http://dbpedia.org/resource/List_of_companies_based_in_Oklahoma_City","List of companies based in Oklahoma City"
"http://dbpedia.org/resource/List_of_airlines_of_the_United_States","List of airlines of the United States"
"http://dbpedia.org/resource/Seaboard_Coast_Line_Railroad_station_(St._Petersburg,_Florida)","Seaboard Coast Line Railroad station (St. Petersburg, Florida)"
"http://dbpedia.org/resource/Georgia_and_Florida_Railroad_(1926–1963)","Georgia and Florida Railroad (1926–1963)"
"http://dbpedia.org/resource/Georgia_and_Florida_Railway_(1963–71)","Georgia and Florida Railway (1963–71)"
"http://dbpedia.org/resource/Hub_City_Writers_Project","Hub City Writers Project"
"http://dbpedia.org/resource/Rockton_and_Rion_Railway","Rockton and Rion Railway"
"http://dbpedia.org/resource/Georges_Creek_Subdivision","Georges Creek Subdivision"
"http://dbpedia.org/resource/List_of_breweries_in_Mississippi","List of breweries in Mississippi"
"http://dbpedia.org/resource/North_Bergen_Yard","North Bergen Yard"
"http://dbpedia.org/resource/TV_Guide's_100_Greatest_Episodes_of_All-Time","TV Guide's 100 Greatest Episodes of All-Time"
"http://dbpedia.org/resource/Waldo_Tunnel_(Jersey_City)","Waldo Tunnel (Jersey City)"
"http://dbpedia.org/resource/Bruceton_Subdivision","Bruceton Subdivision"
"http://dbpedia.org/resource/Cedar_Hill_Yard","Cedar Hill Yard"
"http://dbpedia.org/resource/Creston_Subdivision","Creston Subdivision"
"http://dbpedia.org/resource/Bellwood_Subdivision","Bellwood Subdivision"
"http://dbpedia.org/resource/List_of_cideries_in_the_United_States","List of cideries in the United States"
"http://dbpedia.org/resource/Raleigh_Southwestern_and_Winding_Gulf_Subdivision","Raleigh Southwestern and Winding Gulf Subdivision"
"http://dbpedia.org/resource/Richmond_Terminal_Subdivision","Richmond Terminal Subdivision"
"http://dbpedia.org/resource/Rupert_Subdivision","Rupert Subdivision"
"http://dbpedia.org/resource/Memphis_Terminal_Subdivision","Memphis Terminal Subdivision"
"http://dbpedia.org/resource/Nashville_Division","Nashville Division"
"http://dbpedia.org/resource/Nashville_Subdivision","Nashville Subdivision"
"http://dbpedia.org/resource/O&N_Subdivision","O&N Subdivision"
"http://dbpedia.org/resource/S&NA_North_Subdivision","S&NA North Subdivision"
