"fastFood","name"
"http://dbpedia.org/resource/1977_Peach_Bowl","1977 Peach Bowl"
"http://dbpedia.org/resource/1978_Peach_Bowl","1978 Peach Bowl"
"http://dbpedia.org/resource/1979_Peach_Bowl","1979 Peach Bowl"
"http://dbpedia.org/resource/1981_Peach_Bowl_(December)","1981 Peach Bowl (December)"
"http://dbpedia.org/resource/1981_Peach_Bowl_(January)","1981 Peach Bowl (January)"
"http://dbpedia.org/resource/1982_Peach_Bowl","1982 Peach Bowl"
"http://dbpedia.org/resource/1983_Peach_Bowl","1983 Peach Bowl"
"http://dbpedia.org/resource/1984_Peach_Bowl","1984 Peach Bowl"
"http://dbpedia.org/resource/1985_Peach_Bowl","1985 Peach Bowl"
"http://dbpedia.org/resource/1986_Peach_Bowl","1986 Peach Bowl"
"http://dbpedia.org/resource/1988_Peach_Bowl_(December)","1988 Peach Bowl (December)"
"http://dbpedia.org/resource/1988_Peach_Bowl_(January)","1988 Peach Bowl (January)"
"http://dbpedia.org/resource/1989_Peach_Bowl","1989 Peach Bowl"
"http://dbpedia.org/resource/1990_Peach_Bowl","1990 Peach Bowl"
"http://dbpedia.org/resource/2017_UCF_Knights_football_team","2017 UCF Knights football team"
"http://dbpedia.org/resource/2018_Florida_Gators_football_team","2018 Florida Gators football team"
"http://dbpedia.org/resource/2019_LSU_Tigers_football_team","2019 LSU Tigers football team"
"http://dbpedia.org/resource/2019_Peach_Bowl","2019 Peach Bowl"
"http://dbpedia.org/resource/2020_Georgia_Bulldogs_football_team","2020 Georgia Bulldogs football team"
"http://dbpedia.org/resource/Abrakebabra","Abrakebabra"
"http://dbpedia.org/resource/Daylight_Donuts","Daylight Donuts"
"http://dbpedia.org/resource/Dee's_Drive-In","Dee's Drive-In"
"http://dbpedia.org/resource/Del_Taco","Del Taco"
"http://dbpedia.org/resource/Derek_Cha","Derek Cha"
"http://dbpedia.org/resource/Dick_Spady","Dick Spady"
"http://dbpedia.org/resource/Dicos","Dicos"
"http://dbpedia.org/resource/Délifrance","Délifrance"
"http://dbpedia.org/resource/East_Dawning","East Dawning"
"http://dbpedia.org/resource/Ed's_Easy_Diner","Ed's Easy Diner"
"http://dbpedia.org/resource/Eddie_Rocket's","Eddie Rocket's"
"http://dbpedia.org/resource/El_Jannah","El Jannah"
"http://dbpedia.org/resource/El_Pollo_Loco_(Mexico)","El Pollo Loco (Mexico)"
"http://dbpedia.org/resource/El_Pollo_Loco_(United_States)","El Pollo Loco (United States)"
"http://dbpedia.org/resource/El_Taco_Tote","El Taco Tote"
"http://dbpedia.org/resource/Elevation_Burger","Elevation Burger"
"http://dbpedia.org/resource/Haldiram's","Haldiram's"
"http://dbpedia.org/resource/Halo_Burger","Halo Burger"
"http://dbpedia.org/resource/Hamburger_Stand","Hamburger Stand"
"http://dbpedia.org/resource/Hamburguesas_El_Corral","Hamburguesas El Corral"
"http://dbpedia.org/resource/Hardee's","Hardee's"
"http://dbpedia.org/resource/Harold's_Chicken_Shack","Harold's Chicken Shack"
"http://dbpedia.org/resource/Harold_Pierce","Harold Pierce"
"http://dbpedia.org/resource/Harry's_Cafe_de_Wheels","Harry's Cafe de Wheels"
"http://dbpedia.org/resource/Harry_Ramsden's","Harry Ramsden's"
"http://dbpedia.org/resource/Harry_Snyder","Harry Snyder"
"http://dbpedia.org/resource/Harvey's","Harvey's"
"http://dbpedia.org/resource/Havmor_Ice_Cream","Havmor Ice Cream"
"http://dbpedia.org/resource/Heart_Attack_Grill","Heart Attack Grill"
"http://dbpedia.org/resource/Hell_Pizza","Hell Pizza"
"http://dbpedia.org/resource/Henry's_Hamburgers","Henry's Hamburgers"
"http://dbpedia.org/resource/Bacon_Deluxe","Bacon Deluxe"
"http://dbpedia.org/resource/Bageterie_Boulevard","Bageterie Boulevard"
"http://dbpedia.org/resource/Leo_Burdock","Leo Burdock"
"http://dbpedia.org/resource/Leon_Restaurants","Leon Restaurants"
"http://dbpedia.org/resource/Lick's_Homeburgers","Lick's Homeburgers"
"http://dbpedia.org/resource/Chez_Ashton","Chez Ashton"
"http://dbpedia.org/resource/Submarina","Submarina"
"http://dbpedia.org/resource/Subway_(restaurant)","Subway (restaurant)"
"http://dbpedia.org/resource/Sumo_Salad","Sumo Salad"
"http://dbpedia.org/resource/SuperDeluxe_(restaurant)","SuperDeluxe (restaurant)"
"http://dbpedia.org/resource/Supermac's","Supermac's"
"http://dbpedia.org/resource/Sweet_Frog","Sweet Frog"
"http://dbpedia.org/resource/Swiss_Chalet","Swiss Chalet"
"http://dbpedia.org/resource/Trung_Nguyên","Trung Nguyên"
"http://dbpedia.org/resource/Tubby's","Tubby's"
"http://dbpedia.org/resource/Tómas_A._Tómasson","Tómas A. Tómasson"
"http://dbpedia.org/resource/Edo_Japan_(restaurant)","Edo Japan (restaurant)"
"http://dbpedia.org/resource/Geri's_Hamburgers","Geri's Hamburgers"
"http://dbpedia.org/resource/Great_American_Cookies","Great American Cookies"
"http://dbpedia.org/resource/Griff's_Hamburgers","Griff's Hamburgers"
"http://dbpedia.org/resource/Es_Teler_77","Es Teler 77"
"http://dbpedia.org/resource/Lovie_Yancey","Lovie Yancey"
"http://dbpedia.org/resource/Mamak_stall","Mamak stall"
"http://dbpedia.org/resource/Master_Kong_Chef's_Table","Master Kong Chef's Table"
"http://dbpedia.org/resource/Matsuya_Foods","Matsuya Foods"
"http://dbpedia.org/resource/Take_and_bake_pizzeria","Take and bake pizzeria"
"http://dbpedia.org/resource/Oleo_Strut_(coffeehouse)","Oleo Strut (coffeehouse)"
"http://dbpedia.org/resource/Theatercaféen","Theatercaféen"
"http://dbpedia.org/resource/O'Briens_Irish_Sandwich_Bars","O'Briens Irish Sandwich Bars"
"http://dbpedia.org/resource/List_of_the_largest_fast_food_restaurant_chains","List of the largest fast food restaurant chains"
"http://dbpedia.org/resource/Meadows_Frozen_Custard","Meadows Frozen Custard"
"http://dbpedia.org/resource/Manhattan_Bagel","Manhattan Bagel"
"http://dbpedia.org/resource/2002_Maryland_Terrapins_football_team","2002 Maryland Terrapins football team"
"http://dbpedia.org/resource/2003_Clemson_Tigers_football_team","2003 Clemson Tigers football team"
"http://dbpedia.org/resource/2004_Miami_Hurricanes_football_team","2004 Miami Hurricanes football team"
"http://dbpedia.org/resource/2005_LSU_Tigers_football_team","2005 LSU Tigers football team"
"http://dbpedia.org/resource/2006_Georgia_Bulldogs_football_team","2006 Georgia Bulldogs football team"
"http://dbpedia.org/resource/2007_Auburn_Tigers_football_team","2007 Auburn Tigers football team"
"http://dbpedia.org/resource/2008_Chick-fil-A_Bowl","2008 Chick-fil-A Bowl"
"http://dbpedia.org/resource/2008_LSU_Tigers_football_team","2008 LSU Tigers football team"
"http://dbpedia.org/resource/2009_Virginia_Tech_Hokies_football_team","2009 Virginia Tech Hokies football team"
"http://dbpedia.org/resource/2010_Florida_State_Seminoles_football_team","2010 Florida State Seminoles football team"
"http://dbpedia.org/resource/2011_Auburn_Tigers_football_team","2011 Auburn Tigers football team"
"http://dbpedia.org/resource/1992_Peach_Bowl","1992 Peach Bowl"
"http://dbpedia.org/resource/1993_Peach_Bowl_(December)","1993 Peach Bowl (December)"
"http://dbpedia.org/resource/1993_Peach_Bowl_(January)","1993 Peach Bowl (January)"
"http://dbpedia.org/resource/1995_Peach_Bowl_(December)","1995 Peach Bowl (December)"
"http://dbpedia.org/resource/1995_Peach_Bowl_(January)","1995 Peach Bowl (January)"
"http://dbpedia.org/resource/1996_Peach_Bowl","1996 Peach Bowl"
"http://dbpedia.org/resource/1998_Peach_Bowl_(December)","1998 Peach Bowl (December)"
"http://dbpedia.org/resource/1998_Peach_Bowl_(January)","1998 Peach Bowl (January)"
"http://dbpedia.org/resource/1999_Peach_Bowl","1999 Peach Bowl"
"http://dbpedia.org/resource/Blake's_Lotaburger","Blake's Lotaburger"
"http://dbpedia.org/resource/Blimpie","Blimpie"
"http://dbpedia.org/resource/Blimpy_Burger","Blimpy Burger"
"http://dbpedia.org/resource/Bob's","Bob's"
"http://dbpedia.org/resource/Bojangles_(restaurant)","Bojangles (restaurant)"
"http://dbpedia.org/resource/Bonchon_Chicken","Bonchon Chicken"
"http://dbpedia.org/resource/Boomarang_Diner","Boomarang Diner"
"http://dbpedia.org/resource/Boost_Juice","Boost Juice"
"http://dbpedia.org/resource/Booster_Juice","Booster Juice"
"http://dbpedia.org/resource/Boston_Market","Boston Market"
"http://dbpedia.org/resource/Amigos_(restaurant_chain)","Amigos (restaurant chain)"
"http://dbpedia.org/resource/George_W._Church_Sr.","George W. Church Sr."
"http://dbpedia.org/resource/Georgie_Pie","Georgie Pie"
"http://dbpedia.org/resource/Herfy","Herfy"
"http://dbpedia.org/resource/Hero_Certified_Burgers","Hero Certified Burgers"
"http://dbpedia.org/resource/Hesburger","Hesburger"
"http://dbpedia.org/resource/Highlands_Coffee","Highlands Coffee"
"http://dbpedia.org/resource/HokBen","HokBen"
"http://dbpedia.org/resource/Long_John_Silver's","Long John Silver's"
"http://dbpedia.org/resource/Lord_of_the_Fries","Lord of the Fries"
"http://dbpedia.org/resource/Lotteria","Lotteria"
"http://dbpedia.org/resource/Loving_Hut","Loving Hut"
"http://dbpedia.org/resource/Nacho_King!","Nacho King!"
"http://dbpedia.org/resource/Nando's","Nando's"
"http://dbpedia.org/resource/Nathan_Handwerker","Nathan Handwerker"
"http://dbpedia.org/resource/Nation's_Giant_Hamburgers","Nation's Giant Hamburgers"
"http://dbpedia.org/resource/Naugles","Naugles"
"http://dbpedia.org/resource/Nene_Chicken","Nene Chicken"
"http://dbpedia.org/resource/Carrols_(Finland)","Carrols (Finland)"
"http://dbpedia.org/resource/Pie_Face","Pie Face"
"http://dbpedia.org/resource/Pita_Pit","Pita Pit"
"http://dbpedia.org/resource/Planet_Smoothie","Planet Smoothie"
"http://dbpedia.org/resource/Planet_Sub","Planet Sub"
"http://dbpedia.org/resource/Popeyes","Popeyes"
"http://dbpedia.org/resource/Port_of_Subs","Port of Subs"
"http://dbpedia.org/resource/Ramly_Group","Ramly Group"
"http://dbpedia.org/resource/Ratna_Cafe","Ratna Cafe"
"http://dbpedia.org/resource/Ray's_Hell_Burger","Ray's Hell Burger"
"http://dbpedia.org/resource/Ray_Kroc","Ray Kroc"
"http://dbpedia.org/resource/Red_Barn_(restaurant)","Red Barn (restaurant)"
"http://dbpedia.org/resource/Red_Ribbon_Bakeshop","Red Ribbon Bakeshop"
"http://dbpedia.org/resource/Red_Rooster","Red Rooster"
"http://dbpedia.org/resource/Rei_do_Mate","Rei do Mate"
"http://dbpedia.org/resource/Home_Original_Chicken","Home Original Chicken"
"http://dbpedia.org/resource/Horace_Bullard","Horace Bullard"
"http://dbpedia.org/resource/Sate_Kajang_Haji_Samuri","Sate Kajang Haji Samuri"
"http://dbpedia.org/resource/Ichiran","Ichiran"
"http://dbpedia.org/resource/Sidewalk_cafe","Sidewalk cafe"
"http://dbpedia.org/resource/Quisisana","Quisisana"
"http://dbpedia.org/resource/1968_LSU_Tigers_football_team","1968 LSU Tigers football team"
"http://dbpedia.org/resource/1969_West_Virginia_Mountaineers_football_team","1969 West Virginia Mountaineers football team"
"http://dbpedia.org/resource/1970_Arizona_State_Sun_Devils_football_team","1970 Arizona State Sun Devils football team"
"http://dbpedia.org/resource/1971_Ole_Miss_Rebels_football_team","1971 Ole Miss Rebels football team"
"http://dbpedia.org/resource/1972_NC_State_Wolfpack_football_team","1972 NC State Wolfpack football team"
"http://dbpedia.org/resource/1973_Georgia_Bulldogs_football_team","1973 Georgia Bulldogs football team"
"http://dbpedia.org/resource/1975_West_Virginia_Mountaineers_football_team","1975 West Virginia Mountaineers football team"
"http://dbpedia.org/resource/1976_Kentucky_Wildcats_football_team","1976 Kentucky Wildcats football team"
"http://dbpedia.org/resource/1977_NC_State_Wolfpack_football_team","1977 NC State Wolfpack football team"
"http://dbpedia.org/resource/1978_Purdue_Boilermakers_football_team","1978 Purdue Boilermakers football team"
"http://dbpedia.org/resource/1979_Baylor_Bears_football_team","1979 Baylor Bears football team"
"http://dbpedia.org/resource/1980_Miami_Hurricanes_football_team","1980 Miami Hurricanes football team"
"http://dbpedia.org/resource/Spangles_(restaurant)","Spangles (restaurant)"
"http://dbpedia.org/resource/Spoleto_(restaurant)","Spoleto (restaurant)"
"http://dbpedia.org/resource/Spudbar","Spudbar"
"http://dbpedia.org/resource/Spudulike","Spudulike"
"http://dbpedia.org/resource/Steak_'n_Shake","Steak 'n Shake"
"http://dbpedia.org/resource/Stewart's_Restaurants","Stewart's Restaurants"
"http://dbpedia.org/resource/Yankee_Doodle_Dandy_(restaurant)","Yankee Doodle Dandy (restaurant)"
"http://dbpedia.org/resource/Yogen_Früz","Yogen Früz"
"http://dbpedia.org/resource/Yogoberry","Yogoberry"
"http://dbpedia.org/resource/Yogurtland","Yogurtland"
"http://dbpedia.org/resource/Yonghe_King","Yonghe King"
"http://dbpedia.org/resource/Yoshinoya","Yoshinoya"
"http://dbpedia.org/resource/Zambrero","Zambrero"
"http://dbpedia.org/resource/Zantigo","Zantigo"
"http://dbpedia.org/resource/Zaxby's","Zaxby's"
"http://dbpedia.org/resource/Zesto_Drive-In","Zesto Drive-In"
"http://dbpedia.org/resource/Zip's_Drive-in","Zip's Drive-in"
"http://dbpedia.org/resource/Zpizza","Zpizza"
"http://dbpedia.org/resource/Eat_(restaurant)","Eat (restaurant)"
"http://dbpedia.org/resource/Fred_the_Baker","Fred the Baker"
"http://dbpedia.org/resource/KFC_in_South_Africa","KFC in South Africa"
"http://dbpedia.org/resource/Utagoe_coffeehouse","Utagoe coffeehouse"
"http://dbpedia.org/resource/No-pan_kissa","No-pan kissa"
"http://dbpedia.org/resource/Pumper_Nic","Pumper Nic"
"http://dbpedia.org/resource/Manga_cafe","Manga cafe"
"http://dbpedia.org/resource/Two_Pesos","Two Pesos"
"http://dbpedia.org/resource/Parisian_café","Parisian café"
"http://dbpedia.org/resource/Anstruther_Fish_Bar","Anstruther Fish Bar"
"http://dbpedia.org/resource/Apache_Pizza","Apache Pizza"
"http://dbpedia.org/resource/Arby's","Arby's"
"http://dbpedia.org/resource/Arcos_Dorados_Holdings","Arcos Dorados Holdings"
"http://dbpedia.org/resource/Arctic_Circle_Restaurants","Arctic Circle Restaurants"
"http://dbpedia.org/resource/Aroma_Espresso_Bar","Aroma Espresso Bar"
"http://dbpedia.org/resource/Arthur_Treacher's","Arthur Treacher's"
"http://dbpedia.org/resource/2000_Peach_Bowl","2000 Peach Bowl"
"http://dbpedia.org/resource/2001_Peach_Bowl","2001 Peach Bowl"
"http://dbpedia.org/resource/2002_Peach_Bowl","2002 Peach Bowl"
"http://dbpedia.org/resource/2004_Peach_Bowl_(December)","2004 Peach Bowl (December)"
"http://dbpedia.org/resource/2004_Peach_Bowl_(January)","2004 Peach Bowl (January)"
"http://dbpedia.org/resource/2005_Peach_Bowl","2005 Peach Bowl"
"http://dbpedia.org/resource/2006_Chick-fil-A_Bowl","2006 Chick-fil-A Bowl"
"http://dbpedia.org/resource/Albert_Okura","Albert Okura"
"http://dbpedia.org/resource/Five_Guys","Five Guys"
"http://dbpedia.org/resource/Flunch","Flunch"
"http://dbpedia.org/resource/Blake_Chanslor","Blake Chanslor"
"http://dbpedia.org/resource/Burger_King_(Mattoon,_Illinois)","Burger King (Mattoon, Illinois)"
"http://dbpedia.org/resource/Burger_Queen","Burger Queen"
"http://dbpedia.org/resource/Bush's_Chicken","Bush's Chicken"
"http://dbpedia.org/resource/New_York_Fries","New York Fries"
"http://dbpedia.org/resource/New_York_Pizza","New York Pizza"
"http://dbpedia.org/resource/New_York_Pizza_(restaurant_chain)","New York Pizza (restaurant chain)"
"http://dbpedia.org/resource/Nirula's","Nirula's"
"http://dbpedia.org/resource/No_Brand_Burger","No Brand Burger"
"http://dbpedia.org/resource/Noodle_Box","Noodle Box"
"http://dbpedia.org/resource/Nordsee","Nordsee"
"http://dbpedia.org/resource/Uncle_Tony's_Kebabs","Uncle Tony's Kebabs"
"http://dbpedia.org/resource/Vadilal","Vadilal"
"http://dbpedia.org/resource/VeganBurg","VeganBurg"
"http://dbpedia.org/resource/Geprek_Bensu","Geprek Bensu"
"http://dbpedia.org/resource/List_of_fast-food_chains_in_Canada","List of fast-food chains in Canada"
"http://dbpedia.org/resource/O'Tacos","O'Tacos"
"http://dbpedia.org/resource/Snacky","Snacky"
"http://dbpedia.org/resource/2007_Chick-fil-A_Bowl","2007 Chick-fil-A Bowl"
"http://dbpedia.org/resource/2009_Chick-fil-A_Bowl","2009 Chick-fil-A Bowl"
"http://dbpedia.org/resource/2010_Chick-fil-A_Bowl","2010 Chick-fil-A Bowl"
"http://dbpedia.org/resource/2011_Chick-fil-A_Bowl","2011 Chick-fil-A Bowl"
"http://dbpedia.org/resource/2018_Peach_Bowl_(December)","2018 Peach Bowl (December)"
"http://dbpedia.org/resource/2018_Peach_Bowl_(January)","2018 Peach Bowl (January)"
"http://dbpedia.org/resource/Abokado","Abokado"
"http://dbpedia.org/resource/Bresler's_Ice_Cream","Bresler's Ice Cream"
"http://dbpedia.org/resource/Brioche_Dorée","Brioche Dorée"
"http://dbpedia.org/resource/Brown's_Chicken_&_Pasta","Brown's Chicken & Pasta"
"http://dbpedia.org/resource/Bruster's_Ice_Cream","Bruster's Ice Cream"
"http://dbpedia.org/resource/Bubba_Gump_Shrimp_Company","Bubba Gump Shrimp Company"
"http://dbpedia.org/resource/Bucking_Bull","Bucking Bull"
"http://dbpedia.org/resource/Bumpers_Drive-In","Bumpers Drive-In"
"http://dbpedia.org/resource/Buns_and_Guns","Buns and Guns"
"http://dbpedia.org/resource/BurgerFi","BurgerFi"
"http://dbpedia.org/resource/BurgerFuel","BurgerFuel"
"http://dbpedia.org/resource/Burger_Baron","Burger Baron"
"http://dbpedia.org/resource/Burger_Chef","Burger Chef"
"http://dbpedia.org/resource/Burger_King","Burger King"
"http://dbpedia.org/resource/Burger_King_(Alberta)","Burger King (Alberta)"
"http://dbpedia.org/resource/Burger_King_Israel","Burger King Israel"
"http://dbpedia.org/resource/Burger_Lounge","Burger Lounge"
"http://dbpedia.org/resource/Burger_Machine","Burger Machine"
"http://dbpedia.org/resource/Burger_Street","Burger Street"
"http://dbpedia.org/resource/Burger_Theory","Burger Theory"
"http://dbpedia.org/resource/Burger_Time","Burger Time"
"http://dbpedia.org/resource/Burger_Urge","Burger Urge"
"http://dbpedia.org/resource/Burgeranch","Burgeranch"
"http://dbpedia.org/resource/Burgers_Bar","Burgers Bar"
"http://dbpedia.org/resource/Burgerville","Burgerville"
"http://dbpedia.org/resource/Burgs_(fast-food_chain)","Burgs (fast-food chain)"
"http://dbpedia.org/resource/Burt_Baskin","Burt Baskin"
"http://dbpedia.org/resource/Café_Hillel","Café Hillel"
"http://dbpedia.org/resource/Café_de_Coral","Café de Coral"
"http://dbpedia.org/resource/California_Burrito_Co.","California Burrito Co."
"http://dbpedia.org/resource/California_Fried_Chicken","California Fried Chicken"
"http://dbpedia.org/resource/Camile_(restaurant_chain)","Camile (restaurant chain)"
"http://dbpedia.org/resource/Captain_D's","Captain D's"
"http://dbpedia.org/resource/Captain_Submarine","Captain Submarine"
"http://dbpedia.org/resource/Carl's_Jr.","Carl's Jr."
"http://dbpedia.org/resource/Carl_Karcher","Carl Karcher"
"http://dbpedia.org/resource/Central_Perk","Central Perk"
"http://dbpedia.org/resource/Cerealicious","Cerealicious"
"http://dbpedia.org/resource/Chronic_Tacos","Chronic Tacos"
"http://dbpedia.org/resource/Chuck_E._Cheese","Chuck E. Cheese"
"http://dbpedia.org/resource/Coffee_Island","Coffee Island"
"http://dbpedia.org/resource/Cofix","Cofix"
"http://dbpedia.org/resource/Cold_Stone_Creamery","Cold Stone Creamery"
"http://dbpedia.org/resource/Collins_Foods","Collins Foods"
"http://dbpedia.org/resource/Colonel_Sanders","Colonel Sanders"
"http://dbpedia.org/resource/Confitería_del_Molino","Confitería del Molino"
"http://dbpedia.org/resource/Cook_Door","Cook Door"
"http://dbpedia.org/resource/Cook_Out_(restaurant)","Cook Out (restaurant)"
"http://dbpedia.org/resource/Così_(restaurant)","Così (restaurant)"
"http://dbpedia.org/resource/Cottage_Inn_Pizza","Cottage Inn Pizza"
"http://dbpedia.org/resource/Country_Style_Cooking","Country Style Cooking"
"http://dbpedia.org/resource/Creambell","Creambell"
"http://dbpedia.org/resource/Cupbop","Cupbop"
"http://dbpedia.org/resource/Curry_Up_Now","Curry Up Now"
"http://dbpedia.org/resource/D'Angelo_Grilled_Sandwiches","D'Angelo Grilled Sandwiches"
"http://dbpedia.org/resource/D'Lites","D'Lites"
"http://dbpedia.org/resource/Dairy_Queen","Dairy Queen"
"http://dbpedia.org/resource/Dave_Thomas_(businessman)","Dave Thomas (businessman)"
"http://dbpedia.org/resource/David_Edgerton","David Edgerton"
"http://dbpedia.org/resource/Jef_(fast_food_restaurant)","Jef (fast food restaurant)"
"http://dbpedia.org/resource/Jeni's_Splendid_Ice_Creams","Jeni's Splendid Ice Creams"
"http://dbpedia.org/resource/Jerry's_Subs_&_Pizza","Jerry's Subs & Pizza"
"http://dbpedia.org/resource/Jersey_Mike's_Subs","Jersey Mike's Subs"
"http://dbpedia.org/resource/Jim_Treliving","Jim Treliving"
"http://dbpedia.org/resource/Jimboy's_Tacos","Jimboy's Tacos"
"http://dbpedia.org/resource/Jimmy_John's","Jimmy John's"
"http://dbpedia.org/resource/Joe's_Crab_Shack","Joe's Crab Shack"
"http://dbpedia.org/resource/Jollibee","Jollibee"
"http://dbpedia.org/resource/King_of_Donair","King of Donair"
"http://dbpedia.org/resource/Kochlöffel","Kochlöffel"
"http://dbpedia.org/resource/Koni_Store","Koni Store"
"http://dbpedia.org/resource/Koo_Koo_Roo","Koo Koo Roo"
"http://dbpedia.org/resource/Krystal_(restaurant)","Krystal (restaurant)"
"http://dbpedia.org/resource/Kudu_(restaurant)","Kudu (restaurant)"
"http://dbpedia.org/resource/Kuzina_(confectionery_chain)","Kuzina (confectionery chain)"
"http://dbpedia.org/resource/Kyochon","Kyochon"
"http://dbpedia.org/resource/La_Salsa","La Salsa"
"http://dbpedia.org/resource/Lafleur_Restaurants","Lafleur Restaurants"
"http://dbpedia.org/resource/Cat_café","Cat café"
"http://dbpedia.org/resource/Da_Niang_Dumpling","Da Niang Dumpling"
"http://dbpedia.org/resource/The_Coffee_House_(coffeehouse_chain)","The Coffee House (coffeehouse chain)"
"http://dbpedia.org/resource/The_Founder","The Founder"
"http://dbpedia.org/resource/The_Habit_Burger_Grill","The Habit Burger Grill"
"http://dbpedia.org/resource/William_Rosenberg","William Rosenberg"
"http://dbpedia.org/resource/Wilson's_Sandwich_Shop","Wilson's Sandwich Shop"
"http://dbpedia.org/resource/Wimpy_(restaurant)","Wimpy (restaurant)"
"http://dbpedia.org/resource/Winky's","Winky's"
"http://dbpedia.org/resource/Wok_Express","Wok Express"
"http://dbpedia.org/resource/Wow!_Momo","Wow! Momo"
"http://dbpedia.org/resource/Wrapchic","Wrapchic"
"http://dbpedia.org/resource/Xiabu_Xiabu","Xiabu Xiabu"
"http://dbpedia.org/resource/YaYa's_Flame_Broiled_Chicken","YaYa's Flame Broiled Chicken"
"http://dbpedia.org/resource/Dom_Dom","Dom Dom"
"http://dbpedia.org/resource/Fast_food_restaurant","Fast food restaurant"
"http://dbpedia.org/resource/Freshly_Chopped","Freshly Chopped"
"http://dbpedia.org/resource/The_Burger_King","The Burger King"
"http://dbpedia.org/resource/Joe_Rogers_(businessman)","Joe Rogers (businessman)"
"http://dbpedia.org/resource/Kee_Wah_Bakery","Kee Wah Bakery"
"http://dbpedia.org/resource/Pal's","Pal's"
"http://dbpedia.org/resource/Pala_Hamburger","Pala Hamburger"
"http://dbpedia.org/resource/Pat_McDonagh_(businessman)","Pat McDonagh (businessman)"
"http://dbpedia.org/resource/Pizza_Haven_(United_States)","Pizza Haven (United States)"
"http://dbpedia.org/resource/Pollo_Brujo","Pollo Brujo"
"http://dbpedia.org/resource/Ronald_McDonald","Ronald McDonald"
"http://dbpedia.org/resource/Royal_Castle_(restaurant_chain)","Royal Castle (restaurant chain)"
"http://dbpedia.org/resource/First_Kitchen","First Kitchen"
"http://dbpedia.org/resource/Fischbrötchen","Fischbrötchen"
"http://dbpedia.org/resource/Flocafé","Flocafé"
"http://dbpedia.org/resource/Juewei_Duck_Neck","Juewei Duck Neck"
"http://dbpedia.org/resource/System_catering","System catering"
"http://dbpedia.org/resource/Kokoretsi","Kokoretsi"
"http://dbpedia.org/resource/2012_Chick-fil-A_Bowl","2012 Chick-fil-A Bowl"
"http://dbpedia.org/resource/2013_Chick-fil-A_Bowl","2013 Chick-fil-A Bowl"
"http://dbpedia.org/resource/2014_Peach_Bowl","2014 Peach Bowl"
"http://dbpedia.org/resource/Balık_ekmek","Balık ekmek"
"http://dbpedia.org/resource/BarBurrito_Canada","BarBurrito Canada"
"http://dbpedia.org/resource/Rolls_(restaurant_chain)","Rolls (restaurant chain)"
"http://dbpedia.org/resource/Ron_Joyce","Ron Joyce"
"http://dbpedia.org/resource/Roy_Rogers_Restaurants","Roy Rogers Restaurants"
"http://dbpedia.org/resource/Rubio's_Coastal_Grill","Rubio's Coastal Grill"
"http://dbpedia.org/resource/Rusty_Taco","Rusty Taco"
"http://dbpedia.org/resource/Competitive_Foods_Australia","Competitive Foods Australia"
"http://dbpedia.org/resource/Juice_It_Up!","Juice It Up!"
"http://dbpedia.org/resource/Pup_'N'_Taco","Pup 'N' Taco"
"http://dbpedia.org/resource/AmRest","AmRest"
"http://dbpedia.org/resource/Andrew_Cherng","Andrew Cherng"
"http://dbpedia.org/resource/Andy's_Frozen_Custard","Andy's Frozen Custard"
"http://dbpedia.org/resource/Bembos","Bembos"
"http://dbpedia.org/resource/Ben_&_Jerry's","Ben & Jerry's"
"http://dbpedia.org/resource/Big_Classic","Big Classic"
"http://dbpedia.org/resource/Big_King","Big King"
"http://dbpedia.org/resource/Big_Mac","Big Mac"
"http://dbpedia.org/resource/Big_Mishra_Pedha","Big Mishra Pedha"
"http://dbpedia.org/resource/Big_N'_Tasty","Big N' Tasty"
"http://dbpedia.org/resource/Big_Smoke_Burger","Big Smoke Burger"
"http://dbpedia.org/resource/Bikanervala","Bikanervala"
"http://dbpedia.org/resource/Charleys_Philly_Steaks","Charleys Philly Steaks"
"http://dbpedia.org/resource/Checkers_and_Rally's","Checkers and Rally's"
"http://dbpedia.org/resource/Chefette","Chefette"
"http://dbpedia.org/resource/Chicken_Cottage","Chicken Cottage"
"http://dbpedia.org/resource/Chicken_Delight","Chicken Delight"
"http://dbpedia.org/resource/Chicken_Express","Chicken Express"
"http://dbpedia.org/resource/Chicken_Licken_(restaurant)","Chicken Licken (restaurant)"
"http://dbpedia.org/resource/Chicken_Republic","Chicken Republic"
"http://dbpedia.org/resource/Chicken_Treat","Chicken Treat"
"http://dbpedia.org/resource/Chipotle_Mexican_Grill","Chipotle Mexican Grill"
"http://dbpedia.org/resource/Chooks-to-Go","Chooks-to-Go"
"http://dbpedia.org/resource/Chooks_Fresh_&_Tasty","Chooks Fresh & Tasty"
"http://dbpedia.org/resource/Chowking","Chowking"
"http://dbpedia.org/resource/Fosters_Freeze","Fosters Freeze"
"http://dbpedia.org/resource/Fred_DeLuca","Fred DeLuca"
"http://dbpedia.org/resource/Freshness_Burger","Freshness Burger"
"http://dbpedia.org/resource/Friendly's","Friendly's"
"http://dbpedia.org/resource/Friends_&_Brgrs","Friends & Brgrs"
"http://dbpedia.org/resource/Fryer's","Fryer's"
"http://dbpedia.org/resource/Fuzzy's_Taco_Shop","Fuzzy's Taco Shop"
"http://dbpedia.org/resource/Juan_Pollo","Juan Pollo"
"http://dbpedia.org/resource/Juan_Valdez_Café","Juan Valdez Café"
