"actor","name"
"http://dbpedia.org/resource/Albert_Hall_(actor)","Albert Hall (actor)"
"http://dbpedia.org/resource/Alec_Baldwin","Alec Baldwin"
"http://dbpedia.org/resource/Alex_D._Linz","Alex D. Linz"
"http://dbpedia.org/resource/Alexis_Denisof","Alexis Denisof"
"http://dbpedia.org/resource/Allan_Sherman","Allan Sherman"
"http://dbpedia.org/resource/Andy_Devine","Andy Devine"
"http://dbpedia.org/resource/Annette_Crosbie","Annette Crosbie"
"http://dbpedia.org/resource/Anthony_Franciosa","Anthony Franciosa"
"http://dbpedia.org/resource/Anthony_Perkins","Anthony Perkins"
"http://dbpedia.org/resource/Armin_Shimerman","Armin Shimerman"
"http://dbpedia.org/resource/Arsenio_Hall","Arsenio Hall"
"http://dbpedia.org/resource/Art_Carney","Art Carney"
"http://dbpedia.org/resource/Arte_Johnson","Arte Johnson"
"http://dbpedia.org/resource/Arthur_Kennedy","Arthur Kennedy"
"http://dbpedia.org/resource/Arthur_Lowe","Arthur Lowe"
"http://dbpedia.org/resource/Arthur_Q._Bryan","Arthur Q. Bryan"
"http://dbpedia.org/resource/Ashton_Kutcher","Ashton Kutcher"
"http://dbpedia.org/resource/Barry_Bostwick","Barry Bostwick"
"http://dbpedia.org/resource/Barry_Fitzgerald","Barry Fitzgerald"
"http://dbpedia.org/resource/Ben_Affleck","Ben Affleck"
"http://dbpedia.org/resource/Ben_Kingsley","Ben Kingsley"
"http://dbpedia.org/resource/Benicio_del_Toro","Benicio del Toro"
"http://dbpedia.org/resource/Bernard_Bresslaw","Bernard Bresslaw"
"http://dbpedia.org/resource/Bernard_Hill","Bernard Hill"
"http://dbpedia.org/resource/Berton_Churchill","Berton Churchill"
"http://dbpedia.org/resource/Bill_Kerr","Bill Kerr"
"http://dbpedia.org/resource/Bill_Pertwee","Bill Pertwee"
"http://dbpedia.org/resource/Billy_Boyd_(actor)","Billy Boyd (actor)"
"http://dbpedia.org/resource/Bob_Crane","Bob Crane"
"http://dbpedia.org/resource/Bob_Denver","Bob Denver"
"http://dbpedia.org/resource/Bob_Hoskins","Bob Hoskins"
"http://dbpedia.org/resource/Brian_Forster","Brian Forster"
"http://dbpedia.org/resource/Broderick_Crawford","Broderick Crawford"
"http://dbpedia.org/resource/Burt_Reynolds","Burt Reynolds"
"http://dbpedia.org/resource/Buster_Crabbe","Buster Crabbe"
"http://dbpedia.org/resource/Carlos_Bernard","Carlos Bernard"
"http://dbpedia.org/resource/Cedric_Hardwicke","Cedric Hardwicke"
"http://dbpedia.org/resource/Charles_Bronson","Charles Bronson"
"http://dbpedia.org/resource/Charlie_Sheen","Charlie Sheen"
"http://dbpedia.org/resource/Chester_Morris","Chester Morris"
"http://dbpedia.org/resource/Chris_Farley","Chris Farley"
"http://dbpedia.org/resource/Christian_Slater","Christian Slater"
"http://dbpedia.org/resource/Christopher_Lloyd","Christopher Lloyd"
"http://dbpedia.org/resource/Christopher_Walken","Christopher Walken"
"http://dbpedia.org/resource/Cliff_Robertson","Cliff Robertson"
"http://dbpedia.org/resource/Clifton_Webb","Clifton Webb"
"http://dbpedia.org/resource/Colin_Baker","Colin Baker"
"http://dbpedia.org/resource/Colin_Farrell","Colin Farrell"
"http://dbpedia.org/resource/Colin_Firth","Colin Firth"
"http://dbpedia.org/resource/Colm_Meaney","Colm Meaney"
"http://dbpedia.org/resource/Cuba_Gooding_Jr.","Cuba Gooding Jr."
"http://dbpedia.org/resource/Dana_Andrews","Dana Andrews"
"http://dbpedia.org/resource/Daniel_Chatto","Daniel Chatto"
"http://dbpedia.org/resource/Daniel_Day-Lewis","Daniel Day-Lewis"
"http://dbpedia.org/resource/Daniel_Massey_(actor)","Daniel Massey (actor)"
"http://dbpedia.org/resource/Daniel_Radcliffe","Daniel Radcliffe"
"http://dbpedia.org/resource/David_Hasselhoff","David Hasselhoff"
"http://dbpedia.org/resource/David_Schwimmer","David Schwimmer"
"http://dbpedia.org/resource/David_Suchet","David Suchet"
"http://dbpedia.org/resource/David_Warner_(actor)","David Warner (actor)"
"http://dbpedia.org/resource/Denholm_Elliott","Denholm Elliott"
"http://dbpedia.org/resource/Dennis_O'Keefe","Dennis O'Keefe"
"http://dbpedia.org/resource/Dennis_Price","Dennis Price"
"http://dbpedia.org/resource/Deryck_Guyler","Deryck Guyler"
"http://dbpedia.org/resource/Devon_Sawa","Devon Sawa"
"http://dbpedia.org/resource/Dick_Powell","Dick Powell"
"http://dbpedia.org/resource/Dirk_Bogarde","Dirk Bogarde"
"http://dbpedia.org/resource/Dominic_Monaghan","Dominic Monaghan"
"http://dbpedia.org/resource/Don_Johnson","Don Johnson"
"http://dbpedia.org/resource/Donald_Sutherland","Donald Sutherland"
"http://dbpedia.org/resource/Douglas_Fairbanks_Jr.","Douglas Fairbanks Jr."
"http://dbpedia.org/resource/Dwayne_Johnson","Dwayne Johnson"
"http://dbpedia.org/resource/Ed_Harris","Ed Harris"
"http://dbpedia.org/resource/Eddie_Cantor","Eddie Cantor"
"http://dbpedia.org/resource/Edmund_Kean","Edmund Kean"
"http://dbpedia.org/resource/Edward_Everett_Horton","Edward Everett Horton"
"http://dbpedia.org/resource/Edward_G._Robinson","Edward G. Robinson"
"http://dbpedia.org/resource/Edward_Hardwicke","Edward Hardwicke"
"http://dbpedia.org/resource/Edward_James_Olmos","Edward James Olmos"
"http://dbpedia.org/resource/Edward_Norton","Edward Norton"
"http://dbpedia.org/resource/Elijah_Wood","Elijah Wood"
"http://dbpedia.org/resource/Enn_Reitel","Enn Reitel"
"http://dbpedia.org/resource/Eric_Bana","Eric Bana"
"http://dbpedia.org/resource/Eric_Bogosian","Eric Bogosian"
"http://dbpedia.org/resource/Erik_Estrada","Erik Estrada"
"http://dbpedia.org/resource/Ernest_Borgnine","Ernest Borgnine"
"http://dbpedia.org/resource/Ethan_Hawke","Ethan Hawke"
"http://dbpedia.org/resource/F._Murray_Abraham","F. Murray Abraham"
"http://dbpedia.org/resource/Felicity_Kendal","Felicity Kendal"
"http://dbpedia.org/resource/Fernando_Carrillo","Fernando Carrillo"
"http://dbpedia.org/resource/Franchot_Tone","Franchot Tone"
"http://dbpedia.org/resource/Frank_Morgan","Frank Morgan"
"http://dbpedia.org/resource/Frankie_Fitzgerald","Frankie Fitzgerald"
"http://dbpedia.org/resource/Frankie_Muniz","Frankie Muniz"
"http://dbpedia.org/resource/Fred_Willard","Fred Willard"
"http://dbpedia.org/resource/Freddie_Jones","Freddie Jones"
"http://dbpedia.org/resource/Gary_Oldman","Gary Oldman"
"http://dbpedia.org/resource/Geena_Davis","Geena Davis"
"http://dbpedia.org/resource/Geoffrey_Rush","Geoffrey Rush"
"http://dbpedia.org/resource/George_Clooney","George Clooney"
"http://dbpedia.org/resource/George_Reeves","George Reeves"
"http://dbpedia.org/resource/Giancarlo_Giannini","Giancarlo Giannini"
"http://dbpedia.org/resource/Glenn_Quinn","Glenn Quinn"
"http://dbpedia.org/resource/Graham_Greene_(actor)","Graham Greene (actor)"
"http://dbpedia.org/resource/Gregory_Hines","Gregory Hines"
"http://dbpedia.org/resource/Guy_Pearce","Guy Pearce"
"http://dbpedia.org/resource/Haley_Joel_Osment","Haley Joel Osment"
"http://dbpedia.org/resource/Harold_Lloyd","Harold Lloyd"
"http://dbpedia.org/resource/Harvey_Fierstein","Harvey Fierstein"
"http://dbpedia.org/resource/Helen_Mirren","Helen Mirren"
"http://dbpedia.org/resource/Henry_Wilcoxon","Henry Wilcoxon"
"http://dbpedia.org/resource/Hugh_Grant","Hugh Grant"
"http://dbpedia.org/resource/Hugo_Weaving","Hugo Weaving"
"http://dbpedia.org/resource/Hume_Cronyn","Hume Cronyn"
"http://dbpedia.org/resource/Ian_Carmichael","Ian Carmichael"
"http://dbpedia.org/resource/Ian_Holm","Ian Holm"
"http://dbpedia.org/resource/Ian_Smith_(actor)","Ian Smith (actor)"
"http://dbpedia.org/resource/J._August_Richards","J. August Richards"
"http://dbpedia.org/resource/Jack_Warner_(actor)","Jack Warner (actor)"
"http://dbpedia.org/resource/Jackie_Cooper","Jackie Cooper"
"http://dbpedia.org/resource/Jackie_Earle_Haley","Jackie Earle Haley"
"http://dbpedia.org/resource/Jackie_Gleason","Jackie Gleason"
"http://dbpedia.org/resource/Jacobo_Morales","Jacobo Morales"
"http://dbpedia.org/resource/James_Coburn","James Coburn"
"http://dbpedia.org/resource/James_MacArthur","James MacArthur"
"http://dbpedia.org/resource/James_Marsters","James Marsters"
"http://dbpedia.org/resource/James_Whitmore","James Whitmore"
"http://dbpedia.org/resource/James_Woods","James Woods"
"http://dbpedia.org/resource/Jane_Kennedy_(actress)","Jane Kennedy (actress)"
"http://dbpedia.org/resource/Jason_Marsden","Jason Marsden"
"http://dbpedia.org/resource/Javier_Bardem","Javier Bardem"
"http://dbpedia.org/resource/Jean-Henri_Gourgaud","Jean-Henri Gourgaud"
"http://dbpedia.org/resource/Jean-Marie_Collot_d'Herbois","Jean-Marie Collot d'Herbois"
"http://dbpedia.org/resource/Jeremy_Gelbwaks","Jeremy Gelbwaks"
"http://dbpedia.org/resource/Jim_Backus","Jim Backus"
"http://dbpedia.org/resource/Jim_Broadbent","Jim Broadbent"
"http://dbpedia.org/resource/Jim_Dale","Jim Dale"
"http://dbpedia.org/resource/Jim_Varney","Jim Varney"
"http://dbpedia.org/resource/Joaquin_Phoenix","Joaquin Phoenix"
"http://dbpedia.org/resource/Joe_Pantoliano","Joe Pantoliano"
"http://dbpedia.org/resource/John_Cassavetes","John Cassavetes"
"http://dbpedia.org/resource/John_Cusack","John Cusack"
"http://dbpedia.org/resource/John_Garfield","John Garfield"
"http://dbpedia.org/resource/John_Gilbert_(actor)","John Gilbert (actor)"
"http://dbpedia.org/resource/John_Goodman","John Goodman"
"http://dbpedia.org/resource/John_Hannah_(actor)","John Hannah (actor)"
"http://dbpedia.org/resource/John_Hurt","John Hurt"
"http://dbpedia.org/resource/John_Malkovich","John Malkovich"
"http://dbpedia.org/resource/John_Mills","John Mills"
"http://dbpedia.org/resource/John_Rhys-Davies","John Rhys-Davies"
"http://dbpedia.org/resource/John_Ritter","John Ritter"
"http://dbpedia.org/resource/John_Stamos","John Stamos"
"http://dbpedia.org/resource/John_Williams_(actor)","John Williams (actor)"
"http://dbpedia.org/resource/Jonathan_Frid","Jonathan Frid"
"http://dbpedia.org/resource/Jonathan_Ke_Quan","Jonathan Ke Quan"
"http://dbpedia.org/resource/Jonathan_Pryce","Jonathan Pryce"
"http://dbpedia.org/resource/Jonny_Lee_Miller","Jonny Lee Miller"
"http://dbpedia.org/resource/Josh_Ryan_Evans","Josh Ryan Evans"
"http://dbpedia.org/resource/Josh_Taylor_(actor)","Josh Taylor (actor)"
"http://dbpedia.org/resource/Kamal_Haasan","Kamal Haasan"
"http://dbpedia.org/resource/Kati_Outinen","Kati Outinen"
"http://dbpedia.org/resource/Kevin_Costner","Kevin Costner"
"http://dbpedia.org/resource/Kevin_Kline","Kevin Kline"
"http://dbpedia.org/resource/Kevin_Whately","Kevin Whately"
"http://dbpedia.org/resource/Klaus_Kinski","Klaus Kinski"
"http://dbpedia.org/resource/Kris_Kristofferson","Kris Kristofferson"
"http://dbpedia.org/resource/Kurt_Russell","Kurt Russell"
"http://dbpedia.org/resource/Laurence_Fishburne","Laurence Fishburne"
"http://dbpedia.org/resource/Lawrence_Tibbett","Lawrence Tibbett"
"http://dbpedia.org/resource/Leif_Erickson_(actor)","Leif Erickson (actor)"
"http://dbpedia.org/resource/Leo_Carrillo","Leo Carrillo"
"http://dbpedia.org/resource/Leo_G._Carroll","Leo G. Carroll"
"http://dbpedia.org/resource/Lester_Wallack","Lester Wallack"
"http://dbpedia.org/resource/Lew_Ayres","Lew Ayres"
"http://dbpedia.org/resource/Lewis_Stone","Lewis Stone"
"http://dbpedia.org/resource/Linus_Roache","Linus Roache"
"http://dbpedia.org/resource/Lloyd_Bridges","Lloyd Bridges"
"http://dbpedia.org/resource/Lon_Chaney_Jr.","Lon Chaney Jr."
"http://dbpedia.org/resource/Lorenzo_Music","Lorenzo Music"
"http://dbpedia.org/resource/Lorne_Greene","Lorne Greene"
"http://dbpedia.org/resource/Louis_Calhern","Louis Calhern"
"http://dbpedia.org/resource/Luke_Perry","Luke Perry"
"http://dbpedia.org/resource/Lyman_Ward_(actor)","Lyman Ward (actor)"
"http://dbpedia.org/resource/Macaulay_Culkin","Macaulay Culkin"
"http://dbpedia.org/resource/Malcolm_McDowell","Malcolm McDowell"
"http://dbpedia.org/resource/Marc_Warren","Marc Warren"
"http://dbpedia.org/resource/Marcello_Mastroianni","Marcello Mastroianni"
"http://dbpedia.org/resource/Marcus_Giamatti","Marcus Giamatti"
"http://dbpedia.org/resource/Martin_Landau","Martin Landau"
"http://dbpedia.org/resource/Massimo_Troisi","Massimo Troisi"
"http://dbpedia.org/resource/Matt_Damon","Matt Damon"
"http://dbpedia.org/resource/Matthew_Broderick","Matthew Broderick"
"http://dbpedia.org/resource/Matthew_Perry","Matthew Perry"
"http://dbpedia.org/resource/Melvyn_Douglas","Melvyn Douglas"
"http://dbpedia.org/resource/Merlin_Santana","Merlin Santana"
"http://dbpedia.org/resource/Michael_Gambon","Michael Gambon"
"http://dbpedia.org/resource/Michael_Jeter","Michael Jeter"
"http://dbpedia.org/resource/Michael_Keaton","Michael Keaton"
"http://dbpedia.org/resource/Michael_Rennie","Michael Rennie"
"http://dbpedia.org/resource/Michael_Shanks","Michael Shanks"
"http://dbpedia.org/resource/Michael_Sheen","Michael Sheen"
"http://dbpedia.org/resource/Michael_Williams_(actor)","Michael Williams (actor)"
"http://dbpedia.org/resource/Mike_Judge","Mike Judge"
"http://dbpedia.org/resource/Montgomery_Clift","Montgomery Clift"
"http://dbpedia.org/resource/Morey_Amsterdam","Morey Amsterdam"
"http://dbpedia.org/resource/N._T._Rama_Rao","N. T. Rama Rao"
"http://dbpedia.org/resource/Nathan_Lane","Nathan Lane"
"http://dbpedia.org/resource/Nicholas_Brendon","Nicholas Brendon"
"http://dbpedia.org/resource/Norman_Jewison","Norman Jewison"
"http://dbpedia.org/resource/Omar_Sharif","Omar Sharif"
"http://dbpedia.org/resource/Owen_Wilson","Owen Wilson"
"http://dbpedia.org/resource/Paul_Bettany","Paul Bettany"
"http://dbpedia.org/resource/Paul_Le_Mat","Paul Le Mat"
"http://dbpedia.org/resource/Paul_Lukas","Paul Lukas"
"http://dbpedia.org/resource/Paul_Walker","Paul Walker"
"http://dbpedia.org/resource/Paul_Winchell","Paul Winchell"
"http://dbpedia.org/resource/Paul_Winfield","Paul Winfield"
"http://dbpedia.org/resource/Penelope_Wilton","Penelope Wilton"
"http://dbpedia.org/resource/Pete_Postlethwaite","Pete Postlethwaite"
"http://dbpedia.org/resource/Peter_Cushing","Peter Cushing"
"http://dbpedia.org/resource/Peter_Finch","Peter Finch"
"http://dbpedia.org/resource/Peter_Fonda","Peter Fonda"
"http://dbpedia.org/resource/Peter_Stormare","Peter Stormare"
"http://dbpedia.org/resource/Peter_Ustinov","Peter Ustinov"
"http://dbpedia.org/resource/Phil_LaMarr","Phil LaMarr"
"http://dbpedia.org/resource/Pierce_Brosnan","Pierce Brosnan"
"http://dbpedia.org/resource/R._Lee_Ermey","R. Lee Ermey"
"http://dbpedia.org/resource/Ralph_Bates","Ralph Bates"
"http://dbpedia.org/resource/Ralph_Fiennes","Ralph Fiennes"
"http://dbpedia.org/resource/Randolph_Scott","Randolph Scott"
"http://dbpedia.org/resource/Richard_Basehart","Richard Basehart"
"http://dbpedia.org/resource/Richard_Briers","Richard Briers"
"http://dbpedia.org/resource/Richard_Crenna","Richard Crenna"
"http://dbpedia.org/resource/Richard_Dawson","Richard Dawson"
"http://dbpedia.org/resource/Richard_Dix","Richard Dix"
"http://dbpedia.org/resource/Richard_Dreyfuss","Richard Dreyfuss"
"http://dbpedia.org/resource/Richard_Gere","Richard Gere"
"http://dbpedia.org/resource/Richard_Keith_(actor)","Richard Keith (actor)"
"http://dbpedia.org/resource/Richard_Mulligan","Richard Mulligan"
"http://dbpedia.org/resource/Richard_Thomas_(actor)","Richard Thomas (actor)"
"http://dbpedia.org/resource/Richard_Todd","Richard Todd"
"http://dbpedia.org/resource/Ricky_Schroder","Ricky Schroder"
"http://dbpedia.org/resource/River_Phoenix","River Phoenix"
"http://dbpedia.org/resource/Rob_Lowe","Rob Lowe"
"http://dbpedia.org/resource/Rob_Schneider","Rob Schneider"
"http://dbpedia.org/resource/Robert_Blake_(actor)","Robert Blake (actor)"
"http://dbpedia.org/resource/Robert_Duvall","Robert Duvall"
"http://dbpedia.org/resource/Robert_Hardy","Robert Hardy"
"http://dbpedia.org/resource/Robert_Young_(actor)","Robert Young (actor)"
"http://dbpedia.org/resource/Rock_Hudson","Rock Hudson"
"http://dbpedia.org/resource/Rod_Taylor","Rod Taylor"
"http://dbpedia.org/resource/Roger_Moore","Roger Moore"
"http://dbpedia.org/resource/Ron_Moody","Ron Moody"
"http://dbpedia.org/resource/Ronald_Colman","Ronald Colman"
"http://dbpedia.org/resource/Roy_Hudd","Roy Hudd"
"http://dbpedia.org/resource/Rupert_Grint","Rupert Grint"
"http://dbpedia.org/resource/Ryan_O'Neal","Ryan O'Neal"
"http://dbpedia.org/resource/Ryan_Phillippe","Ryan Phillippe"
"http://dbpedia.org/resource/Sal_Mineo","Sal Mineo"
"http://dbpedia.org/resource/Sam_De_Grasse","Sam De Grasse"
"http://dbpedia.org/resource/Sam_Shepard","Sam Shepard"
"http://dbpedia.org/resource/Saúl_Lisazo","Saúl Lisazo"
"http://dbpedia.org/resource/Sid_Caesar","Sid Caesar"
"http://dbpedia.org/resource/Simon_Callow","Simon Callow"
"http://dbpedia.org/resource/Simon_Pegg","Simon Pegg"
"http://dbpedia.org/resource/Simon_Rex","Simon Rex"
"http://dbpedia.org/resource/Stephen_Rea","Stephen Rea"
"http://dbpedia.org/resource/Stepin_Fetchit","Stepin Fetchit"
"http://dbpedia.org/resource/Steve_Allen","Steve Allen"
"http://dbpedia.org/resource/Steve_Buscemi","Steve Buscemi"
"http://dbpedia.org/resource/Steve_McQueen","Steve McQueen"
"http://dbpedia.org/resource/Stuart_Whitman","Stuart Whitman"
"http://dbpedia.org/resource/Sunshine_Logroño","Sunshine Logroño"
"http://dbpedia.org/resource/Sydney_Greenstreet","Sydney Greenstreet"
"http://dbpedia.org/resource/Takashi_Shimura","Takashi Shimura"
"http://dbpedia.org/resource/Terence_Stamp","Terence Stamp"
"http://dbpedia.org/resource/Thomas_F._Wilson","Thomas F. Wilson"
"http://dbpedia.org/resource/Tim_Allen","Tim Allen"
"http://dbpedia.org/resource/Tim_Conway","Tim Conway"
"http://dbpedia.org/resource/Tim_Healy_(actor)","Tim Healy (actor)"
"http://dbpedia.org/resource/Timothy_Dalton","Timothy Dalton"
"http://dbpedia.org/resource/Tobey_Maguire","Tobey Maguire"
"http://dbpedia.org/resource/Tom_Courtenay","Tom Courtenay"
"http://dbpedia.org/resource/Tom_Felton","Tom Felton"
"http://dbpedia.org/resource/Tom_Kenny","Tom Kenny"
"http://dbpedia.org/resource/Tom_Wilkinson","Tom Wilkinson"
"http://dbpedia.org/resource/Tommy_Lee_Jones","Tommy Lee Jones"
"http://dbpedia.org/resource/Tonio_Selwart","Tonio Selwart"
"http://dbpedia.org/resource/Tony_Anholt","Tony Anholt"
"http://dbpedia.org/resource/Toshiro_Mifune","Toshiro Mifune"
"http://dbpedia.org/resource/Trevor_Howard","Trevor Howard"
"http://dbpedia.org/resource/Truman_Capote","Truman Capote"
"http://dbpedia.org/resource/Viggo_Mortensen","Viggo Mortensen"
"http://dbpedia.org/resource/Vincent_Cassel","Vincent Cassel"
"http://dbpedia.org/resource/Vincent_D'Onofrio","Vincent D'Onofrio"
"http://dbpedia.org/resource/Vincent_Gallo","Vincent Gallo"
"http://dbpedia.org/resource/Vincent_Price","Vincent Price"
"http://dbpedia.org/resource/Walter_Pidgeon","Walter Pidgeon"
"http://dbpedia.org/resource/Warner_Baxter","Warner Baxter"
"http://dbpedia.org/resource/Will_Smith","Will Smith"
"http://dbpedia.org/resource/Willem_Dafoe","Willem Dafoe"
"http://dbpedia.org/resource/William_Farren","William Farren"
"http://dbpedia.org/resource/William_Frawley","William Frawley"
"http://dbpedia.org/resource/William_Holden","William Holden"
"http://dbpedia.org/resource/William_Hurt","William Hurt"
"http://dbpedia.org/resource/Windsor_Davies","Windsor Davies"
"http://dbpedia.org/resource/Woody_Harrelson","Woody Harrelson"
"http://dbpedia.org/resource/Yūji_Ueda","Yūji Ueda"
"http://dbpedia.org/resource/Zeppo_Marx","Zeppo Marx"
"http://dbpedia.org/resource/Abe_Vigoda","Abe Vigoda"
"http://dbpedia.org/resource/Adal_Ramones","Adal Ramones"
"http://dbpedia.org/resource/Akira_Ishida","Akira Ishida"
"http://dbpedia.org/resource/Al_Lewis_(actor)","Al Lewis (actor)"
"http://dbpedia.org/resource/Alain_Delon","Alain Delon"
"http://dbpedia.org/resource/Alan_Ladd","Alan Ladd"
"http://dbpedia.org/resource/Alex_Barris","Alex Barris"
"http://dbpedia.org/resource/Amber_Tamblyn","Amber Tamblyn"
"http://dbpedia.org/resource/Andreas_Katsulas","Andreas Katsulas"
"http://dbpedia.org/resource/Andrew_McCarthy","Andrew McCarthy"
"http://dbpedia.org/resource/Andrés_García","Andrés García"
"http://dbpedia.org/resource/Andy_García","Andy García"
"http://dbpedia.org/resource/Andy_Lau","Andy Lau"
"http://dbpedia.org/resource/Andy_Serkis","Andy Serkis"
"http://dbpedia.org/resource/Anton_Walbrook","Anton Walbrook"
"http://dbpedia.org/resource/Anupam_Kher","Anupam Kher"
"http://dbpedia.org/resource/Arata_Iura","Arata Iura"
"http://dbpedia.org/resource/Arthur_Treacher","Arthur Treacher"
"http://dbpedia.org/resource/Asta_Nielsen","Asta Nielsen"
"http://dbpedia.org/resource/Barry_Humphries","Barry Humphries"
"http://dbpedia.org/resource/Bartolomeo_Pagano","Bartolomeo Pagano"
"http://dbpedia.org/resource/Ben_Alexander_(actor)","Ben Alexander (actor)"
"http://dbpedia.org/resource/Ben_Johnson_(actor)","Ben Johnson (actor)"
"http://dbpedia.org/resource/Bert_Lahr","Bert Lahr"
"http://dbpedia.org/resource/Bill_Nighy","Bill Nighy"
"http://dbpedia.org/resource/Bill_Paxton","Bill Paxton"
"http://dbpedia.org/resource/Billy_Dee_Williams","Billy Dee Williams"
"http://dbpedia.org/resource/Billy_T._James","Billy T. James"
"http://dbpedia.org/resource/Bobby_Jordan","Bobby Jordan"
"http://dbpedia.org/resource/Bourvil","Bourvil"
"http://dbpedia.org/resource/Brad_Dourif","Brad Dourif"
"http://dbpedia.org/resource/Brad_Garrett","Brad Garrett"
"http://dbpedia.org/resource/Bradley_Cooper","Bradley Cooper"
"http://dbpedia.org/resource/Brendan_Fraser","Brendan Fraser"
"http://dbpedia.org/resource/Bronson_Pinchot","Bronson Pinchot"
"http://dbpedia.org/resource/Bruce_Dern","Bruce Dern"
"http://dbpedia.org/resource/Bruno_Ganz","Bruno Ganz"
"http://dbpedia.org/resource/Bubba_the_Love_Sponge","Bubba the Love Sponge"
"http://dbpedia.org/resource/Burgess_Meredith","Burgess Meredith"
"http://dbpedia.org/resource/Carey_Means","Carey Means"
"http://dbpedia.org/resource/Carl_Lumbly","Carl Lumbly"
"http://dbpedia.org/resource/Carl_Weathers","Carl Weathers"
"http://dbpedia.org/resource/Carlos_Alazraqui","Carlos Alazraqui"
"http://dbpedia.org/resource/Carmine_Caridi","Carmine Caridi"
"http://dbpedia.org/resource/Chris_Demetral","Chris Demetral"
"http://dbpedia.org/resource/Chris_Rankin","Chris Rankin"
"http://dbpedia.org/resource/Christian_Bale","Christian Bale"
"http://dbpedia.org/resource/Christopher_Daniel_Barnes","Christopher Daniel Barnes"
"http://dbpedia.org/resource/Christopher_Eccleston","Christopher Eccleston"
"http://dbpedia.org/resource/Christopher_Plummer","Christopher Plummer"
"http://dbpedia.org/resource/Christopher_Ryan","Christopher Ryan"
"http://dbpedia.org/resource/Cillian_Murphy","Cillian Murphy"
"http://dbpedia.org/resource/Conrad_Bain","Conrad Bain"
"http://dbpedia.org/resource/Curd_Jürgens","Curd Jürgens"
"http://dbpedia.org/resource/Cyril_Cusack","Cyril Cusack"
"http://dbpedia.org/resource/D._B._Sweeney","D. B. Sweeney"
"http://dbpedia.org/resource/D._L._Hughley","D. L. Hughley"
"http://dbpedia.org/resource/Damian_Lewis","Damian Lewis"
"http://dbpedia.org/resource/Dan_Grimaldi","Dan Grimaldi"
"http://dbpedia.org/resource/Danny_Aiello","Danny Aiello"
"http://dbpedia.org/resource/Danny_Trejo","Danny Trejo"
"http://dbpedia.org/resource/David_Anders","David Anders"
"http://dbpedia.org/resource/David_Caruso","David Caruso"
"http://dbpedia.org/resource/David_Hemmings","David Hemmings"
"http://dbpedia.org/resource/David_Ogden_Stiers","David Ogden Stiers"
"http://dbpedia.org/resource/David_Strickland","David Strickland"
"http://dbpedia.org/resource/David_Wenham","David Wenham"
"http://dbpedia.org/resource/Dennis_Quaid","Dennis Quaid"
"http://dbpedia.org/resource/Dennis_Weaver","Dennis Weaver"
"http://dbpedia.org/resource/Dev_Anand","Dev Anand"
"http://dbpedia.org/resource/Dick_Sargent","Dick Sargent"
"http://dbpedia.org/resource/Dick_Van_Dyke","Dick Van Dyke"
"http://dbpedia.org/resource/Dick_York","Dick York"
"http://dbpedia.org/resource/Dilip_Kumar","Dilip Kumar"
"http://dbpedia.org/resource/Don_Ameche","Don Ameche"
"http://dbpedia.org/resource/Dr._Rajkumar","Dr. Rajkumar"
"http://dbpedia.org/resource/Earl_Hindman","Earl Hindman"
"http://dbpedia.org/resource/Edward_Alleyn","Edward Alleyn"
"http://dbpedia.org/resource/Edward_Fox_(actor)","Edward Fox (actor)"
"http://dbpedia.org/resource/Edward_Mulhare","Edward Mulhare"
"http://dbpedia.org/resource/Edwin_Booth","Edwin Booth"
"http://dbpedia.org/resource/Edwin_Forrest","Edwin Forrest"
"http://dbpedia.org/resource/Emo_Philips","Emo Philips"
"http://dbpedia.org/resource/Eric_Roberts","Eric Roberts"
"http://dbpedia.org/resource/Federico_Castelluccio","Federico Castelluccio"
"http://dbpedia.org/resource/Frank_Welker","Frank Welker"
"http://dbpedia.org/resource/François-Joseph_Talma","François-Joseph Talma"
"http://dbpedia.org/resource/Freddie_Prinze_Jr.","Freddie Prinze Jr."
"http://dbpedia.org/resource/Gabriel_Thomson","Gabriel Thomson"
"http://dbpedia.org/resource/Gary_Graham","Gary Graham"
"http://dbpedia.org/resource/Gary_Sinise","Gary Sinise"
"http://dbpedia.org/resource/George_Calil","George Calil"
"http://dbpedia.org/resource/George_Cole_(actor)","George Cole (actor)"
"http://dbpedia.org/resource/George_Hamilton_(actor)","George Hamilton (actor)"
"http://dbpedia.org/resource/George_Sanders","George Sanders"
"http://dbpedia.org/resource/George_Takei","George Takei"
"http://dbpedia.org/resource/Gert_Fröbe","Gert Fröbe"
"http://dbpedia.org/resource/Gil_Gerard","Gil Gerard"
"http://dbpedia.org/resource/Gilbert_Lewis_(actor)","Gilbert Lewis (actor)"
"http://dbpedia.org/resource/Goran_Višnjić","Goran Višnjić"
"http://dbpedia.org/resource/Gordon_Jump","Gordon Jump"
"http://dbpedia.org/resource/Gunnar_Hansen","Gunnar Hansen"
"http://dbpedia.org/resource/Haywood_Nelson","Haywood Nelson"
"http://dbpedia.org/resource/Henry_Irving","Henry Irving"
"http://dbpedia.org/resource/Henry_Winkler","Henry Winkler"
"http://dbpedia.org/resource/Herbert_Lom","Herbert Lom"
"http://dbpedia.org/resource/Hugh_Jackman","Hugh Jackman"
"http://dbpedia.org/resource/Huntz_Hall","Huntz Hall"
