"mount","name"
"http://dbpedia.org/resource/Aiguille_de_Blaitière","Aiguille de Blaitière"
"http://dbpedia.org/resource/Aiguille_de_Borderan","Aiguille de Borderan"
"http://dbpedia.org/resource/Aiguille_de_Polset","Aiguille de Polset"
"http://dbpedia.org/resource/Aiguille_de_Péclet","Aiguille de Péclet"
"http://dbpedia.org/resource/Aiguille_de_la_Vanoise","Aiguille de la Vanoise"
"http://dbpedia.org/resource/Aiguille_des_Glaciers","Aiguille des Glaciers"
"http://dbpedia.org/resource/Aiguille_des_Grands_Charmoz","Aiguille des Grands Charmoz"
"http://dbpedia.org/resource/Aiguille_des_Grands_Montets","Aiguille des Grands Montets"
"http://dbpedia.org/resource/Aiguille_du_Belvédère","Aiguille du Belvédère"
"http://dbpedia.org/resource/Aiguille_du_Chardonnet","Aiguille du Chardonnet"
"http://dbpedia.org/resource/Aiguille_du_Goûter","Aiguille du Goûter"
"http://dbpedia.org/resource/Aiguille_du_Grand_Fond","Aiguille du Grand Fond"
"http://dbpedia.org/resource/Aiguille_du_Grépon","Aiguille du Grépon"
"http://dbpedia.org/resource/Aiguille_du_Jardin","Aiguille du Jardin"
"http://dbpedia.org/resource/Aiguilles_du_Diable","Aiguilles du Diable"
"http://dbpedia.org/resource/Aiplspitz","Aiplspitz"
"http://dbpedia.org/resource/Alamo_Hueco_Mountains","Alamo Hueco Mountains"
"http://dbpedia.org/resource/Alanngorsuaq","Alanngorsuaq"
"http://dbpedia.org/resource/Albert_Mountain_(North_Carolina)","Albert Mountain (North Carolina)"
"http://dbpedia.org/resource/Alheimer","Alheimer"
"http://dbpedia.org/resource/Almberg","Almberg"
"http://dbpedia.org/resource/Alpgundkopf","Alpgundkopf"
"http://dbpedia.org/resource/Alpspitze","Alpspitze"
"http://dbpedia.org/resource/Alta_Peak","Alta Peak"
"http://dbpedia.org/resource/Altenberg_(Hohenahr)","Altenberg (Hohenahr)"
"http://dbpedia.org/resource/Alzenberg","Alzenberg"
"http://dbpedia.org/resource/Ameisnockenkopf","Ameisnockenkopf"
"http://dbpedia.org/resource/Amherst_Peak","Amherst Peak"
"http://dbpedia.org/resource/Anaconda_Peak","Anaconda Peak"
"http://dbpedia.org/resource/Anderson_Mesa","Anderson Mesa"
"http://dbpedia.org/resource/Angelburg_(hill)","Angelburg (hill)"
"http://dbpedia.org/resource/Angererkopf","Angererkopf"
"http://dbpedia.org/resource/Arcalod","Arcalod"
"http://dbpedia.org/resource/Arderin","Arderin"
"http://dbpedia.org/resource/Arennest","Arennest"
"http://dbpedia.org/resource/Armesberg","Armesberg"
"http://dbpedia.org/resource/Armstrong_Peak","Armstrong Peak"
"http://dbpedia.org/resource/Army_Peak","Army Peak"
"http://dbpedia.org/resource/Arnsberg_(Rhön)","Arnsberg (Rhön)"
"http://dbpedia.org/resource/Arnspitze_Group","Arnspitze Group"
"http://dbpedia.org/resource/Arzberg_(Altmühl_valley)","Arzberg (Altmühl valley)"
"http://dbpedia.org/resource/Aschenstein","Aschenstein"
"http://dbpedia.org/resource/Atascosa_Mountains","Atascosa Mountains"
"http://dbpedia.org/resource/Atzenberger_Höhe","Atzenberger Höhe"
"http://dbpedia.org/resource/Aubrey_Peak_(Hualapai_Mountains)","Aubrey Peak (Hualapai Mountains)"
"http://dbpedia.org/resource/Auerberg","Auerberg"
"http://dbpedia.org/resource/Auf'm_Knoll","Auf'm Knoll"
"http://dbpedia.org/resource/Aufacker","Aufacker"
"http://dbpedia.org/resource/Augstberg","Augstberg"
"http://dbpedia.org/resource/Baba_(Serbia)","Baba (Serbia)"
"http://dbpedia.org/resource/Babička_Gora","Babička Gora"
"http://dbpedia.org/resource/Badener_Höhe","Badener Höhe"
"http://dbpedia.org/resource/Baegunsan_(South_Gyeongsang/North_Jeolla)","Baegunsan (South Gyeongsang/North Jeolla)"
"http://dbpedia.org/resource/Balandrau","Balandrau"
"http://dbpedia.org/resource/Bangmunsan","Bangmunsan"
"http://dbpedia.org/resource/Banyabong","Banyabong"
"http://dbpedia.org/resource/Baníkov","Baníkov"
"http://dbpedia.org/resource/Baraebong","Baraebong"
"http://dbpedia.org/resource/Barangsan","Barangsan"
"http://dbpedia.org/resource/Barcam","Barcam"
"http://dbpedia.org/resource/Barmsteine","Barmsteine"
"http://dbpedia.org/resource/Bastiments","Bastiments"
"http://dbpedia.org/resource/Battert","Battert"
"http://dbpedia.org/resource/Battlement_Mountain","Battlement Mountain"
"http://dbpedia.org/resource/Baumgartenschneid","Baumgartenschneid"
"http://dbpedia.org/resource/Baunreaghcong","Baunreaghcong"
"http://dbpedia.org/resource/Bayerischer_Plöckenstein","Bayerischer Plöckenstein"
"http://dbpedia.org/resource/Bearhat_Mountain","Bearhat Mountain"
"http://dbpedia.org/resource/Beenoskee","Beenoskee"
"http://dbpedia.org/resource/Beilstein_(Rhön)","Beilstein (Rhön)"
"http://dbpedia.org/resource/Beilstein_(Spessart)","Beilstein (Spessart)"
"http://dbpedia.org/resource/Beljanica","Beljanica"
"http://dbpedia.org/resource/Bellmunt_(Sant_Pere_de_Torelló)","Bellmunt (Sant Pere de Torelló)"
"http://dbpedia.org/resource/Belmont_Mountains","Belmont Mountains"
"http://dbpedia.org/resource/Bencorr","Bencorr"
"http://dbpedia.org/resource/Benediktenwand","Benediktenwand"
"http://dbpedia.org/resource/Benleagh","Benleagh"
"http://dbpedia.org/resource/Berchtesgadener_Hochthron","Berchtesgadener Hochthron"
"http://dbpedia.org/resource/Berge_der_guten_Hoffnung","Berge der guten Hoffnung"
"http://dbpedia.org/resource/Besiberri_Nord","Besiberri Nord"
"http://dbpedia.org/resource/Besiberri_Sud","Besiberri Sud"
"http://dbpedia.org/resource/Besiberri_del_Mig","Besiberri del Mig"
"http://dbpedia.org/resource/Besler_(mountain)","Besler (mountain)"
"http://dbpedia.org/resource/Biberkopf","Biberkopf"
"http://dbpedia.org/resource/Bieleboh","Bieleboh"
"http://dbpedia.org/resource/Bienstand","Bienstand"
"http://dbpedia.org/resource/Big_Burro_Mountains","Big Burro Mountains"
"http://dbpedia.org/resource/Bijawar-Panna_Plateau","Bijawar-Panna Plateau"
"http://dbpedia.org/resource/Birkenberg","Birkenberg"
"http://dbpedia.org/resource/Bić","Bić"
"http://dbpedia.org/resource/Black_Hills_(Greenlee_County)","Black Hills (Greenlee County)"
"http://dbpedia.org/resource/Black_Hills_(Yavapai_County)","Black Hills (Yavapai County)"
"http://dbpedia.org/resource/Blasenberg_(Swabian_Jura)","Blasenberg (Swabian Jura)"
"http://dbpedia.org/resource/Blauberge","Blauberge"
"http://dbpedia.org/resource/Blender_(mountain)","Blender (mountain)"
"http://dbpedia.org/resource/Blomberg_(Bavarian_Prealps)","Blomberg (Bavarian Prealps)"
"http://dbpedia.org/resource/Blue_Job_Mountain","Blue Job Mountain"
"http://dbpedia.org/resource/Bobija","Bobija"
"http://dbpedia.org/resource/Bockkarkopf","Bockkarkopf"
"http://dbpedia.org/resource/Bodenschneid","Bodenschneid"
"http://dbpedia.org/resource/Bohyeonsan","Bohyeonsan"
"http://dbpedia.org/resource/Bonghwasan_(North_Jeolla)","Bonghwasan (North Jeolla)"
"http://dbpedia.org/resource/Boranja","Boranja"
"http://dbpedia.org/resource/Boulder_Peak","Boulder Peak"
"http://dbpedia.org/resource/Boundary_Cone","Boundary Cone"
"http://dbpedia.org/resource/Brandeckkopf","Brandeckkopf"
"http://dbpedia.org/resource/Brandenkopf","Brandenkopf"
"http://dbpedia.org/resource/Brassiere_Hills","Brassiere Hills"
"http://dbpedia.org/resource/Brave_Dog_Mountain","Brave Dog Mountain"
"http://dbpedia.org/resource/Brecherspitz","Brecherspitz"
"http://dbpedia.org/resource/Breitenauriegel","Breitenauriegel"
"http://dbpedia.org/resource/Breitenberg_(Tannheim_Mountains)","Breitenberg (Tannheim Mountains)"
"http://dbpedia.org/resource/Breitenstein_(Swabian_Jura)","Breitenstein (Swabian Jura)"
"http://dbpedia.org/resource/Breitenstein_(mountain)","Breitenstein (mountain)"
"http://dbpedia.org/resource/Brend_(mountain)","Brend (mountain)"
"http://dbpedia.org/resource/Bromberg_(Schönbuch)","Bromberg (Schönbuch)"
"http://dbpedia.org/resource/Brotjacklriegel","Brotjacklriegel"
"http://dbpedia.org/resource/Brown's_Mountain","Brown's Mountain"
"http://dbpedia.org/resource/Brunnsteinspitze","Brunnsteinspitze"
"http://dbpedia.org/resource/Bschießer","Bschießer"
"http://dbpedia.org/resource/Buchberg_(Upper_Palatinate)","Buchberg (Upper Palatinate)"
"http://dbpedia.org/resource/Buchschirm","Buchschirm"
"http://dbpedia.org/resource/Buckskin_Mountains_(Arizona)","Buckskin Mountains (Arizona)"
"http://dbpedia.org/resource/Budj_Bim","Budj Bim"
"http://dbpedia.org/resource/Bulgapsan","Bulgapsan"
"http://dbpedia.org/resource/Burgberg_(Baunatal)","Burgberg (Baunatal)"
"http://dbpedia.org/resource/Burgberg_(Schauenburg)","Burgberg (Schauenburg)"
"http://dbpedia.org/resource/Burgholz_(hill)","Burgholz (hill)"
"http://dbpedia.org/resource/Byeongpungsan_(South_Jeolla)","Byeongpungsan (South Jeolla)"
"http://dbpedia.org/resource/Byeonsan","Byeonsan"
"http://dbpedia.org/resource/Bärenköpfle_(Nagelfluh_chain)","Bärenköpfle (Nagelfluh chain)"
"http://dbpedia.org/resource/Bärenstein_(Ore_Mountains)","Bärenstein (Ore Mountains)"
"http://dbpedia.org/resource/Bärensteine","Bärensteine"
"http://dbpedia.org/resource/Böddiger_Berg","Böddiger Berg"
"http://dbpedia.org/resource/Búlandstindur","Búlandstindur"
"http://dbpedia.org/resource/Búrfell_(Þjórsárdal)","Búrfell (Þjórsárdal)"
"http://dbpedia.org/resource/Büchelstein","Büchelstein"
"http://dbpedia.org/resource/Büraberg","Büraberg"
"http://dbpedia.org/resource/Büttelberg","Büttelberg"
"http://dbpedia.org/resource/Cabezon_Peak","Cabezon Peak"
"http://dbpedia.org/resource/Cabrera_(Santa_Maria_de_Corcó)","Cabrera (Santa Maria de Corcó)"
"http://dbpedia.org/resource/Campbell_Mountain","Campbell Mountain"
"http://dbpedia.org/resource/Canyon_Creek_Mountains","Canyon Creek Mountains"
"http://dbpedia.org/resource/Cap_de_Boumort","Cap de Boumort"
"http://dbpedia.org/resource/Caper_Peak","Caper Peak"
"http://dbpedia.org/resource/Carlit","Carlit"
"http://dbpedia.org/resource/Carr_Peak","Carr Peak"
"http://dbpedia.org/resource/Carrigvore","Carrigvore"
"http://dbpedia.org/resource/Carroll's_Hill","Carroll's Hill"
"http://dbpedia.org/resource/Castelltallat_range","Castelltallat range"
"http://dbpedia.org/resource/Castle_Dome_(butte)","Castle Dome (butte)"
"http://dbpedia.org/resource/Castleconor","Castleconor"
"http://dbpedia.org/resource/Catena_delle_Tre_Croci","Catena delle Tre Croci"
"http://dbpedia.org/resource/Cedar_Mountain_Range","Cedar Mountain Range"
"http://dbpedia.org/resource/Cerro_Batoví","Cerro Batoví"
"http://dbpedia.org/resource/Cerro_Mohinora","Cerro Mohinora"
"http://dbpedia.org/resource/Cesen","Cesen"
"http://dbpedia.org/resource/Chapman_Peak","Chapman Peak"
"http://dbpedia.org/resource/Chilbosan_(Gyeonggi)","Chilbosan (Gyeonggi)"
"http://dbpedia.org/resource/Church_Butte","Church Butte"
"http://dbpedia.org/resource/Chuwolsan","Chuwolsan"
"http://dbpedia.org/resource/Cima_Dodici","Cima Dodici"
"http://dbpedia.org/resource/Cima_Palon","Cima Palon"
"http://dbpedia.org/resource/Cime_de_Caron","Cime de Caron"
"http://dbpedia.org/resource/Cimon_del_Froppa","Cimon del Froppa"
"http://dbpedia.org/resource/Cincar","Cincar"
"http://dbpedia.org/resource/Cinque_Torri","Cinque Torri"
"http://dbpedia.org/resource/Cloudcroft_Peaks","Cloudcroft Peaks"
"http://dbpedia.org/resource/Col_de_la_Vanoise","Col de la Vanoise"
"http://dbpedia.org/resource/Collmberg","Collmberg"
"http://dbpedia.org/resource/Comaloforno","Comaloforno"
"http://dbpedia.org/resource/Coppanagh","Coppanagh"
"http://dbpedia.org/resource/Corrigasleggaun","Corrigasleggaun"
"http://dbpedia.org/resource/Costabona","Costabona"
"http://dbpedia.org/resource/Creta_Forata","Creta Forata"
"http://dbpedia.org/resource/Creu_de_Santos","Creu de Santos"
"http://dbpedia.org/resource/Crni_Vrh_(Bor)","Crni Vrh (Bor)"
"http://dbpedia.org/resource/Croaghgorm","Croaghgorm"
"http://dbpedia.org/resource/Croda_da_Lago","Croda da Lago"
"http://dbpedia.org/resource/Croix_des_Têtes","Croix des Têtes"
"http://dbpedia.org/resource/Crêt_du_Rey","Crêt du Rey"
"http://dbpedia.org/resource/Crête_des_Gittes","Crête des Gittes"
"http://dbpedia.org/resource/Csobánc","Csobánc"
"http://dbpedia.org/resource/Cupidstown_Hill","Cupidstown Hill"
"http://dbpedia.org/resource/Czorneboh","Czorneboh"
"http://dbpedia.org/resource/Daeseongsan_(South_Gyeongsang)","Daeseongsan (South Gyeongsang)"
"http://dbpedia.org/resource/Danseoksan","Danseoksan"
"http://dbpedia.org/resource/Deli_Jovan","Deli Jovan"
"http://dbpedia.org/resource/Dent_Parrachée","Dent Parrachée"
"http://dbpedia.org/resource/Dent_d'Oche","Dent d'Oche"
"http://dbpedia.org/resource/Dent_de_Cons","Dent de Cons"
"http://dbpedia.org/resource/Dent_du_Chat","Dent du Chat"
"http://dbpedia.org/resource/Deokgasan_(Goesan)","Deokgasan (Goesan)"
"http://dbpedia.org/resource/Devica","Devica"
"http://dbpedia.org/resource/Devil's_Thumb_(Greenland)","Devil's Thumb (Greenland)"
"http://dbpedia.org/resource/Dillberg","Dillberg"
"http://dbpedia.org/resource/Dirrington_Great_Law","Dirrington Great Law"
"http://dbpedia.org/resource/Dogyongsan","Dogyongsan"
"http://dbpedia.org/resource/Dongaksan","Dongaksan"
"http://dbpedia.org/resource/Dreibrüderhöhe","Dreibrüderhöhe"
"http://dbpedia.org/resource/Dreifaltigkeitsberg","Dreifaltigkeitsberg"
"http://dbpedia.org/resource/Dreisesselberg_(Bavarian_Forest)","Dreisesselberg (Bavarian Forest)"
"http://dbpedia.org/resource/Dreistelzberg","Dreistelzberg"
"http://dbpedia.org/resource/Dreitannenriegel","Dreitannenriegel"
"http://dbpedia.org/resource/Dubrower_Berge","Dubrower Berge"
"http://dbpedia.org/resource/Duff_Hill","Duff Hill"
"http://dbpedia.org/resource/Dôme_de_Chasseforêt","Dôme de Chasseforêt"
"http://dbpedia.org/resource/Dôme_de_Polset","Dôme de Polset"
"http://dbpedia.org/resource/Dôme_de_Rochefort","Dôme de Rochefort"
"http://dbpedia.org/resource/Dôme_de_l'Arpont","Dôme de l'Arpont"
"http://dbpedia.org/resource/Dôme_de_la_Sache","Dôme de la Sache"
"http://dbpedia.org/resource/Dôme_des_Nants","Dôme des Nants"
"http://dbpedia.org/resource/Dôme_des_Pichères","Dôme des Pichères"
"http://dbpedia.org/resource/Dôme_des_Platières","Dôme des Platières"
"http://dbpedia.org/resource/Dôme_des_Sonnailles","Dôme des Sonnailles"
"http://dbpedia.org/resource/Dürrnbachhorn","Dürrnbachhorn"
"http://dbpedia.org/resource/Eagle_Peak_(Mariposa_County,_California)","Eagle Peak (Mariposa County, California)"
"http://dbpedia.org/resource/Eagle_Ribs_Mountain","Eagle Ribs Mountain"
"http://dbpedia.org/resource/Eaglehead_Mountain","Eaglehead Mountain"
"http://dbpedia.org/resource/East_Molokai_Volcano","East Molokai Volcano"
"http://dbpedia.org/resource/Edgehill_Mountain","Edgehill Mountain"
"http://dbpedia.org/resource/Edwards_Mountain","Edwards Mountain"
"http://dbpedia.org/resource/Ehrenbürg","Ehrenbürg"
"http://dbpedia.org/resource/Eichelberg_(Odenwald)","Eichelberg (Odenwald)"
"http://dbpedia.org/resource/Eiersberg","Eiersberg"
"http://dbpedia.org/resource/Einkorn_(hill)","Einkorn (hill)"
"http://dbpedia.org/resource/Einödriegel","Einödriegel"
"http://dbpedia.org/resource/Eisberg_(Moosbach)","Eisberg (Moosbach)"
"http://dbpedia.org/resource/Eisenberg_(Knüll)","Eisenberg (Knüll)"
"http://dbpedia.org/resource/El_Far_(cim_de_Susqueda)","El Far (cim de Susqueda)"
"http://dbpedia.org/resource/El_Negrell","El Negrell"
"http://dbpedia.org/resource/Elkhorn_Mountain_(Washington)","Elkhorn Mountain (Washington)"
"http://dbpedia.org/resource/Emmeringer_Leite","Emmeringer Leite"
"http://dbpedia.org/resource/Emmet_(Upland)","Emmet (Upland)"
"http://dbpedia.org/resource/Entenbühl","Entenbühl"
"http://dbpedia.org/resource/Entschenkopf","Entschenkopf"
"http://dbpedia.org/resource/Enzian_(Bavarian_Forest)","Enzian (Bavarian Forest)"
"http://dbpedia.org/resource/Ettaler_Manndl","Ettaler Manndl"
"http://dbpedia.org/resource/Ettelsberg","Ettelsberg"
"http://dbpedia.org/resource/Eungbongsan_(Seoul)","Eungbongsan (Seoul)"
"http://dbpedia.org/resource/Eungbongsan_(South_Gyeongsang)","Eungbongsan (South Gyeongsang)"
"http://dbpedia.org/resource/Falkenstein_Castle_(Bad_Emstal)","Falkenstein Castle (Bad Emstal)"
"http://dbpedia.org/resource/Farrenberg","Farrenberg"
"http://dbpedia.org/resource/Feiselberg","Feiselberg"
"http://dbpedia.org/resource/Feldberg_(Hessian_Rhön)","Feldberg (Hessian Rhön)"
"http://dbpedia.org/resource/Filsenberg","Filsenberg"
"http://dbpedia.org/resource/First_Schafalpenkopf","First Schafalpenkopf"
"http://dbpedia.org/resource/Fockeberg","Fockeberg"
"http://dbpedia.org/resource/Frauenberg_(Bavaria)","Frauenberg (Bavaria)"
"http://dbpedia.org/resource/Fremersberg","Fremersberg"
"http://dbpedia.org/resource/Friedrichsberg_(Lower_Bavaria)","Friedrichsberg (Lower Bavaria)"
"http://dbpedia.org/resource/Friesener_Warte","Friesener Warte"
"http://dbpedia.org/resource/Funtenseetauern","Funtenseetauern"
"http://dbpedia.org/resource/Fürberg_(Bavarian_Forest)","Fürberg (Bavarian Forest)"
"http://dbpedia.org/resource/Gabal_Tingar","Gabal Tingar"
"http://dbpedia.org/resource/Gahrenberg","Gahrenberg"
"http://dbpedia.org/resource/Gajisan_(South_Jeolla)","Gajisan (South Jeolla)"
"http://dbpedia.org/resource/Gakhwasan","Gakhwasan"
"http://dbpedia.org/resource/Galgenberg_(Lütte)","Galgenberg (Lütte)"
"http://dbpedia.org/resource/Galiuro_Mountains","Galiuro Mountains"
"http://dbpedia.org/resource/Gangolfsberg","Gangolfsberg"
"http://dbpedia.org/resource/Gapjangsan","Gapjangsan"
"http://dbpedia.org/resource/Garraunbaun","Garraunbaun"
"http://dbpedia.org/resource/Gatter_Mountains","Gatter Mountains"
"http://dbpedia.org/resource/Gehilfersberg","Gehilfersberg"
"http://dbpedia.org/resource/Geiersberg_(Spessart)","Geiersberg (Spessart)"
"http://dbpedia.org/resource/Geisberg_(Geisberg_Forest)","Geisberg (Geisberg Forest)"
"http://dbpedia.org/resource/Geishöhe","Geishöhe"
"http://dbpedia.org/resource/Geißhorn","Geißhorn"
"http://dbpedia.org/resource/Geißkopf","Geißkopf"
"http://dbpedia.org/resource/Geißlstein","Geißlstein"
"http://dbpedia.org/resource/Geißriegel","Geißriegel"
"http://dbpedia.org/resource/Gelber_Berg","Gelber Berg"
"http://dbpedia.org/resource/Geommasan","Geommasan"
"http://dbpedia.org/resource/Geuserberg","Geuserberg"
"http://dbpedia.org/resource/Gibraltar_Mountain_(Alberta)","Gibraltar Mountain (Alberta)"
"http://dbpedia.org/resource/Giebel_(mountain)","Giebel (mountain)"
"http://dbpedia.org/resource/Gigen_Peak","Gigen Peak"
"http://dbpedia.org/resource/Gila_Bend_Mountains","Gila Bend Mountains"
"http://dbpedia.org/resource/Gjelsvik_Mountains","Gjelsvik Mountains"
"http://dbpedia.org/resource/Gladerberg","Gladerberg"
"http://dbpedia.org/resource/Glasfelderkopf","Glasfelderkopf"
"http://dbpedia.org/resource/Gleiberg_(volcano)","Gleiberg (volcano)"
"http://dbpedia.org/resource/Gohrisch_(hill)","Gohrisch (hill)"
"http://dbpedia.org/resource/Golaš","Golaš"
"http://dbpedia.org/resource/Golmberg","Golmberg"
"http://dbpedia.org/resource/Gongdeoksan","Gongdeoksan"
"http://dbpedia.org/resource/Gra_de_Fajol","Gra de Fajol"
"http://dbpedia.org/resource/Gra_de_Fajol_Petit","Gra de Fajol Petit"
"http://dbpedia.org/resource/Gran_Encantat","Gran Encantat"
"http://dbpedia.org/resource/Gran_Tuc_de_Colomers","Gran Tuc de Colomers"
"http://dbpedia.org/resource/Grand_Arc","Grand Arc"
"http://dbpedia.org/resource/Grand_Bec","Grand Bec"
"http://dbpedia.org/resource/Grand_Capucin","Grand Capucin"
"http://dbpedia.org/resource/Grand_Mont","Grand Mont"
"http://dbpedia.org/resource/Grand_Pic_de_la_Lauzière","Grand Pic de la Lauzière"
"http://dbpedia.org/resource/Grand_Roc","Grand Roc"
"http://dbpedia.org/resource/Grand_Roc_Noir","Grand Roc Noir"
"http://dbpedia.org/resource/Grande_Motte","Grande Motte"
"http://dbpedia.org/resource/Grande_Parei","Grande Parei"
"http://dbpedia.org/resource/Grande_Rocheuse","Grande Rocheuse"
"http://dbpedia.org/resource/Grandelberg","Grandelberg"
"http://dbpedia.org/resource/Granite_Wash_Mountains","Granite Wash Mountains"
"http://dbpedia.org/resource/Gravale","Gravale"
"http://dbpedia.org/resource/Gray_Peak_(Antarctica)","Gray Peak (Antarctica)"
"http://dbpedia.org/resource/Grays_Peak_(British_Columbia)","Grays Peak (British Columbia)"
"http://dbpedia.org/resource/Great_Basin_Divide","Great Basin Divide"
"http://dbpedia.org/resource/Gros_Ventre_Range","Gros Ventre Range"
"http://dbpedia.org/resource/Große_Arnspitze","Große Arnspitze"
"http://dbpedia.org/resource/Große_Aschkoppe","Große Aschkoppe"
"http://dbpedia.org/resource/Großer_Falkenstein","Großer Falkenstein"
"http://dbpedia.org/resource/Großer_Hundstod","Großer Hundstod"
"http://dbpedia.org/resource/Großer_Rachel","Großer Rachel"
"http://dbpedia.org/resource/Großer_Riesenkopf","Großer Riesenkopf"
"http://dbpedia.org/resource/Großer_Zschirnstein","Großer Zschirnstein"
"http://dbpedia.org/resource/Gruppo_della_Carega","Gruppo della Carega"
"http://dbpedia.org/resource/Gräbelesberg","Gräbelesberg"
"http://dbpedia.org/resource/Grünten","Grünten"
"http://dbpedia.org/resource/Gsengetstein","Gsengetstein"
"http://dbpedia.org/resource/Gudenberg","Gudenberg"
"http://dbpedia.org/resource/Gudiberg","Gudiberg"
"http://dbpedia.org/resource/Gumbok_Rangan","Gumbok Rangan"
"http://dbpedia.org/resource/Gungmangbong_(Chungcheongbuk-do)","Gungmangbong (Chungcheongbuk-do)"
"http://dbpedia.org/resource/Guryongsan","Guryongsan"
"http://dbpedia.org/resource/Gutenstein_Alps","Gutenstein Alps"
"http://dbpedia.org/resource/Gučevo","Gučevo"
"http://dbpedia.org/resource/Gwaebangsan_(South_Gyeongsang)","Gwaebangsan (South Gyeongsang)"
"http://dbpedia.org/resource/Gyebangsan_(South_Gyeongsang)","Gyebangsan (South Gyeongsang)"
"http://dbpedia.org/resource/Gyeonggaksan","Gyeonggaksan"
"http://dbpedia.org/resource/Göschberg","Göschberg"
"http://dbpedia.org/resource/Götzenstein","Götzenstein"
"http://dbpedia.org/resource/Haag_(Sinntal)","Haag (Sinntal)"
"http://dbpedia.org/resource/Hagelberg","Hagelberg"
"http://dbpedia.org/resource/Hahnenkamm_(Spessart)","Hahnenkamm (Spessart)"
"http://dbpedia.org/resource/Haidberg_bei_Zell","Haidberg bei Zell"
"http://dbpedia.org/resource/Haidel","Haidel"
"http://dbpedia.org/resource/Hangarstein","Hangarstein"
"http://dbpedia.org/resource/Harcuvar_Mountains","Harcuvar Mountains"
"http://dbpedia.org/resource/Hasenhorn","Hasenhorn"
"http://dbpedia.org/resource/Hausstein","Hausstein"
"http://dbpedia.org/resource/Hauts-Forts","Hauts-Forts"
"http://dbpedia.org/resource/Haystack_Mountain_(Connecticut)","Haystack Mountain (Connecticut)"
"http://dbpedia.org/resource/Heidbrink","Heidbrink"
"http://dbpedia.org/resource/Heidehöhe","Heidehöhe"
"http://dbpedia.org/resource/Heidelstein","Heidelstein"
"http://dbpedia.org/resource/Heidkopf_(Spessart)","Heidkopf (Spessart)"
"http://dbpedia.org/resource/Heiligenkopf","Heiligenkopf"
"http://dbpedia.org/resource/Heimgarten_(mountain)","Heimgarten (mountain)"
"http://dbpedia.org/resource/Hermannsberg_(Hesse)","Hermannsberg (Hesse)"
"http://dbpedia.org/resource/Hermannskoppe","Hermannskoppe"
"http://dbpedia.org/resource/Herzogenhorn","Herzogenhorn"
"http://dbpedia.org/resource/Himberg_(Swabian_Jura)","Himberg (Swabian Jura)"
"http://dbpedia.org/resource/Hinterreintalschrofen","Hinterreintalschrofen"
"http://dbpedia.org/resource/Hinterwaldkopf","Hinterwaldkopf"
"http://dbpedia.org/resource/Hirschberg_(Ohlstadt)","Hirschberg (Ohlstadt)"
"http://dbpedia.org/resource/Hirtstein","Hirtstein"
"http://dbpedia.org/resource/Hochberg_(Swabian_Jura)","Hochberg (Swabian Jura)"
"http://dbpedia.org/resource/Hocheck_(Oberaudorf)","Hocheck (Oberaudorf)"
"http://dbpedia.org/resource/Hocheisspitze","Hocheisspitze"
"http://dbpedia.org/resource/Hochfirst_(Black_Forest)","Hochfirst (Black Forest)"
"http://dbpedia.org/resource/Hochfrottspitze","Hochfrottspitze"
"http://dbpedia.org/resource/Hochgern","Hochgern"
"http://dbpedia.org/resource/Hochgrat","Hochgrat"
"http://dbpedia.org/resource/Hochkarspitze","Hochkarspitze"
"http://dbpedia.org/resource/Hochkopf_(Southern_Black_Forest)","Hochkopf (Southern Black Forest)"
"http://dbpedia.org/resource/Hochplatte","Hochplatte"
"http://dbpedia.org/resource/Hochrappenkopf","Hochrappenkopf"
"http://dbpedia.org/resource/Hochstein_(Lawalde)","Hochstein (Lawalde)"
"http://dbpedia.org/resource/Hochvogel","Hochvogel"
"http://dbpedia.org/resource/Hochwald_(Zittau_Mountains)","Hochwald (Zittau Mountains)"
"http://dbpedia.org/resource/Hohe_Kisten","Hohe Kisten"
"http://dbpedia.org/resource/Hohe_Mark_(Spessart)","Hohe Mark (Spessart)"
"http://dbpedia.org/resource/Hohe_Möhr","Hohe Möhr"
"http://dbpedia.org/resource/Hohe_Wand_(mountain)","Hohe Wand (mountain)"
"http://dbpedia.org/resource/Hohe_Wart","Hohe Wart"
"http://dbpedia.org/resource/Hohe_Warte_(Spessart)","Hohe Warte (Spessart)"
"http://dbpedia.org/resource/Hohe_Warte_(Swabian_Jura)","Hohe Warte (Swabian Jura)"
"http://dbpedia.org/resource/Hohe_Warte_(ridge)","Hohe Warte (ridge)"
"http://dbpedia.org/resource/Hohe_Wurzel_(Taunus)","Hohe Wurzel (Taunus)"
"http://dbpedia.org/resource/Hohenhewen","Hohenhewen"
"http://dbpedia.org/resource/Hohenkrähen","Hohenkrähen"
"http://dbpedia.org/resource/Hohenstein_Castle_(Middle_Franconia)","Hohenstein Castle (Middle Franconia)"
"http://dbpedia.org/resource/Hohenzollern_(mountain)","Hohenzollern (mountain)"
"http://dbpedia.org/resource/Hoher_Bogen","Hoher Bogen"
"http://dbpedia.org/resource/Hoher_Eimberg","Hoher Eimberg"
"http://dbpedia.org/resource/Hoher_Göll","Hoher Göll"
"http://dbpedia.org/resource/Hoher_Ifen","Hoher Ifen"
"http://dbpedia.org/resource/Hoher_Randen","Hoher Randen"
"http://dbpedia.org/resource/Hoherodskopf","Hoherodskopf"
"http://dbpedia.org/resource/Homolje_mountains","Homolje mountains"
