"afrAnimal","name"
"http://dbpedia.org/resource/List_of_birds_of_Morocco","List of birds of Morocco"
"http://dbpedia.org/resource/List_of_birds_of_Mozambique","List of birds of Mozambique"
"http://dbpedia.org/resource/List_of_birds_of_Namibia","List of birds of Namibia"
"http://dbpedia.org/resource/List_of_birds_of_Niger","List of birds of Niger"
"http://dbpedia.org/resource/List_of_birds_of_Nigeria","List of birds of Nigeria"
"http://dbpedia.org/resource/List_of_birds_of_Rwanda","List of birds of Rwanda"
"http://dbpedia.org/resource/List_of_birds_of_Réunion","List of birds of Réunion"
"http://dbpedia.org/resource/List_of_birds_of_Saint_Helena","List of birds of Saint Helena"
"http://dbpedia.org/resource/List_of_birds_of_Senegal","List of birds of Senegal"
"http://dbpedia.org/resource/List_of_birds_of_Seychelles","List of birds of Seychelles"
"http://dbpedia.org/resource/List_of_birds_of_Sierra_Leone","List of birds of Sierra Leone"
"http://dbpedia.org/resource/List_of_birds_of_Somalia","List of birds of Somalia"
"http://dbpedia.org/resource/List_of_birds_of_Sudan","List of birds of Sudan"
"http://dbpedia.org/resource/List_of_birds_of_São_Tomé_and_Príncipe","List of birds of São Tomé and Príncipe"
"http://dbpedia.org/resource/List_of_birds_of_Tanzania","List of birds of Tanzania"
"http://dbpedia.org/resource/List_of_birds_of_Togo","List of birds of Togo"
"http://dbpedia.org/resource/List_of_birds_of_Tunisia","List of birds of Tunisia"
"http://dbpedia.org/resource/List_of_birds_of_Uganda","List of birds of Uganda"
"http://dbpedia.org/resource/List_of_birds_of_Western_Sahara","List of birds of Western Sahara"
"http://dbpedia.org/resource/List_of_birds_of_Zimbabwe","List of birds of Zimbabwe"
"http://dbpedia.org/resource/List_of_birds_of_the_Central_African_Republic","List of birds of the Central African Republic"
"http://dbpedia.org/resource/List_of_birds_of_the_Comoros","List of birds of the Comoros"
"http://dbpedia.org/resource/List_of_birds_of_the_Democratic_Republic_of_the_Congo","List of birds of the Democratic Republic of the Congo"
"http://dbpedia.org/resource/List_of_deep_water_fish_of_the_Red_Sea","List of deep water fish of the Red Sea"
"http://dbpedia.org/resource/List_of_fishes_in_the_Red_Sea","List of fishes in the Red Sea"
"http://dbpedia.org/resource/List_of_sharks_in_the_Red_Sea","List of sharks in the Red Sea"
"http://dbpedia.org/resource/Livingstone's_fruit_bat","Livingstone's fruit bat"
"http://dbpedia.org/resource/Malagasy_giant_chameleon","Malagasy giant chameleon"
"http://dbpedia.org/resource/Masked_puffer","Masked puffer"
"http://dbpedia.org/resource/Orange-spotted_trevally","Orange-spotted trevally"
"http://dbpedia.org/resource/Pohle's_fruit_bat","Pohle's fruit bat"
"http://dbpedia.org/resource/Aba_roundleaf_bat","Aba roundleaf bat"
"http://dbpedia.org/resource/Aberdare_Mountains_African_mole-rat","Aberdare Mountains African mole-rat"
"http://dbpedia.org/resource/Aberdare_mole_shrew","Aberdare mole shrew"
"http://dbpedia.org/resource/Acacia_pied_barbet","Acacia pied barbet"
"http://dbpedia.org/resource/Acanthodactylus_blanci","Acanthodactylus blanci"
"http://dbpedia.org/resource/Adam's_horseshoe_bat","Adam's horseshoe bat"
"http://dbpedia.org/resource/Adamawa_turtle_dove","Adamawa turtle dove"
"http://dbpedia.org/resource/Aellen's_roundleaf_bat","Aellen's roundleaf bat"
"http://dbpedia.org/resource/African_barred_owlet","African barred owlet"
"http://dbpedia.org/resource/African_blue_flycatcher","African blue flycatcher"
"http://dbpedia.org/resource/African_broadbill","African broadbill"
"http://dbpedia.org/resource/African_cuckoo","African cuckoo"
"http://dbpedia.org/resource/African_dusky_shrew","African dusky shrew"
"http://dbpedia.org/resource/African_dwarf_kingfisher","African dwarf kingfisher"
"http://dbpedia.org/resource/African_emerald_cuckoo","African emerald cuckoo"
"http://dbpedia.org/resource/African_giant_shrew","African giant shrew"
"http://dbpedia.org/resource/African_grass_owl","African grass owl"
"http://dbpedia.org/resource/African_green_pigeon","African green pigeon"
"http://dbpedia.org/resource/African_grey_flycatcher","African grey flycatcher"
"http://dbpedia.org/resource/African_hill_babbler","African hill babbler"
"http://dbpedia.org/resource/African_openbill","African openbill"
"http://dbpedia.org/resource/African_piculet","African piculet"
"http://dbpedia.org/resource/African_pied_wagtail","African pied wagtail"
"http://dbpedia.org/resource/African_pygmy_squirrel","African pygmy squirrel"
"http://dbpedia.org/resource/African_rock_pipit","African rock pipit"
"http://dbpedia.org/resource/African_shrike-flycatcher","African shrike-flycatcher"
"http://dbpedia.org/resource/Aldabra_flying_fox","Aldabra flying fox"
"http://dbpedia.org/resource/Alexander's_bush_squirrel","Alexander's bush squirrel"
"http://dbpedia.org/resource/Algerian_wall_gecko","Algerian wall gecko"
"http://dbpedia.org/resource/Amber_Mountain_rock_thrush","Amber Mountain rock thrush"
"http://dbpedia.org/resource/Amblysomus","Amblysomus"
"http://dbpedia.org/resource/Amethyst_sunbird","Amethyst sunbird"
"http://dbpedia.org/resource/Anchieta's_barbet","Anchieta's barbet"
"http://dbpedia.org/resource/Anchieta's_sunbird","Anchieta's sunbird"
"http://dbpedia.org/resource/Angolan_African_dormouse","Angolan African dormouse"
"http://dbpedia.org/resource/Angolan_cave_chat","Angolan cave chat"
"http://dbpedia.org/resource/Angolan_epauletted_fruit_bat","Angolan epauletted fruit bat"
"http://dbpedia.org/resource/Angolan_talapoin","Angolan talapoin"
"http://dbpedia.org/resource/Ansell's_mole-rat","Ansell's mole-rat"
"http://dbpedia.org/resource/Ansell's_shrew","Ansell's shrew"
"http://dbpedia.org/resource/Ansorge's_free-tailed_bat","Ansorge's free-tailed bat"
"http://dbpedia.org/resource/Ant-eating_chat","Ant-eating chat"
"http://dbpedia.org/resource/Antpecker","Antpecker"
"http://dbpedia.org/resource/Antsingy_leaf_chameleon","Antsingy leaf chameleon"
"http://dbpedia.org/resource/Apaloderma","Apaloderma"
"http://dbpedia.org/resource/Arends's_golden_mole","Arends's golden mole"
"http://dbpedia.org/resource/Arnot's_chat","Arnot's chat"
"http://dbpedia.org/resource/Arrow-marked_babbler","Arrow-marked babbler"
"http://dbpedia.org/resource/Ashy_flycatcher","Ashy flycatcher"
"http://dbpedia.org/resource/Atelerix","Atelerix"
"http://dbpedia.org/resource/Atelornis","Atelornis"
"http://dbpedia.org/resource/Atlantic_lizard","Atlantic lizard"
"http://dbpedia.org/resource/Babault's_mouse_shrew","Babault's mouse shrew"
"http://dbpedia.org/resource/Babbling_starling","Babbling starling"
"http://dbpedia.org/resource/Baglafecht_weaver","Baglafecht weaver"
"http://dbpedia.org/resource/Bailey's_shrew","Bailey's shrew"
"http://dbpedia.org/resource/Bale_shrew","Bale shrew"
"http://dbpedia.org/resource/Banded_green_sunbird","Banded green sunbird"
"http://dbpedia.org/resource/Banded_prinia","Banded prinia"
"http://dbpedia.org/resource/Bar-winged_weaver","Bar-winged weaver"
"http://dbpedia.org/resource/Bare-cheeked_babbler","Bare-cheeked babbler"
"http://dbpedia.org/resource/Barka_indigobird","Barka indigobird"
"http://dbpedia.org/resource/Bates's_shrew","Bates's shrew"
"http://dbpedia.org/resource/Bates's_swift","Bates's swift"
"http://dbpedia.org/resource/Baumann's_olive_greenbul","Baumann's olive greenbul"
"http://dbpedia.org/resource/Bearded_woodpecker","Bearded woodpecker"
"http://dbpedia.org/resource/Bedriaga's_fringe-fingered_lizard","Bedriaga's fringe-fingered lizard"
"http://dbpedia.org/resource/Beecroft's_flying_squirrel","Beecroft's flying squirrel"
"http://dbpedia.org/resource/Benito_roundleaf_bat","Benito roundleaf bat"
"http://dbpedia.org/resource/Benson's_rock_thrush","Benson's rock thrush"
"http://dbpedia.org/resource/Bernier's_vanga","Bernier's vanga"
"http://dbpedia.org/resource/Big-headed_African_mole-rat","Big-headed African mole-rat"
"http://dbpedia.org/resource/Bioko_Allen's_bushbaby","Bioko Allen's bushbaby"
"http://dbpedia.org/resource/Black-and-white_shrike-flycatcher","Black-and-white shrike-flycatcher"
"http://dbpedia.org/resource/Black-backed_cisticola","Black-backed cisticola"
"http://dbpedia.org/resource/Black-backed_puffback","Black-backed puffback"
"http://dbpedia.org/resource/Black-billed_barbet","Black-billed barbet"
"http://dbpedia.org/resource/Black-billed_weaver","Black-billed weaver"
"http://dbpedia.org/resource/Black-breasted_barbet","Black-breasted barbet"
"http://dbpedia.org/resource/Black-chested_prinia","Black-chested prinia"
"http://dbpedia.org/resource/Black-collared_barbet","Black-collared barbet"
"http://dbpedia.org/resource/Black-eared_sparrow-lark","Black-eared sparrow-lark"
"http://dbpedia.org/resource/Black-faced_babbler","Black-faced babbler"
"http://dbpedia.org/resource/Black-headed_bee-eater","Black-headed bee-eater"
"http://dbpedia.org/resource/Black-headed_gonolek","Black-headed gonolek"
"http://dbpedia.org/resource/Black-rumped_buttonquail","Black-rumped buttonquail"
"http://dbpedia.org/resource/Black-shouldered_nightjar","Black-shouldered nightjar"
"http://dbpedia.org/resource/Black-throated_apalis","Black-throated apalis"
"http://dbpedia.org/resource/Black-throated_coucal","Black-throated coucal"
"http://dbpedia.org/resource/Black-throated_wattle-eye","Black-throated wattle-eye"
"http://dbpedia.org/resource/Black_coucal","Black coucal"
"http://dbpedia.org/resource/Black_crested_mangabey","Black crested mangabey"
"http://dbpedia.org/resource/Black_cuckoo","Black cuckoo"
"http://dbpedia.org/resource/Black_spinetail","Black spinetail"
"http://dbpedia.org/resource/Blackback_butterflyfish","Blackback butterflyfish"
"http://dbpedia.org/resource/Blackish_white-toothed_shrew","Blackish white-toothed shrew"
"http://dbpedia.org/resource/Blacktail_butterflyfish","Blacktail butterflyfish"
"http://dbpedia.org/resource/Blasius's_horseshoe_bat","Blasius's horseshoe bat"
"http://dbpedia.org/resource/Blue-billed_malimbe","Blue-billed malimbe"
"http://dbpedia.org/resource/Blue-headed_coucal","Blue-headed coucal"
"http://dbpedia.org/resource/Blue-headed_sunbird","Blue-headed sunbird"
"http://dbpedia.org/resource/Blue-mantled_crested_flycatcher","Blue-mantled crested flycatcher"
"http://dbpedia.org/resource/Blue-throated_brown_sunbird","Blue-throated brown sunbird"
"http://dbpedia.org/resource/Blue_cuckooshrike","Blue cuckooshrike"
"http://dbpedia.org/resource/Blue_korhaan","Blue korhaan"
"http://dbpedia.org/resource/Bocage's_akalat","Bocage's akalat"
"http://dbpedia.org/resource/Boettger's_wall_gecko","Boettger's wall gecko"
"http://dbpedia.org/resource/Bostrychia","Bostrychia"
"http://dbpedia.org/resource/Bottego's_shrew","Bottego's shrew"
"http://dbpedia.org/resource/Bradfield's_swift","Bradfield's swift"
"http://dbpedia.org/resource/Braun's_bushshrike","Braun's bushshrike"
"http://dbpedia.org/resource/Broad-tailed_paradise_whydah","Broad-tailed paradise whydah"
"http://dbpedia.org/resource/Bronze-tailed_starling","Bronze-tailed starling"
"http://dbpedia.org/resource/Bronze-winged_courser","Bronze-winged courser"
"http://dbpedia.org/resource/Bronzy_sunbird","Bronzy sunbird"
"http://dbpedia.org/resource/Brown-backed_woodpecker","Brown-backed woodpecker"
"http://dbpedia.org/resource/Brown-capped_weaver","Brown-capped weaver"
"http://dbpedia.org/resource/Brown-cheeked_hornbill","Brown-cheeked hornbill"
"http://dbpedia.org/resource/Brown-chested_lapwing","Brown-chested lapwing"
"http://dbpedia.org/resource/Brown-crowned_tchagra","Brown-crowned tchagra"
"http://dbpedia.org/resource/Brown-hooded_kingfisher","Brown-hooded kingfisher"
"http://dbpedia.org/resource/Brown-rumped_bunting","Brown-rumped bunting"
"http://dbpedia.org/resource/Brown-tailed_mongoose","Brown-tailed mongoose"
"http://dbpedia.org/resource/Brown_babbler","Brown babbler"
"http://dbpedia.org/resource/Brown_scrub_robin","Brown scrub robin"
"http://dbpedia.org/resource/Brown_snake_eagle","Brown snake eagle"
"http://dbpedia.org/resource/Bruce's_green_pigeon","Bruce's green pigeon"
"http://dbpedia.org/resource/Buettikofer's_shrew","Buettikofer's shrew"
"http://dbpedia.org/resource/Buff-bellied_warbler","Buff-bellied warbler"
"http://dbpedia.org/resource/Buff-spotted_flufftail","Buff-spotted flufftail"
"http://dbpedia.org/resource/Buff-streaked_chat","Buff-streaked chat"
"http://dbpedia.org/resource/Buff-throated_sunbird","Buff-throated sunbird"
"http://dbpedia.org/resource/Buffy_pipit","Buffy pipit"
"http://dbpedia.org/resource/Bunyoro_rabbit","Bunyoro rabbit"
"http://dbpedia.org/resource/Burchell's_sandgrouse","Burchell's sandgrouse"
"http://dbpedia.org/resource/Bush_blackcap","Bush blackcap"
"http://dbpedia.org/resource/Bushveld_elephant_shrew","Bushveld elephant shrew"
"http://dbpedia.org/resource/Bushveld_horseshoe_bat","Bushveld horseshoe bat"
"http://dbpedia.org/resource/Bushveld_pipit","Bushveld pipit"
"http://dbpedia.org/resource/Böhm's_bee-eater","Böhm's bee-eater"
"http://dbpedia.org/resource/Böhm's_flycatcher","Böhm's flycatcher"
"http://dbpedia.org/resource/Böhm's_spinetail","Böhm's spinetail"
"http://dbpedia.org/resource/Cabanis's_bunting","Cabanis's bunting"
"http://dbpedia.org/resource/Calcochloris","Calcochloris"
"http://dbpedia.org/resource/Calicalicus","Calicalicus"
"http://dbpedia.org/resource/Camaroptera","Camaroptera"
"http://dbpedia.org/resource/Cameroonian_shrew","Cameroonian shrew"
"http://dbpedia.org/resource/Campbell's_mona_monkey","Campbell's mona monkey"
"http://dbpedia.org/resource/Campephaga","Campephaga"
"http://dbpedia.org/resource/Campethera","Campethera"
"http://dbpedia.org/resource/Canarian_shrew","Canarian shrew"
"http://dbpedia.org/resource/Cape_dune_mole-rat","Cape dune mole-rat"
"http://dbpedia.org/resource/Cape_eagle-owl","Cape eagle-owl"
"http://dbpedia.org/resource/Cape_elephant_shrew","Cape elephant shrew"
"http://dbpedia.org/resource/Cape_horseshoe_bat","Cape horseshoe bat"
"http://dbpedia.org/resource/Cape_penduline_tit","Cape penduline tit"
"http://dbpedia.org/resource/Cape_rock_gecko","Cape rock gecko"
"http://dbpedia.org/resource/Capuchin_babbler","Capuchin babbler"
"http://dbpedia.org/resource/Carmelite_sunbird","Carmelite sunbird"
"http://dbpedia.org/resource/Carruther's_mountain_squirrel","Carruther's mountain squirrel"
"http://dbpedia.org/resource/Carruthers's_cisticola","Carruthers's cisticola"
"http://dbpedia.org/resource/Cassin's_flycatcher","Cassin's flycatcher"
"http://dbpedia.org/resource/Certhilauda","Certhilauda"
"http://dbpedia.org/resource/Ceuthmochares","Ceuthmochares"
"http://dbpedia.org/resource/Chabert_vanga","Chabert vanga"
"http://dbpedia.org/resource/Chapin's_flycatcher","Chapin's flycatcher"
"http://dbpedia.org/resource/Chapin's_free-tailed_bat","Chapin's free-tailed bat"
"http://dbpedia.org/resource/Chaplin's_barbet","Chaplin's barbet"
"http://dbpedia.org/resource/Chat_flycatcher","Chat flycatcher"
"http://dbpedia.org/resource/Checkered_elephant_shrew","Checkered elephant shrew"
"http://dbpedia.org/resource/Chestnut-banded_plover","Chestnut-banded plover"
"http://dbpedia.org/resource/Chestnut-capped_flycatcher","Chestnut-capped flycatcher"
"http://dbpedia.org/resource/Chestnut-crowned_sparrow-weaver","Chestnut-crowned sparrow-weaver"
"http://dbpedia.org/resource/Chestnut-winged_starling","Chestnut-winged starling"
"http://dbpedia.org/resource/Chestnut_owlet","Chestnut owlet"
"http://dbpedia.org/resource/Chestnut_weaver","Chestnut weaver"
"http://dbpedia.org/resource/Chinspot_batis","Chinspot batis"
"http://dbpedia.org/resource/Chlorocichla","Chlorocichla"
"http://dbpedia.org/resource/Chlorotalpa","Chlorotalpa"
"http://dbpedia.org/resource/Chorister_robin-chat","Chorister robin-chat"
"http://dbpedia.org/resource/Chrysochloris","Chrysochloris"
"http://dbpedia.org/resource/Chrysospalax","Chrysospalax"
"http://dbpedia.org/resource/Chubb's_cisticola","Chubb's cisticola"
"http://dbpedia.org/resource/Cinnamon-breasted_bunting","Cinnamon-breasted bunting"
"http://dbpedia.org/resource/Cinnamon-breasted_warbler","Cinnamon-breasted warbler"
"http://dbpedia.org/resource/Cinnamon_weaver","Cinnamon weaver"
"http://dbpedia.org/resource/Cloud_cisticola","Cloud cisticola"
"http://dbpedia.org/resource/Collared_mangabey","Collared mangabey"
"http://dbpedia.org/resource/Collared_nightjar","Collared nightjar"
"http://dbpedia.org/resource/Collared_palm_thrush","Collared palm thrush"
"http://dbpedia.org/resource/Comoro_rousette","Comoro rousette"
"http://dbpedia.org/resource/Comoros_blue_pigeon","Comoros blue pigeon"
"http://dbpedia.org/resource/Comoros_fody","Comoros fody"
"http://dbpedia.org/resource/Comoros_olive_pigeon","Comoros olive pigeon"
"http://dbpedia.org/resource/Compact_weaver","Compact weaver"
"http://dbpedia.org/resource/Congo_clawless_otter","Congo clawless otter"
"http://dbpedia.org/resource/Congo_golden_mole","Congo golden mole"
"http://dbpedia.org/resource/Congo_rope_squirrel","Congo rope squirrel"
"http://dbpedia.org/resource/Copper-tailed_starling","Copper-tailed starling"
"http://dbpedia.org/resource/Copper_sunbird","Copper sunbird"
"http://dbpedia.org/resource/Coppery-tailed_coucal","Coppery-tailed coucal"
"http://dbpedia.org/resource/Coquerel's_coua","Coquerel's coua"
"http://dbpedia.org/resource/Cowan's_shrew_tenrec","Cowan's shrew tenrec"
"http://dbpedia.org/resource/Crested_barbet","Crested barbet"
"http://dbpedia.org/resource/Crested_malimbe","Crested malimbe"
"http://dbpedia.org/resource/Crested_mona_monkey","Crested mona monkey"
"http://dbpedia.org/resource/Cricket_warbler","Cricket warbler"
"http://dbpedia.org/resource/Crosse's_shrew","Crosse's shrew"
"http://dbpedia.org/resource/Crossley's_vanga","Crossley's vanga"
"http://dbpedia.org/resource/Cryptochloris","Cryptochloris"
"http://dbpedia.org/resource/Cuckoo-finch","Cuckoo-finch"
"http://dbpedia.org/resource/Cyclops_roundleaf_bat","Cyclops roundleaf bat"
"http://dbpedia.org/resource/D'Anchieta's_fruit_bat","D'Anchieta's fruit bat"
"http://dbpedia.org/resource/Damara_tern","Damara tern"
"http://dbpedia.org/resource/Dark-backed_weaver","Dark-backed weaver"
"http://dbpedia.org/resource/Darling's_horseshoe_bat","Darling's horseshoe bat"
"http://dbpedia.org/resource/Daubenton's_free-tailed_bat","Daubenton's free-tailed bat"
"http://dbpedia.org/resource/De_Winton's_golden_mole","De Winton's golden mole"
"http://dbpedia.org/resource/Decken's_horseshoe_bat","Decken's horseshoe bat"
"http://dbpedia.org/resource/Dendropicos","Dendropicos"
"http://dbpedia.org/resource/Dent's_horseshoe_bat","Dent's horseshoe bat"
"http://dbpedia.org/resource/Dent's_shrew","Dent's shrew"
"http://dbpedia.org/resource/Desert_cisticola","Desert cisticola"
"http://dbpedia.org/resource/Desperate_shrew","Desperate shrew"
"http://dbpedia.org/resource/Dobson's_epauletted_fruit_bat","Dobson's epauletted fruit bat"
"http://dbpedia.org/resource/Dobson's_shrew_tenrec","Dobson's shrew tenrec"
"http://dbpedia.org/resource/Doherty's_bushshrike","Doherty's bushshrike"
"http://dbpedia.org/resource/Domed_Mauritius_giant_tortoise","Domed Mauritius giant tortoise"
"http://dbpedia.org/resource/Dorst's_cisticola","Dorst's cisticola"
"http://dbpedia.org/resource/Double-banded_courser","Double-banded courser"
"http://dbpedia.org/resource/Double-banded_sandgrouse","Double-banded sandgrouse"
"http://dbpedia.org/resource/Double-toothed_barbet","Double-toothed barbet"
"http://dbpedia.org/resource/Doucet's_musk_shrew","Doucet's musk shrew"
"http://dbpedia.org/resource/Drouhard's_shrew_tenrec","Drouhard's shrew tenrec"
"http://dbpedia.org/resource/Dryad_shrew_tenrec","Dryad shrew tenrec"
"http://dbpedia.org/resource/Dusky-footed_elephant_shrew","Dusky-footed elephant shrew"
"http://dbpedia.org/resource/Dusky_babbler","Dusky babbler"
"http://dbpedia.org/resource/Dusky_bushbaby","Dusky bushbaby"
"http://dbpedia.org/resource/Dusky_elephant_shrew","Dusky elephant shrew"
"http://dbpedia.org/resource/Dusky_indigobird","Dusky indigobird"
"http://dbpedia.org/resource/Dusky_long-tailed_cuckoo","Dusky long-tailed cuckoo"
"http://dbpedia.org/resource/Dusky_sunbird","Dusky sunbird"
"http://dbpedia.org/resource/Duthie's_golden_mole","Duthie's golden mole"
"http://dbpedia.org/resource/Dwarf_free-tailed_bat","Dwarf free-tailed bat"
"http://dbpedia.org/resource/Dwarf_scaly-tailed_squirrel","Dwarf scaly-tailed squirrel"
"http://dbpedia.org/resource/East_African_black_mud_turtle","East African black mud turtle"
"http://dbpedia.org/resource/East_African_epauletted_fruit_bat","East African epauletted fruit bat"
"http://dbpedia.org/resource/East_African_little_collared_fruit_bat","East African little collared fruit bat"
"http://dbpedia.org/resource/East_Canary_gecko","East Canary gecko"
"http://dbpedia.org/resource/Eastern_miombo_sunbird","Eastern miombo sunbird"
"http://dbpedia.org/resource/Eastern_rock_elephant_shrew","Eastern rock elephant shrew"
"http://dbpedia.org/resource/Ebian's_palm_squirrel","Ebian's palm squirrel"
"http://dbpedia.org/resource/Egyptian_free-tailed_bat","Egyptian free-tailed bat"
"http://dbpedia.org/resource/Eisentraut's_shrew","Eisentraut's shrew"
"http://dbpedia.org/resource/Elephantulus","Elephantulus"
"http://dbpedia.org/resource/Elminia","Elminia"
"http://dbpedia.org/resource/Eloquent_horseshoe_bat","Eloquent horseshoe bat"
"http://dbpedia.org/resource/Embi_African_mole-rat","Embi African mole-rat"
"http://dbpedia.org/resource/Emin's_shrike","Emin's shrike"
"http://dbpedia.org/resource/Equatorial_akalat","Equatorial akalat"
"http://dbpedia.org/resource/Eritrean_butterflyfish","Eritrean butterflyfish"
"http://dbpedia.org/resource/Estrilda","Estrilda"
"http://dbpedia.org/resource/Ethiopian_epauletted_fruit_bat","Ethiopian epauletted fruit bat"
"http://dbpedia.org/resource/Ethiopian_highland_hare","Ethiopian highland hare"
"http://dbpedia.org/resource/Ethiopian_swallow","Ethiopian swallow"
"http://dbpedia.org/resource/Euschistospiza","Euschistospiza"
"http://dbpedia.org/resource/Exclamatory_paradise_whydah","Exclamatory paradise whydah"
"http://dbpedia.org/resource/Fan-tailed_widowbird","Fan-tailed widowbird"
"http://dbpedia.org/resource/Fawn-coloured_lark","Fawn-coloured lark"
"http://dbpedia.org/resource/Fiery-necked_nightjar","Fiery-necked nightjar"
"http://dbpedia.org/resource/Fire-bellied_woodpecker","Fire-bellied woodpecker"
"http://dbpedia.org/resource/Fire-footed_rope_squirrel","Fire-footed rope squirrel"
"http://dbpedia.org/resource/Firefinch","Firefinch"
"http://dbpedia.org/resource/Fischer's_shrew","Fischer's shrew"
"http://dbpedia.org/resource/Flat-backed_spider_tortoise","Flat-backed spider tortoise"
"http://dbpedia.org/resource/Forest_fody","Forest fody"
"http://dbpedia.org/resource/Forest_horseshoe_bat","Forest horseshoe bat"
"http://dbpedia.org/resource/Forest_penduline_tit","Forest penduline tit"
"http://dbpedia.org/resource/Forest_rock_thrush","Forest rock thrush"
"http://dbpedia.org/resource/Four-toed_elephant_shrew","Four-toed elephant shrew"
"http://dbpedia.org/resource/Four-toed_rice_tenrec","Four-toed rice tenrec"
"http://dbpedia.org/resource/Fox's_shrew","Fox's shrew"
"http://dbpedia.org/resource/Foxy_cisticola","Foxy cisticola"
"http://dbpedia.org/resource/Fraser's_forest_flycatcher","Fraser's forest flycatcher"
"http://dbpedia.org/resource/Fraser's_musk_shrew","Fraser's musk shrew"
"http://dbpedia.org/resource/Fraser's_sunbird","Fraser's sunbird"
"http://dbpedia.org/resource/Freckled_nightjar","Freckled nightjar"
"http://dbpedia.org/resource/Fynbos_golden_mole","Fynbos golden mole"
"http://dbpedia.org/resource/Gabar_goshawk","Gabar goshawk"
"http://dbpedia.org/resource/Gabela_akalat","Gabela akalat"
"http://dbpedia.org/resource/Gabela_bushshrike","Gabela bushshrike"
"http://dbpedia.org/resource/Gabela_helmetshrike","Gabela helmetshrike"
"http://dbpedia.org/resource/Gambaga_flycatcher","Gambaga flycatcher"
"http://dbpedia.org/resource/Gambian_slit-faced_bat","Gambian slit-faced bat"
"http://dbpedia.org/resource/Gambian_sun_squirrel","Gambian sun squirrel"
"http://dbpedia.org/resource/Geata_mouse_shrew","Geata mouse shrew"
"http://dbpedia.org/resource/Geoffroy's_horseshoe_bat","Geoffroy's horseshoe bat"
"http://dbpedia.org/resource/Geogale","Geogale"
"http://dbpedia.org/resource/Ghana_mole-rat","Ghana mole-rat"
"http://dbpedia.org/resource/Giant_roundleaf_bat","Giant roundleaf bat"
"http://dbpedia.org/resource/Glass's_shrew","Glass's shrew"
"http://dbpedia.org/resource/Goggia_microlepidota","Goggia microlepidota"
"http://dbpedia.org/resource/Gola_malimbe","Gola malimbe"
"http://dbpedia.org/resource/Golden-winged_sunbird","Golden-winged sunbird"
"http://dbpedia.org/resource/Gomero_wall_gecko","Gomero wall gecko"
"http://dbpedia.org/resource/Gorgeous_bushshrike","Gorgeous bushshrike"
"http://dbpedia.org/resource/Gracile_shrew_tenrec","Gracile shrew tenrec"
"http://dbpedia.org/resource/Grant's_bushbaby","Grant's bushbaby"
"http://dbpedia.org/resource/Grauer's_broadbill","Grauer's broadbill"
"http://dbpedia.org/resource/Grauer's_cuckooshrike","Grauer's cuckooshrike"
"http://dbpedia.org/resource/Gray's_lark","Gray's lark"
"http://dbpedia.org/resource/Greater_hedgehog_tenrec","Greater hedgehog tenrec"
"http://dbpedia.org/resource/Greater_long-tailed_shrew_tenrec","Greater long-tailed shrew tenrec"
"http://dbpedia.org/resource/Greater_mouse-tailed_bat","Greater mouse-tailed bat"
"http://dbpedia.org/resource/Greater_red_musk_shrew","Greater red musk shrew"
"http://dbpedia.org/resource/Greater_roundleaf_bat","Greater roundleaf bat"
"http://dbpedia.org/resource/Green-backed_honeybird","Green-backed honeybird"
"http://dbpedia.org/resource/Green-headed_sunbird","Green-headed sunbird"
"http://dbpedia.org/resource/Green-tailed_bristlebill","Green-tailed bristlebill"
"http://dbpedia.org/resource/Greenwood's_shrew","Greenwood's shrew"
"http://dbpedia.org/resource/Grey-backed_fiscal","Grey-backed fiscal"
"http://dbpedia.org/resource/Grey-backed_sparrow-lark","Grey-backed sparrow-lark"
"http://dbpedia.org/resource/Grey-backed_storm_petrel","Grey-backed storm petrel"
"http://dbpedia.org/resource/Grey-headed_batis","Grey-headed batis"
"http://dbpedia.org/resource/Grey-headed_bristlebill","Grey-headed bristlebill"
"http://dbpedia.org/resource/Grey-headed_bushshrike","Grey-headed bushshrike"
"http://dbpedia.org/resource/Grey-olive_greenbul","Grey-olive greenbul"
"http://dbpedia.org/resource/Grey-rumped_swallow","Grey-rumped swallow"
"http://dbpedia.org/resource/Grey-throated_rail","Grey-throated rail"
"http://dbpedia.org/resource/Grey-throated_tit-flycatcher","Grey-throated tit-flycatcher"
"http://dbpedia.org/resource/Grey-winged_robin-chat","Grey-winged robin-chat"
"http://dbpedia.org/resource/Grey_apalis","Grey apalis"
"http://dbpedia.org/resource/Grey_cuckooshrike","Grey cuckooshrike"
"http://dbpedia.org/resource/Grey_ground_thrush","Grey ground thrush"
"http://dbpedia.org/resource/Grey_penduline_tit","Grey penduline tit"
"http://dbpedia.org/resource/Grey_pratincole","Grey pratincole"
"http://dbpedia.org/resource/Grey_sunbird","Grey sunbird"
"http://dbpedia.org/resource/Grey_tit","Grey tit"
"http://dbpedia.org/resource/Grey_tit-flycatcher","Grey tit-flycatcher"
"http://dbpedia.org/resource/Groundscraper_thrush","Groundscraper thrush"
"http://dbpedia.org/resource/Guinean_horseshoe_bat","Guinean horseshoe bat"
"http://dbpedia.org/resource/Guramba_shrew","Guramba shrew"
"http://dbpedia.org/resource/Gurney's_sugarbird","Gurney's sugarbird"
"http://dbpedia.org/resource/Halcyon_horseshoe_bat","Halcyon horseshoe bat"
