"author","name"
"http://dbpedia.org/resource/James_De_Mille","James De Mille"
"http://dbpedia.org/resource/Jean-Nicolas_Bouilly","Jean-Nicolas Bouilly"
"http://dbpedia.org/resource/Jeremiah_O'Donovan_Rossa","Jeremiah O'Donovan Rossa"
"http://dbpedia.org/resource/Joe's_Own_Editor","Joe's Own Editor"
"http://dbpedia.org/resource/John_George_Bourinot_(younger)","John George Bourinot (younger)"
"http://dbpedia.org/resource/John_Ross_Robertson","John Ross Robertson"
"http://dbpedia.org/resource/John_Townsend_Trowbridge","John Townsend Trowbridge"
"http://dbpedia.org/resource/Josiah_Warren","Josiah Warren"
"http://dbpedia.org/resource/Judah_ben_Saul_ibn_Tibbon","Judah ben Saul ibn Tibbon"
"http://dbpedia.org/resource/Kempa_Nanjammani_Vani_Vilasa_Sannidhana","Kempa Nanjammani Vani Vilasa Sannidhana"
"http://dbpedia.org/resource/Lawrence_A._Rainey","Lawrence A. Rainey"
"http://dbpedia.org/resource/Malachy_McCourt","Malachy McCourt"
"http://dbpedia.org/resource/Margaret_Marshall_Saunders","Margaret Marshall Saunders"
"http://dbpedia.org/resource/Maria_Hertogh","Maria Hertogh"
"http://dbpedia.org/resource/Marietta_Holley","Marietta Holley"
"http://dbpedia.org/resource/Martha_Mitchell","Martha Mitchell"
"http://dbpedia.org/resource/Mazo_de_la_Roche","Mazo de la Roche"
"http://dbpedia.org/resource/Nahnu_Jund_Allah_Jund_Al-watan","Nahnu Jund Allah Jund Al-watan"
"http://dbpedia.org/resource/Natalie_Angier","Natalie Angier"
"http://dbpedia.org/resource/Paul_Armand_Silvestre","Paul Armand Silvestre"
"http://dbpedia.org/resource/Paul_Mooney_(comedian)","Paul Mooney (comedian)"
"http://dbpedia.org/resource/Peter_Howson","Peter Howson"
"http://dbpedia.org/resource/Philippe_Panneton","Philippe Panneton"
"http://dbpedia.org/resource/Rahel_Varnhagen","Rahel Varnhagen"
"http://dbpedia.org/resource/Randolph_Caldecott","Randolph Caldecott"
"http://dbpedia.org/resource/Richard_Lovell_Edgeworth","Richard Lovell Edgeworth"
"http://dbpedia.org/resource/Robert_P._T._Coffin","Robert P. T. Coffin"
"http://dbpedia.org/resource/Royal_Robbins","Royal Robbins"
"http://dbpedia.org/resource/Sandeep_Patil","Sandeep Patil"
"http://dbpedia.org/resource/Shirō_Ishii","Shirō Ishii"
"http://dbpedia.org/resource/Stackless_Python","Stackless Python"
"http://dbpedia.org/resource/Steve_Dalachinsky","Steve Dalachinsky"
"http://dbpedia.org/resource/The_Great_Khali","The Great Khali"
"http://dbpedia.org/resource/Wanda_Gág","Wanda Gág"
"http://dbpedia.org/resource/William_Hurrell_Mallock","William Hurrell Mallock"
"http://dbpedia.org/resource/William_Lindsay_Gresham","William Lindsay Gresham"
"http://dbpedia.org/resource/Winifred_Holtby","Winifred Holtby"
"http://dbpedia.org/resource/A._E._Coppard","A. E. Coppard"
"http://dbpedia.org/resource/Avraham_Danzig","Avraham Danzig"
"http://dbpedia.org/resource/Dragon_of_Wantley","Dragon of Wantley"
"http://dbpedia.org/resource/George_Lillie_Craik","George Lillie Craik"
"http://dbpedia.org/resource/Iphigenia_in_Aulis","Iphigenia in Aulis"
"http://dbpedia.org/resource/J._C._Squire","J. C. Squire"
"http://dbpedia.org/resource/John_Smibert","John Smibert"
"http://dbpedia.org/resource/Labotsibeni_Mdluli","Labotsibeni Mdluli"
"http://dbpedia.org/resource/Lennox_Robinson","Lennox Robinson"
"http://dbpedia.org/resource/Mario_Davidovsky","Mario Davidovsky"
"http://dbpedia.org/resource/Revenue_On-Line_Service","Revenue On-Line Service"
"http://dbpedia.org/resource/The_Adventure_of_the_Copper_Beeches","The Adventure of the Copper Beeches"
"http://dbpedia.org/resource/The_Marble_Faun","The Marble Faun"
"http://dbpedia.org/resource/Théodule-Armand_Ribot","Théodule-Armand Ribot"
"http://dbpedia.org/resource/Walter_William_Skeat","Walter William Skeat"
"http://dbpedia.org/resource/A_Dead_Man_in_Deptford","A Dead Man in Deptford"
"http://dbpedia.org/resource/Diogenes_of_Babylon","Diogenes of Babylon"
"http://dbpedia.org/resource/Jack_Snow_(writer)","Jack Snow (writer)"
"http://dbpedia.org/resource/Leonard_Raven-Hill","Leonard Raven-Hill"
"http://dbpedia.org/resource/Thomas_Wharton,_1st_Marquess_of_Wharton","Thomas Wharton, 1st Marquess of Wharton"
"http://dbpedia.org/resource/Bartus_Bartolomes","Bartus Bartolomes"
"http://dbpedia.org/resource/Bruce_Roberts_(photographer)","Bruce Roberts (photographer)"
"http://dbpedia.org/resource/C._E._Bowden","C. E. Bowden"
"http://dbpedia.org/resource/Claude_Augé","Claude Augé"
"http://dbpedia.org/resource/Clive_Barda","Clive Barda"
"http://dbpedia.org/resource/Death_of_Elliott_Williams","Death of Elliott Williams"
"http://dbpedia.org/resource/Juanita_Musson","Juanita Musson"
"http://dbpedia.org/resource/János_Bartl","János Bartl"
"http://dbpedia.org/resource/Kelly_Thompson","Kelly Thompson"
"http://dbpedia.org/resource/Lotten_Edholm","Lotten Edholm"
"http://dbpedia.org/resource/Marcos_de_Barros_Leopoldo_Guerra","Marcos de Barros Leopoldo Guerra"
"http://dbpedia.org/resource/Mary_Pickering_Nichols","Mary Pickering Nichols"
"http://dbpedia.org/resource/Pavel_Otdelnov","Pavel Otdelnov"
"http://dbpedia.org/resource/Sandra_Cabrera","Sandra Cabrera"
"http://dbpedia.org/resource/Soundararajan_Bangarusamy","Soundararajan Bangarusamy"
"http://dbpedia.org/resource/Walter_Noble_Burns","Walter Noble Burns"
"http://dbpedia.org/resource/Wittus_Witt","Wittus Witt"
"http://dbpedia.org/resource/Claudia_Traisac","Claudia Traisac"
"http://dbpedia.org/resource/Clifford_Ball_(aviation)","Clifford Ball (aviation)"
"http://dbpedia.org/resource/Clément_Vautel","Clément Vautel"
"http://dbpedia.org/resource/David_Miedzianik","David Miedzianik"
"http://dbpedia.org/resource/Fernanfloo","Fernanfloo"
"http://dbpedia.org/resource/Giovanni_Ambrogio_Migliavacca","Giovanni Ambrogio Migliavacca"
"http://dbpedia.org/resource/James_Cantine","James Cantine"
"http://dbpedia.org/resource/Jerry_Hirshberg","Jerry Hirshberg"
"http://dbpedia.org/resource/John_Dwyer_(medicine)","John Dwyer (medicine)"
"http://dbpedia.org/resource/Julia_A._Ames","Julia A. Ames"
"http://dbpedia.org/resource/Louis_Viardot","Louis Viardot"
"http://dbpedia.org/resource/Max_Dienemann","Max Dienemann"
"http://dbpedia.org/resource/Rob_Morrison_(scientist)","Rob Morrison (scientist)"
"http://dbpedia.org/resource/Shmuel_Erlich","Shmuel Erlich"
"http://dbpedia.org/resource/Stanford_Lipsey","Stanford Lipsey"
"http://dbpedia.org/resource/Stephan_Riess","Stephan Riess"
"http://dbpedia.org/resource/Vladimir_Ovchinnikov_(graffiti_artist)","Vladimir Ovchinnikov (graffiti artist)"
"http://dbpedia.org/resource/Angela_Thirkell","Angela Thirkell"
"http://dbpedia.org/resource/Charles_Nuttall","Charles Nuttall"
"http://dbpedia.org/resource/Clara_Ingram_Judson","Clara Ingram Judson"
"http://dbpedia.org/resource/Eduard_Heinrich_Henoch","Eduard Heinrich Henoch"
"http://dbpedia.org/resource/Elizabeth_Foreman_Lewis","Elizabeth Foreman Lewis"
"http://dbpedia.org/resource/Ferdinand_Dessoir","Ferdinand Dessoir"
"http://dbpedia.org/resource/Frederick_Starr","Frederick Starr"
"http://dbpedia.org/resource/Hermann_Wassertrilling","Hermann Wassertrilling"
"http://dbpedia.org/resource/Hume_Nisbet","Hume Nisbet"
"http://dbpedia.org/resource/If_Only_It_Were_True","If Only It Were True"
"http://dbpedia.org/resource/Leonard_Leslie_Brooke","Leonard Leslie Brooke"
"http://dbpedia.org/resource/Móric_Fischer_de_Farkasházy","Móric Fischer de Farkasházy"
"http://dbpedia.org/resource/Nathan_Porges","Nathan Porges"
"http://dbpedia.org/resource/Samuel_Siegfried_Karl_von_Basch","Samuel Siegfried Karl von Basch"
"http://dbpedia.org/resource/The_Revenge_of_Gaia","The Revenge of Gaia"
"http://dbpedia.org/resource/Autumn_Peltier","Autumn Peltier"
"http://dbpedia.org/resource/Bernd_Grimm","Bernd Grimm"
"http://dbpedia.org/resource/Bob_Zoell","Bob Zoell"
"http://dbpedia.org/resource/Bruno_Caruso","Bruno Caruso"
"http://dbpedia.org/resource/E._A._Jabbar","E. A. Jabbar"
"http://dbpedia.org/resource/Elad_Ratson","Elad Ratson"
"http://dbpedia.org/resource/Franklin_Orr","Franklin Orr"
"http://dbpedia.org/resource/Jack_Stauber","Jack Stauber"
"http://dbpedia.org/resource/James_H._Ladson","James H. Ladson"
"http://dbpedia.org/resource/Lindsey_Hopkins_Sr.","Lindsey Hopkins Sr."
"http://dbpedia.org/resource/Margaret_Jepson","Margaret Jepson"
"http://dbpedia.org/resource/Perpetua_Pope","Perpetua Pope"
"http://dbpedia.org/resource/Roberto_Alvim","Roberto Alvim"
"http://dbpedia.org/resource/Roy_J._Snell","Roy J. Snell"
"http://dbpedia.org/resource/Samra_Zafar","Samra Zafar"
"http://dbpedia.org/resource/William_Thomas_Shirley","William Thomas Shirley"
"http://dbpedia.org/resource/Abu_Dulaf_al-Ijli","Abu Dulaf al-Ijli"
"http://dbpedia.org/resource/Adrianne_Tolsch","Adrianne Tolsch"
"http://dbpedia.org/resource/Anson_G._Henry","Anson G. Henry"
"http://dbpedia.org/resource/Archie_P._McKishnie","Archie P. McKishnie"
"http://dbpedia.org/resource/B._M._Kutty","B. M. Kutty"
"http://dbpedia.org/resource/Benjamin_Eby","Benjamin Eby"
"http://dbpedia.org/resource/Devi_Sridhar","Devi Sridhar"
"http://dbpedia.org/resource/Eagle_Woman","Eagle Woman"
"http://dbpedia.org/resource/Emma_Carter_Browning","Emma Carter Browning"
"http://dbpedia.org/resource/Ethel_Harpst","Ethel Harpst"
"http://dbpedia.org/resource/Francis_D._Hole","Francis D. Hole"
"http://dbpedia.org/resource/Henri-Antoine_Mézière","Henri-Antoine Mézière"
"http://dbpedia.org/resource/J._Howard_Moore","J. Howard Moore"
"http://dbpedia.org/resource/James_Pim","James Pim"
"http://dbpedia.org/resource/John_Francis_Lane","John Francis Lane"
"http://dbpedia.org/resource/Kitboga_(streamer)","Kitboga (streamer)"
"http://dbpedia.org/resource/Roger_Lhermitte","Roger Lhermitte"
"http://dbpedia.org/resource/Ruth_Darrow","Ruth Darrow"
"http://dbpedia.org/resource/Stanislav_Sondermajer","Stanislav Sondermajer"
"http://dbpedia.org/resource/Taylor_Scott","Taylor Scott"
"http://dbpedia.org/resource/Andreas_Oxner","Andreas Oxner"
"http://dbpedia.org/resource/Charlie_Johnson_(bandleader)","Charlie Johnson (bandleader)"
"http://dbpedia.org/resource/Ai-Toghdï","Ai-Toghdï"
"http://dbpedia.org/resource/Elisa_Miller","Elisa Miller"
"http://dbpedia.org/resource/Snowden_D._Flora","Snowden D. Flora"
"http://dbpedia.org/resource/Argaeus_II_of_Macedon","Argaeus II of Macedon"
"http://dbpedia.org/resource/Balatro","Balatro"
"http://dbpedia.org/resource/Jacques_Cortelyou","Jacques Cortelyou"
"http://dbpedia.org/resource/Musical_expression","Musical expression"
"http://dbpedia.org/resource/The_Last_Lecture","The Last Lecture"
"http://dbpedia.org/resource/Thomas_Theodor_Heine","Thomas Theodor Heine"
"http://dbpedia.org/resource/Barbara_Hofland","Barbara Hofland"
"http://dbpedia.org/resource/Charles_Prestwood_Lucas","Charles Prestwood Lucas"
"http://dbpedia.org/resource/Storms_of_My_Grandchildren","Storms of My Grandchildren"
"http://dbpedia.org/resource/Walter_Tyndale","Walter Tyndale"
"http://dbpedia.org/resource/Maud_Jeffries","Maud Jeffries"
"http://dbpedia.org/resource/William_John_Beamont","William John Beamont"
"http://dbpedia.org/resource/Edward_Henry_Corbould","Edward Henry Corbould"
"http://dbpedia.org/resource/Nasr_al-Din_(Yunnan)","Nasr al-Din (Yunnan)"
"http://dbpedia.org/resource/Antonio_de_Zayas","Antonio de Zayas"
"http://dbpedia.org/resource/F._Scott_Fitzgerald_bibliography","F. Scott Fitzgerald bibliography"
"http://dbpedia.org/resource/Harriet_Parr","Harriet Parr"
"http://dbpedia.org/resource/Inés_Echeverría_Bello","Inés Echeverría Bello"
"http://dbpedia.org/resource/Victor_Perera","Victor Perera"
"http://dbpedia.org/resource/Asoka_Jayawardena","Asoka Jayawardena"
"http://dbpedia.org/resource/C++_AMP","C++ AMP"
"http://dbpedia.org/resource/Dickson_Sarathchandra_Dela","Dickson Sarathchandra Dela"
"http://dbpedia.org/resource/George_Melville_Baker","George Melville Baker"
"http://dbpedia.org/resource/Gordon_Young_(writer)","Gordon Young (writer)"
"http://dbpedia.org/resource/James_Courage","James Courage"
"http://dbpedia.org/resource/Lionel_Fernando","Lionel Fernando"
"http://dbpedia.org/resource/Robert_Beaumont_(fl.1639)","Robert Beaumont (fl.1639)"
"http://dbpedia.org/resource/Roger_de_Beaufeu","Roger de Beaufeu"
"http://dbpedia.org/resource/A_Narrative_of_the_Captivity_and_Restoration_of_Mrs._Mary_Rowlandson","A Narrative of the Captivity and Restoration of Mrs. Mary Rowlandson"
"http://dbpedia.org/resource/The_Silent_Stars_Go_By_(novel)","The Silent Stars Go By (novel)"
"http://dbpedia.org/resource/Anaxis","Anaxis"
"http://dbpedia.org/resource/The_Spy_(Cooper_novel)","The Spy (Cooper novel)"
"http://dbpedia.org/resource/Ernest_Elmore","Ernest Elmore"
"http://dbpedia.org/resource/Franz_Reinisch","Franz Reinisch"
"http://dbpedia.org/resource/Darkey_Kelly","Darkey Kelly"
"http://dbpedia.org/resource/First_the_Egg","First the Egg"
"http://dbpedia.org/resource/Helen_D'Arcy_Stewart","Helen D'Arcy Stewart"
"http://dbpedia.org/resource/Lilias_Grant","Lilias Grant"
"http://dbpedia.org/resource/Antinous_of_Epirus","Antinous of Epirus"
"http://dbpedia.org/resource/Antisthenes_(Heraclitean)","Antisthenes (Heraclitean)"
"http://dbpedia.org/resource/Antisthenes_of_Agrigentum","Antisthenes of Agrigentum"
"http://dbpedia.org/resource/Jane_Margaret_Strickland","Jane Margaret Strickland"
"http://dbpedia.org/resource/List_of_works_by_Dorothy_L._Sayers","List of works by Dorothy L. Sayers"
"http://dbpedia.org/resource/Clifton_Johnson_bibliography","Clifton Johnson bibliography"
"http://dbpedia.org/resource/Corinne_Debaine-Francfort","Corinne Debaine-Francfort"
"http://dbpedia.org/resource/Maurice_J._Freedman","Maurice J. Freedman"
"http://dbpedia.org/resource/Abdul_Rashid_Dostum","Abdul Rashid Dostum"
"http://dbpedia.org/resource/Abdur_Rahman_Khan","Abdur Rahman Khan"
"http://dbpedia.org/resource/Aeschylus","Aeschylus"
"http://dbpedia.org/resource/Agatha_Christie","Agatha Christie"
"http://dbpedia.org/resource/Ahmad_Shah_Massoud","Ahmad Shah Massoud"
"http://dbpedia.org/resource/Albert_Camus","Albert Camus"
"http://dbpedia.org/resource/Aldous_Huxley","Aldous Huxley"
"http://dbpedia.org/resource/Aleister_Crowley","Aleister Crowley"
"http://dbpedia.org/resource/Alexander_Aetolus","Alexander Aetolus"
"http://dbpedia.org/resource/Alexander_Mackenzie_(politician)","Alexander Mackenzie (politician)"
"http://dbpedia.org/resource/Alexander_Selkirk","Alexander Selkirk"
"http://dbpedia.org/resource/Andrei_Tarkovsky","Andrei Tarkovsky"
"http://dbpedia.org/resource/Andriscus","Andriscus"
"http://dbpedia.org/resource/André_Gide","André Gide"
"http://dbpedia.org/resource/Anne_Brontë","Anne Brontë"
"http://dbpedia.org/resource/Anthony_the_Great","Anthony the Great"
"http://dbpedia.org/resource/Ariel_Sharon","Ariel Sharon"
"http://dbpedia.org/resource/Aristophanes","Aristophanes"
"http://dbpedia.org/resource/Arnold_Schwarzenegger","Arnold Schwarzenegger"
"http://dbpedia.org/resource/Arthur_Eddington","Arthur Eddington"
"http://dbpedia.org/resource/Arthur_Schopenhauer","Arthur Schopenhauer"
"http://dbpedia.org/resource/Arthur_Wellesley,_1st_Duke_of_Wellington","Arthur Wellesley, 1st Duke of Wellington"
"http://dbpedia.org/resource/Beatrix_Potter","Beatrix Potter"
"http://dbpedia.org/resource/C._S._Forester","C. S. Forester"
"http://dbpedia.org/resource/C._S._Lewis","C. S. Lewis"
"http://dbpedia.org/resource/Carlo_Goldoni","Carlo Goldoni"
"http://dbpedia.org/resource/Charles_Baudelaire","Charles Baudelaire"
"http://dbpedia.org/resource/Charles_Dickens","Charles Dickens"
"http://dbpedia.org/resource/Charles_Williams_(British_writer)","Charles Williams (British writer)"
"http://dbpedia.org/resource/Charlotte_Brontë","Charlotte Brontë"
"http://dbpedia.org/resource/Christopher_Marlowe","Christopher Marlowe"
"http://dbpedia.org/resource/Clark_Ashton_Smith","Clark Ashton Smith"
"http://dbpedia.org/resource/Clement_Attlee","Clement Attlee"
"http://dbpedia.org/resource/Clyde_Tombaugh","Clyde Tombaugh"
"http://dbpedia.org/resource/Colin_Powell","Colin Powell"
"http://dbpedia.org/resource/Columba","Columba"
"http://dbpedia.org/resource/Cordwainer_Smith","Cordwainer Smith"
"http://dbpedia.org/resource/Cyril_M._Kornbluth","Cyril M. Kornbluth"
"http://dbpedia.org/resource/Damon_Runyon","Damon Runyon"
"http://dbpedia.org/resource/Daniel_Defoe","Daniel Defoe"
"http://dbpedia.org/resource/Donald_Knuth","Donald Knuth"
"http://dbpedia.org/resource/Dorothy_Parker","Dorothy Parker"
"http://dbpedia.org/resource/Dylan_Thomas","Dylan Thomas"
"http://dbpedia.org/resource/E._E._Smith","E. E. Smith"
"http://dbpedia.org/resource/Ed_(text_editor)","Ed (text editor)"
"http://dbpedia.org/resource/Eden_Phillpotts","Eden Phillpotts"
"http://dbpedia.org/resource/Edgar_Rice_Burroughs","Edgar Rice Burroughs"
"http://dbpedia.org/resource/Edlin","Edlin"
"http://dbpedia.org/resource/Edna_St._Vincent_Millay","Edna St. Vincent Millay"
"http://dbpedia.org/resource/Edward_Bellamy","Edward Bellamy"
"http://dbpedia.org/resource/Edward_VI","Edward VI"
"http://dbpedia.org/resource/Edwin_Abbott_Abbott","Edwin Abbott Abbott"
"http://dbpedia.org/resource/Einhard","Einhard"
"http://dbpedia.org/resource/Enid_Blyton","Enid Blyton"
"http://dbpedia.org/resource/Ernest_Rutherford","Ernest Rutherford"
"http://dbpedia.org/resource/Ernst_Haeckel","Ernst Haeckel"
"http://dbpedia.org/resource/Ethiopian_National_Defense_Force","Ethiopian National Defense Force"
"http://dbpedia.org/resource/Euripides","Euripides"
"http://dbpedia.org/resource/Eusebius","Eusebius"
"http://dbpedia.org/resource/Evliya_Çelebi","Evliya Çelebi"
"http://dbpedia.org/resource/Fernando_Pessoa","Fernando Pessoa"
"http://dbpedia.org/resource/Francesco_Algarotti","Francesco Algarotti"
"http://dbpedia.org/resource/Francis_Bacon","Francis Bacon"
"http://dbpedia.org/resource/Francis_Scott_Key","Francis Scott Key"
"http://dbpedia.org/resource/Franz_Boas","Franz Boas"
"http://dbpedia.org/resource/Frederick_Douglass","Frederick Douglass"
"http://dbpedia.org/resource/Frederick_Soddy","Frederick Soddy"
"http://dbpedia.org/resource/G._K._Chesterton","G. K. Chesterton"
"http://dbpedia.org/resource/GIMP","GIMP"
"http://dbpedia.org/resource/Gary_Kildall","Gary Kildall"
"http://dbpedia.org/resource/Gavrilo_Princip","Gavrilo Princip"
"http://dbpedia.org/resource/George_Bernard_Shaw","George Bernard Shaw"
"http://dbpedia.org/resource/George_Eliot","George Eliot"
"http://dbpedia.org/resource/George_Orwell","George Orwell"
"http://dbpedia.org/resource/George_Pappas","George Pappas"
"http://dbpedia.org/resource/George_S._Kaufman","George S. Kaufman"
"http://dbpedia.org/resource/George_Washington","George Washington"
"http://dbpedia.org/resource/Gerard_Manley_Hopkins","Gerard Manley Hopkins"
"http://dbpedia.org/resource/Germanicus","Germanicus"
"http://dbpedia.org/resource/Giovanni_Boccaccio","Giovanni Boccaccio"
"http://dbpedia.org/resource/H._G._Wells","H. G. Wells"
"http://dbpedia.org/resource/H._P._Lovecraft","H. P. Lovecraft"
"http://dbpedia.org/resource/Hafizullah_Amin","Hafizullah Amin"
"http://dbpedia.org/resource/Hannes_Bok","Hannes Bok"
"http://dbpedia.org/resource/Hans_Christian_Andersen","Hans Christian Andersen"
"http://dbpedia.org/resource/Henryk_Sienkiewicz","Henryk Sienkiewicz"
"http://dbpedia.org/resource/Immanuel_Kant","Immanuel Kant"
"http://dbpedia.org/resource/Italo_Calvino","Italo Calvino"
"http://dbpedia.org/resource/J._R._R._Tolkien","J. R. R. Tolkien"
"http://dbpedia.org/resource/Jackson_Pollock","Jackson Pollock"
"http://dbpedia.org/resource/Jacob_Grimm","Jacob Grimm"
"http://dbpedia.org/resource/James_Branch_Cabell","James Branch Cabell"
"http://dbpedia.org/resource/James_Joyce","James Joyce"
"http://dbpedia.org/resource/James_Thurber","James Thurber"
"http://dbpedia.org/resource/James_Whale","James Whale"
"http://dbpedia.org/resource/Jean-Jacques_Rousseau","Jean-Jacques Rousseau"
"http://dbpedia.org/resource/Jean_Cocteau","Jean Cocteau"
"http://dbpedia.org/resource/Jerome_K._Jerome","Jerome K. Jerome"
"http://dbpedia.org/resource/Jim_Jarmusch","Jim Jarmusch"
"http://dbpedia.org/resource/Johannes_Kepler","Johannes Kepler"
"http://dbpedia.org/resource/John_Adams_(composer)","John Adams (composer)"
"http://dbpedia.org/resource/John_Dewey","John Dewey"
"http://dbpedia.org/resource/John_Dowland","John Dowland"
"http://dbpedia.org/resource/John_Graves_Simcoe","John Graves Simcoe"
"http://dbpedia.org/resource/John_Masefield","John Masefield"
"http://dbpedia.org/resource/John_Steinbeck","John Steinbeck"
"http://dbpedia.org/resource/John_Stevens_Cabot_Abbott","John Stevens Cabot Abbott"
"http://dbpedia.org/resource/John_Stuart_Mill","John Stuart Mill"
"http://dbpedia.org/resource/John_Wyndham","John Wyndham"
"http://dbpedia.org/resource/Jonathan_Richman","Jonathan Richman"
"http://dbpedia.org/resource/Joseph_Conrad","Joseph Conrad"
"http://dbpedia.org/resource/Josephus","Josephus"
"http://dbpedia.org/resource/Joshua_Reynolds","Joshua Reynolds"
"http://dbpedia.org/resource/Jules_Verne","Jules Verne"
"http://dbpedia.org/resource/Karl_Marx","Karl Marx"
"http://dbpedia.org/resource/Katherine_MacLean","Katherine MacLean"
"http://dbpedia.org/resource/Ken_Kesey","Ken Kesey"
"http://dbpedia.org/resource/Kevin_Spacey","Kevin Spacey"
"http://dbpedia.org/resource/Kit_Carson","Kit Carson"
"http://dbpedia.org/resource/Leon_Trotsky","Leon Trotsky"
"http://dbpedia.org/resource/Lord_Dunsany","Lord Dunsany"
"http://dbpedia.org/resource/Louis_Agassiz","Louis Agassiz"
"http://dbpedia.org/resource/Louis_Riel","Louis Riel"
"http://dbpedia.org/resource/Mahatma_Gandhi","Mahatma Gandhi"
"http://dbpedia.org/resource/Mervyn_Peake","Mervyn Peake"
"http://dbpedia.org/resource/Milton_Friedman","Milton Friedman"
"http://dbpedia.org/resource/Prince_Eugene_of_Savoy","Prince Eugene of Savoy"
"http://dbpedia.org/resource/Rumi","Rumi"
"http://dbpedia.org/resource/Utamaro","Utamaro"
"http://dbpedia.org/resource/Ānanda","Ānanda"
"http://dbpedia.org/resource/Rhetoric","Rhetoric"
"http://dbpedia.org/resource/Sophocles","Sophocles"
"http://dbpedia.org/resource/TECO_(text_editor)","TECO (text editor)"
"http://dbpedia.org/resource/Thorne_Smith","Thorne Smith"
"http://dbpedia.org/resource/William_Ashbless","William Ashbless"
"http://dbpedia.org/resource/Antonio_Veneziano_(poet)","Antonio Veneziano (poet)"
"http://dbpedia.org/resource/Call_for_the_Dead","Call for the Dead"
"http://dbpedia.org/resource/Charles_%22Chic%22_Sale","Charles ""Chic"" Sale"
"http://dbpedia.org/resource/Chen_Ding-nan","Chen Ding-nan"
"http://dbpedia.org/resource/Crown_Prince_Sado","Crown Prince Sado"
"http://dbpedia.org/resource/David_ben_Naphtali_Fränkel","David ben Naphtali Fränkel"
"http://dbpedia.org/resource/Dick_Cheney","Dick Cheney"
"http://dbpedia.org/resource/Ellery_Sedgwick","Ellery Sedgwick"
"http://dbpedia.org/resource/Gareth_Bale","Gareth Bale"
"http://dbpedia.org/resource/Gareth_Jones_(journalist)","Gareth Jones (journalist)"
"http://dbpedia.org/resource/George_Tsutakawa","George Tsutakawa"
"http://dbpedia.org/resource/Heinrich_Dernburg","Heinrich Dernburg"
"http://dbpedia.org/resource/Helen_Belyea","Helen Belyea"
"http://dbpedia.org/resource/Henry_Dwight_Sedgwick","Henry Dwight Sedgwick"
"http://dbpedia.org/resource/Irene_Purcell","Irene Purcell"
"http://dbpedia.org/resource/Jane_Randolph_Jefferson","Jane Randolph Jefferson"
"http://dbpedia.org/resource/John_F._Kennedy","John F. Kennedy"
"http://dbpedia.org/resource/John_Gutmann","John Gutmann"
"http://dbpedia.org/resource/Josyf_Slipyj","Josyf Slipyj"
"http://dbpedia.org/resource/L._Adams_Beck","L. Adams Beck"
"http://dbpedia.org/resource/Leslie_David_Baker","Leslie David Baker"
"http://dbpedia.org/resource/Lidia_Zamenhof","Lidia Zamenhof"
"http://dbpedia.org/resource/Lionel_Dunsterville","Lionel Dunsterville"
"http://dbpedia.org/resource/Malcolm_Jameson","Malcolm Jameson"
"http://dbpedia.org/resource/Meta_Vaux_Warrick_Fuller","Meta Vaux Warrick Fuller"
"http://dbpedia.org/resource/Mohammad_Musa_Shafiq","Mohammad Musa Shafiq"
"http://dbpedia.org/resource/Moritz_Daniel_Oppenheim","Moritz Daniel Oppenheim"
"http://dbpedia.org/resource/Norman_Duncan","Norman Duncan"
"http://dbpedia.org/resource/Princess_Feodora_of_Leiningen","Princess Feodora of Leiningen"
"http://dbpedia.org/resource/Pudge_Heffelfinger","Pudge Heffelfinger"
"http://dbpedia.org/resource/Robert_Barr_(writer)","Robert Barr (writer)"
"http://dbpedia.org/resource/Ruth_Sager","Ruth Sager"
"http://dbpedia.org/resource/S._Fowler_Wright","S. Fowler Wright"
"http://dbpedia.org/resource/Samantha_Fox_(American_actress)","Samantha Fox (American actress)"
"http://dbpedia.org/resource/Steven_R._McQueen","Steven R. McQueen"
"http://dbpedia.org/resource/Taylor_Swift","Taylor Swift"
"http://dbpedia.org/resource/The_Duplex","The Duplex"
"http://dbpedia.org/resource/Usain_Bolt","Usain Bolt"
"http://dbpedia.org/resource/Will_James_(artist)","Will James (artist)"
"http://dbpedia.org/resource/William_Wilfred_Campbell","William Wilfred Campbell"
"http://dbpedia.org/resource/Yannis_Makriyannis","Yannis Makriyannis"
"http://dbpedia.org/resource/Falacer","Falacer"
"http://dbpedia.org/resource/John_La_Montaine","John La Montaine"
"http://dbpedia.org/resource/Tom_Campbell_Black","Tom Campbell Black"
"http://dbpedia.org/resource/Victor_Appleton","Victor Appleton"
"http://dbpedia.org/resource/Adjutor_Rivard","Adjutor Rivard"
"http://dbpedia.org/resource/AkelPad","AkelPad"
"http://dbpedia.org/resource/Austin_Carlile","Austin Carlile"
"http://dbpedia.org/resource/C._W._A._Scott","C. W. A. Scott"
"http://dbpedia.org/resource/Charles_Sabine","Charles Sabine"
"http://dbpedia.org/resource/Dorothy_Cotton","Dorothy Cotton"
"http://dbpedia.org/resource/Fereydoon_Forooghi","Fereydoon Forooghi"
"http://dbpedia.org/resource/Frances_Brundage","Frances Brundage"
"http://dbpedia.org/resource/Goodbye_Soldier","Goodbye Soldier"
"http://dbpedia.org/resource/H._Jack_Geiger","H. Jack Geiger"
"http://dbpedia.org/resource/H._M._Brock","H. M. Brock"
"http://dbpedia.org/resource/Isabel_Ecclestone_Mackay","Isabel Ecclestone Mackay"
