"usTech","name"
"http://dbpedia.org/resource/Return_to_Paradise_Islands","Return to Paradise Islands"
"http://dbpedia.org/resource/Saris_and_the_City","Saris and the City"
"http://dbpedia.org/resource/Saving_Mr._Banks_(soundtrack)","Saving Mr. Banks (soundtrack)"
"http://dbpedia.org/resource/Shaun_King","Shaun King"
"http://dbpedia.org/resource/Shimmer_and_Shine","Shimmer and Shine"
"http://dbpedia.org/resource/Slip_Away_(Clarence_Carter_song)","Slip Away (Clarence Carter song)"
"http://dbpedia.org/resource/Soap_(song)","Soap (song)"
"http://dbpedia.org/resource/Take_Me_Home_(Jess_Glynne_song)","Take Me Home (Jess Glynne song)"
"http://dbpedia.org/resource/The_Frank_Sinatra_Show_(radio_program)","The Frank Sinatra Show (radio program)"
"http://dbpedia.org/resource/The_Grim_Adventures_of_Billy_&_Mandy_(season_6)","The Grim Adventures of Billy & Mandy (season 6)"
"http://dbpedia.org/resource/The_Loud_House","The Loud House"
"http://dbpedia.org/resource/TrackMania_Turbo_(2016_video_game)","TrackMania Turbo (2016 video game)"
"http://dbpedia.org/resource/When_Love_Hurts","When Love Hurts"
"http://dbpedia.org/resource/Whistle_(While_You_Work_It)","Whistle (While You Work It)"
"http://dbpedia.org/resource/Whitney_Avalon","Whitney Avalon"
"http://dbpedia.org/resource/With_Pen_in_Hand","With Pen in Hand"
"http://dbpedia.org/resource/Chicago_(Graham_Nash_song)","Chicago (Graham Nash song)"
"http://dbpedia.org/resource/Gay_Ghost","Gay Ghost"
"http://dbpedia.org/resource/Lakeshore_Catholic_High_School","Lakeshore Catholic High School"
"http://dbpedia.org/resource/NCR_Self-Service","NCR Self-Service"
"http://dbpedia.org/resource/Pacific_Bell_Directory","Pacific Bell Directory"
"http://dbpedia.org/resource/Southwestern_Bell_Yellow_Pages","Southwestern Bell Yellow Pages"
"http://dbpedia.org/resource/AT&T_Internet","AT&T Internet"
"http://dbpedia.org/resource/Alex_Hunter_(character)","Alex Hunter (character)"
"http://dbpedia.org/resource/Alexandria_Ocasio-Cortez","Alexandria Ocasio-Cortez"
"http://dbpedia.org/resource/Andrea_Meza","Andrea Meza"
"http://dbpedia.org/resource/Apple_&_Onion","Apple & Onion"
"http://dbpedia.org/resource/Avatar_4","Avatar 4"
"http://dbpedia.org/resource/Avatar_5","Avatar 5"
"http://dbpedia.org/resource/Ball_in_the_Family","Ball in the Family"
"http://dbpedia.org/resource/Baloo_(Disney)","Baloo (Disney)"
"http://dbpedia.org/resource/Benjamin_Bok","Benjamin Bok"
"http://dbpedia.org/resource/Championship_Bass","Championship Bass"
"http://dbpedia.org/resource/Christian_Robinson","Christian Robinson"
"http://dbpedia.org/resource/Confederate_Soldiers_and_Sailors_Monument_(Birmingham,_Alabama)","Confederate Soldiers and Sailors Monument (Birmingham, Alabama)"
"http://dbpedia.org/resource/Confederate_Soldiers_and_Sailors_Monument_(Indianapolis)","Confederate Soldiers and Sailors Monument (Indianapolis)"
"http://dbpedia.org/resource/Denton_Confederate_Soldier_Monument","Denton Confederate Soldier Monument"
"http://dbpedia.org/resource/Doc_Barclay's_Daughters","Doc Barclay's Daughters"
"http://dbpedia.org/resource/Don_Winslow_of_the_Navy_(radio_program)","Don Winslow of the Navy (radio program)"
"http://dbpedia.org/resource/Either_Way_(K._Michelle_song)","Either Way (K. Michelle song)"
"http://dbpedia.org/resource/Elle_Hearns","Elle Hearns"
"http://dbpedia.org/resource/Fausta_Grables","Fausta Grables"
"http://dbpedia.org/resource/Girls_on_Boys","Girls on Boys"
"http://dbpedia.org/resource/Heat_(Kelly_Clarkson_song)","Heat (Kelly Clarkson song)"
"http://dbpedia.org/resource/Humans_of_New_York:_The_Series","Humans of New York: The Series"
"http://dbpedia.org/resource/I_Don't_Think_About_You","I Don't Think About You"
"http://dbpedia.org/resource/Ijeoma_Oluo","Ijeoma Oluo"
"http://dbpedia.org/resource/Keep_Me_in_Mind_(Miriam_Makeba_album)","Keep Me in Mind (Miriam Makeba album)"
"http://dbpedia.org/resource/Love_So_Soft","Love So Soft"
"http://dbpedia.org/resource/Meaning_of_Life_(Kelly_Clarkson_song)","Meaning of Life (Kelly Clarkson song)"
"http://dbpedia.org/resource/Men_in_Black:_The_Series_–_Crashdown","Men in Black: The Series – Crashdown"
"http://dbpedia.org/resource/Ogilala","Ogilala"
"http://dbpedia.org/resource/Oswaldo_(TV_series)","Oswaldo (TV series)"
"http://dbpedia.org/resource/Pata_Pata_(album)","Pata Pata (album)"
"http://dbpedia.org/resource/Pinkalicious_&_Peterrific","Pinkalicious & Peterrific"
"http://dbpedia.org/resource/Polybius_(2017_video_game)","Polybius (2017 video game)"
"http://dbpedia.org/resource/SethBling","SethBling"
"http://dbpedia.org/resource/Sex_and_the_City_(season_6)","Sex and the City (season 6)"
"http://dbpedia.org/resource/Shere_Khan_(Disney)","Shere Khan (Disney)"
"http://dbpedia.org/resource/Sky_Atlantic_(German_TV_channel)","Sky Atlantic (German TV channel)"
"http://dbpedia.org/resource/So_Am_I_(Ty_Dolla_Sign_song)","So Am I (Ty Dolla Sign song)"
"http://dbpedia.org/resource/Something_New_(Wiz_Khalifa_song)","Something New (Wiz Khalifa song)"
"http://dbpedia.org/resource/Spirit_of_the_Confederacy","Spirit of the Confederacy"
"http://dbpedia.org/resource/The_Doris_Day_Show_(radio_program)","The Doris Day Show (radio program)"
"http://dbpedia.org/resource/The_Ed_Sullivan_Show_(radio_program)","The Ed Sullivan Show (radio program)"
"http://dbpedia.org/resource/The_Eddie_Bracken_Show","The Eddie Bracken Show"
"http://dbpedia.org/resource/The_Way_Life_Goes_(song)","The Way Life Goes (song)"
"http://dbpedia.org/resource/Truth_Hurts_(song)","Truth Hurts (song)"
"http://dbpedia.org/resource/Untouchable_(YoungBoy_Never_Broke_Again_song)","Untouchable (YoungBoy Never Broke Again song)"
"http://dbpedia.org/resource/When_We","When We"
"http://dbpedia.org/resource/Whole_Lotta_Woman_(Kelly_Clarkson_song)","Whole Lotta Woman (Kelly Clarkson song)"
"http://dbpedia.org/resource/Alibis_(song)","Alibis (song)"
"http://dbpedia.org/resource/Bob_Hope_television_specials","Bob Hope television specials"
"http://dbpedia.org/resource/Columbia_Workshop","Columbia Workshop"
"http://dbpedia.org/resource/David_Spinozza","David Spinozza"
"http://dbpedia.org/resource/Downfall_(Matchbox_Twenty_song)","Downfall (Matchbox Twenty song)"
"http://dbpedia.org/resource/Fascinated_(Company_B_song)","Fascinated (Company B song)"
"http://dbpedia.org/resource/IFund","IFund"
"http://dbpedia.org/resource/I_Can_Love_You_Like_That","I Can Love You Like That"
"http://dbpedia.org/resource/Jackie's_Strength","Jackie's Strength"
"http://dbpedia.org/resource/Monsters_(Funeral_for_a_Friend_song)","Monsters (Funeral for a Friend song)"
"http://dbpedia.org/resource/Sonny_Russo","Sonny Russo"
"http://dbpedia.org/resource/The_Beauty_in_Ugly","The Beauty in Ugly"
"http://dbpedia.org/resource/This_Way_(Jewel_song)","This Way (Jewel song)"
"http://dbpedia.org/resource/WOT_Services","WOT Services"
"http://dbpedia.org/resource/Wordplay_(song)","Wordplay (song)"
"http://dbpedia.org/resource/Larry_Lance","Larry Lance"
"http://dbpedia.org/resource/Old_Man_&_Me_(When_I_Get_to_Heaven)","Old Man & Me (When I Get to Heaven)"
"http://dbpedia.org/resource/Spider-Man:_Hobgoblin_Lives","Spider-Man: Hobgoblin Lives"
"http://dbpedia.org/resource/Lumberjanes","Lumberjanes"
"http://dbpedia.org/resource/Nicholas_Boshier","Nicholas Boshier"
"http://dbpedia.org/resource/Revenge_of_the_Apes","Revenge of the Apes"
"http://dbpedia.org/resource/Dolby_Cinema","Dolby Cinema"
"http://dbpedia.org/resource/Make_It_Rain_(Foy_Vance_song)","Make It Rain (Foy Vance song)"
"http://dbpedia.org/resource/Stars_over_Hollywood","Stars over Hollywood"
"http://dbpedia.org/resource/The_Energy","The Energy"
"http://dbpedia.org/resource/Madison_Clark","Madison Clark"
"http://dbpedia.org/resource/Marissa_Johnson","Marissa Johnson"
"http://dbpedia.org/resource/Ofelia_Salazar","Ofelia Salazar"
"http://dbpedia.org/resource/Osborn_(comic_book)","Osborn (comic book)"
"http://dbpedia.org/resource/Sparkle_Time","Sparkle Time"
"http://dbpedia.org/resource/Alan_Barillaro","Alan Barillaro"
"http://dbpedia.org/resource/Andrew_Coats_(director)","Andrew Coats (director)"
"http://dbpedia.org/resource/Marc_Sondheimer","Marc Sondheimer"
"http://dbpedia.org/resource/Battle_Scars_(comic_book)","Battle Scars (comic book)"
"http://dbpedia.org/resource/Cabin_B-13","Cabin B-13"
"http://dbpedia.org/resource/Danielle_Feinberg","Danielle Feinberg"
"http://dbpedia.org/resource/Douglas_Tires","Douglas Tires"
"http://dbpedia.org/resource/Fury:_My_War_Gone_By","Fury: My War Gone By"
"http://dbpedia.org/resource/Justice_League/Mighty_Morphin_Power_Rangers","Justice League/Mighty Morphin Power Rangers"
"http://dbpedia.org/resource/Nights_Are_Forever_Without_You","Nights Are Forever Without You"
"http://dbpedia.org/resource/Planet_of_the_Apes/Green_Lantern","Planet of the Apes/Green Lantern"
"http://dbpedia.org/resource/Samsung_Galaxy_K_Zoom","Samsung Galaxy K Zoom"
"http://dbpedia.org/resource/Tarzan_on_the_Planet_of_the_Apes","Tarzan on the Planet of the Apes"
"http://dbpedia.org/resource/Werewolves_Within","Werewolves Within"
"http://dbpedia.org/resource/3WW","3WW"
"http://dbpedia.org/resource/Blue_Trinity","Blue Trinity"
"http://dbpedia.org/resource/Club_Matinee","Club Matinee"
"http://dbpedia.org/resource/Ipsy","Ipsy"
"http://dbpedia.org/resource/Just_Take_My_Heart_(song)","Just Take My Heart (song)"
"http://dbpedia.org/resource/Michael_K._O'Brien","Michael K. O'Brien"
"http://dbpedia.org/resource/Punisher:_War_Zone_(2012_series)","Punisher: War Zone (2012 series)"
"http://dbpedia.org/resource/Soup's_On","Soup's On"
"http://dbpedia.org/resource/The_Punisher:_War_Zone_(2008_series)","The Punisher: War Zone (2008 series)"
"http://dbpedia.org/resource/Who_Be_Lovin'_Me","Who Be Lovin' Me"
"http://dbpedia.org/resource/Betty_and_Dupree","Betty and Dupree"
"http://dbpedia.org/resource/Brittany_Kamai","Brittany Kamai"
"http://dbpedia.org/resource/Hang_Up_My_Rock_and_Roll_Shoes","Hang Up My Rock and Roll Shoes"
"http://dbpedia.org/resource/Hard_on_Yourself","Hard on Yourself"
"http://dbpedia.org/resource/Moose_Life","Moose Life"
"http://dbpedia.org/resource/Saga_Pack","Saga Pack"
"http://dbpedia.org/resource/When_My_Little_Girl_Is_Smiling","When My Little Girl Is Smiling"
"http://dbpedia.org/resource/10%25_Dis","10% Dis"
"http://dbpedia.org/resource/At_Ready_(statue)","At Ready (statue)"
"http://dbpedia.org/resource/Koska_et_oo_täällä_enää","Koska et oo täällä enää"
"http://dbpedia.org/resource/Lion_Attacking_a_Dromedary","Lion Attacking a Dromedary"
"http://dbpedia.org/resource/Lists_of_Searchlight_Pictures_films","Lists of Searchlight Pictures films"
"http://dbpedia.org/resource/The_Life_and_Love_of_Dr._Susan","The Life and Love of Dr. Susan"
"http://dbpedia.org/resource/Don_Ashworth","Don Ashworth"
"http://dbpedia.org/resource/Horizon_Worlds","Horizon Worlds"
"http://dbpedia.org/resource/The_Holderness_Family","The Holderness Family"
"http://dbpedia.org/resource/Unicorn_Tales","Unicorn Tales"
"http://dbpedia.org/resource/AIM_alliance","AIM alliance"
"http://dbpedia.org/resource/Amazon_(company)","Amazon (company)"
"http://dbpedia.org/resource/AppleScript","AppleScript"
"http://dbpedia.org/resource/Aqua_Teen_Hunger_Force","Aqua Teen Hunger Force"
"http://dbpedia.org/resource/Archie_Andrews","Archie Andrews"
"http://dbpedia.org/resource/Arthur_(TV_series)","Arthur (TV series)"
"http://dbpedia.org/resource/Atari_Transputer_Workstation","Atari Transputer Workstation"
"http://dbpedia.org/resource/Autodesk_Maya","Autodesk Maya"
"http://dbpedia.org/resource/Backyard_Sports","Backyard Sports"
"http://dbpedia.org/resource/Battlestar_Galactica","Battlestar Galactica"
"http://dbpedia.org/resource/Bernie_Worrell","Bernie Worrell"
"http://dbpedia.org/resource/Beyoncé","Beyoncé"
"http://dbpedia.org/resource/Boeing_727","Boeing 727"
"http://dbpedia.org/resource/Boeing_777","Boeing 777"
"http://dbpedia.org/resource/Boy_Meets_World","Boy Meets World"
"http://dbpedia.org/resource/Cap'n_Crunch","Cap'n Crunch"
"http://dbpedia.org/resource/Commodore_PET","Commodore PET"
"http://dbpedia.org/resource/Dallas_(1978_TV_series)","Dallas (1978 TV series)"
"http://dbpedia.org/resource/Dan_Rather","Dan Rather"
"http://dbpedia.org/resource/Darkwing_Duck","Darkwing Duck"
"http://dbpedia.org/resource/Dayanara_Torres","Dayanara Torres"
"http://dbpedia.org/resource/Deborah_Carthy-Deu","Deborah Carthy-Deu"
"http://dbpedia.org/resource/Dell","Dell"
"http://dbpedia.org/resource/Denise_Quiñones","Denise Quiñones"
"http://dbpedia.org/resource/Dexter's_Laboratory","Dexter's Laboratory"
"http://dbpedia.org/resource/Die_Hard","Die Hard"
"http://dbpedia.org/resource/Digital_Research","Digital Research"
"http://dbpedia.org/resource/Doctor_Dolittle_(1967_film)","Doctor Dolittle (1967 film)"
"http://dbpedia.org/resource/Doug_TenNapel","Doug TenNapel"
"http://dbpedia.org/resource/Dragnet_(franchise)","Dragnet (franchise)"
"http://dbpedia.org/resource/E.T._the_Extra-Terrestrial_(video_game)","E.T. the Extra-Terrestrial (video game)"
"http://dbpedia.org/resource/EPCOT_(concept)","EPCOT (concept)"
"http://dbpedia.org/resource/Earthworm_Jim_(video_game)","Earthworm Jim (video game)"
"http://dbpedia.org/resource/Fairfield,_Alabama","Fairfield, Alabama"
"http://dbpedia.org/resource/Filmation","Filmation"
"http://dbpedia.org/resource/Fraggle_Rock","Fraggle Rock"
"http://dbpedia.org/resource/Full_House","Full House"
"http://dbpedia.org/resource/GEM_(desktop_environment)","GEM (desktop environment)"
"http://dbpedia.org/resource/Gilligan's_Island","Gilligan's Island"
"http://dbpedia.org/resource/Gladstone_Publishing","Gladstone Publishing"
"http://dbpedia.org/resource/Goodyear,_Arizona","Goodyear, Arizona"
"http://dbpedia.org/resource/Green_Lantern_Corps","Green Lantern Corps"
"http://dbpedia.org/resource/Growing_Pains","Growing Pains"
"http://dbpedia.org/resource/Guntersville,_Alabama","Guntersville, Alabama"
"http://dbpedia.org/resource/Hans_Sloane","Hans Sloane"
"http://dbpedia.org/resource/Hey_Pretty","Hey Pretty"
"http://dbpedia.org/resource/Howard_Stern","Howard Stern"
"http://dbpedia.org/resource/IBook","IBook"
"http://dbpedia.org/resource/ICON_(microcomputer)","ICON (microcomputer)"
"http://dbpedia.org/resource/IPod","IPod"
"http://dbpedia.org/resource/Inktomi","Inktomi"
"http://dbpedia.org/resource/Insomniac_(Green_Day_album)","Insomniac (Green Day album)"
"http://dbpedia.org/resource/James_H._Clark","James H. Clark"
"http://dbpedia.org/resource/John_Ratzenberger","John Ratzenberger"
"http://dbpedia.org/resource/Johnny_Carson","Johnny Carson"
"http://dbpedia.org/resource/Joker_(character)","Joker (character)"
"http://dbpedia.org/resource/Justice_League","Justice League"
"http://dbpedia.org/resource/KIM-1","KIM-1"
"http://dbpedia.org/resource/Knockout_Kings","Knockout Kings"
"http://dbpedia.org/resource/Lake_Buena_Vista,_Florida","Lake Buena Vista, Florida"
"http://dbpedia.org/resource/Late_Night_with_David_Letterman","Late Night with David Letterman"
"http://dbpedia.org/resource/Late_Show_with_David_Letterman","Late Show with David Letterman"
"http://dbpedia.org/resource/Lightsaber","Lightsaber"
"http://dbpedia.org/resource/List_of_Hercules:_The_Legendary_Journeys_episodes","List of Hercules: The Legendary Journeys episodes"
"http://dbpedia.org/resource/MAME","MAME"
"http://dbpedia.org/resource/Macintosh_Plus","Macintosh Plus"
"http://dbpedia.org/resource/Marisol_Malaret","Marisol Malaret"
"http://dbpedia.org/resource/Marvel_Superheroes_Secret_Wars","Marvel Superheroes Secret Wars"
"http://dbpedia.org/resource/Matrox","Matrox"
"http://dbpedia.org/resource/Max_Weinberg","Max Weinberg"
"http://dbpedia.org/resource/Maxtor","Maxtor"
"http://dbpedia.org/resource/Maybelline","Maybelline"
"http://dbpedia.org/resource/Mexico_City_International_Airport","Mexico City International Airport"
"http://dbpedia.org/resource/Millipede_(video_game)","Millipede (video game)"
"http://dbpedia.org/resource/Mister_Magoo's_Christmas_Carol","Mister Magoo's Christmas Carol"
"http://dbpedia.org/resource/Mohenjo_Daro_(film)","Mohenjo Daro (film)"
"http://dbpedia.org/resource/Montgomery_College","Montgomery College"
"http://dbpedia.org/resource/NCR_Corporation","NCR Corporation"
"http://dbpedia.org/resource/Paia,_Hawaii","Paia, Hawaii"
"http://dbpedia.org/resource/Passions","Passions"
"http://dbpedia.org/resource/Paul_Shaffer","Paul Shaffer"
"http://dbpedia.org/resource/Power_Mac_G4_Cube","Power Mac G4 Cube"
"http://dbpedia.org/resource/Professional_Widow","Professional Widow"
"http://dbpedia.org/resource/Rez","Rez"
"http://dbpedia.org/resource/SM-65_Atlas","SM-65 Atlas"
"http://dbpedia.org/resource/Saved_by_the_Bell","Saved by the Bell"
"http://dbpedia.org/resource/Sex_and_the_City","Sex and the City"
"http://dbpedia.org/resource/Shazam_(wizard)","Shazam (wizard)"
"http://dbpedia.org/resource/Showtunes_(Stephin_Merritt_and_Chen_Shi-zheng_album)","Showtunes (Stephin Merritt and Chen Shi-zheng album)"
"http://dbpedia.org/resource/Snoop_Dogg","Snoop Dogg"
"http://dbpedia.org/resource/Soviet_submarine_K-77","Soviet submarine K-77"
"http://dbpedia.org/resource/Suspense_(radio_drama)","Suspense (radio drama)"
"http://dbpedia.org/resource/Taligent","Taligent"
"http://dbpedia.org/resource/Tesco","Tesco"
"http://dbpedia.org/resource/The_Blues_Brothers","The Blues Brothers"
"http://dbpedia.org/resource/The_Lion_King","The Lion King"
"http://dbpedia.org/resource/The_Neverhood","The Neverhood"
"http://dbpedia.org/resource/The_Real_World_(TV_series)","The Real World (TV series)"
"http://dbpedia.org/resource/The_Tigger_Movie","The Tigger Movie"
"http://dbpedia.org/resource/The_Wise_Little_Hen","The Wise Little Hen"
"http://dbpedia.org/resource/Thundarr_the_Barbarian","Thundarr the Barbarian"
"http://dbpedia.org/resource/Toon_Disney","Toon Disney"
"http://dbpedia.org/resource/United_Productions_of_America","United Productions of America"
"http://dbpedia.org/resource/WarnerMedia","WarnerMedia"
"http://dbpedia.org/resource/Waterloo,_Alabama","Waterloo, Alabama"
"http://dbpedia.org/resource/Wonder_Woman","Wonder Woman"
"http://dbpedia.org/resource/Xenix","Xenix"
"http://dbpedia.org/resource/Charlie_Chan","Charlie Chan"
"http://dbpedia.org/resource/Guardians_of_the_Universe","Guardians of the Universe"
"http://dbpedia.org/resource/IBM_7090","IBM 7090"
"http://dbpedia.org/resource/IBM_7094","IBM 7094"
"http://dbpedia.org/resource/101_Dalmatians_II:_Patch's_London_Adventure","101 Dalmatians II: Patch's London Adventure"
"http://dbpedia.org/resource/AT&T_Alascom","AT&T Alascom"
"http://dbpedia.org/resource/Alexander_&_Baldwin","Alexander & Baldwin"
"http://dbpedia.org/resource/Autodesk_Media_and_Entertainment","Autodesk Media and Entertainment"
"http://dbpedia.org/resource/Babe_I'm_Gonna_Leave_You","Babe I'm Gonna Leave You"
"http://dbpedia.org/resource/Big_Bird_in_China","Big Bird in China"
"http://dbpedia.org/resource/Bill_Damaschke","Bill Damaschke"
"http://dbpedia.org/resource/Billings_Logan_International_Airport","Billings Logan International Airport"
"http://dbpedia.org/resource/Black_Thought","Black Thought"
"http://dbpedia.org/resource/Breath_of_Fire_III","Breath of Fire III"
"http://dbpedia.org/resource/Clive_Barker's_Undying","Clive Barker's Undying"
"http://dbpedia.org/resource/Dan_Lee_(animator)","Dan Lee (animator)"
"http://dbpedia.org/resource/Dancing_in_the_Street","Dancing in the Street"
"http://dbpedia.org/resource/Defenders_of_the_Earth","Defenders of the Earth"
"http://dbpedia.org/resource/Derek_Drymon","Derek Drymon"
"http://dbpedia.org/resource/Disney's_America","Disney's America"
"http://dbpedia.org/resource/Don_Quixote_(album)","Don Quixote (album)"
"http://dbpedia.org/resource/Doodlez","Doodlez"
"http://dbpedia.org/resource/Doug's_1st_Movie","Doug's 1st Movie"
"http://dbpedia.org/resource/Dragonstomper","Dragonstomper"
"http://dbpedia.org/resource/Driver_2","Driver 2"
"http://dbpedia.org/resource/Dunlop_Pneumatic_Tyre_Co_Ltd_v_Selfridge_&_Co_Ltd","Dunlop Pneumatic Tyre Co Ltd v Selfridge & Co Ltd"
"http://dbpedia.org/resource/Dylan_Ratigan","Dylan Ratigan"
"http://dbpedia.org/resource/EAGLE_(program)","EAGLE (program)"
"http://dbpedia.org/resource/Electroplankton","Electroplankton"
"http://dbpedia.org/resource/Felicia_Day","Felicia Day"
"http://dbpedia.org/resource/FlashGot","FlashGot"
"http://dbpedia.org/resource/Fort_Laramie_(radio)","Fort Laramie (radio)"
"http://dbpedia.org/resource/Four_Sticks","Four Sticks"
"http://dbpedia.org/resource/Frontier_Gentleman","Frontier Gentleman"
"http://dbpedia.org/resource/Get_Ready_(New_Order_album)","Get Ready (New Order album)"
"http://dbpedia.org/resource/Good_Old_Boys_(Randy_Newman_album)","Good Old Boys (Randy Newman album)"
"http://dbpedia.org/resource/Good_Times_(Chic_song)","Good Times (Chic song)"
"http://dbpedia.org/resource/Got_to_Give_It_Up","Got to Give It Up"
"http://dbpedia.org/resource/Heart_Shaped_World_(Chris_Isaak_album)","Heart Shaped World (Chris Isaak album)"
"http://dbpedia.org/resource/Heart_of_Darkness_(video_game)","Heart of Darkness (video game)"
"http://dbpedia.org/resource/House_of_Blues","House of Blues"
"http://dbpedia.org/resource/IPod_Shuffle","IPod Shuffle"
"http://dbpedia.org/resource/Information_Please","Information Please"
"http://dbpedia.org/resource/It's_Time_(Michael_Bublé_album)","It's Time (Michael Bublé album)"
"http://dbpedia.org/resource/Jeff_%22Tain%22_Watts","Jeff ""Tain"" Watts"
"http://dbpedia.org/resource/Jon_Hall_(programmer)","Jon Hall (programmer)"
"http://dbpedia.org/resource/Judy_Canova","Judy Canova"
"http://dbpedia.org/resource/Just_the_Ten_of_Us","Just the Ten of Us"
"http://dbpedia.org/resource/Killing_Me_Softly_with_His_Song","Killing Me Softly with His Song"
"http://dbpedia.org/resource/Kim_Sa-rang_(actress)","Kim Sa-rang (actress)"
"http://dbpedia.org/resource/Kinks_(album)","Kinks (album)"
"http://dbpedia.org/resource/Koudelka","Koudelka"
"http://dbpedia.org/resource/Leader_Dog","Leader Dog"
"http://dbpedia.org/resource/Live_Free_or_Die_Hard","Live Free or Die Hard"
"http://dbpedia.org/resource/Living_Loving_Maid_(She's_Just_a_Woman)","Living Loving Maid (She's Just a Woman)"
"http://dbpedia.org/resource/Lock_Up_the_Wolves","Lock Up the Wolves"
"http://dbpedia.org/resource/Lux_Radio_Theatre","Lux Radio Theatre"
"http://dbpedia.org/resource/Macintosh_Quadra_950","Macintosh Quadra 950"
"http://dbpedia.org/resource/Madden_NFL_2005","Madden NFL 2005"
"http://dbpedia.org/resource/Mary_Kay","Mary Kay"
"http://dbpedia.org/resource/Matt_Foley","Matt Foley"
"http://dbpedia.org/resource/Maxwell_Lord","Maxwell Lord"
"http://dbpedia.org/resource/Mega_Man_8","Mega Man 8"
"http://dbpedia.org/resource/Moby_Dick_(instrumental)","Moby Dick (instrumental)"
"http://dbpedia.org/resource/Motown_25:_Yesterday,_Today,_Forever","Motown 25: Yesterday, Today, Forever"
"http://dbpedia.org/resource/Mpule_Kwelagobe","Mpule Kwelagobe"
"http://dbpedia.org/resource/Mr._District_Attorney","Mr. District Attorney"
"http://dbpedia.org/resource/Mr._and_Mrs._North","Mr. and Mrs. North"
"http://dbpedia.org/resource/NASCAR_2000","NASCAR 2000"
"http://dbpedia.org/resource/Old_Dan's_Records","Old Dan's Records"
"http://dbpedia.org/resource/Our_Miss_Brooks","Our Miss Brooks"
"http://dbpedia.org/resource/Outcast_(video_game)","Outcast (video game)"
"http://dbpedia.org/resource/Perfect_Strangers_(TV_series)","Perfect Strangers (TV series)"
"http://dbpedia.org/resource/Pete_Docter","Pete Docter"
"http://dbpedia.org/resource/Pooh's_Heffalump_Movie","Pooh's Heffalump Movie"
"http://dbpedia.org/resource/Rayman_(video_game)","Rayman (video game)"
"http://dbpedia.org/resource/Recess:_School's_Out","Recess: School's Out"
"http://dbpedia.org/resource/Return_to_Never_Land","Return to Never Land"
"http://dbpedia.org/resource/Robot_Chicken","Robot Chicken"
"http://dbpedia.org/resource/Roll_On_(The_Living_End_album)","Roll On (The Living End album)"
"http://dbpedia.org/resource/SSX_3","SSX 3"
"http://dbpedia.org/resource/Sabrina's_Secret_Life","Sabrina's Secret Life"
"http://dbpedia.org/resource/Sabrina:_The_Animated_Series","Sabrina: The Animated Series"
"http://dbpedia.org/resource/Sail_Away_(Randy_Newman_album)","Sail Away (Randy Newman album)"
"http://dbpedia.org/resource/Science_Police","Science Police"
"http://dbpedia.org/resource/Shawn_Weatherly","Shawn Weatherly"
"http://dbpedia.org/resource/Sit_Down_Young_Stranger","Sit Down Young Stranger"
"http://dbpedia.org/resource/Sleeps_with_Angels","Sleeps with Angels"
"http://dbpedia.org/resource/Starmaster","Starmaster"
"http://dbpedia.org/resource/Summer_Side_of_Life","Summer Side of Life"
"http://dbpedia.org/resource/Summerteeth","Summerteeth"
"http://dbpedia.org/resource/Supergirl_(1984_film)","Supergirl (1984 film)"
"http://dbpedia.org/resource/TGIF_(TV_programming_block)","TGIF (TV programming block)"
"http://dbpedia.org/resource/That's_So_Raven_(soundtrack)","That's So Raven (soundtrack)"
"http://dbpedia.org/resource/TheFutureEmbrace","TheFutureEmbrace"
"http://dbpedia.org/resource/The_Blues_Brothers_(video_game)","The Blues Brothers (video game)"
"http://dbpedia.org/resource/The_Late_Late_Show_with_Craig_Ferguson","The Late Late Show with Craig Ferguson"
"http://dbpedia.org/resource/The_Man_Called_X","The Man Called X"
"http://dbpedia.org/resource/The_Muppets'_Wizard_of_Oz","The Muppets' Wizard of Oz"
"http://dbpedia.org/resource/The_Muppets_at_Walt_Disney_World","The Muppets at Walt Disney World"
"http://dbpedia.org/resource/The_Patty_Duke_Show","The Patty Duke Show"
"http://dbpedia.org/resource/The_Princess_Diaries_soundtracks","The Princess Diaries soundtracks"
"http://dbpedia.org/resource/The_Songs_of_Distant_Earth_(album)","The Songs of Distant Earth (album)"
"http://dbpedia.org/resource/The_United_States_Steel_Hour","The United States Steel Hour"
"http://dbpedia.org/resource/This_I_Believe","This I Believe"
"http://dbpedia.org/resource/Tiger_Woods_PGA_Tour_2005","Tiger Woods PGA Tour 2005"
"http://dbpedia.org/resource/Two_of_a_Kind_(American_TV_series)","Two of a Kind (American TV series)"
"http://dbpedia.org/resource/Undergrads","Undergrads"
"http://dbpedia.org/resource/Voyager_(Mike_Oldfield_album)","Voyager (Mike Oldfield album)"
"http://dbpedia.org/resource/Westinghouse_Broadcasting","Westinghouse Broadcasting"
"http://dbpedia.org/resource/White_Martian","White Martian"
"http://dbpedia.org/resource/Wild_West_C.O.W.-Boys_of_Moo_Mesa","Wild West C.O.W.-Boys of Moo Mesa"
"http://dbpedia.org/resource/Yahoo!_360°","Yahoo! 360°"
"http://dbpedia.org/resource/Aquaman","Aquaman"
"http://dbpedia.org/resource/Donald_Duck_(American_comic_book)","Donald Duck (American comic book)"
"http://dbpedia.org/resource/Duck_Dodgers","Duck Dodgers"
"http://dbpedia.org/resource/IBM_1460","IBM 1460"
"http://dbpedia.org/resource/IBM_6400","IBM 6400"
