"usTech","name"
"http://dbpedia.org/resource/Marvel's_Doctor_Strange_Prelude","Marvel's Doctor Strange Prelude"
"http://dbpedia.org/resource/Marvel's_Doctor_Strange_Prelude_Infinite_Comic_–_The_Zealot","Marvel's Doctor Strange Prelude Infinite Comic – The Zealot"
"http://dbpedia.org/resource/Marvel's_Iron_Man_3_Prelude","Marvel's Iron Man 3 Prelude"
"http://dbpedia.org/resource/Money_(Cardi_B_song)","Money (Cardi B song)"
"http://dbpedia.org/resource/NHL_19","NHL 19"
"http://dbpedia.org/resource/Goodyear_Polyglas_tire","Goodyear Polyglas tire"
"http://dbpedia.org/resource/Immigration_Man","Immigration Man"
"http://dbpedia.org/resource/Janet_Lucroy","Janet Lucroy"
"http://dbpedia.org/resource/Jos_Stam","Jos Stam"
"http://dbpedia.org/resource/Ralph_Breaks_the_Internet_(soundtrack)","Ralph Breaks the Internet (soundtrack)"
"http://dbpedia.org/resource/Real_America_with_Jorge_Ramos","Real America with Jorge Ramos"
"http://dbpedia.org/resource/Renegade_Tribune","Renegade Tribune"
"http://dbpedia.org/resource/Only_a_Poor_Old_Man","Only a Poor Old Man"
"http://dbpedia.org/resource/Statue_of_Christopher_Columbus_(Columbus_City_Hall)","Statue of Christopher Columbus (Columbus City Hall)"
"http://dbpedia.org/resource/Sweet_but_Psycho","Sweet but Psycho"
"http://dbpedia.org/resource/TheOdd1sOut","TheOdd1sOut"
"http://dbpedia.org/resource/Transformers:_Rescue_Bots_Academy","Transformers: Rescue Bots Academy"
"http://dbpedia.org/resource/Treasure_of_Love_(Clyde_McPhatter_song)","Treasure of Love (Clyde McPhatter song)"
"http://dbpedia.org/resource/TwoSet_Violin","TwoSet Violin"
"http://dbpedia.org/resource/Tyler1","Tyler1"
"http://dbpedia.org/resource/U.S._Army_Esports","U.S. Army Esports"
"http://dbpedia.org/resource/United_Confederate_Veterans_Memorial","United Confederate Veterans Memorial"
"http://dbpedia.org/resource/VR_Kanojo","VR Kanojo"
"http://dbpedia.org/resource/Wake_Up_in_the_Sky","Wake Up in the Sky"
"http://dbpedia.org/resource/Xandr","Xandr"
"http://dbpedia.org/resource/Zeze_(song)","Zeze (song)"
"http://dbpedia.org/resource/Al_Noor_Mosque,_Christchurch","Al Noor Mosque, Christchurch"
"http://dbpedia.org/resource/Atta_Elayyan","Atta Elayyan"
"http://dbpedia.org/resource/Bilal_Hassani","Bilal Hassani"
"http://dbpedia.org/resource/Blocki","Blocki"
"http://dbpedia.org/resource/Bob_Persichetti","Bob Persichetti"
"http://dbpedia.org/resource/Bones_(Galantis_song)","Bones (Galantis song)"
"http://dbpedia.org/resource/Brent_Rivera","Brent Rivera"
"http://dbpedia.org/resource/Brenton_Tarrant","Brenton Tarrant"
"http://dbpedia.org/resource/Brightburn","Brightburn"
"http://dbpedia.org/resource/Broken_&_Beautiful_(song)","Broken & Beautiful (song)"
"http://dbpedia.org/resource/Brooklyn_Nine-Nine_(season_7)","Brooklyn Nine-Nine (season 7)"
"http://dbpedia.org/resource/Calling_My_Spirit","Calling My Spirit"
"http://dbpedia.org/resource/Captain_America_(Marvel_Cinematic_Universe)","Captain America (Marvel Cinematic Universe)"
"http://dbpedia.org/resource/Chip_and_Potato","Chip and Potato"
"http://dbpedia.org/resource/Christchurch_mosque_shootings","Christchurch mosque shootings"
"http://dbpedia.org/resource/Clifford_the_Big_Red_Dog_(2019_TV_series)","Clifford the Big Red Dog (2019 TV series)"
"http://dbpedia.org/resource/Cody_Ko","Cody Ko"
"http://dbpedia.org/resource/Creed:_Rise_to_Glory","Creed: Rise to Glory"
"http://dbpedia.org/resource/Cricket_2000","Cricket 2000"
"http://dbpedia.org/resource/David_Dobrik","David Dobrik"
"http://dbpedia.org/resource/David_So","David So"
"http://dbpedia.org/resource/Davina_Michelle","Davina Michelle"
"http://dbpedia.org/resource/Dina_Belenkaya","Dina Belenkaya"
"http://dbpedia.org/resource/Doctor_Strange_in_the_Multiverse_of_Madness","Doctor Strange in the Multiverse of Madness"
"http://dbpedia.org/resource/El_Bananero","El Bananero"
"http://dbpedia.org/resource/Enes_Batur","Enes Batur"
"http://dbpedia.org/resource/Eugene_Lee_Yang","Eugene Lee Yang"
"http://dbpedia.org/resource/FIFA_2001","FIFA 2001"
"http://dbpedia.org/resource/Fedmyster","Fedmyster"
"http://dbpedia.org/resource/First_Day_Out_(Kodak_Black_song)","First Day Out (Kodak Black song)"
"http://dbpedia.org/resource/Free_Guy","Free Guy"
"http://dbpedia.org/resource/Gee_Whiz_(Look_at_His_Eyes)","Gee Whiz (Look at His Eyes)"
"http://dbpedia.org/resource/Geoff_Marshall","Geoff Marshall"
"http://dbpedia.org/resource/Gotham_(season_1)","Gotham (season 1)"
"http://dbpedia.org/resource/Gotham_(season_5)","Gotham (season 5)"
"http://dbpedia.org/resource/Gus_Johnson_(comedian)","Gus Johnson (comedian)"
"http://dbpedia.org/resource/Hbomberguy","Hbomberguy"
"http://dbpedia.org/resource/Hilltop_House","Hilltop House"
"http://dbpedia.org/resource/Honey_(company)","Honey (company)"
"http://dbpedia.org/resource/I've_Been_Lonely_Too_Long","I've Been Lonely Too Long"
"http://dbpedia.org/resource/I_(Lil_Skies_song)","I (Lil Skies song)"
"http://dbpedia.org/resource/Isra_Hirsi","Isra Hirsi"
"http://dbpedia.org/resource/James_Rhodes_(Marvel_Cinematic_Universe)","James Rhodes (Marvel Cinematic Universe)"
"http://dbpedia.org/resource/Juice_(Lizzo_song)","Juice (Lizzo song)"
"http://dbpedia.org/resource/Karma_(Marina_song)","Karma (Marina song)"
"http://dbpedia.org/resource/LadBaby","LadBaby"
"http://dbpedia.org/resource/Linwood_Islamic_Centre","Linwood Islamic Centre"
"http://dbpedia.org/resource/List_of_DuckTales_(2017_TV_series)_episodes","List of DuckTales (2017 TV series) episodes"
"http://dbpedia.org/resource/Deathwatch_(comics)","Deathwatch (comics)"
"http://dbpedia.org/resource/Decay_(DC_Comics)","Decay (DC Comics)"
"http://dbpedia.org/resource/Duke_of_Deception","Duke of Deception"
"http://dbpedia.org/resource/Madison_Reed","Madison Reed"
"http://dbpedia.org/resource/Mark_Angel_(comedian)","Mark Angel (comedian)"
"http://dbpedia.org/resource/Mary_Poppins_Returns_(soundtrack)","Mary Poppins Returns (soundtrack)"
"http://dbpedia.org/resource/Hercules_(DC_Comics)","Hercules (DC Comics)"
"http://dbpedia.org/resource/How_to_Fish","How to Fish"
"http://dbpedia.org/resource/I'm_Really_Hot","I'm Really Hot"
"http://dbpedia.org/resource/Jeremy_Spencer_(album)","Jeremy Spencer (album)"
"http://dbpedia.org/resource/Nick_Fury_(Marvel_Cinematic_Universe)","Nick Fury (Marvel Cinematic Universe)"
"http://dbpedia.org/resource/Nights_Like_This_(Kehlani_song)","Nights Like This (Kehlani song)"
"http://dbpedia.org/resource/Nomadland_(film)","Nomadland (film)"
"http://dbpedia.org/resource/Nomiki_Konst","Nomiki Konst"
"http://dbpedia.org/resource/Nyla_Rose","Nyla Rose"
"http://dbpedia.org/resource/OMGitsfirefoxx","OMGitsfirefoxx"
"http://dbpedia.org/resource/OfflineTV","OfflineTV"
"http://dbpedia.org/resource/One_Less_Day_(Dying_Young)","One Less Day (Dying Young)"
"http://dbpedia.org/resource/One_That_Got_Away","One That Got Away"
"http://dbpedia.org/resource/Ooh_Poo_Pah_Doo","Ooh Poo Pah Doo"
"http://dbpedia.org/resource/Orange_Trees","Orange Trees"
"http://dbpedia.org/resource/Patty_Cake_(song)","Patty Cake (song)"
"http://dbpedia.org/resource/Penelope_Ford","Penelope Ford"
"http://dbpedia.org/resource/Streetcorner_Symphony","Streetcorner Symphony"
"http://dbpedia.org/resource/Please_Me","Please Me"
"http://dbpedia.org/resource/ThinkVision_monitors","ThinkVision monitors"
"http://dbpedia.org/resource/Project_CARS_3","Project CARS 3"
"http://dbpedia.org/resource/Rainbow_Butterfly_Unicorn_Kitty","Rainbow Butterfly Unicorn Kitty"
"http://dbpedia.org/resource/Remove_Kebab","Remove Kebab"
"http://dbpedia.org/resource/S1mple","S1mple"
"http://dbpedia.org/resource/So_Am_I_(Ava_Max_song)","So Am I (Ava Max song)"
"http://dbpedia.org/resource/Take_Time_to_Know_Her_(song)","Take Time to Know Her (song)"
"http://dbpedia.org/resource/The_French_Dispatch","The French Dispatch"
"http://dbpedia.org/resource/The_King's_Man","The King's Man"
"http://dbpedia.org/resource/The_Second_Mrs._Burton","The Second Mrs. Burton"
"http://dbpedia.org/resource/The_Shivering_Truth","The Shivering Truth"
"http://dbpedia.org/resource/There's_Someone_Inside_Your_House_(film)","There's Someone Inside Your House (film)"
"http://dbpedia.org/resource/Tigtone","Tigtone"
"http://dbpedia.org/resource/TimTheTatman","TimTheTatman"
"http://dbpedia.org/resource/Tom_McIntyre","Tom McIntyre"
"http://dbpedia.org/resource/Transportin'","Transportin'"
"http://dbpedia.org/resource/Tropical_Cop_Tales","Tropical Cop Tales"
"http://dbpedia.org/resource/Trulli_Tales","Trulli Tales"
"http://dbpedia.org/resource/Wendy_(film)","Wendy (film)"
"http://dbpedia.org/resource/With_These_Hands_(song)","With These Hands (song)"
"http://dbpedia.org/resource/Xiaoyuan_Tu","Xiaoyuan Tu"
"http://dbpedia.org/resource/All_Me_(Kehlani_song)","All Me (Kehlani song)"
"http://dbpedia.org/resource/Battlezone_(2016_video_game)","Battlezone (2016 video game)"
"http://dbpedia.org/resource/Boy_Girl_Dog_Cat_Mouse_Cheese","Boy Girl Dog Cat Mouse Cheese"
"http://dbpedia.org/resource/Bruce_Wayne_(1989_film_series_character)","Bruce Wayne (1989 film series character)"
"http://dbpedia.org/resource/Call_of_Duty_League","Call of Duty League"
"http://dbpedia.org/resource/CarryMinati","CarryMinati"
"http://dbpedia.org/resource/Cody_Sun","Cody Sun"
"http://dbpedia.org/resource/Coldzera","Coldzera"
"http://dbpedia.org/resource/Damonte_(gamer)","Damonte (gamer)"
"http://dbpedia.org/resource/Dark_Empire_Sourcebook","Dark Empire Sourcebook"
"http://dbpedia.org/resource/Dirty_Iyanna","Dirty Iyanna"
"http://dbpedia.org/resource/Dr._Dolittle_(franchise)","Dr. Dolittle (franchise)"
"http://dbpedia.org/resource/Drew_Gooden_(comedian)","Drew Gooden (comedian)"
"http://dbpedia.org/resource/Faith_(Galantis_and_Dolly_Parton_song)","Faith (Galantis and Dolly Parton song)"
"http://dbpedia.org/resource/Futsal_Shuffle_2020","Futsal Shuffle 2020"
"http://dbpedia.org/resource/Had_Enough_(Don_Toliver_song)","Had Enough (Don Toliver song)"
"http://dbpedia.org/resource/Half-Life:_Alyx","Half-Life: Alyx"
"http://dbpedia.org/resource/Her_World_or_Mine","Her World or Mine"
"http://dbpedia.org/resource/Hero_Elementary","Hero Elementary"
"http://dbpedia.org/resource/High_Fashion_(song)","High Fashion (song)"
"http://dbpedia.org/resource/High_School_Musical:_The_Musical:_The_Series:_The_Soundtrack","High School Musical: The Musical: The Series: The Soundtrack"
"http://dbpedia.org/resource/If_I_Ever_Lose_This_Heaven","If I Ever Lose This Heaven"
"http://dbpedia.org/resource/Jellystone!","Jellystone!"
"http://dbpedia.org/resource/Joker_(Jack_Napier)","Joker (Jack Napier)"
"http://dbpedia.org/resource/Kaho_Shibuya","Kaho Shibuya"
"http://dbpedia.org/resource/Knockout_Kings_2002","Knockout Kings 2002"
"http://dbpedia.org/resource/Last_Man_Standing_(season_8)","Last Man Standing (season 8)"
"http://dbpedia.org/resource/Los_Angeles_Guerrillas","Los Angeles Guerrillas"
"http://dbpedia.org/resource/Luisito_Comunica","Luisito Comunica"
"http://dbpedia.org/resource/Make_No_Sense","Make No Sense"
"http://dbpedia.org/resource/Momma_Named_Me_Sheriff","Momma Named Me Sheriff"
"http://dbpedia.org/resource/My_Little_Pony:_Pony_Life","My Little Pony: Pony Life"
"http://dbpedia.org/resource/New_York_Subliners","New York Subliners"
"http://dbpedia.org/resource/No_Idea_(song)","No Idea (song)"
"http://dbpedia.org/resource/Olivia_Tracey","Olivia Tracey"
"http://dbpedia.org/resource/OpTic_Texas","OpTic Texas"
"http://dbpedia.org/resource/Pacific_Championship_Series","Pacific Championship Series"
"http://dbpedia.org/resource/Permanent_Damage_(The_GTOs_album)","Permanent Damage (The GTOs album)"
"http://dbpedia.org/resource/Powerbirds","Powerbirds"
"http://dbpedia.org/resource/Queen_of_My_Soul","Queen of My Soul"
"http://dbpedia.org/resource/Rain_(gamer)","Rain (gamer)"
"http://dbpedia.org/resource/Reply_(song)","Reply (song)"
"http://dbpedia.org/resource/Ride_or_Die_(song)","Ride or Die (song)"
"http://dbpedia.org/resource/Salt_(song)","Salt (song)"
"http://dbpedia.org/resource/Snatching_It_Back","Snatching It Back"
"http://dbpedia.org/resource/Star_Wars:_The_Rise_of_Skywalker_(soundtrack)","Star Wars: The Rise of Skywalker (soundtrack)"
"http://dbpedia.org/resource/Start_wit_Me","Start wit Me"
"http://dbpedia.org/resource/Statue_of_Christopher_Columbus_(North_End,_Boston)","Statue of Christopher Columbus (North End, Boston)"
"http://dbpedia.org/resource/Stranded_With_Sam_And_Colby","Stranded With Sam And Colby"
"http://dbpedia.org/resource/Superhero_Kindergarten","Superhero Kindergarten"
"http://dbpedia.org/resource/The_Box_(Roddy_Ricch_song)","The Box (Roddy Ricch song)"
"http://dbpedia.org/resource/The_Night_House","The Night House"
"http://dbpedia.org/resource/Too_Weak_to_Fight","Too Weak to Fight"
"http://dbpedia.org/resource/Tucker_Boner","Tucker Boner"
"http://dbpedia.org/resource/Bring_It_on_Back","Bring It on Back"
"http://dbpedia.org/resource/Composite_UI_Application_Block","Composite UI Application Block"
"http://dbpedia.org/resource/Glob_(comics)","Glob (comics)"
"http://dbpedia.org/resource/Golem_(comics)","Golem (comics)"
"http://dbpedia.org/resource/Huntress_(Helena_Wayne)","Huntress (Helena Wayne)"
"http://dbpedia.org/resource/John_Madden_Football_(1988_video_game)","John Madden Football (1988 video game)"
"http://dbpedia.org/resource/John_Madden_Football_II","John Madden Football II"
"http://dbpedia.org/resource/Luv_Your_Life","Luv Your Life"
"http://dbpedia.org/resource/Might_and_Magic_Mobile","Might and Magic Mobile"
"http://dbpedia.org/resource/Multi-Man","Multi-Man"
"http://dbpedia.org/resource/The_A&P_Gypsies","The A&P Gypsies"
"http://dbpedia.org/resource/The_Adventures_of_Maisie","The Adventures of Maisie"
"http://dbpedia.org/resource/The_Texas_Chainsaw_Massacre_(video_game)","The Texas Chainsaw Massacre (video game)"
"http://dbpedia.org/resource/X-Men:_Children_of_the_Atom_(comics)","X-Men: Children of the Atom (comics)"
"http://dbpedia.org/resource/Atomic_Age_(comics)","Atomic Age (comics)"
"http://dbpedia.org/resource/Eden's_Trail","Eden's Trail"
"http://dbpedia.org/resource/Hal_Crook","Hal Crook"
"http://dbpedia.org/resource/List_of_Atlas_launches_(2000–2009)","List of Atlas launches (2000–2009)"
"http://dbpedia.org/resource/Marvel:_The_End","Marvel: The End"
"http://dbpedia.org/resource/Mekanix","Mekanix"
"http://dbpedia.org/resource/Rubberband_Banks","Rubberband Banks"
"http://dbpedia.org/resource/Shine_On_(Jet_song)","Shine On (Jet song)"
"http://dbpedia.org/resource/Spyke_(limited_series)","Spyke (limited series)"
"http://dbpedia.org/resource/Stuff_by_Hilary_Duff","Stuff by Hilary Duff"
"http://dbpedia.org/resource/Supermac_(cartoon)","Supermac (cartoon)"
"http://dbpedia.org/resource/The_Clicquot_Club_Eskimos","The Clicquot Club Eskimos"
"http://dbpedia.org/resource/The_Ipana_Troubadors","The Ipana Troubadors"
"http://dbpedia.org/resource/The_Railroad_Hour","The Railroad Hour"
"http://dbpedia.org/resource/ABCDEFU","ABCDEFU"
"http://dbpedia.org/resource/Acapulco_(song)","Acapulco (song)"
"http://dbpedia.org/resource/And_Then_There_Was_Shawn","And Then There Was Shawn"
"http://dbpedia.org/resource/Barn_(album)","Barn (album)"
"http://dbpedia.org/resource/Blue_Notes_2","Blue Notes 2"
"http://dbpedia.org/resource/Chi_Chi_(Trey_Songz_song)","Chi Chi (Trey Songz song)"
"http://dbpedia.org/resource/Chicago_Fire_(season_10)","Chicago Fire (season 10)"
"http://dbpedia.org/resource/Chicago_Med_(season_7)","Chicago Med (season 7)"
"http://dbpedia.org/resource/Chicago_P.D._(season_9)","Chicago P.D. (season 9)"
"http://dbpedia.org/resource/Christmas_Isn't_Canceled_(Just_You)","Christmas Isn't Canceled (Just You)"
"http://dbpedia.org/resource/Cut_You","Cut You"
"http://dbpedia.org/resource/Dandelion_(Galantis_and_Jvke_song)","Dandelion (Galantis and Jvke song)"
"http://dbpedia.org/resource/Danila_Poperechny","Danila Poperechny"
"http://dbpedia.org/resource/Demi_Lardner","Demi Lardner"
"http://dbpedia.org/resource/Demon_High","Demon High"
"http://dbpedia.org/resource/Doug_Walker_(comedian)","Doug Walker (comedian)"
"http://dbpedia.org/resource/Emiru","Emiru"
"http://dbpedia.org/resource/Gabrielle_Petito","Gabrielle Petito"
"http://dbpedia.org/resource/Glow_(Kelly_Clarkson_and_Chris_Stapleton_song)","Glow (Kelly Clarkson and Chris Stapleton song)"
"http://dbpedia.org/resource/Heart_and_Mind_(album)","Heart and Mind (album)"
"http://dbpedia.org/resource/I_Could_Be_the_One_(Donna_Lewis_song)","I Could Be the One (Donna Lewis song)"
"http://dbpedia.org/resource/I_Hate_Everything_(YouTuber)","I Hate Everything (YouTuber)"
"http://dbpedia.org/resource/Indira_Sheumaker","Indira Sheumaker"
"http://dbpedia.org/resource/Ireedui_Gantogtokh","Ireedui Gantogtokh"
"http://dbpedia.org/resource/Jonah_Scott","Jonah Scott"
"http://dbpedia.org/resource/Jschlatt","Jschlatt"
"http://dbpedia.org/resource/Life_Goes_On_(Oliver_Tree_song)","Life Goes On (Oliver Tree song)"
"http://dbpedia.org/resource/Maximilian_Dood","Maximilian Dood"
"http://dbpedia.org/resource/Monuments_and_memorials_in_Canada_removed_in_2020–2021","Monuments and memorials in Canada removed in 2020–2021"
"http://dbpedia.org/resource/My_Universe_(song)","My Universe (song)"
"http://dbpedia.org/resource/New_Shapes","New Shapes"
"http://dbpedia.org/resource/Nicolas_Cantu","Nicolas Cantu"
"http://dbpedia.org/resource/On_My_Side_(song)","On My Side (song)"
"http://dbpedia.org/resource/Overpass_Graffiti","Overpass Graffiti"
"http://dbpedia.org/resource/Paralyzed_(Sueco_song)","Paralyzed (Sueco song)"
"http://dbpedia.org/resource/Santa,_Can't_You_Hear_Me","Santa, Can't You Hear Me"
"http://dbpedia.org/resource/Sniper_Elite_VR","Sniper Elite VR"
"http://dbpedia.org/resource/SpaceX_Crew-5","SpaceX Crew-5"
"http://dbpedia.org/resource/Tempted_(Waterlillies_album)","Tempted (Waterlillies album)"
"http://dbpedia.org/resource/The_Motto_(Tiësto_and_Ava_Max_song)","The Motto (Tiësto and Ava Max song)"
"http://dbpedia.org/resource/The_Onyx_Family","The Onyx Family"
"http://dbpedia.org/resource/Too_Late_(Cash_Cash_song)","Too Late (Cash Cash song)"
"http://dbpedia.org/resource/Welcome_to_the_Rodeo","Welcome to the Rodeo"
"http://dbpedia.org/resource/World_So_Bright","World So Bright"
"http://dbpedia.org/resource/Can't_Get_Enuff","Can't Get Enuff"
"http://dbpedia.org/resource/Come_with_a_Friend","Come with a Friend"
"http://dbpedia.org/resource/Down_Incognito_(song)","Down Incognito (song)"
"http://dbpedia.org/resource/Easy_Come_Easy_Go_(Winger_song)","Easy Come Easy Go (Winger song)"
"http://dbpedia.org/resource/Headed_for_a_Heartbreak","Headed for a Heartbreak"
"http://dbpedia.org/resource/Hungry_(Winger_song)","Hungry (Winger song)"
"http://dbpedia.org/resource/List_of_Mr._Magoo_cartoons","List of Mr. Magoo cartoons"
"http://dbpedia.org/resource/Madalaine","Madalaine"
"http://dbpedia.org/resource/Real_World_(Matchbox_Twenty_song)","Real World (Matchbox Twenty song)"
"http://dbpedia.org/resource/Seventeen_(Winger_song)","Seventeen (Winger song)"
"http://dbpedia.org/resource/The_Main_Monkey_Business","The Main Monkey Business"
"http://dbpedia.org/resource/Abby_Holland","Abby Holland"
"http://dbpedia.org/resource/Alien's_Return","Alien's Return"
"http://dbpedia.org/resource/Be_with_You_(Director_song)","Be with You (Director song)"
"http://dbpedia.org/resource/Christopher_Knights","Christopher Knights"
"http://dbpedia.org/resource/Cupid_Shuffle","Cupid Shuffle"
"http://dbpedia.org/resource/Disney_Princess_Tea_Party","Disney Princess Tea Party"
"http://dbpedia.org/resource/Leave_It_to_Me_(song)","Leave It to Me (song)"
"http://dbpedia.org/resource/Parachute_(video_game)","Parachute (video game)"
"http://dbpedia.org/resource/Pazuzu_(The_Exorcist)","Pazuzu (The Exorcist)"
"http://dbpedia.org/resource/Roses_for_the_Dead","Roses for the Dead"
"http://dbpedia.org/resource/The_Blues_Brothers_(novel)","The Blues Brothers (novel)"
"http://dbpedia.org/resource/The_Older_I_Get","The Older I Get"
"http://dbpedia.org/resource/AOL_Toolbar","AOL Toolbar"
"http://dbpedia.org/resource/Author's_Playhouse","Author's Playhouse"
"http://dbpedia.org/resource/Breakaway_(Donna_Summer_song)","Breakaway (Donna Summer song)"
"http://dbpedia.org/resource/Gopher_(video_game)","Gopher (video game)"
"http://dbpedia.org/resource/IBM_7072","IBM 7072"
"http://dbpedia.org/resource/IBM_7074","IBM 7074"
"http://dbpedia.org/resource/List_of_awards_and_nominations_received_by_Sex_and_the_City","List of awards and nominations received by Sex and the City"
"http://dbpedia.org/resource/SBC_Telecom","SBC Telecom"
"http://dbpedia.org/resource/She_Runs_Away","She Runs Away"
"http://dbpedia.org/resource/When_Love_Cries","When Love Cries"
"http://dbpedia.org/resource/A_Fool_for_You","A Fool for You"
"http://dbpedia.org/resource/Hallelujah_I_Love_Her_So","Hallelujah I Love Her So"
"http://dbpedia.org/resource/History_(Funeral_for_a_Friend_song)","History (Funeral for a Friend song)"
"http://dbpedia.org/resource/It_Should've_Been_Me_(Memphis_Curtis_song)","It Should've Been Me (Memphis Curtis song)"
"http://dbpedia.org/resource/List_of_Hannah_Montana_books","List of Hannah Montana books"
"http://dbpedia.org/resource/Overcast_Media","Overcast Media"
"http://dbpedia.org/resource/Please_Stay_(Burt_Bacharach_song)","Please Stay (Burt Bacharach song)"
"http://dbpedia.org/resource/This_Little_Girl_of_Mine","This Little Girl of Mine"
"http://dbpedia.org/resource/When_Magoo_Flew","When Magoo Flew"
"http://dbpedia.org/resource/Bibo_Bergeron","Bibo Bergeron"
"http://dbpedia.org/resource/Kendal_Cronkhite","Kendal Cronkhite"
"http://dbpedia.org/resource/Let_It_Go_(Ray_J_song)","Let It Go (Ray J song)"
"http://dbpedia.org/resource/Love_Cosmetics","Love Cosmetics"
"http://dbpedia.org/resource/Super-Turtle","Super-Turtle"
"http://dbpedia.org/resource/The_Carl_Barks_Collection","The Carl Barks Collection"
"http://dbpedia.org/resource/The_Most_Beautiful_Girl","The Most Beautiful Girl"
"http://dbpedia.org/resource/Video_Chess","Video Chess"
"http://dbpedia.org/resource/Ain't_Nuthin'_in_the_World","Ain't Nuthin' in the World"
"http://dbpedia.org/resource/Freedom_Deep","Freedom Deep"
"http://dbpedia.org/resource/Hannah_Montana_discography","Hannah Montana discography"
"http://dbpedia.org/resource/Just_Coolin'_(song)","Just Coolin' (song)"
"http://dbpedia.org/resource/Phineas_and_Ferb_(soundtrack)","Phineas and Ferb (soundtrack)"
"http://dbpedia.org/resource/Professor_Quiz","Professor Quiz"
"http://dbpedia.org/resource/Sky_Cinema_(Germany)","Sky Cinema (Germany)"
"http://dbpedia.org/resource/Turned_Away","Turned Away"
"http://dbpedia.org/resource/Delphyne_Gorgon","Delphyne Gorgon"
"http://dbpedia.org/resource/Down_on_Love","Down on Love"
"http://dbpedia.org/resource/Growing_Up_the_Hard_Way","Growing Up the Hard Way"
"http://dbpedia.org/resource/Heart_Turns_to_Stone","Heart Turns to Stone"
"http://dbpedia.org/resource/Long,_Long_Way_from_Home","Long, Long Way from Home"
"http://dbpedia.org/resource/Love_on_the_Telephone","Love on the Telephone"
"http://dbpedia.org/resource/Luanne","Luanne"
"http://dbpedia.org/resource/Oscar_Brashear","Oscar Brashear"
"http://dbpedia.org/resource/Reaction_to_Action","Reaction to Action"
"http://dbpedia.org/resource/Richard_Bangs_Adventures","Richard Bangs Adventures"
"http://dbpedia.org/resource/Smile_(Uncle_Kracker_song)","Smile (Uncle Kracker song)"
"http://dbpedia.org/resource/Then_You_Can_Tell_Me_Goodbye","Then You Can Tell Me Goodbye"
"http://dbpedia.org/resource/Women_(Foreigner_song)","Women (Foreigner song)"
"http://dbpedia.org/resource/Yahoo!_News_Underground","Yahoo! News Underground"
"http://dbpedia.org/resource/Falling_in_Love_Again_(Anika_Moa_song)","Falling in Love Again (Anika Moa song)"
"http://dbpedia.org/resource/James_Wormworth","James Wormworth"
"http://dbpedia.org/resource/Mockingbird_(Rob_Thomas_song)","Mockingbird (Rob Thomas song)"
"http://dbpedia.org/resource/Move_to_Move_(song)","Move to Move (song)"
"http://dbpedia.org/resource/Puss_N'_Boots/These_Boots_Are_Made_for_Walkin'","Puss N' Boots/These Boots Are Made for Walkin'"
"http://dbpedia.org/resource/Snow_Village_Sketches","Snow Village Sketches"
"http://dbpedia.org/resource/Super_Jrs.","Super Jrs."
"http://dbpedia.org/resource/Virtuality_(song)","Virtuality (song)"
"http://dbpedia.org/resource/Miss_Universe_Argentina_2011","Miss Universe Argentina 2011"
"http://dbpedia.org/resource/The_Pirates!","The Pirates!"
"http://dbpedia.org/resource/After_the_Fire_(song)","After the Fire (song)"
"http://dbpedia.org/resource/Days_of_Light","Days of Light"
"http://dbpedia.org/resource/Eric_Ellenbogen","Eric Ellenbogen"
"http://dbpedia.org/resource/Samsung_Mirror_Pop_MV800","Samsung Mirror Pop MV800"
"http://dbpedia.org/resource/The_Flying_Mouse","The Flying Mouse"
"http://dbpedia.org/resource/The_Robber_Kitten","The Robber Kitten"
"http://dbpedia.org/resource/Arctic_Antics","Arctic Antics"
"http://dbpedia.org/resource/Autumn_(1930_film)","Autumn (1930 film)"
"http://dbpedia.org/resource/Ben_Queen","Ben Queen"
"http://dbpedia.org/resource/Birds_in_the_Spring","Birds in the Spring"
"http://dbpedia.org/resource/Birds_of_a_Feather_(1931_film)","Birds of a Feather (1931 film)"
"http://dbpedia.org/resource/Cannibal_Capers","Cannibal Capers"
"http://dbpedia.org/resource/Cock_o'_the_Walk_(1935_film)","Cock o' the Walk (1935 film)"
"http://dbpedia.org/resource/Communications_ToolBox","Communications ToolBox"
"http://dbpedia.org/resource/Exorcist_steps","Exorcist steps"
"http://dbpedia.org/resource/Father_Noah's_Ark","Father Noah's Ark"
"http://dbpedia.org/resource/Frolicking_Fish","Frolicking Fish"
"http://dbpedia.org/resource/Funny_Little_Bunnies","Funny Little Bunnies"
"http://dbpedia.org/resource/G.I._Joe_and_the_Transformers","G.I. Joe and the Transformers"
"http://dbpedia.org/resource/Lullaby_Land_(film)","Lullaby Land (film)"
"http://dbpedia.org/resource/Merbabies","Merbabies"
"http://dbpedia.org/resource/Monkey_Melodies","Monkey Melodies"
"http://dbpedia.org/resource/More_Kittens","More Kittens"
"http://dbpedia.org/resource/Mother_Goose_Melodies","Mother Goose Melodies"
"http://dbpedia.org/resource/Nico_Marlet","Nico Marlet"
"http://dbpedia.org/resource/Night_(1930_film)","Night (1930 film)"
"http://dbpedia.org/resource/Peculiar_Penguins","Peculiar Penguins"
"http://dbpedia.org/resource/Playful_Pan","Playful Pan"
"http://dbpedia.org/resource/Takio","Takio"
"http://dbpedia.org/resource/The_Bird_Store","The Bird Store"
"http://dbpedia.org/resource/The_Busy_Beavers","The Busy Beavers"
"http://dbpedia.org/resource/The_Cat's_Out","The Cat's Out"
