"lake","name"
"http://dbpedia.org/resource/Tianmu_Lake","Tianmu Lake"
"http://dbpedia.org/resource/Timpa_Lake","Timpa Lake"
"http://dbpedia.org/resource/Tisnaren","Tisnaren"
"http://dbpedia.org/resource/Tomahawk_Lake_(Wisconsin)","Tomahawk Lake (Wisconsin)"
"http://dbpedia.org/resource/Tornbergssjön","Tornbergssjön"
"http://dbpedia.org/resource/Toxaway_Lake_(Idaho)","Toxaway Lake (Idaho)"
"http://dbpedia.org/resource/Toy_Lake_(Vancouver_Island)","Toy Lake (Vancouver Island)"
"http://dbpedia.org/resource/Trehörningen,_Hanveden","Trehörningen, Hanveden"
"http://dbpedia.org/resource/Trehörningen,_Tyresta","Trehörningen, Tyresta"
"http://dbpedia.org/resource/Triangle_Lake_(Idaho)","Triangle Lake (Idaho)"
"http://dbpedia.org/resource/Träskaten","Träskaten"
"http://dbpedia.org/resource/Tsable_Lake","Tsable Lake"
"http://dbpedia.org/resource/Tullan","Tullan"
"http://dbpedia.org/resource/Tullingesjön","Tullingesjön"
"http://dbpedia.org/resource/Turnbull_Lake","Turnbull Lake"
"http://dbpedia.org/resource/Turtle_Lake_(Vancouver_Island)","Turtle Lake (Vancouver Island)"
"http://dbpedia.org/resource/Uchuck_Lake","Uchuck Lake"
"http://dbpedia.org/resource/Ulansuhai_Nur","Ulansuhai Nur"
"http://dbpedia.org/resource/Ulvsjön","Ulvsjön"
"http://dbpedia.org/resource/Upper_Baron_Lake","Upper Baron Lake"
"http://dbpedia.org/resource/Upper_Bead_Lake","Upper Bead Lake"
"http://dbpedia.org/resource/Upper_Cramer_Lake","Upper Cramer Lake"
"http://dbpedia.org/resource/Upper_Hanson_Lake","Upper Hanson Lake"
"http://dbpedia.org/resource/Vernon_Lake_(Idaho)","Vernon Lake (Idaho)"
"http://dbpedia.org/resource/View_Lake_(Vancouver_Island)","View Lake (Vancouver Island)"
"http://dbpedia.org/resource/Vinjevatn","Vinjevatn"
"http://dbpedia.org/resource/Virginia_Lake_(Sawtooth_Wilderness)","Virginia Lake (Sawtooth Wilderness)"
"http://dbpedia.org/resource/Visnaren","Visnaren"
"http://dbpedia.org/resource/Wabu_Lake","Wabu Lake"
"http://dbpedia.org/resource/Wagner_Lakes","Wagner Lakes"
"http://dbpedia.org/resource/Wanetta_Lake","Wanetta Lake"
"http://dbpedia.org/resource/Warbonnet_Lake","Warbonnet Lake"
"http://dbpedia.org/resource/Ward_Lake_(Vancouver_Island)","Ward Lake (Vancouver Island)"
"http://dbpedia.org/resource/Wet_Sleddale_Reservoir","Wet Sleddale Reservoir"
"http://dbpedia.org/resource/Wheaton_Lake","Wheaton Lake"
"http://dbpedia.org/resource/Whitehill_Loch","Whitehill Loch"
"http://dbpedia.org/resource/Yellow_Belly_Lake","Yellow Belly Lake"
"http://dbpedia.org/resource/Yngaren","Yngaren"
"http://dbpedia.org/resource/Yngern","Yngern"
"http://dbpedia.org/resource/Zhari_Namco","Zhari Namco"
"http://dbpedia.org/resource/Ällmora_träsk","Ällmora träsk"
"http://dbpedia.org/resource/Ältaren","Ältaren"
"http://dbpedia.org/resource/Årsjön,_Tyresta","Årsjön, Tyresta"
"http://dbpedia.org/resource/Öljaren","Öljaren"
"http://dbpedia.org/resource/Öran","Öran"
"http://dbpedia.org/resource/Öringesjön","Öringesjön"
"http://dbpedia.org/resource/Żywiec_Lake","Żywiec Lake"
"http://dbpedia.org/resource/Abhayavapi","Abhayavapi"
"http://dbpedia.org/resource/Alnsjøen","Alnsjøen"
"http://dbpedia.org/resource/Ang_Laren_Lake","Ang Laren Lake"
"http://dbpedia.org/resource/Assean_Lake","Assean Lake"
"http://dbpedia.org/resource/Baker_Lake_(Custer_County,_Idaho)","Baker Lake (Custer County, Idaho)"
"http://dbpedia.org/resource/Bandra_Talao","Bandra Talao"
"http://dbpedia.org/resource/Bangda_Lake","Bangda Lake"
"http://dbpedia.org/resource/Bear_Lake_(Idaho)","Bear Lake (Idaho)"
"http://dbpedia.org/resource/Besh-Tash_Lake","Besh-Tash Lake"
"http://dbpedia.org/resource/Bjørnafjorden","Bjørnafjorden"
"http://dbpedia.org/resource/Black_Lake_(Triglav_Lakes_Valley)","Black Lake (Triglav Lakes Valley)"
"http://dbpedia.org/resource/Boardman_Lake_(Idaho)","Boardman Lake (Idaho)"
"http://dbpedia.org/resource/Born_Lakes","Born Lakes"
"http://dbpedia.org/resource/Boulder_Lake_(Idaho)","Boulder Lake (Idaho)"
"http://dbpedia.org/resource/Bruntwood_Loch","Bruntwood Loch"
"http://dbpedia.org/resource/Buena_Vista_Lake","Buena Vista Lake"
"http://dbpedia.org/resource/Castle_Lake_(Idaho)","Castle Lake (Idaho)"
"http://dbpedia.org/resource/Chandubi_Lake","Chandubi Lake"
"http://dbpedia.org/resource/Cirque_Lake","Cirque Lake"
"http://dbpedia.org/resource/Cliff_Lake_(ice_hockey)","Cliff Lake (ice hockey)"
"http://dbpedia.org/resource/Cona_Lake","Cona Lake"
"http://dbpedia.org/resource/Cornice_Lake","Cornice Lake"
"http://dbpedia.org/resource/Cove_Lake","Cove Lake"
"http://dbpedia.org/resource/Covenham_Reservoir","Covenham Reservoir"
"http://dbpedia.org/resource/Coyote_Lake_(Teton_County,_Wyoming)","Coyote Lake (Teton County, Wyoming)"
"http://dbpedia.org/resource/Crater_Lake_(Idaho)","Crater Lake (Idaho)"
"http://dbpedia.org/resource/Creoch_Loch","Creoch Loch"
"http://dbpedia.org/resource/Dajia_Lake","Dajia Lake"
"http://dbpedia.org/resource/Dawa_Lake","Dawa Lake"
"http://dbpedia.org/resource/Dike_Lake","Dike Lake"
"http://dbpedia.org/resource/Emerald_Lake_(Idaho)","Emerald Lake (Idaho)"
"http://dbpedia.org/resource/Eunice_Lake_(Nova_Scotia)","Eunice Lake (Nova Scotia)"
"http://dbpedia.org/resource/Fairyland_Pond","Fairyland Pond"
"http://dbpedia.org/resource/Forget-me-not_Lakes_(Wyoming)","Forget-me-not Lakes (Wyoming)"
"http://dbpedia.org/resource/Fourth_of_July_Lake","Fourth of July Lake"
"http://dbpedia.org/resource/Frog_Lake_(Idaho)","Frog Lake (Idaho)"
"http://dbpedia.org/resource/Fusafjorden","Fusafjorden"
"http://dbpedia.org/resource/Galletué_Lake","Galletué Lake"
"http://dbpedia.org/resource/Ge_Lake","Ge Lake"
"http://dbpedia.org/resource/Gentian_Lake","Gentian Lake"
"http://dbpedia.org/resource/Glacier_Lake_(Custer_County,_Idaho)","Glacier Lake (Custer County, Idaho)"
"http://dbpedia.org/resource/Goat_Lake_(White_Cloud_Mountains)","Goat Lake (White Cloud Mountains)"
"http://dbpedia.org/resource/Gunsight_Lake_(Idaho)","Gunsight Lake (Idaho)"
"http://dbpedia.org/resource/Guozha_Lake","Guozha Lake"
"http://dbpedia.org/resource/Gupha_Pokhari","Gupha Pokhari"
"http://dbpedia.org/resource/Haikou_Bay","Haikou Bay"
"http://dbpedia.org/resource/Heart_Lake_(Soldier_Mountains)","Heart Lake (Soldier Mountains)"
"http://dbpedia.org/resource/Heart_Lake_(White_Cloud_Mountains)","Heart Lake (White Cloud Mountains)"
"http://dbpedia.org/resource/Henderson_Lake_(New_York)","Henderson Lake (New York)"
"http://dbpedia.org/resource/Herrensee_(Waren)","Herrensee (Waren)"
"http://dbpedia.org/resource/Heyburn_Lake","Heyburn Lake"
"http://dbpedia.org/resource/Hidden_Lake_(White_Cloud_Mountains)","Hidden Lake (White Cloud Mountains)"
"http://dbpedia.org/resource/Hoodoo_Lake","Hoodoo Lake"
"http://dbpedia.org/resource/Hook_Lake","Hook Lake"
"http://dbpedia.org/resource/Hucuktlis_Lake","Hucuktlis Lake"
"http://dbpedia.org/resource/Hulah_Lake_(Oklahoma)","Hulah Lake (Oklahoma)"
"http://dbpedia.org/resource/Hutch_Lake_(Alberta)","Hutch Lake (Alberta)"
"http://dbpedia.org/resource/Icefloe_Lake","Icefloe Lake"
"http://dbpedia.org/resource/Island_Lake_(White_Cloud_Mountains)","Island Lake (White Cloud Mountains)"
"http://dbpedia.org/resource/Jiesa_Lake","Jiesa Lake"
"http://dbpedia.org/resource/Jimmy_Smith_Lake","Jimmy Smith Lake"
"http://dbpedia.org/resource/Jingpo_Lacus","Jingpo Lacus"
"http://dbpedia.org/resource/Jinji_Lake","Jinji Lake"
"http://dbpedia.org/resource/Jyväsjärvi","Jyväsjärvi"
"http://dbpedia.org/resource/Katepwa_Lake","Katepwa Lake"
"http://dbpedia.org/resource/Kern_Lake_(Kern_County)","Kern Lake (Kern County)"
"http://dbpedia.org/resource/Kir_Lake","Kir Lake"
"http://dbpedia.org/resource/Kit_Lake","Kit Lake"
"http://dbpedia.org/resource/Koseze_Pond","Koseze Pond"
"http://dbpedia.org/resource/Kyle_of_Tongue","Kyle of Tongue"
"http://dbpedia.org/resource/Laguna_Verde_(Comarapa)","Laguna Verde (Comarapa)"
"http://dbpedia.org/resource/Lake_Agnes_(Colorado)","Lake Agnes (Colorado)"
"http://dbpedia.org/resource/Lake_Barombi_Koto","Lake Barombi Koto"
"http://dbpedia.org/resource/Lake_Blouin","Lake Blouin"
"http://dbpedia.org/resource/Lake_Boya","Lake Boya"
"http://dbpedia.org/resource/Lake_Cișmigiu","Lake Cișmigiu"
"http://dbpedia.org/resource/Lake_Dissoni","Lake Dissoni"
"http://dbpedia.org/resource/Lake_Elsman","Lake Elsman"
"http://dbpedia.org/resource/Lake_Fundeni","Lake Fundeni"
"http://dbpedia.org/resource/Lake_Ghioroc","Lake Ghioroc"
"http://dbpedia.org/resource/Lake_Inman","Lake Inman"
"http://dbpedia.org/resource/Lake_Roy_(Florida)","Lake Roy (Florida)"
"http://dbpedia.org/resource/Lake_Streety","Lake Streety"
"http://dbpedia.org/resource/Lake_Tarnobrzeg","Lake Tarnobrzeg"
"http://dbpedia.org/resource/Lake_Vârșolț","Lake Vârșolț"
"http://dbpedia.org/resource/Lake_Weaver","Lake Weaver"
"http://dbpedia.org/resource/Langenuen","Langenuen"
"http://dbpedia.org/resource/Loch_A'an","Loch A'an"
"http://dbpedia.org/resource/Loch_Eilt","Loch Eilt"
"http://dbpedia.org/resource/Loch_Gate","Loch Gate"
"http://dbpedia.org/resource/Loch_Loyal","Loch Loyal"
"http://dbpedia.org/resource/Loch_Sween","Loch Sween"
"http://dbpedia.org/resource/Longmu_Lake","Longmu Lake"
"http://dbpedia.org/resource/Lovewell_Reservoir","Lovewell Reservoir"
"http://dbpedia.org/resource/Lower_Deadwood_Lake","Lower Deadwood Lake"
"http://dbpedia.org/resource/Lower_Smoky_Dome_Lake","Lower Smoky Dome Lake"
"http://dbpedia.org/resource/McKinnon's_Pond","McKinnon's Pond"
"http://dbpedia.org/resource/McTavish_reservoir","McTavish reservoir"
"http://dbpedia.org/resource/Motijhil","Motijhil"
"http://dbpedia.org/resource/Ocalkens_Lake","Ocalkens Lake"
"http://dbpedia.org/resource/Palgrave_Pond","Palgrave Pond"
"http://dbpedia.org/resource/Pashan_Lake","Pashan Lake"
"http://dbpedia.org/resource/Phyllis_Lake","Phyllis Lake"
"http://dbpedia.org/resource/Punga_Mare","Punga Mare"
"http://dbpedia.org/resource/Rainbow_Lake_(White_Cloud_Mountains)","Rainbow Lake (White Cloud Mountains)"
"http://dbpedia.org/resource/Renqingxiubu_Lake","Renqingxiubu Lake"
"http://dbpedia.org/resource/Rough_Lake","Rough Lake"
"http://dbpedia.org/resource/Samnangerfjorden","Samnangerfjorden"
"http://dbpedia.org/resource/Saratoga_Lake","Saratoga Lake"
"http://dbpedia.org/resource/Sea_Eye_Lake","Sea Eye Lake"
"http://dbpedia.org/resource/Source_Lake_(Kenora_District)","Source Lake (Kenora District)"
"http://dbpedia.org/resource/South_Lake_(Wuhan)","South Lake (Wuhan)"
"http://dbpedia.org/resource/Split_Lake_(Manitoba)","Split Lake (Manitoba)"
"http://dbpedia.org/resource/Sullivan_Lake_(Idaho)","Sullivan Lake (Idaho)"
"http://dbpedia.org/resource/Swimm_Lake","Swimm Lake"
"http://dbpedia.org/resource/Tanin_gas_field","Tanin gas field"
"http://dbpedia.org/resource/Taruo_Lake","Taruo Lake"
"http://dbpedia.org/resource/Thol_Lake","Thol Lake"
"http://dbpedia.org/resource/Titley_Pool","Titley Pool"
"http://dbpedia.org/resource/Tverrvatnet","Tverrvatnet"
"http://dbpedia.org/resource/Upper_Deadwood_Lake","Upper Deadwood Lake"
"http://dbpedia.org/resource/Upper_Smoky_Dome_Lake_1","Upper Smoky Dome Lake 1"
"http://dbpedia.org/resource/Upper_Smoky_Dome_Lake_2","Upper Smoky Dome Lake 2"
"http://dbpedia.org/resource/Vishansar_Lake","Vishansar Lake"
"http://dbpedia.org/resource/Wallis_Lake","Wallis Lake"
"http://dbpedia.org/resource/Waubee_Lake","Waubee Lake"
"http://dbpedia.org/resource/Waupacksee","Waupacksee"
"http://dbpedia.org/resource/West_Smoky_Dome_Lake","West Smoky Dome Lake"
"http://dbpedia.org/resource/Wilson_Lake_(Maine)","Wilson Lake (Maine)"
"http://dbpedia.org/resource/Xingyun_Lake","Xingyun Lake"
"http://dbpedia.org/resource/Apalachicola_Bay","Apalachicola Bay"
"http://dbpedia.org/resource/Barrow_Gurney_Reservoirs","Barrow Gurney Reservoirs"
"http://dbpedia.org/resource/Regillus","Regillus"
"http://dbpedia.org/resource/Kerið","Kerið"
"http://dbpedia.org/resource/Marovo_Lagoon","Marovo Lagoon"
"http://dbpedia.org/resource/Broad_Run_Reservoir","Broad Run Reservoir"
"http://dbpedia.org/resource/Loch_Hourn","Loch Hourn"
"http://dbpedia.org/resource/Pool_of_Virkie","Pool of Virkie"
"http://dbpedia.org/resource/Silver_Lake_(Kingsbury_County,_South_Dakota)","Silver Lake (Kingsbury County, South Dakota)"
"http://dbpedia.org/resource/West_Loch_Tarbert","West Loch Tarbert"
"http://dbpedia.org/resource/Rasikbil","Rasikbil"
"http://dbpedia.org/resource/St._Regis_Lakes","St. Regis Lakes"
"http://dbpedia.org/resource/Clewer_Mill_Stream","Clewer Mill Stream"
"http://dbpedia.org/resource/Solomon's_Pools","Solomon's Pools"
"http://dbpedia.org/resource/Gilgai","Gilgai"
"http://dbpedia.org/resource/St_Patrick's_Stream","St Patrick's Stream"
"http://dbpedia.org/resource/East_Loch_Tarbert","East Loch Tarbert"
"http://dbpedia.org/resource/East_Loch_Tarbert,_Argyll","East Loch Tarbert, Argyll"
"http://dbpedia.org/resource/Profit_(accounting)","Profit (accounting)"
"http://dbpedia.org/resource/Sugarloaf_Reservoir","Sugarloaf Reservoir"
"http://dbpedia.org/resource/West_Loch_Tarbert,_Argyll","West Loch Tarbert, Argyll"
"http://dbpedia.org/resource/Glassblock_Dam","Glassblock Dam"
"http://dbpedia.org/resource/Mtshabezi_Dam","Mtshabezi Dam"
"http://dbpedia.org/resource/Mzingwane_Dam","Mzingwane Dam"
"http://dbpedia.org/resource/Oakley_Block_Dam","Oakley Block Dam"
"http://dbpedia.org/resource/Thuli–Makwe_Dam","Thuli–Makwe Dam"
"http://dbpedia.org/resource/Thuli–Moswa_Dam","Thuli–Moswa Dam"
"http://dbpedia.org/resource/Zhovhe_Dam","Zhovhe Dam"
"http://dbpedia.org/resource/Sabkhat_Matti","Sabkhat Matti"
"http://dbpedia.org/resource/Sandy_River_Reservoir","Sandy River Reservoir"
"http://dbpedia.org/resource/Taplow_Lake","Taplow Lake"
"http://dbpedia.org/resource/Voe_of_Cullingsburgh","Voe of Cullingsburgh"
"http://dbpedia.org/resource/Bifurcation_lake","Bifurcation lake"
"http://dbpedia.org/resource/Lake_Endine","Lake Endine"
"http://dbpedia.org/resource/Colourful_lakelets","Colourful lakelets"
"http://dbpedia.org/resource/Bolkesjø","Bolkesjø"
"http://dbpedia.org/resource/Ukkadam-Valankulam_Lake","Ukkadam-Valankulam Lake"
"http://dbpedia.org/resource/Hatchet_Lake,_Nova_Scotia","Hatchet Lake, Nova Scotia"
"http://dbpedia.org/resource/Lake_Vermont","Lake Vermont"
"http://dbpedia.org/resource/Opisthonephros","Opisthonephros"
"http://dbpedia.org/resource/Sutgol","Sutgol"
"http://dbpedia.org/resource/Grasvatnet","Grasvatnet"
"http://dbpedia.org/resource/Bärenbrucher_Teich","Bärenbrucher Teich"
"http://dbpedia.org/resource/Gol_Talab","Gol Talab"
"http://dbpedia.org/resource/Huttaler_Widerwaage","Huttaler Widerwaage"
"http://dbpedia.org/resource/Tarrabool_Lake_–_Eva_Downs_Swamp_System","Tarrabool Lake – Eva Downs Swamp System"
"http://dbpedia.org/resource/Vistula_Lagoon","Vistula Lagoon"
"http://dbpedia.org/resource/Quarry_lake","Quarry lake"
"http://dbpedia.org/resource/Shapsug_Reservoir","Shapsug Reservoir"
"http://dbpedia.org/resource/Dhadimagi_Kilhi","Dhadimagi Kilhi"
"http://dbpedia.org/resource/Tjuvfjordlaguna","Tjuvfjordlaguna"
"http://dbpedia.org/resource/Sandhill_Lake","Sandhill Lake"
"http://dbpedia.org/resource/Boating_lake","Boating lake"
"http://dbpedia.org/resource/Davislaguna","Davislaguna"
"http://dbpedia.org/resource/Lake_Agnes_(Minnesota)","Lake Agnes (Minnesota)"
"http://dbpedia.org/resource/Storvatnet_(Averøy)","Storvatnet (Averøy)"
"http://dbpedia.org/resource/Independence_Lake","Independence Lake"
"http://dbpedia.org/resource/Kirk_Lake","Kirk Lake"
"http://dbpedia.org/resource/Lake_Eacham","Lake Eacham"
"http://dbpedia.org/resource/Lake_Hancock","Lake Hancock"
"http://dbpedia.org/resource/Lake_St._Joseph","Lake St. Joseph"
"http://dbpedia.org/resource/Penny_Lake","Penny Lake"
"http://dbpedia.org/resource/Split_Lake","Split Lake"
"http://dbpedia.org/resource/Starr_Lake","Starr Lake"
"http://dbpedia.org/resource/Government_House_Lake_(Rottnest)","Government House Lake (Rottnest)"
"http://dbpedia.org/resource/Beaver_Lake_(Vancouver)","Beaver Lake (Vancouver)"
"http://dbpedia.org/resource/Apavatn","Apavatn"
"http://dbpedia.org/resource/Bartley_Reservoir","Bartley Reservoir"
"http://dbpedia.org/resource/Bear_Lake_(Idaho–Utah)","Bear Lake (Idaho–Utah)"
"http://dbpedia.org/resource/Big_Bear_Lake","Big Bear Lake"
"http://dbpedia.org/resource/Biscayne_Bay","Biscayne Bay"
"http://dbpedia.org/resource/Blöndulón","Blöndulón"
"http://dbpedia.org/resource/Bras_d'Or_Lake","Bras d'Or Lake"
"http://dbpedia.org/resource/Breiðárlón","Breiðárlón"
"http://dbpedia.org/resource/Bull_Sluice_Lake","Bull Sluice Lake"
"http://dbpedia.org/resource/Buttermere","Buttermere"
"http://dbpedia.org/resource/Cahora_Bassa","Cahora Bassa"
"http://dbpedia.org/resource/Canadice_Lake","Canadice Lake"
"http://dbpedia.org/resource/Cass_Lake_(Minnesota)","Cass Lake (Minnesota)"
"http://dbpedia.org/resource/Chautauqua_Lake","Chautauqua Lake"
"http://dbpedia.org/resource/Conesus_Lake","Conesus Lake"
"http://dbpedia.org/resource/Corio_Bay","Corio Bay"
"http://dbpedia.org/resource/Couture_crater","Couture crater"
"http://dbpedia.org/resource/Crowley_Lake","Crowley Lake"
"http://dbpedia.org/resource/Devils_Lake_(North_Dakota)","Devils Lake (North Dakota)"
"http://dbpedia.org/resource/Dilolo_Lake","Dilolo Lake"
"http://dbpedia.org/resource/Draycote_Water","Draycote Water"
"http://dbpedia.org/resource/Dąbie_Lake","Dąbie Lake"
"http://dbpedia.org/resource/East_Siberian_Sea","East Siberian Sea"
"http://dbpedia.org/resource/Elephant_Butte_Reservoir","Elephant Butte Reservoir"
"http://dbpedia.org/resource/Erhai_Lake","Erhai Lake"
"http://dbpedia.org/resource/Fjallsárlón","Fjallsárlón"
"http://dbpedia.org/resource/Formarinsee","Formarinsee"
"http://dbpedia.org/resource/Frostastaðavatn","Frostastaðavatn"
"http://dbpedia.org/resource/Galveston_Bay","Galveston Bay"
"http://dbpedia.org/resource/Gardiners_Bay","Gardiners Bay"
"http://dbpedia.org/resource/Gatun_Lake","Gatun Lake"
"http://dbpedia.org/resource/Glacial_Lake_Iroquois","Glacial Lake Iroquois"
"http://dbpedia.org/resource/Glacial_Lake_Wisconsin","Glacial Lake Wisconsin"
"http://dbpedia.org/resource/Great_Bitter_Lake","Great Bitter Lake"
"http://dbpedia.org/resource/Grænalón","Grænalón"
"http://dbpedia.org/resource/Gulf_of_Riga","Gulf of Riga"
"http://dbpedia.org/resource/Harris_Lake_(New_Hill,_North_Carolina)","Harris Lake (New Hill, North Carolina)"
"http://dbpedia.org/resource/Hemlock_Lake","Hemlock Lake"
"http://dbpedia.org/resource/Henrys_Lake","Henrys Lake"
"http://dbpedia.org/resource/Hidden_Lake_(Alberta)","Hidden Lake (Alberta)"
"http://dbpedia.org/resource/Holy_Loch","Holy Loch"
"http://dbpedia.org/resource/Hreðavatn","Hreðavatn"
"http://dbpedia.org/resource/Hvítavatn","Hvítavatn"
"http://dbpedia.org/resource/Hvítárvatn","Hvítárvatn"
"http://dbpedia.org/resource/Indian_Lake_(Ohio)","Indian Lake (Ohio)"
"http://dbpedia.org/resource/Iso-Naakkima","Iso-Naakkima"
"http://dbpedia.org/resource/Jervis_Bay","Jervis Bay"
"http://dbpedia.org/resource/Jordan_Lake","Jordan Lake"
"http://dbpedia.org/resource/Jökulsárlón","Jökulsárlón"
"http://dbpedia.org/resource/Karakul_(Tajikistan)","Karakul (Tajikistan)"
"http://dbpedia.org/resource/Karikkoselkä","Karikkoselkä"
"http://dbpedia.org/resource/Keenleyside_Dam","Keenleyside Dam"
"http://dbpedia.org/resource/Keurusselkä","Keurusselkä"
"http://dbpedia.org/resource/Kielder_Water","Kielder Water"
"http://dbpedia.org/resource/Kleifarvatn","Kleifarvatn"
"http://dbpedia.org/resource/Kosovskoye_Lake","Kosovskoye Lake"
"http://dbpedia.org/resource/Kumpupintil_Lake","Kumpupintil Lake"
"http://dbpedia.org/resource/Kvíslavatn","Kvíslavatn"
"http://dbpedia.org/resource/Labrador_Sea","Labrador Sea"
"http://dbpedia.org/resource/Lagarfljót","Lagarfljót"
"http://dbpedia.org/resource/Lake_Alexandrina_(South_Australia)","Lake Alexandrina (South Australia)"
"http://dbpedia.org/resource/Lake_Alice_(Wyoming)","Lake Alice (Wyoming)"
"http://dbpedia.org/resource/Lake_Bemidji","Lake Bemidji"
"http://dbpedia.org/resource/Lake_Bodom","Lake Bodom"
"http://dbpedia.org/resource/Lake_Brownwood","Lake Brownwood"
"http://dbpedia.org/resource/Lake_Burley_Griffin","Lake Burley Griffin"
"http://dbpedia.org/resource/Lake_Burragorang","Lake Burragorang"
"http://dbpedia.org/resource/Lake_Burrendong","Lake Burrendong"
"http://dbpedia.org/resource/Lake_Delton","Lake Delton"
"http://dbpedia.org/resource/Lake_Elsinore","Lake Elsinore"
"http://dbpedia.org/resource/Lake_George_(New_South_Wales)","Lake George (New South Wales)"
"http://dbpedia.org/resource/Lake_Gordon","Lake Gordon"
"http://dbpedia.org/resource/Lake_Hayden","Lake Hayden"
"http://dbpedia.org/resource/Lake_Illawarra","Lake Illawarra"
"http://dbpedia.org/resource/Lake_Inari","Lake Inari"
"http://dbpedia.org/resource/Lake_Kariba","Lake Kariba"
"http://dbpedia.org/resource/Lake_Koocanusa","Lake Koocanusa"
"http://dbpedia.org/resource/Lake_Lahontan_(reservoir)","Lake Lahontan (reservoir)"
"http://dbpedia.org/resource/Lake_Lappajärvi","Lake Lappajärvi"
"http://dbpedia.org/resource/Lake_Maggiore","Lake Maggiore"
"http://dbpedia.org/resource/Lake_Managua","Lake Managua"
"http://dbpedia.org/resource/Lake_Manapouri","Lake Manapouri"
"http://dbpedia.org/resource/Lake_Meredith","Lake Meredith"
"http://dbpedia.org/resource/Lake_Merritt","Lake Merritt"
"http://dbpedia.org/resource/Lake_Nipissing","Lake Nipissing"
"http://dbpedia.org/resource/Lake_Placid_(New_York)","Lake Placid (New York)"
"http://dbpedia.org/resource/Lake_St_Clair_(Tasmania)","Lake St Clair (Tasmania)"
"http://dbpedia.org/resource/Lake_Tappan","Lake Tappan"
"http://dbpedia.org/resource/Lake_Te_Anau","Lake Te Anau"
"http://dbpedia.org/resource/Lake_Texcoco","Lake Texcoco"
"http://dbpedia.org/resource/Lake_Tisza","Lake Tisza"
"http://dbpedia.org/resource/Lake_Tonawanda","Lake Tonawanda"
"http://dbpedia.org/resource/Lake_Valencia_(Venezuela)","Lake Valencia (Venezuela)"
"http://dbpedia.org/resource/Lake_Vida","Lake Vida"
"http://dbpedia.org/resource/Lake_Wanapitei","Lake Wanapitei"
"http://dbpedia.org/resource/Lake_Wisconsin","Lake Wisconsin"
"http://dbpedia.org/resource/Lake_Yanisyarvi","Lake Yanisyarvi"
"http://dbpedia.org/resource/Lake_of_Menteith","Lake of Menteith"
"http://dbpedia.org/resource/Langisjór","Langisjór"
"http://dbpedia.org/resource/Laugarvatn","Laugarvatn"
"http://dbpedia.org/resource/Living_wage","Living wage"
"http://dbpedia.org/resource/Loch_Awe","Loch Awe"
"http://dbpedia.org/resource/Loch_Fyne","Loch Fyne"
"http://dbpedia.org/resource/Loch_Katrine","Loch Katrine"
"http://dbpedia.org/resource/Loch_Leven_(Kinross)","Loch Leven (Kinross)"
"http://dbpedia.org/resource/Loch_Lochy","Loch Lochy"
"http://dbpedia.org/resource/Loch_Lubnaig","Loch Lubnaig"
"http://dbpedia.org/resource/Loch_Maree","Loch Maree"
"http://dbpedia.org/resource/Loch_Morar","Loch Morar"
"http://dbpedia.org/resource/Loktak_Lake","Loktak Lake"
"http://dbpedia.org/resource/Lop_Nur","Lop Nur"
"http://dbpedia.org/resource/Lough_Owel","Lough Owel"
"http://dbpedia.org/resource/Macquarie_Harbour","Macquarie Harbour"
"http://dbpedia.org/resource/Maidu_Lake","Maidu Lake"
"http://dbpedia.org/resource/Manicouagan_Reservoir","Manicouagan Reservoir"
"http://dbpedia.org/resource/Mien_(lake)","Mien (lake)"
"http://dbpedia.org/resource/Moosehead_Lake","Moosehead Lake"
"http://dbpedia.org/resource/Myall_Lakes","Myall Lakes"
"http://dbpedia.org/resource/Mývatn","Mývatn"
"http://dbpedia.org/resource/Oneida_Lake","Oneida Lake"
"http://dbpedia.org/resource/Onondaga_Lake","Onondaga Lake"
"http://dbpedia.org/resource/Otisco_Lake","Otisco Lake"
"http://dbpedia.org/resource/Otsego_Lake_(New_York)","Otsego Lake (New York)"
"http://dbpedia.org/resource/Paasselkä","Paasselkä"
"http://dbpedia.org/resource/Paw_Paw_Lake","Paw Paw Lake"
"http://dbpedia.org/resource/Peconic_Bay","Peconic Bay"
"http://dbpedia.org/resource/Port_Stephens_(New_South_Wales)","Port Stephens (New South Wales)"
"http://dbpedia.org/resource/Potholes_Reservoir","Potholes Reservoir"
"http://dbpedia.org/resource/Poyang_Lake","Poyang Lake"
"http://dbpedia.org/resource/Qinghai_Lake","Qinghai Lake"
"http://dbpedia.org/resource/Radipole_Lake","Radipole Lake"
"http://dbpedia.org/resource/Reelfoot_Lake","Reelfoot Lake"
"http://dbpedia.org/resource/Shoal_Lake_(Kenora_District,_Ontario)","Shoal Lake (Kenora District, Ontario)"
"http://dbpedia.org/resource/Sigöldulón","Sigöldulón"
"http://dbpedia.org/resource/Skorradalsvatn","Skorradalsvatn"
"http://dbpedia.org/resource/Songkhla_Lake","Songkhla Lake"
"http://dbpedia.org/resource/Spirit_Lake_(Washington)","Spirit Lake (Washington)"
"http://dbpedia.org/resource/Suavjärvi_crater","Suavjärvi crater"
"http://dbpedia.org/resource/Sultartangalón","Sultartangalón"
"http://dbpedia.org/resource/Suvasvesi","Suvasvesi"
"http://dbpedia.org/resource/Svínavatn","Svínavatn"
