"euroSight","name"
"http://dbpedia.org/resource/Bonanza_Gift_Shop","Bonanza Gift Shop"
"http://dbpedia.org/resource/Burnside's_Bridge","Burnside's Bridge"
"http://dbpedia.org/resource/Castellania_(Valletta)","Castellania (Valletta)"
"http://dbpedia.org/resource/Cornwall_Iron_Furnace","Cornwall Iron Furnace"
"http://dbpedia.org/resource/Elephant_Hotel","Elephant Hotel"
"http://dbpedia.org/resource/Ljubljana_Castle","Ljubljana Castle"
"http://dbpedia.org/resource/Maria_Baldwin_House","Maria Baldwin House"
"http://dbpedia.org/resource/Opana_Radar_Site","Opana Radar Site"
"http://dbpedia.org/resource/St._Rose_Church_(Cincinnati,_Ohio)","St. Rose Church (Cincinnati, Ohio)"
"http://dbpedia.org/resource/The_Westin_San_Jose","The Westin San Jose"
"http://dbpedia.org/resource/Broeltowers","Broeltowers"
"http://dbpedia.org/resource/Crescent_Park_Looff_Carousel","Crescent Park Looff Carousel"
"http://dbpedia.org/resource/Dongdaemun_Design_Plaza","Dongdaemun Design Plaza"
"http://dbpedia.org/resource/Edgar_Allan_Poe_Cottage","Edgar Allan Poe Cottage"
"http://dbpedia.org/resource/Edmund_Ruffin_Plantation","Edmund Ruffin Plantation"
"http://dbpedia.org/resource/Growden_Mansion","Growden Mansion"
"http://dbpedia.org/resource/Hulme_Arch_Bridge","Hulme Arch Bridge"
"http://dbpedia.org/resource/Jalan_Tun_Sambanthan","Jalan Tun Sambanthan"
"http://dbpedia.org/resource/Jam_Gadang","Jam Gadang"
"http://dbpedia.org/resource/John_N._A._Griswold_House","John N. A. Griswold House"
"http://dbpedia.org/resource/Joseph_Bailly_Homestead","Joseph Bailly Homestead"
"http://dbpedia.org/resource/Kingsland_Homestead","Kingsland Homestead"
"http://dbpedia.org/resource/Rios-Caledonia_Adobe","Rios-Caledonia Adobe"
"http://dbpedia.org/resource/Thomas_P._Ives_House","Thomas P. Ives House"
"http://dbpedia.org/resource/Albany_Cottage_Hospital","Albany Cottage Hospital"
"http://dbpedia.org/resource/Experimental_Mine,_U.S._Bureau_of_Mines","Experimental Mine, U.S. Bureau of Mines"
"http://dbpedia.org/resource/Nariman_House","Nariman House"
"http://dbpedia.org/resource/United_States_Post_Office_(Troy,_New_York)","United States Post Office (Troy, New York)"
"http://dbpedia.org/resource/Coventry_Cross","Coventry Cross"
"http://dbpedia.org/resource/Dingo_Flour_sign","Dingo Flour sign"
"http://dbpedia.org/resource/Musical_Fund_Hall","Musical Fund Hall"
"http://dbpedia.org/resource/Münchenstein_Castle","Münchenstein Castle"
"http://dbpedia.org/resource/Moscow_Methodist_Church_and_Cemetery","Moscow Methodist Church and Cemetery"
"http://dbpedia.org/resource/Olympia_Building","Olympia Building"
"http://dbpedia.org/resource/Sailors'_Mosque","Sailors' Mosque"
"http://dbpedia.org/resource/Clock_Tower_(Bitola)","Clock Tower (Bitola)"
"http://dbpedia.org/resource/Trent_Bridge_Inn","Trent Bridge Inn"
"http://dbpedia.org/resource/Merah_Putih_Bridge","Merah Putih Bridge"
"http://dbpedia.org/resource/St._Ubaldesca_Church","St. Ubaldesca Church"
"http://dbpedia.org/resource/Charles_H._Hibbard_House","Charles H. Hibbard House"
"http://dbpedia.org/resource/Fort_Hill_(Clemson,_South_Carolina)","Fort Hill (Clemson, South Carolina)"
"http://dbpedia.org/resource/St_Paul's_Pro-Cathedral,_Valletta","St Paul's Pro-Cathedral, Valletta"
"http://dbpedia.org/resource/United_States_Post_Office_(Goshen,_New_York)","United States Post Office (Goshen, New York)"
"http://dbpedia.org/resource/Frankston_Arts_Centre","Frankston Arts Centre"
"http://dbpedia.org/resource/Homeplace_Plantation_House","Homeplace Plantation House"
"http://dbpedia.org/resource/Robert_Frost_Farm_(Ripton,_Vermont)","Robert Frost Farm (Ripton, Vermont)"
"http://dbpedia.org/resource/Benjamin_Lundy_House","Benjamin Lundy House"
"http://dbpedia.org/resource/Charles_F._Kettering_House","Charles F. Kettering House"
"http://dbpedia.org/resource/Cole's_Hill","Cole's Hill"
"http://dbpedia.org/resource/Daniel_Webster_Law_Office","Daniel Webster Law Office"
"http://dbpedia.org/resource/Edward_Bellamy_House","Edward Bellamy House"
"http://dbpedia.org/resource/Eiffel_Tower_(Paris,_Tennessee)","Eiffel Tower (Paris, Tennessee)"
"http://dbpedia.org/resource/Empress_Theatre_(California)","Empress Theatre (California)"
"http://dbpedia.org/resource/Fort_Frederik","Fort Frederik"
"http://dbpedia.org/resource/Francis_Parkman_House","Francis Parkman House"
"http://dbpedia.org/resource/General_Benjamin_Lincoln_House","General Benjamin Lincoln House"
"http://dbpedia.org/resource/General_John_Glover_House","General John Glover House"
"http://dbpedia.org/resource/General_Rufus_Putnam_House","General Rufus Putnam House"
"http://dbpedia.org/resource/George_R._Minot_House","George R. Minot House"
"http://dbpedia.org/resource/Henry_Cabot_Lodge_House","Henry Cabot Lodge House"
"http://dbpedia.org/resource/Irvington_Town_Hall","Irvington Town Hall"
"http://dbpedia.org/resource/John_B._Gough_House","John B. Gough House"
"http://dbpedia.org/resource/John_P._Parker_House","John P. Parker House"
"http://dbpedia.org/resource/John_Ward_House_(Salem,_Massachusetts)","John Ward House (Salem, Massachusetts)"
"http://dbpedia.org/resource/John_and_Priscilla_Alden_Family_Sites","John and Priscilla Alden Family Sites"
"http://dbpedia.org/resource/Liberty_Farm","Liberty Farm"
"http://dbpedia.org/resource/Lowell's_Boat_Shop","Lowell's Boat Shop"
"http://dbpedia.org/resource/MBPJ_Tower","MBPJ Tower"
"http://dbpedia.org/resource/Main_Street_Historic_District_(Roslyn,_New_York)","Main Street Historic District (Roslyn, New York)"
"http://dbpedia.org/resource/Mary_Rogers_Kimball_House","Mary Rogers Kimball House"
"http://dbpedia.org/resource/Nathan_and_Mary_(Polly)_Johnson_properties","Nathan and Mary (Polly) Johnson properties"
"http://dbpedia.org/resource/Norfolk_County_Courthouse","Norfolk County Courthouse"
"http://dbpedia.org/resource/Paul_Cuffe_Farm","Paul Cuffe Farm"
"http://dbpedia.org/resource/Samuel_Elmore_Cannery","Samuel Elmore Cannery"
"http://dbpedia.org/resource/Sears,_Roebuck_&_Company_Mail_Order_Building_(Los_Angeles,_California)","Sears, Roebuck & Company Mail Order Building (Los Angeles, California)"
"http://dbpedia.org/resource/St_Matthias_Church,_Richmond","St Matthias Church, Richmond"
"http://dbpedia.org/resource/Salem_Historic_District_(New_York)","Salem Historic District (New York)"
"http://dbpedia.org/resource/Chicago_Avenue_Pumping_Station","Chicago Avenue Pumping Station"
"http://dbpedia.org/resource/Emil_Bach_House","Emil Bach House"
"http://dbpedia.org/resource/Temple_Emanu-El_of_West_Essex","Temple Emanu-El of West Essex"
"http://dbpedia.org/resource/Administrative_Palace,_Satu_Mare","Administrative Palace, Satu Mare"
"http://dbpedia.org/resource/Nightingale_House","Nightingale House"
"http://dbpedia.org/resource/St._Ignatius_Mission","St. Ignatius Mission"
"http://dbpedia.org/resource/Time_and_Temperature_Building","Time and Temperature Building"
"http://dbpedia.org/resource/Yue_Hwa_Building","Yue Hwa Building"
"http://dbpedia.org/resource/Atkinson_Clock_Tower","Atkinson Clock Tower"
"http://dbpedia.org/resource/Saint_Peter_and_Paul_Cathedral,_Lutsk","Saint Peter and Paul Cathedral, Lutsk"
"http://dbpedia.org/resource/Tivoli_Hotel_(Biloxi,_Mississippi)","Tivoli Hotel (Biloxi, Mississippi)"
"http://dbpedia.org/resource/Jerome_Avenue","Jerome Avenue"
"http://dbpedia.org/resource/Penn_Alto_Building","Penn Alto Building"
"http://dbpedia.org/resource/Poinsett_Hotel","Poinsett Hotel"
"http://dbpedia.org/resource/Ympyrätalo","Ympyrätalo"
"http://dbpedia.org/resource/Kronstadt_Fortress","Kronstadt Fortress"
"http://dbpedia.org/resource/Chorlton_Park_Apartments","Chorlton Park Apartments"
"http://dbpedia.org/resource/Church_of_St_Helen_and_St_Giles","Church of St Helen and St Giles"
"http://dbpedia.org/resource/First_Baptist_Church_(Montgomery,_Alabama)","First Baptist Church (Montgomery, Alabama)"
"http://dbpedia.org/resource/Chamberlain_Lane","Chamberlain Lane"
"http://dbpedia.org/resource/Frog_Rock_(Connecticut)","Frog Rock (Connecticut)"
"http://dbpedia.org/resource/Kodak_Building_(Atlanta)","Kodak Building (Atlanta)"
"http://dbpedia.org/resource/Church_of_the_Nativity_of_the_Blessed_Virgin_Mary,_Michalovce","Church of the Nativity of the Blessed Virgin Mary, Michalovce"
"http://dbpedia.org/resource/House_of_the_National_Assembly_of_the_Republic_of_Serbia","House of the National Assembly of the Republic of Serbia"
"http://dbpedia.org/resource/Akita_Port_Tower_Selion","Akita Port Tower Selion"
"http://dbpedia.org/resource/St._Mary_of_the_Angels_Basilica_(Olean,_New_York)","St. Mary of the Angels Basilica (Olean, New York)"
"http://dbpedia.org/resource/Tovrea_Castle","Tovrea Castle"
"http://dbpedia.org/resource/Theodore_W._Richards_House","Theodore W. Richards House"
"http://dbpedia.org/resource/William_H._McGuffey_Boyhood_Home_Site","William H. McGuffey Boyhood Home Site"
"http://dbpedia.org/resource/William_M._Davis_House","William M. Davis House"
"http://dbpedia.org/resource/Crawford_County_Courthouse_(Ohio)","Crawford County Courthouse (Ohio)"
"http://dbpedia.org/resource/Dallas_Municipal_Building","Dallas Municipal Building"
"http://dbpedia.org/resource/Eternal_Spring_Shrine","Eternal Spring Shrine"
"http://dbpedia.org/resource/Quinta_de_Olivos","Quinta de Olivos"
"http://dbpedia.org/resource/House_of_the_Weeping_Widow","House of the Weeping Widow"
"http://dbpedia.org/resource/Jewell_Building","Jewell Building"
"http://dbpedia.org/resource/Wabash_Avenue_YMCA","Wabash Avenue YMCA"
"http://dbpedia.org/resource/Winn_Memorial_Library","Winn Memorial Library"
"http://dbpedia.org/resource/Awatovi_Ruins","Awatovi Ruins"
"http://dbpedia.org/resource/John_Johnson_House_(Philadelphia,_Pennsylvania)","John Johnson House (Philadelphia, Pennsylvania)"
"http://dbpedia.org/resource/Lucius_Q._C._Lamar_House","Lucius Q. C. Lamar House"
"http://dbpedia.org/resource/Phelps_Dodge_General_Office_Building","Phelps Dodge General Office Building"
"http://dbpedia.org/resource/Ralph_Johnson_Bunche_House","Ralph Johnson Bunche House"
"http://dbpedia.org/resource/Wyckoff-Bennett_Homestead","Wyckoff-Bennett Homestead"
"http://dbpedia.org/resource/Grant_Hall_(Queen's_University)","Grant Hall (Queen's University)"
"http://dbpedia.org/resource/Arcadia_Round_Barn","Arcadia Round Barn"
"http://dbpedia.org/resource/Haffen_Building","Haffen Building"
"http://dbpedia.org/resource/Castle_Hill_(Sitka,_Alaska)","Castle Hill (Sitka, Alaska)"
"http://dbpedia.org/resource/Church_of_the_Holy_Ascension","Church of the Holy Ascension"
"http://dbpedia.org/resource/Little_White_Schoolhouse","Little White Schoolhouse"
"http://dbpedia.org/resource/Stanley_Industrial_Alliance_Stage","Stanley Industrial Alliance Stage"
"http://dbpedia.org/resource/Thorstein_Veblen_Farmstead","Thorstein Veblen Farmstead"
"http://dbpedia.org/resource/Tower_Life_Building","Tower Life Building"
"http://dbpedia.org/resource/Calamba_Claypot","Calamba Claypot"
"http://dbpedia.org/resource/Chinnakada_Clock_Tower","Chinnakada Clock Tower"
"http://dbpedia.org/resource/Vinnytsia_water_tower","Vinnytsia water tower"
"http://dbpedia.org/resource/Zoloty_Potik_castle","Zoloty Potik castle"
"http://dbpedia.org/resource/Higashiyama_Sky_Tower","Higashiyama Sky Tower"
"http://dbpedia.org/resource/Balboa_Pavilion","Balboa Pavilion"
"http://dbpedia.org/resource/Banting_Bridge","Banting Bridge"
"http://dbpedia.org/resource/Casa_de_los_Dragones","Casa de los Dragones"
"http://dbpedia.org/resource/Muar_Trade_Centre","Muar Trade Centre"
"http://dbpedia.org/resource/Karl_Schmidt_Memorial","Karl Schmidt Memorial"
"http://dbpedia.org/resource/Plaza_Theatre_(Atlanta)","Plaza Theatre (Atlanta)"
